concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi,freq_finngen,freq_total
979,"MAHASYÖPÄ ,PYLORUS,MUU TARK MÄÄR CA",Condition,ICD9fi,5-char ICD9fi,NA,1511E,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ ,PYLORUS,MUU TARK MÄÄR CA",0,0
980,"MAHASYÖPÄ ,PYLORUS,MUU MÄÄR/TARK MÄÄR HIST",Condition,ICD9fi,5-char ICD9fi,NA,1511F,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ ,PYLORUS,MUU MÄÄR/TARK MÄÄR HIST",0,0
981,"MAHASYÖPÄ ,PYLORUS,EI HIST VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1511X,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ ,PYLORUS,EI HIST VAHVISTUSTA",0,0
982,"MAHASYÖPÄ, ANTRI PYLORI EARLY DIFF GASTR CA",Condition,ICD9fi,5-char ICD9fi,NA,1512A,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ANTRI PYLORI EARLY DIFF GASTR CA",0,0
983,"MAHASYÖPÄ, ANTRI PYLORI EARLY INTEST GASTR CA",Condition,ICD9fi,5-char ICD9fi,NA,1512B,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ANTRI PYLORI EARLY INTEST GASTR CA",0,0
984,"MAHASYÖPÄ, ANTRI PYLORI DIFFUUSI KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1512C,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ANTRI PYLORI DIFFUUSI KARSINOOMA",0,0
985,"MAHASYÖPÄ, ANTRI PYLORI INTEST KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1512D,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ANTRI PYLORI INTEST KARSINOOMA",0,0
986,"MAHASYÖPÄ, ANTRI PYLORI MUU TARK MÄÄR CA",Condition,ICD9fi,5-char ICD9fi,NA,1512E,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ANTRI PYLORI MUU TARK MÄÄR CA",0,0
987,"MAHASYÖPÄ, ANTRI PYLORI MUU MÄÄR/TARK MÄÄR HIST",Condition,ICD9fi,5-char ICD9fi,NA,1512F,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ANTRI PYLORI MUU MÄÄR/TARK MÄÄR HIST",0,0
988,"MAHASYÖPÄ, ANTRI PYLORI EI HIST VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1512X,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ANTRI PYLORI EI HIST VAHVISTUSTA",0,0
989,"MAHASYÖPÄ, FUNDI EARLY DIFF GASTR CA",Condition,ICD9fi,5-char ICD9fi,NA,1513A,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, FUNDI EARLY DIFF GASTR CA",0,0
990,"MAHASYÖPÄ, FUNDI EARLY INTEST GASTR CA",Condition,ICD9fi,5-char ICD9fi,NA,1513B,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, FUNDI EARLY INTEST GASTR CA",0,0
991,"MAHASYÖPÄ, FUNDI DIFFUUSI KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1513C,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, FUNDI DIFFUUSI KARSINOOMA",0,0
992,"MAHASYÖPÄ, FUNDI INTEST KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1513D,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, FUNDI INTEST KARSINOOMA",0,0
993,"MAHASYÖPÄ, FUNDI MUU TARK MÄÄR CA",Condition,ICD9fi,5-char ICD9fi,NA,1513E,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, FUNDI MUU TARK MÄÄR CA",0,0
994,"MAHASYÖPÄ, FUNDI MUU MÄÄR/TARK MÄÄR HIST",Condition,ICD9fi,5-char ICD9fi,NA,1513F,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, FUNDI MUU MÄÄR/TARK MÄÄR HIST",0,0
995,"MAHASYÖPÄ, FUNDI EI HIST VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1513X,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, FUNDI EI HIST VAHVISTUSTA",0,0
996,"MAHASYÖPÄ, CORPORIS EARLY DIFF GASTR CA",Condition,ICD9fi,5-char ICD9fi,NA,1514A,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, CORPORIS EARLY DIFF GASTR CA",0,0
997,"MAHASYÖPÄ, CORPORIS  EARLY INTEST GASTR CA",Condition,ICD9fi,5-char ICD9fi,NA,1514B,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, CORPORIS  EARLY INTEST GASTR CA",0,0
998,"MAHASYÖPÄ, CORPORIS DIFFUUSI KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1514C,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, CORPORIS DIFFUUSI KARSINOOMA",0,0
999,"MAHASYÖPÄ, CORPORIS INTEST KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1514D,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, CORPORIS INTEST KARSINOOMA",0,0
1000,"MAHASYÖPÄ, CORPORIS MUU TARK MÄÄR CA",Condition,ICD9fi,5-char ICD9fi,NA,1514E,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, CORPORIS MUU TARK MÄÄR CA",0,0
1001,"MAHASYÖPÄ, CORPORIS MUU MÄÄR/TARK MÄÄR HIST",Condition,ICD9fi,5-char ICD9fi,NA,1514F,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, CORPORIS MUU MÄÄR/TARK MÄÄR HIST",0,0
1002,"MAHASYÖPÄ, CORPORIS EI HIST VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1514X,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, CORPORIS EI HIST VAHVISTUSTA",0,0
1003,"MAHASYÖPÄ, ALIA DEFINITA,EARLY DIFF GASTR CA",Condition,ICD9fi,5-char ICD9fi,NA,1518A,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ALIA DEFINITA,EARLY DIFF GASTR CA",0,0
1004,"MAHASYÖPÄ, ALIA DEFINITA,EARLY INTEST GASTR CA",Condition,ICD9fi,5-char ICD9fi,NA,1518B,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ALIA DEFINITA,EARLY INTEST GASTR CA",0,0
1005,"MAHASYÖPÄ, ALIA DEFINITA,DIFFUUSI KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1518C,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ALIA DEFINITA,DIFFUUSI KARSINOOMA",0,0
1006,"MAHASYÖPÄ, ALIA DEFINITA,INTEST KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1518D,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ALIA DEFINITA,INTEST KARSINOOMA",0,0
1007,"MAHASYÖPÄ, ALIA DEFINITA,MUU TARK MÄÄR CA",Condition,ICD9fi,5-char ICD9fi,NA,1518E,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ALIA DEFINITA,MUU TARK MÄÄR CA",0,0
1008,"MAHASYÖPÄ, ALIA DEFINITA,MUU MÄÄR/TARK MÄÄR HIST",Condition,ICD9fi,5-char ICD9fi,NA,1518F,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ALIA DEFINITA,MUU MÄÄR/TARK MÄÄR HIST",0,0
1009,"MAHASYÖPÄ, ALIA DEFINITA,EI HIST VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1518X,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ, ALIA DEFINITA,EI HIST VAHVISTUSTA",0,0
1010,"MAHASYÖPÄ,NUD   EARLY DIFF GASTR CA",Condition,ICD9fi,5-char ICD9fi,NA,1519A,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ,NUD   EARLY DIFF GASTR CA",0,0
1011,"MAHASYÖPÄ,NUD   EARLY INTEST GASTR CA",Condition,ICD9fi,5-char ICD9fi,NA,1519B,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ,NUD   EARLY INTEST GASTR CA",0,0
1012,"MAHASYÖPÄ,NUD   DIFFUUSI KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1519C,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ,NUD   DIFFUUSI KARSINOOMA",0,0
1013,"MAHASYÖPÄ,NUD   INTEST KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1519D,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ,NUD   INTEST KARSINOOMA",0,0
1014,"MAHASYÖPÄ,NUD   MUU TARK MÄÄR CA",Condition,ICD9fi,5-char ICD9fi,NA,1519E,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ,NUD   MUU TARK MÄÄR CA",0,0
1015,"MAHASYÖPÄ,NUD   MUU MÄÄR/TARK MÄÄR HIST",Condition,ICD9fi,5-char ICD9fi,NA,1519F,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ,NUD   MUU MÄÄR/TARK MÄÄR HIST",0,0
1016,"MAHASYÖPÄ,NUD   EI HIST VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1519X,1970-01-01,2099-12-31,NA,"MAHASYÖPÄ,NUD   EI HIST VAHVISTUSTA",0,0
1017,OHUTSUOLEN SYÖPÄ,Condition,ICD9fi,3-char ICD9fi,NA,152,1970-01-01,2099-12-31,NA,OHUTSUOLEN SYÖPÄ,0,0
1018,"NEOPLASMA MALIGNUM DUODENI,ADENOCARCINOMA",Condition,ICD9fi,5-char ICD9fi,NA,1520A,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIGNUM DUODENI,ADENOCARCINOMA",0,0
1019,"NEOPLASMA MALIGNUM DUODENI,ALIA DEFINITA SEU NUD",Condition,ICD9fi,5-char ICD9fi,NA,1520B,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIGNUM DUODENI,ALIA DEFINITA SEU NUD",0,0
1020,"NEOPLASMA MALIGNUM DUODENI,EI HISTOLOGISTA VAHV",Condition,ICD9fi,5-char ICD9fi,NA,1520X,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIGNUM DUODENI,EI HISTOLOGISTA VAHV",0,0
1021,"NEOPLASMA MALIGNUM JEJUNI,ADENOCARCINOMA",Condition,ICD9fi,5-char ICD9fi,NA,1521A,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIGNUM JEJUNI,ADENOCARCINOMA",0,0
1022,"NEOPLASMA MALIGNUM JEJUNI,ALIA DEFINITA SEU NUD",Condition,ICD9fi,5-char ICD9fi,NA,1521B,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIGNUM JEJUNI,ALIA DEFINITA SEU NUD",0,0
1023,"NEOPLASMA MALIGNUM JEJUNI,EI HISTOLOGISTA VAHVISTUS",Condition,ICD9fi,5-char ICD9fi,NA,1521X,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIGNUM JEJUNI,EI HISTOLOGISTA VAHVISTUS",0,0
1024,"NEOPLASMA MALIGNUM ILEI,ADENOCARCINOMA",Condition,ICD9fi,5-char ICD9fi,NA,1522A,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIGNUM ILEI,ADENOCARCINOMA",0,0
1025,"NEOPLASMA MALIGNUM ILEI,ALIA DEFINITA SEU NUD",Condition,ICD9fi,5-char ICD9fi,NA,1522B,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIGNUM ILEI,ALIA DEFINITA SEU NUD",0,0
1026,"NEOPLASMA MALIGNUM ILEI,EI HISTOLOGISTA VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1522X,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIGNUM ILEI,EI HISTOLOGISTA VAHVISTUSTA",0,0
1027,"NEOPLASMA MALIGN DIVERT MECKELI,ADENOCARCINOMA",Condition,ICD9fi,5-char ICD9fi,NA,1523A,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIGN DIVERT MECKELI,ADENOCARCINOMA",0,0
1028,"NEOPLASMA MALIGN DIVERT MECKELI,ALIA DEFINITA/NUD",Condition,ICD9fi,5-char ICD9fi,NA,1523B,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIGN DIVERT MECKELI,ALIA DEFINITA/NUD",0,0
1029,"NEOPLASMA MALIGN DIVERT MECKELI,EI HISTOLOGISTA VAH",Condition,ICD9fi,5-char ICD9fi,NA,1523X,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIGN DIVERT MECKELI,EI HISTOLOGISTA VAH",0,0
1030,"NEOPL MALIG INTEST TENUI ALIA,ADENOCARCINOMA",Condition,ICD9fi,5-char ICD9fi,NA,1528A,1970-01-01,2099-12-31,NA,"NEOPL MALIG INTEST TENUI ALIA,ADENOCARCINOMA",0,0
1031,"NEOPL MALIG INTEST TENUI ALIA,ALIA DEFINITA SEU NUD",Condition,ICD9fi,5-char ICD9fi,NA,1528B,1970-01-01,2099-12-31,NA,"NEOPL MALIG INTEST TENUI ALIA,ALIA DEFINITA SEU NUD",0,0
1032,"NEOPL MALIG INTEST TENUI ALIA,EI HISTOLOGISTA VAHV",Condition,ICD9fi,5-char ICD9fi,NA,1528X,1970-01-01,2099-12-31,NA,"NEOPL MALIG INTEST TENUI ALIA,EI HISTOLOGISTA VAHV",0,0
1033,"OHUTSUOLEN SYÖPÄ,NUD,ADENOCARCINOMA",Condition,ICD9fi,5-char ICD9fi,NA,1529A,1970-01-01,2099-12-31,NA,"OHUTSUOLEN SYÖPÄ,NUD,ADENOCARCINOMA",0,0
1034,"OHUTSUOLEN SYÖPÄ,NUD,ALIA DEFINITA SEU NUD",Condition,ICD9fi,5-char ICD9fi,NA,1529B,1970-01-01,2099-12-31,NA,"OHUTSUOLEN SYÖPÄ,NUD,ALIA DEFINITA SEU NUD",0,0
1035,"OHUTSUOLEN SYÖPÄ,NUD,EI HISTOLOGISTA VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1529X,1970-01-01,2099-12-31,NA,"OHUTSUOLEN SYÖPÄ,NUD,EI HISTOLOGISTA VAHVISTUSTA",0,0
1036,NEOPLASMA MALIGNUM COLI,Condition,ICD9fi,3-char ICD9fi,NA,153,1970-01-01,2099-12-31,NA,NEOPLASMA MALIGNUM COLI,0,0
1037,"NEOPL MALIG COLI FLEX HEPATIS,INVASIIVINEN KARSIN",Condition,ICD9fi,5-char ICD9fi,NA,1530A,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI FLEX HEPATIS,INVASIIVINEN KARSIN",0,0
1038,"NEOPL MALIG COLI FLEX HEPATIS,KARSINOOMA ADENOOMASS",Condition,ICD9fi,5-char ICD9fi,NA,1530B,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI FLEX HEPATIS,KARSINOOMA ADENOOMASS",0,0
1039,"NEOPL MALIG COLI FLEX HEPATIS,MUU/MÄÄRIT HISTOLOGIA",Condition,ICD9fi,5-char ICD9fi,NA,1530C,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI FLEX HEPATIS,MUU/MÄÄRIT HISTOLOGIA",0,0
1040,"NEOPL MALIG COLI FLEX HEPATIS,EI HIST VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1530X,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI FLEX HEPATIS,EI HIST VAHVISTUSTA",0,0
1041,"NEOPL MALIG COLI TRANSV,INVASIIVINEN KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1531A,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI TRANSV,INVASIIVINEN KARSINOOMA",0,0
1042,"NEOPL MALIG COLI TRANSV,KARSINOOMA ADENOOMASSA",Condition,ICD9fi,5-char ICD9fi,NA,1531B,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI TRANSV,KARSINOOMA ADENOOMASSA",0,0
1043,"NEOPL MALIG COLI TRANSV,MUU TAI MÄÄRITT HISTOLOGIA",Condition,ICD9fi,5-char ICD9fi,NA,1531C,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI TRANSV,MUU TAI MÄÄRITT HISTOLOGIA",0,0
1044,"NEOPL MALIG COLI TRANSV,EI HISTOLOGISTA VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1531X,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI TRANSV,EI HISTOLOGISTA VAHVISTUSTA",0,0
1045,"NEOPL MALIG COLI DESCEND,INVASIIVINEN KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1532A,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI DESCEND,INVASIIVINEN KARSINOOMA",0,0
1046,"NEOPL MALIG COLI DESCEND,KARSINOOMA ADENOOMASSA",Condition,ICD9fi,5-char ICD9fi,NA,1532B,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI DESCEND,KARSINOOMA ADENOOMASSA",0,0
1047,"NEOPL MALIG COLI DESCEND,MUU TAI MÄÄRITTEL HIST",Condition,ICD9fi,5-char ICD9fi,NA,1532C,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI DESCEND,MUU TAI MÄÄRITTEL HIST",0,0
1048,"NEOPL MALIG COLI DESCEND,EI HISTOLOGISTA VAHVISTUST",Condition,ICD9fi,5-char ICD9fi,NA,1532X,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI DESCEND,EI HISTOLOGISTA VAHVISTUST",0,0
1049,"NEOPL MALIG COLI SIGM,INVASIIVINEN KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1533A,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI SIGM,INVASIIVINEN KARSINOOMA",0,0
1050,"NEOPL MALIG COLI SIGM,KARSINOOMA ADENOOMASSA",Condition,ICD9fi,5-char ICD9fi,NA,1533B,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI SIGM,KARSINOOMA ADENOOMASSA",0,0
1051,"NEOPL MALIG COLI SIGM,MUU TAI MÄÄRITTELEMÄTÖN HISTO",Condition,ICD9fi,5-char ICD9fi,NA,1533C,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI SIGM,MUU TAI MÄÄRITTELEMÄTÖN HISTO",0,0
1052,"NEOPL MALIG COLI SIGM,EI HISTOLOGISTA VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1533X,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI SIGM,EI HISTOLOGISTA VAHVISTUSTA",0,0
1053,"NEOPL MALIG CAECI,INVASIIVINEN KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1534A,1970-01-01,2099-12-31,NA,"NEOPL MALIG CAECI,INVASIIVINEN KARSINOOMA",0,0
1054,"NEOPL MALIG CAECI,KARSINOOMA ADENOOMASSA",Condition,ICD9fi,5-char ICD9fi,NA,1534B,1970-01-01,2099-12-31,NA,"NEOPL MALIG CAECI,KARSINOOMA ADENOOMASSA",0,0
1055,"NEOPL MALIG CAECI,MUU TAI MÄÄRITTELEMÄTÖN HISTOLOGI",Condition,ICD9fi,5-char ICD9fi,NA,1534C,1970-01-01,2099-12-31,NA,"NEOPL MALIG CAECI,MUU TAI MÄÄRITTELEMÄTÖN HISTOLOGI",0,0
1056,"NEOPL MALIG CAECI,EI HISTOLOGISTA VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1534X,1970-01-01,2099-12-31,NA,"NEOPL MALIG CAECI,EI HISTOLOGISTA VAHVISTUSTA",0,0
1057,"NEOPL MALIG APPEND VERMIF,INVASIIVINEN KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1535A,1970-01-01,2099-12-31,NA,"NEOPL MALIG APPEND VERMIF,INVASIIVINEN KARSINOOMA",0,0
1058,"NEOPL MALIG APPEND VERMIF,MUU TAI MÄÄRITTELEMÄTÖN H",Condition,ICD9fi,5-char ICD9fi,NA,1535C,1970-01-01,2099-12-31,NA,"NEOPL MALIG APPEND VERMIF,MUU TAI MÄÄRITTELEMÄTÖN H",0,0
1059,"NEOPL MALIG APPEND VERMIF,EI HISTOLOGISTA VAHVISTUS",Condition,ICD9fi,5-char ICD9fi,NA,1535X,1970-01-01,2099-12-31,NA,"NEOPL MALIG APPEND VERMIF,EI HISTOLOGISTA VAHVISTUS",0,0
1060,"NEOPL MALIG COLI ASCENDENTIS,INVASIIVINEN KARSINOOM",Condition,ICD9fi,5-char ICD9fi,NA,1536A,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI ASCENDENTIS,INVASIIVINEN KARSINOOM",0,0
1061,"NEOPL MALIG COLI ASCENDENTIS,KARSINOOMA ADENOOMASSA",Condition,ICD9fi,5-char ICD9fi,NA,1536B,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI ASCENDENTIS,KARSINOOMA ADENOOMASSA",0,0
1062,"NEOPL MALIG COLI ASCENDENTIS,MUU TAI MÄÄRITTELEMÄTÖ",Condition,ICD9fi,5-char ICD9fi,NA,1536C,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI ASCENDENTIS,MUU TAI MÄÄRITTELEMÄTÖ",0,0
1063,"NEOPL MALIG COLI ASCENDENTIS,EI HISTOLOGISTA VAHVIS",Condition,ICD9fi,5-char ICD9fi,NA,1536X,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI ASCENDENTIS,EI HISTOLOGISTA VAHVIS",0,0
1064,"NEOPL MALIG FLEX LIEN,INVASIIVINEN KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1537A,1970-01-01,2099-12-31,NA,"NEOPL MALIG FLEX LIEN,INVASIIVINEN KARSINOOMA",0,0
1065,"NEOPL MALIG FLEX LIEN,KARSINOOMA ADENOOMASSA",Condition,ICD9fi,5-char ICD9fi,NA,1537B,1970-01-01,2099-12-31,NA,"NEOPL MALIG FLEX LIEN,KARSINOOMA ADENOOMASSA",0,0
1066,"NEOPL MALIG FLEX LIEN,MUU TAI MÄÄRITTELEMÄTÖN HISTO",Condition,ICD9fi,5-char ICD9fi,NA,1537C,1970-01-01,2099-12-31,NA,"NEOPL MALIG FLEX LIEN,MUU TAI MÄÄRITTELEMÄTÖN HISTO",0,0
1067,"NEOPL MALIG FLEX LIEN,EI HISTOLOGISTA VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1537X,1970-01-01,2099-12-31,NA,"NEOPL MALIG FLEX LIEN,EI HISTOLOGISTA VAHVISTUSTA",0,0
1068,"NEOPL MALIG COLI ALIA,INVASIIVINEN KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1538A,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI ALIA,INVASIIVINEN KARSINOOMA",0,0
1069,"NEOPL MALIG COLI ALIA,KARSINOOMA ADENOOMASSA",Condition,ICD9fi,5-char ICD9fi,NA,1538B,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI ALIA,KARSINOOMA ADENOOMASSA",0,0
1070,"NEOPL MALIG COLI ALIA,MUU TAI MÄÄRITTELEMÄTÖN HISTO",Condition,ICD9fi,5-char ICD9fi,NA,1538C,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI ALIA,MUU TAI MÄÄRITTELEMÄTÖN HISTO",0,0
1071,"NEOPL MALIG COLI ALIA,EI HISTOLOGISTA VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1538X,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI ALIA,EI HISTOLOGISTA VAHVISTUSTA",0,0
1072,"NEOPL MALIG COLI NUD,INVASIIVINEN KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1539A,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI NUD,INVASIIVINEN KARSINOOMA",0,0
1073,"NEOPL MALIG COLI NUD,KARSINOOMA ADENOOMASSA",Condition,ICD9fi,5-char ICD9fi,NA,1539B,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI NUD,KARSINOOMA ADENOOMASSA",0,0
1074,"NEOPL MALIG COLI NUD,MUU TAI MÄÄRITTELEMÄTÖN HISTOL",Condition,ICD9fi,5-char ICD9fi,NA,1539C,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI NUD,MUU TAI MÄÄRITTELEMÄTÖN HISTOL",0,0
1075,"NEOPL MALIG COLI NUD,EI HISTOLOGISTA VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1539X,1970-01-01,2099-12-31,NA,"NEOPL MALIG COLI NUD,EI HISTOLOGISTA VAHVISTUSTA",0,0
1076,NEOPLASMA MALIGNUM RECTI,Condition,ICD9fi,3-char ICD9fi,NA,154,1970-01-01,2099-12-31,NA,NEOPLASMA MALIGNUM RECTI,0,0
1077,"NEOPL MALIG JUNCT RECTOSIGM,INVASIIVINEN KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1540A,1970-01-01,2099-12-31,NA,"NEOPL MALIG JUNCT RECTOSIGM,INVASIIVINEN KARSINOOMA",0,0
1078,"NEOPL MALIG JUNCT RECTOSIGM,KARSINOOMA ADENOOMASSA",Condition,ICD9fi,5-char ICD9fi,NA,1540B,1970-01-01,2099-12-31,NA,"NEOPL MALIG JUNCT RECTOSIGM,KARSINOOMA ADENOOMASSA",0,0
1079,"NEOPL MALIG JUNCT RECTOSIGM,MUU TAI MÄÄRITTELEMÄTÖN",Condition,ICD9fi,5-char ICD9fi,NA,1540C,1970-01-01,2099-12-31,NA,"NEOPL MALIG JUNCT RECTOSIGM,MUU TAI MÄÄRITTELEMÄTÖN",0,0
1080,"NEOPL MALIG JUNCT RECTOSIGM,EI HISTOLOGISTA VAHVIST",Condition,ICD9fi,5-char ICD9fi,NA,1540X,1970-01-01,2099-12-31,NA,"NEOPL MALIG JUNCT RECTOSIGM,EI HISTOLOGISTA VAHVIST",0,0
1081,"NEOPLASMA MALIG RECTI,INVASIIVINEN KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1541A,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIG RECTI,INVASIIVINEN KARSINOOMA",0,0
1082,"NEOPLASMA MALIG RECTI,KARSINOOMA ADENOOMASSA",Condition,ICD9fi,5-char ICD9fi,NA,1541B,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIG RECTI,KARSINOOMA ADENOOMASSA",0,0
1083,"NEOPLASMA MALIG RECTI,MUU TAI MÄÄRITTELEMÄTÖN HISTO",Condition,ICD9fi,5-char ICD9fi,NA,1541C,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIG RECTI,MUU TAI MÄÄRITTELEMÄTÖN HISTO",0,0
1084,"NEOPLASMA MALIG RECTI,EI HISTOLOGISTA VAHVISTUSTA",Condition,ICD9fi,5-char ICD9fi,NA,1541X,1970-01-01,2099-12-31,NA,"NEOPLASMA MALIG RECTI,EI HISTOLOGISTA VAHVISTUSTA",0,0
1085,"NEOPL MALIG CANALIS ANALIS,INVASIIVINEN KARSINOOMA",Condition,ICD9fi,5-char ICD9fi,NA,1542A,1970-01-01,2099-12-31,NA,"NEOPL MALIG CANALIS ANALIS,INVASIIVINEN KARSINOOMA",0,0
1086,"NEOPL MALIG CANALIS ANALIS,KARSINOOMA ADENOOMASSA",Condition,ICD9fi,5-char ICD9fi,NA,1542B,1970-01-01,2099-12-31,NA,"NEOPL MALIG CANALIS ANALIS,KARSINOOMA ADENOOMASSA",0,0
