concept_id,concept_code,concept_name,tmp_name_fi,freq_tays,freq_finngen,freq_total
8972,N08.39*E10.2,Insulin-dependent diabetes mellitus - Diabetic nephropathy,Diabeteksen nefropatia nuoruustyypin diabetes,0,0,0
8973,N08.39*E11.2,Non-insulin-dependent diabetes mellitus - Diabetic nephropathy,Diabeteksen nefropatia aikuistyypin diabetes,0,0,0
8975,N08.4*E75.2,Glomerular disorders in Fabry(-Anderson) disease,Fabry(-Andersoni)n tautiin liittyvä munuaiskerässairaus,0,0,0
8976,N08.4*E78.6,Glomerular disorders in lecithin cholesterol acyltransferase deficiency,Lesitiini-kolesteroli-asyylitransferaasin puutteeseen liittyvä munuaiskerässairaus,0,0,0
8977,N08.4*E85.80,Renal disease associated with Merotoja's disease,Meretojan tautiin liittyvä munuaiskerässairaus,0,0,0
8978,N08.4*E85.9,Glomerular disorders in amyloidosis,Amyloidoosiin liittyvä munuaiskerässairaus,0,0,0
8980,N08.5*M30.0,Glomerular disorders in polyarteritis nodosa,Polyarteritis nodosaan liittyvä munuaiskerässairaus,0,0,0
8981,N08.5*M31.0,Glomerular disorders in Goodpasture's syndrome,Goodpasturen oireyhtymään liittyvä munuaiskerässairaus,0,0,0
8982,N08.5*M31.1,Glomerular disorders in thrombotic thrombocytopenic purpura,Tromboottiseen trombosytopeeniseen purppuraan liittyvä munuaiskerässairaus,0,0,0
8983,N08.5*M31.3,Glomerular disorders in Wegener's granulomatosis,Wegenerin granulomatoosiin liittyvä munuaiskerässairaus,0,0,0
8984,N08.5*M31.7,Kidney disease associated with microscopic polyangitis,Mikroskooppiseen polyangiittiin liittyvä munuaiskerässairaus,0,0,0
8985,N08.5*M32.1,Glomerular disorders in systemic lupus erythematosus,Lupus erythematosus disseminatukseen liittyvä munuaiskerässairaus,0,0,0
8987,N08.8*I33.0,Glomerular disorders in subacute bacterial endocarditis,Puoliakuuttiin bakteriaaliseen sydämen sisäkalvon tulehdukseen liittyvä munuaiskerässairaus,0,0,0
9019,N16.0*A02.2,Salmonella renal tubulo-interstitial disease,Salmonellan aiheuttama munuaisten tubulointerstitiaalinen sairaus,0,0,0
9020,N16.0*A23.9,Renal tubulo-interstitial disorders (due to)(in) brucellosis,Bruselloosiin liittyvä tubulointerstitiaalinen munuaissairaus,0,0,0
9021,N16.0*A36.8,Renal tubulo-interstitial disorders (due to)(in) diphtheria,Kurkkumätään liittyvä tubulointerstitiaalinen munuaissairaus,0,0,0
9022,N16.0*B58.8,Renal tubulo-interstitial disorders (due to)(in) toxoplasmosis,Toksoplasmoosiin liittyvä tubulointerstitiaalinen munuaissairaus,0,0,0
9024,N16.1*C90.0,Renal tubulo-interstitial disorders in multiple myeloma,Myeloomaan liittyvä tubulointerstitiaalinen munuaissairaus,0,0,0
9026,N16.2*D86.8,Renal tubulo-interstitial disorders in sarcoidosis,Sarkoidoosiin liittyvä tubulointerstitiaalinen munuaissairaus,0,0,0
9027,N16.2*D89.1,Renal tubulo-interstitial disorders in mixed cryoglobulinaemia,Sekamuotoiseen kryoglobulinemiaan liittyvä tubulointerstitiaalinen munuaissairaus,0,0,0
9029,N16.3*E72.0,Renal tubulo-interstitial disorders in cystinosis,Kystinoosiin liittyvä tubulointerstitiaalinen sairaus,0,0,0
9030,N16.3*E74.0,Renal tubulo-interstitial disorders in glycogen storage disease,Glykogeenin kertymäsairauteen (glykogenoosiin) liittyvä tubulointerstitiaalinen sairaus,0,0,0
9031,N16.3*E83.0,Renal tubulo-interstitial disorders in Wilson's disease,Hepatolentikulaariseen degeneraatioon liittyvä tubulointerstitiaalinen sairaus,0,0,0
9032,N16.3*E83.50,Nefrocalcinosis NEC,Määrittämättömän hyperkalsemian aiheuttama munuaissairaus,0,0,0
9033,N16.3*M10.0,Gout-induced kidney damage,Kihdin aiheuttama munuaisvaurio,0,0,0
9034,N16.3*M10.9,Gout-induced kidney disease,Kihdin aiheuttama munuaissairaus,0,0,0
9036,N16.4*M32.1,Renal tubulo-interstitial disorders in systemic lupus erythematosus,Systeemiseen lupus erythematosukseen liittyvä tubulointerstitiaalinen sairaus,0,0,0
9037,N16.4*M35.0,Sjögren's syndrome with renal tubulo-interstitial disorders+,Sjögrenin oireyhtymään liittyvä tubulo-interstitiaalinen munuaissairaus,0,0,0
9039,N16.5*T86.9,Renal tubulo-interstitial disorder in transplant rejection,Määrittämättömän siirteen hyljintään liittyvä tubulointerstitiaalinen munuaissairaus,0,0,0
9050,N18.8+G63.8,Uraemic neuropathy,Ureeminen hermosairaus,0,64,0
9051,N18.8+I32.8,Pericarditis (in) uraemic,Ureeminen sydänpussitulehdus,0,64,0
9066,N22.0*B65.9,Urinary calculus in schistosomiasis [bilharziasis],Skistosomiaasiin liittyvä virtsatiekivitauti,0,0,0
9071,N25.0+M90.8,Osteopathy in renal osteodystrophy,Munuaisperäiseen luunkasvuhäiriöön liittyvä luusairaus,0,0,0
9087,N29.0*A52.79,Late syphilis of kidney,Munuaisen myöhäiskuppa,0,0,0
9089,N29.1*A18.1,Kidney or ureteral disease associated with tuberculosis,Tuberkuloosiin liittyvä munuais- tai virtsanjohdinsairaus,0,0,0
9090,N29.1*B65.9,Disorders of kidney and ureter in schistosomiasis [bilharziasis],Skistosomiaasiin liittyvä muu munuais- tai virtsanjohdinsairaus,0,0,0
9120,N33.0*A18.1,Tuberculous cystitis,Virtsarakon tuberkuloosi,0,0,0
9122,N33.8*B65.9,Bladder disorder in schistosomiasis [bilharziasis],Skistosomiaasiin liittyvä virtsarakkosairaus,0,0,0
9142,N37.0*B37.4,Candidal urethritis,Virtsaputken kandidiaasi,0,0,0
9201,N51.0*A18.1,Prostatitis tuberculous,Tuberkuloottinen eturauhastulehdus,0,0,0
9202,N51.0*A54.2,Gonococcal prostatitis,Gonokokin aiheuttama eturauhastulehdus,0,0,0
9203,N51.0*A56.1,Chlamydia-induced prostatitis,Klamydian aiheuttama eturauhastulehdus,0,0,0
9204,N51.0*A59.0,Prostatitis trichomonal,Trichomonas vaginalis -alkueläimen aiheuttama eturauhastulehdus,0,0,0
9206,N51.1*A18.1,Tuberculosis of epididymis,Kiveksen tuberkuloosi,0,0,0
9207,N51.1*A54.2,Gonococcal epididymitis,Gonokokin aiheuttama lisäkivestulehdus,0,0,0
9208,N51.1*A56.1,Chlamydial epididymitis,Klamydian aiheuttama lisäkivestulehdus,0,0,0
9209,N51.1*B26.0,Mumps orchitis,Sikotaudin kivestulehdus,0,0,0
9211,N51.2*A06.8,Amoebic balanitis+,Ameban aiheuttama terskatulehdus,0,0,0
9212,N51.2*B37.4,Candidal balanitis,Kandidan aiheuttama terskatulehdus,0,0,0
9214,N51.8*A18.1,Male genital tuberculosis,Miehen sukupuolielinten tuberkuloosi,0,0,0
9215,N51.8*A60.0,Male genital herpes virus infection,Miehen sukupuolielinten herpesvirusinfektio,0,0,0
9216,N51.8*B74.9,"Filarial chylocele, tunica vaginalis",Rihmamadon aiheuttama kiveksen tuppikalvon kyloseele,0,0,0
9262,N74.2*A51.4,Secondary syphilitic female pelvic inflammatory disease+,Sekundaarisen kupan aiheuttama sisäsynnyttimien tulehdus,0,0,0
9263,N74.2*A52.79,Late syphilitic female pelvic inflammatory disease+,Myöhäiskupan aiheuttama sisäsynnyttimien tulehdus,0,0,0
9265,N74.3*A54.2,Female gonococcal pelvic inflammatory disease,Gonokokin aiheuttama sisäsynnyttimien tulehdussairaus,0,0,0
9267,N74.4*A56.1,Female chlamydial pelvic inflammatory disease,Klamydian aiheuttama sisäsynnyttimien tulehdus,0,0,0
9285,N77.0*A18.1,Ulceration of vulva in tuberculosis,Tuberkuloosiin liittyvä ulkosynnyttimien haavauma,0,0,0
9286,N77.0*A60.0,Ulceration of vulva in herpesviral [herpes simplex] infection,Herpesvirusinfektioon (herpes simplex) liittyvä ulkosynnyttimien haavauma,0,0,0
9288,N77.1*A60.0,"Vaginitis, vulvitis and vulvovaginitis in herpesviral [herpes simplex] infection",Herpesvirusinfektioon (herpes simplex) liittyvä emättimen ja/tai ulkosynnyttimien tulehdus,0,9,0
9289,N77.1*B37.3,Candidiasis of vulva and vagina,Ulkosynnyttimien ja emättimen kandidiaasi,0,9,0
9290,N77.1*B80,"Vaginitis, vulvitis and vulvovaginitis in pinworm infection",Kihomatotautiin liittyvä emättimen ja/tai ulkosynnyttimien tulehdus,0,9,0
9292,N77.8*L43.9,Ulcer and inflammation of the vulva and / or vagina caused by red lichen,Punajäkälän aiheuttama ulkosynnyttimien ja/tai emättimen haavauma ja tulehdus,0,0,0
9293,N77.8*M35.2,Ulceration of vulva in Behçet's disease,Behçetin tautiin liittyvä ulkosynnyttimien haavauma,0,0,0
10286,P75*E84.1,Meconium ileus,Kystisen fibroosin aiheuttama mekoniumileus,0,0,0
11287,Q90.9+H19.8,Keratoconus in Down's syndrome,Downin oireyhtymään liittyvä sarveiskalvon kartiopullistuma,0,0,0
12860,T58+F02.89,Dementia associated with carbon monoxide poisoning,Häkämyrkytykseen liittyvä dementia,0,6,0
12913,T65.9+F02.89,Dementia associated with an unspecified state of intoxication,Määrittämättömään myrkytystilaan liittyvä dementia,0,45,0
12937,T70.3+M90.3,Osteonecrosis in caisson disease,Sukeltajantautiin liittyvä luukuolio,0,0,0
13059,T86.9+N16.5,Renal tubulo-interstitial disorder in transplant rejection,Määrittämättömän siirteen hyljintään liittyvä tubulointerstitiaalinen munuaissairaus,0,0,0
226,A28.10,Oral manifestations of feline scrapie,Kissanraapaisutaudin suun alueen ilmentymät,0,0,0
227,A28.11,Inflammation of the lymph nodes in the neck in feline scrapie,Kaulan imusolmukkeiden tulehdus kissanraapaisutaudissa,0,0,0
228,A28.19,Other or unspecified feline scrapie,Muu tai määrittämätön kissanraapaisutauti,0,0,0
246,A31.80,Inflammatory changes in the mouth caused by Mycobacterium intracellulare,Mycobacterium intracellulare-bakteerin aiheuttamat tulehdusmuutokset suussa,0,0,0
247,A31.81,Inflammatory changes in the mouth caused by Mycobacterium chelonei,Mycobacterium chelonei-bakteerin aiheuttamat tulehdusmuutokset suussa,0,0,0
248,A31.84,Infection of the oral area caused by another or unspecified mycobacterium,Muun tai määrittämättömän mykobakteerin aiheuttama suun alueen infektio,0,0,0
249,A31.89,Other mycobacterial infections,Muu mykobakteriaalinen infektio,0,0,0
373,A50.50,Wrinkles around the mouth (Parrot's grooves),Kupan aiheuttamat suuta ympäröivät uurteet (Parrotin uurteet),0,0,0
374,A50.51,Hutchinson's front teeth,Hutchinsonin etuhampaat,0,0,0
375,A50.52,Button tooth (Mulberry molar),Nuppuhammas (Mulberryn molaari),0,0,0
376,A50.54,Other manifestation of syphilis in the mouth,Muu kupan suun alueen ilmentymä,0,0,0
377,A50.55,An unspecified manifestation of the area of the mouth of the cup,Tarkemmin määrittämätön kupan suun alueen ilmentymä,0,0,0
378,A50.59,"Other late congenital syphilis, symptomatic",Muu oireinen synnynnäinen myöhäiskuppa,0,0,0
425,A52.70,Gonorrhea caused by Gumma in oral tissues,Kupan aiheuttama gumma suun kudoksissa,0,0,0
426,A52.71,Mouthpiece-induced mouth opening,Kupan aiheuttama suulaen aukko,0,0,0
427,A52.72,Tongue-induced inflammation,Kupan aiheuttama kielitulehdus,0,0,0
428,A52.73,Osteomyelitis of the jaw caused by syphilis,Kupan aiheuttama leukojen osteomyeliitti,0,0,0
429,A52.74,Other manifestation of syphilis in the oral area,Muu kupan aiheuttama suun alueen ilmentymä,0,0,0
430,A52.75,Unspecified manifestation of the oral region,Määrittämätön suun alueen ilmentymä,0,0,0
431,A52.79,Other symptomatic late syphilis,Muu oireinen myöhäiskuppa,0,0,0
533,A69.10,Acute necrotic ulcerative gingivitis (ANUG),Akuutti kuolioituva haavainen ientulehdus (ANUG),0,0,0
534,A69.11,Fusospirochaetal pharyngitis,Vincentin angiina,0,0,0
681,B00.10,Herpes simplex facialis,Kasvoherpes,0,0,0
682,B00.11,Herpes simplex labialis,Huuliherpes,0,0,0
683,B00.19,Other herpetic vesicular rash,Muu herpeettinen rakkulaihottuma,0,0,0
713,B02.20+,Herpes zoster trigeminus neuralgia,Herpes zoster trigeminusneuralgia,0,0,0
715,B02.21+,Herpes zoster neuralgia in another cerebral nerve,Herpes zoster neuralgia muussa aivohermossa,0,0,0
717,B02.29+,Herpes zoster polyneuropathy,Herpes zoster polyneuropatia,0,0,0
757,B07.80,Oral common wart,Suun tavallinen syylä,0,10,0
758,B07.81,Oral condyloma akuminatum,Suun alueen kondylooma akuminatum,0,0,0
759,B07.82,Oral colonic epithelial hyperplasia,Suun alueen pesäkkeinen epiteelin liikakasvu,0,0,0
760,B07.84,Other manifestations of oral viral wart,Muu suun alueen virussyylän ilmentymä,0,0,0
761,B07.85,Unspecified manifestation of oral viral wart,Määrittämätön suun alueen virussyylän ilmentymä,0,0,0
762,B07.9,Verruca simplex,Tavallinen syylä,0,343,0
764,B08.00,Vaccinia,Orf-virussairaus,0,0,0
765,B08.01,Cowpox,Lehmänrokko,0,0,0
766,B08.08,Other orthopoxvirus infections,Muu ortopoxvirusten aiheuttama infektio,0,0,0
907,B37.00,Acute pseudomembranous column,Akuutti pseudomembranoosi sammas,0,0,0
908,B37.01,Acute reddening (atrophic) thrush,Akuutti punoittava (atrofinen) sammas,0,0,0
909,B37.02,Prolonged hyperplastic thrush,Pitkäaikainen hyperplastinen sammas,0,0,0
910,B37.03,Prolonged reddening (atrophic) thrush,Pitkäaikainen punoittava (atrofinen) sammas,0,0,0
911,B37.04,Skin-mucosal candidiasis,Iho-limakalvo kandidiaasi,0,0,0
912,B37.05,Oral candidiasis,Suun alueen kandidagranulooma,0,0,0
913,B37.06,Candidal cheilitis,Kandidan aiheuttama huulitulehdus,0,0,0
914,B37.08,Other oral candidiasis,Muu suun kandidiaasi,0,0,0
915,B37.09,Unspecified oral candidiasis,Tarkemmin määrittämätön suun kandidiaasi,0,0,0
933,B37.91,Chronic mucocutaneous candidiasis,Krooninen mukokutaaninen kandidiaasi,0,0,0
1249,B94.80,Late effects of bacterial meningitis,Bakteeriaivokalvontulehduksen myöhäisvaikutukset,0,0,0
1250,B94.89,Sequelae of other specified infectious and parasitic diseases,Muun infektiotaudin tai loistaudin myöhäisvaikutukset,0,0,0
1274,B96.80,Campylobacter as the cause of a disease classified in another chapter,Kampylobakteeri muussa luvussa luokitetun sairauden syynä,0,0,0
1275,B96.88,Other specified bacterial agents as the cause of diseases classified to other chapters,Muu bakteeri muussa luvussa luokitetun sairauden syynä,0,0,0
1301,C02.10&,Malignant neoplasm of tip of tongue,Kielenkärjen syöpä,0,0,0
1302,C02.11&,Malignant neoplasm of border of tongue,Kielen reunan syöpä,0,84,0
1326,C06.10&,Cancer of the upper lip fold,Ylähuulen kääntöpoimun syöpä,0,0,0
1327,C06.11&,Cancer of the inverted fold of the cheek of the upper jaw,Yläleuan posken kääntöpoimun syöpä,0,0,0
1328,C06.12&,Cancer of the lower lip fold,Alahuulen kääntöpoimun syöpä,0,0,0
1329,C06.13&,Cancer of the mandibular plexus,Alaleuan posken kääntöpoimun syöpä,0,0,0
1330,C06.14&,Unspecified upper jaw fold cancer,Tarkemmin määrittämätön yläleuan kääntöpoimun syöpä,0,0,0
1331,C06.15&,Unspecified mandibular plexus cancer,Tarkemmin määrittämätön alaleuan kääntöpoimun syöpä,0,0,0
1332,C06.19&,Unspecified oral atrial cancer,Tarkemmin määrittämätön suun eteisen syöpä,0,0,0
1334,C06.20&,Cancer of the tuber of the upper jaw bone,Yläleuan luun kyhmyn (tuberin) alueen syöpä,0,0,0
1335,C06.21&,Lower jaw retromolar cancer,Alaleuan retromolaarialueen syöpä,0,0,0
1336,C06.29&,Unspecified area of the back of the cheek teeth,Tarkemmin määrittämätön poskihampaiden takaisen alueen,0,0,0
1340,C07.70&,Cancer of the superficial part of the parotid gland,Korvasylkirauhasen pinnallisen osan syöpä,0,0,0
1341,C07.71&,Cancer of the deep part of the parotid gland,Korvasylkirauhasen syvän osan syöpä,0,0,0
1344,C08.00&,"Cancer of the mandibular salivary gland, no histological confirmation","Leuanalussylkirauhasen syöpä, ei histologista varmennusta",0,0,0
1345,C08.01&,Multiple adenocarcinoma of the mandibular salivary gland,Leuanalussylkirauhasen monimuotoinen adenokarsinooma,0,0,0
1346,C08.02&,Cystic adenocarcinoma of the mandibular salivary gland,Leuanalussylkirauhasen kystinen adenokarsinooma,0,0,0
1347,C08.03&,Bladder cell carcinoma of the mandibular salivary gland,Leuanalussylkirauhasen rakkulasoluinen karsinooma,0,0,0
1348,C08.09&,"Cancer of the mandibular salivary gland, other or indeterminate histology","Leuanalussylkirauhasen syöpä, muu tai epämääräinen histologia",0,0,0
1350,C08.10&,Malignant neoplasm of sublingual gland,"Kielenalussylkirauhasen syöpä, ei histologista varmennusta",0,0,0
1351,C08.11&,Multiple sublingual adenocarcinoma of the sublingual salivary gland,Kielenalussylkirauhasen monimuotoinen adenokarsinooma,0,0,0
1352,C08.12&,Cystic adenocarcinoma of the sublingual salivary gland,Kielenalussylkirauhasen kystinen adenokarsinooma,0,0,0
1353,C08.13&,Bladder cell carcinoma of the sublingual salivary gland,Kielenalussylkirauhasen rakkulasoluinen karsinooma,0,0,0
1354,C08.14&,Sublingual salivary gland mucoepidermoid carcinoma,Kielenalussylkirauhasen mukoepidermoidi karsinooma,0,0,0
1355,C08.19&,"Sublingual salivary gland cancer, other or vague histology","Kielenalussylkirauhasen syöpä, muu tai epämääräinen histologia",0,0,0
1357,C08.80&,"Cancer of large salivary glands extending to different areas, no histological confirmation","Eri alueisiin ulottuva suurten sylkirauhasten syöpä, ei histologista varmennusta",0,0,0
1358,C08.81&,Multiple adenocarcinoma of the large salivary glands extending to different regions,Eri alueisiin ulottuva suurten sylkirauhasten monimuotoinen adenokarsinooma,0,0,0
1359,C08.82&,Cystic adenocarcinoma of the large salivary glands extending to different areas,Eri alueisiin ulottuva suurten sylkirauhasten kystinen adenokarsinooma,0,0,0
1360,C08.83&,Bladder cell carcinoma of the large salivary glands extending to different areas,Eri alueisiin ulottuva suurten sylkirauhasten rakkulasoluinen karsinooma,0,0,0
1361,C08.84&,Large regional salivary gland mucoepidermoid carcinoma,Eri alueisiin ulottuva suurten sylkirauhasten mukoepidermoidi karsinooma,0,0,0
1362,C08.89&,Cancer of large salivary glands extending to different areas other or unspecified histology,Eri alueisiin ulottuva suurten sylkirauhasten syöpä muu tai määrittämätön histologia,0,0,0
1364,C08.90&,"Cancer of unspecified large salivary gland, no histological confirmation","Määrittämättömän suuren sylkirauhasen syöpä, ei histologista varmennusta",0,0,0
1365,C08.91&,Adenocarcinoma of the unspecified large salivary gland,Määrittämättömän suuren sylkirauhasen monimuotoinen adenokarsinooma,0,0,0
1366,C08.92&,Cystic adenocarcinoma of the unspecified large salivary gland,Määrittämättömän suuren sylkirauhasen kystinen adenokarsinooma,0,0,0
1367,C08.93&,Bladder cell carcinoma of an unspecified large salivary gland,Määrittämättömän suuren sylkirauhasen rakkulasoluinen karsinooma,0,0,0
1368,C08.94&,Unspecified large salivary gland mucoepidermoid carcinoma,Määrittämättömän suuren sylkirauhasen mukoepidermoidi karsinooma,0,0,0
1369,C08.99&,"Cancer of an unspecified large salivary gland, other or indeterminate histology","Määrittämättömän suuren sylkirauhasen syöpä, muu tai epämääräinen histologia",0,0,0
1413,C16.00&,Cardia,Mahansuun alueen syöpä ei histologista varmennusta,0,0,0
1414,C16.01&,Gastric cancer early diffuse gastric carcinoma,Mahansuun alueen syöpä varhainen diffuusi mahan karsinooma,0,0,0
1415,C16.02&,Early intestinal gastric carcinoma of gastric cancer,Mahansuun alueen syöpä varhainen intestinaalinen mahan karsinooma,0,0,0
1416,C16.03&,Stomach cancer diffuse carcinoma,Mahansuun alueen syöpä diffuusi karsinooma,0,0,0
1417,C16.04&,Gastric cancer in the gastric region intestinal carcinoma,Mahansuun alueen syöpä intestinaalinen karsinooma,0,0,0
1418,C16.09&,Gastric or other carcinoma of the stomach,Mahansuun alueen syöpä muu tai epämääräinen karsinooma,0,0,0
1420,C16.10&,Gastric cancer is not histologically confirmed,Mahanpohjukan syöpä ei histologista varmennusta,0,0,0
1421,C16.11&,Gastric cancer early diffuse gastric carcinoma,Mahanpohjukan syöpä varhainen diffuusi mahan karsinooma,0,0,0
1422,C16.12&,Gastric cancer early intestinal gastric carcinoma,Mahanpohjukan syöpä varhainen intestinaalinen mahan karsinooma,0,0,0
1423,C16.13&,Gastric cancer diffuse carcinoma,Mahanpohjukan syöpä diffuusi karsinooma,0,0,0
1424,C16.14&,Gastric cancer intestinal carcinoma,Mahanpohjukan syöpä intestinaalinen karsinooma,0,0,0
1425,C16.19&,Gastric or other carcinoma of the stomach,Mahanpohjukan syöpä muu tai epämääräinen karsinooma,0,0,0
1427,C16.20&,Gastric cancer is not histologically confirmed,Mahanrungon syöpä ei histologista varmennusta,0,0,0
1428,C16.21&,Gastric cancer early diffuse gastric carcinoma,Mahanrungon syöpä varhainen diffuusi mahan karsinooma,0,0,0
1429,C16.22&,Gastric cancer early intestinal gastric carcinoma,Mahanrungon syöpä varhainen intestinaalinen mahan karsinooma,0,0,0
1430,C16.23&,Gastric cancer diffuse carcinoma,Mahanrungon syöpä diffuusi karsinooma,0,0,0
1431,C16.24&,Gastric cancer intestinal carcinoma,Mahanrungon syöpä intestinaalinen karsinooma,0,0,0
1432,C16.29&,Gastric or other vague carcinoma of the stomach,Mahanrungon syöpä muu tai epämääräinen karsinooma,0,0,0
1434,C16.30&,Gastric port sopen cancer does not have histological confirmation,Mahanportin sopen syöpä ei histologista varmennusta,0,0,0
1435,C16.31&,Gastric port sopen cancer early diffuse gastric carcinoma,Mahanportin sopen syöpä varhainen diffuusi mahan karsinooma,0,0,0
1436,C16.32&,Gastric port sopen cancer early intestinal gastric carcinoma,Mahanportin sopen syöpä varhainen intestinaalinen mahan karsinooma,0,0,0
1437,C16.33&,Gastric port sopen cancer diffuse carcinoma,Mahanportin sopen syöpä diffuusi karsinooma,0,0,0
1438,C16.34&,Gastric port sopen cancer intestinal carcinoma,Mahanportin sopen syöpä intestinaalinen karsinooma,0,0,0
1439,C16.39&,Gastric port sopen cancer other or vague carcinoma,Mahanportin sopen syöpä muu tai epämääräinen karsinooma,0,0,0
1454,C18.00&,Cecal cancer is histological confirmation,Umpisuolen syöpä ei histologista vahvistusta,0,0,0
1455,C18.01&,Cecal cancer invasive carcinoma,Umpisuolen syöpä invasiivinen karsinooma,0,46,0
1456,C18.02&,In adenoma carcinoma of the cecum cancer,Umpisuolen syöpä karsinooma adenoomassa,0,0,0
1457,C18.09&,Cecal cancer or other vague histology,Umpisuolen syöpä muu tai epämääräinen histologia,0,0,0
1459,C18.10&,Appendicitis is not histologically confirmed,Umpilisäkkeen syöpä ei histologista vahvistusta,0,0,0
1460,C18.11&,Appendic cancer is an invasive carcinoma,Umpilisäkkeen syöpä invasiivinen karsinooma,0,0,0
1461,C18.12&,Appendicitis carcinoma in adenoma,Umpilisäkkeen syöpä karsinooma adenoomassa,0,0,0
1462,C18.19&,Appendicitis cancer other or vague histology,Umpilisäkkeen syöpä muu tai epämääräinen histologia,0,0,0
1464,C18.20&,Ascending colon cancer has no histological confirmation,Nousevan koolonin syöpä ei histologista vahvistusta,0,0,0
1465,C18.21&,Ascending colon cancer is an invasive carcinoma,Nousevan koolonin syöpä invasiivinen karsinooma,0,41,0
1466,C18.22&,Ascending colon cancer carcinoma adenoma,Nousevan koolonin syöpä karsinooma adenoomassa,0,0,0
1467,C18.29&,Ascending colon cancer other or vague histology,Nousevan koolonin syöpä muu tai epämääräinen histologia,0,0,0
1469,C18.30&,Cancer of the right bend of the colon with no histological confirmation,Koolonin oikean mutkan syöpä ei histologista vahvistusta,0,0,0
1470,C18.31&,Cancer of the right bend of the colon is an invasive carcinoma,Koolonin oikean mutkan syöpä invasiivinen karsinooma,0,0,0
1471,C18.32&,Colon right bend cancer carcinoma adenoma,Koolonin oikean mutkan syöpä karsinooma adenoomassa,0,0,0
1472,C18.39&,Cancer of the right bend of the colon other or vague histology,Koolonin oikean mutkan syöpä muu tai epämääräinen histologia,0,0,0
1474,C18.40&,Transverse colon cancer with no histological confirmation,Poikittaisen koolonin syöpä ei histologista varmistusta,0,0,0
1475,C18.41&,Transverse colon cancer is invasive carcinoma,Poikittaisen koolonin syöpä invasiivinen karsinooma,0,0,0
1476,C18.42&,Transverse colon cancer carcinoma in adenoma,Poikittaisen koolonin syöpä karsinooma adenoomassa,0,0,0
1477,C18.49&,Transverse colon cancer other or vague histology,Poikittaisen koolonin syöpä muu tai epämääräinen histologia,0,0,0
1479,C18.50&,Cancer of the left bend of the colon with no histological confirmation,Koolonin vasemman mutkan syöpä ei histologista varmistusta,0,0,0
1480,C18.51&,Left colon cancer invasive carcinoma,Koolonin vasemman mutkan syöpä invasiivinen karsinooma,0,0,0
1481,C18.52&,Cancer of the left bend of the colon in carcinoma adenoma,Koolonin vasemman mutkan syöpä karsinooma adenoomassa,0,0,0
1482,C18.59&,Cancer of the left bend of the colon other or vague histology,Koolonin vasemman mutkan syöpä muu tai epämääräinen histologia,0,0,0
1484,C18.60&,Descending colon cancer no histological confirmation,Laskevan koolonin syöpä ei histologista vahvistusta,0,0,0
1485,C18.61&,Descending colon cancer is an invasive carcinoma,Laskevan koolonin syöpä invasiivinen karsinooma,0,0,0
1486,C18.62&,Descending colon cancer carcinoma in adenoma,Laskevan koolonin syöpä karsinooma adenoomassa,0,0,0
1487,C18.69&,Descending colon cancer other or vague histology,Laskevan koolonin syöpä muu tai epämääräinen histologia,0,0,0
1489,C18.70&,Sigma Bowel cancer is histological confirmation,Sigmasuolen syöpä ei histologista vahvistusta,0,31,0
1490,C18.71&,Sigma Bowel cancer invasive carcinoma,Sigmasuolen syöpä invasiivinen karsinooma,0,132,0
1491,C18.72&,Sigma Bowel cancer adenoma carcinoma,Sigmasuolen syöpä karsinooma adenoomassa,0,0,0
1492,C18.79&,Sigma Bowel cancer or other vague histology,Sigmasuolen syöpä muu tai epämääräinen histologia,0,0,0
1494,C18.80&,Colon cancer extending to different areas has no histological confirmation,Eri alueisiin ulottuva koolonin syöpä ei histologista vahvistusta,0,0,0
1495,C18.81&,Cross-sectional colon cancer is an invasive carcinoma,Eri alueisiin ulottuva koolonin syöpä invasiivinen karsinooma,0,0,0
1496,C18.82&,Cross-sectional colon cancer in carcinoma adenoma,Eri alueisiin ulottuva koolonin syöpä karsinooma adenoomassa,0,0,0
1497,C18.89&,Colon cancer extending to different areas other or vague histology,Eri alueisiin ulottuva koolonin syöpä muu tai epämääräinen histologia,0,0,0
1499,C18.90&,Unspecified colon cancer no histological confirmation,Määrittämätön koolonin syöpä ei histologista vahvistusta,0,0,0
1500,C18.91&,Unspecified colon cancer invasive carcinoma,Määrittämätön koolonin syöpä invasiivinen karsinooma,0,0,0
1501,C18.99&,Unspecified colon cancer other or vague histology,Määrittämätön koolonin syöpä muu tai epämääräinen histologia,0,0,0
1504,C20.90&,Rectal cancer is histological confirmation,Peräsuolen syöpä ei histologista vahvistusta,0,107,0
1505,C20.91&,Colorectal cancer invasive carcinoma,Peräsuolen syöpä invasiivinen karsinooma,0,238,0
1506,C20.92&,Colorectal cancer adenoma carcinoma,Peräsuolen syöpä karsinooma adenoomassa,0,80,0
1507,C20.99&,Rectal cancer or other vague histology,Peräsuolen syöpä muu tai epämääräinen histologia,0,13,0
1524,C24.00&,Hepatic duct,Maksatiehyen syöpä,0,0,0
1525,C24.01&,Cystic duct,Sappirakon tiehyen syöpä,0,0,0
1526,C24.02&,Common bile duct,Sapenjohtimen syöpä,0,0,0
1527,C24.09&,Biliary duct or passage NOS,Tarkemmin määrittämättömän sappitien syöpä,0,0,0
1563,C33.90&,Tracheal cancer with no histological confirmation,Henkitorvisyöpä ei histologista vahvistusta,0,0,0
