concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi,freq_finngen,freq_tays,freq_total
2123,Biopsy of pharynx,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENA10,1900-01-01,2030-12-31,NA,Koepalan otto nielusta,0,0,0
2124,Pharyngotomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENA20,1900-01-01,2017-12-31,NA,Nielun aukaisu,0,0,0
2125,Pharyngostomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENA30,1900-01-01,2030-12-31,NA,Nieluavanteen teko,0,0,0
2126,Incision of deep pharyngeal infection,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENA32,1900-01-01,2030-12-31,NA,Syvän kaulainfektion avaaminen,0,0,0
2127,Excision of pharynx and adjacent structures,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,ENB,1900-01-01,2030-12-31,NA,Nielun ja ympäröivän pehmytkudoksen poistoleikkaukset,0,0,0
2128,Excision or exploration of lesion of pharynx,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENB00,1900-01-01,2030-12-31,NA,Nielukasvaimen tutkimusleikkaus tai poisto,0,0,0
2129,Excision of diverticulum of hypopharynx,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENB10,1900-01-01,2030-12-31,NA,Alanielun umpipussin leikkaus kaulalta,0,0,0
2130,Pharyngectomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENB20,1900-01-01,2030-12-31,NA,Nielun kookkaan kasvaimen tai muun kudosmuutoksen poisto,0,0,0
2131,Laryngopharyngectomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENB30,1900-01-01,2030-12-31,NA,Kurkunpään ja nielun poisto,0,0,0
2132,Excision of branchial cyst or fistula,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENB40,1900-01-01,2030-12-31,NA,Lateraalisen kaulakystan tai -avanteen poisto,0,0,0
2133,Excision of cyst or fistula of thyroglossic duct,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENB50,1900-01-01,2030-12-31,NA,Kilpirauhas-kielitiehyeen poisto,0,0,0
2134,Excision of styloid process,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENB60,1900-01-01,2030-12-31,NA,Puikkolisäkkeen typistys tai poisto,0,0,0
2135,Other excision of pharynx and adjacent structures,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENB99,1900-01-01,2030-12-31,NA,Muu nielun ja ympäröivien pehmytkudosten poistoleikkaus,0,0,0
2136,Reconstructive operations on pharynx and adjacent structures,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,ENC,1900-01-01,2030-12-31,NA,Nielun ja ympäröivän pehmytkudoksen korjausleikkaukset,0,0,0
2137,Suture of pharynx and adjacent structures,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENC00,1900-01-01,2030-12-31,NA,Nielun ja ympäröivän pehmytkudoksen haavan ompelu,0,0,0
2138,Removal of foreign body from pharynx,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENC10,1900-01-01,2030-12-31,NA,Vierasesineen poisto nielusta,0,0,0
2139,Myotomy of cricopharyngeal muscle,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENC20,1900-01-01,2030-12-31,NA,Rengasrustolihaksen katkaisu endoskooppisesti,0,0,0
2140,Plastic operation of pharynx,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENC30,1900-01-01,2030-12-31,NA,Nielun muovausleikkaus,0,0,0
2141,Uvulopalatopharyngoplasty,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENC40,1900-01-01,2017-12-31,NA,Uvulopalatopharyngo -muovausleikkaus,0,0,0
2142,Reduction palatopharyngoplasty using electromagnetic or sonic energy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENC45,2006-01-01,2017-12-31,NA,Nielun avartaminen elektromagneettista tai äänienergiaa käyttäen,0,0,0
2143,Closure of fistula of pharynx,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENC50,1900-01-01,2030-12-31,NA,Nieluavanteen sulkeminen,0,0,0
2144,Freeing of adhaesions of pharynx,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENC60,1900-01-01,2030-12-31,NA,Nielukiinnikkeiden vapautus,0,0,0
2145,Plastic operation pharynx for voice distubance,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENC70,1997-01-01,2030-12-31,NA,Nielun muovausleikkaus avohonotuksen takia,0,0,0
2146,Plastic operation of soft palate for voice distubance,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENC80,1997-01-01,2017-12-31,NA,Pehmeän suulaen muovausleikkaus avohonotuksen takia,0,0,0
2147,Other reconstructive operation on pharynx and adjacent structures,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENC99,1900-01-01,2030-12-31,NA,Muu nielun ja ympäröivän pehmytkudoksen korjausleikkaus,0,0,0
2148,Other operations on pharynx and adjacent structures,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,ENW,1900-01-01,2030-12-31,NA,Muut nielun ja ympäröivän pehmytkudoksen leikkaukset,0,0,0
2149,Other operation on pharynx or adjacent structures,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,ENW99,1900-01-01,2030-12-31,NA,Muu nielun ja ympäröivän pehmytkudoksen leikkaus,0,0,0
2150,Other procedures of pharynx and adjacent structures,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,EN_3,1900-01-01,2030-12-31,NA,Muut nielun ja ympäröivien kudosten toimenpiteet,0,0,0
2151,Endoscopy of hypopharynx,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EN1S2,2020-01-01,2030-12-31,NA,Alanielun tähystyskuvaus,0,0,0
2152,Video recording of hypopharynx,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EN1V2,2020-01-01,2030-12-31,NA,Alanielun videokuvaus,0,0,0
2153,Punction of soft tissue of neck with ultrasound guidance,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EP1AT,2000-01-01,2030-12-31,NA,Kaulan pehmytkudosmuutoksen punktio UÄ-ohjauksessa,0,0,0
2154,Neck soft tissue cytology with ultrasound guidance,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EP2AT,2000-01-01,2030-12-31,NA,Kaulan pehmytkudosmuutoksen solunäytteen otto UÄ-ohjauksessa,0,0,0
2155,Neck soft tissue biopsy with ultrasound guidance,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EP3AT,2000-01-01,2030-12-31,NA,Kaulan pehmytkudosmuutoksen kudosnäytteen otto UÄ-ohjauksessa,0,0,0
2156,Needle biopsy of pharynx or adjacent structures,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TEN00,1900-01-01,2017-12-31,NA,Neulakudosnäytteen otto nielusta,0,0,0
2157,Hypopharyngoscopy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,UEN12,1999-01-01,2017-12-31,NA,Alanielun tähystys,0,0,0
2158,"Reoperations for complications in surgery of teeth, jaws, mouth and pharynx",Procedure,NOMESCOfi,NOMESCOfi Level 1,NA,EW,1900-01-01,2030-12-31,NA,"Leuka-, hammas-, suu- ja nieluleikkausten haavakomplikaatioleikkaukset",0,0,0
2159,"Repair of wound dehiscence in surgery of teeth, jaws, mouth and pharynx",Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,EWA00,1900-01-01,2030-12-31,NA,"Auenneen tai tulehtuneen kaulan, kurkunpään, leuan, suun tai nielun leikkaushaavan tarkistaminen",0,0,0
2160,"Revision surgery due to deep surgical wound infection in jaw, mouth or pharynx",Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,EWC00,2004-01-01,2030-12-31,NA,"Uusintaleikkaus leuan, suun tai nielun leikkaushaavan syvän infektion vuoksi",0,0,0
2161,"Reoperation for deep haemorrhage in surgery of teeth, jaws, mouth and pharynx",Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,EWD00,1900-01-01,2005-02-28,NA,"Uusintaleikkaus leuka-, suu-, tai nieluleikkauksen haavan vuodon vuoksi",0,0,0
2162,"Reoperation for deep haemorrhage in surgery of teeth, jaws, mouth and pharynx",Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,EWE00,2005-03-01,2030-12-31,NA,"Uusintaleikkaus leuan, suun tai nielun leikkaushaavan vuodon vuoksi",0,0,0
2163,"Revision surgery due to surgical wound dehiscence in jaw, mouth or pharynx",Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,EWF00,2004-01-01,2030-12-31,NA,"Uusintaleikkaus leuan, suun tai nielun leikkaushaavan aukeamisen vuoksi",0,0,0
2164,"Revision surgery due to postoperative fistula in ear, nose, neck or larynx",Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,EWG00,2018-01-01,2030-12-31,NA,"Uusintaleikkaus korvan, nenän, kaulan tai kurkunpään leikkauksen jälkeisen fistelin vuoksi",0,0,0
2165,"Other reoperations in surgery of teeth, jaws, mouth and pharynx",Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,EWW99,1900-01-01,2030-12-31,NA,"Muu uusintaleikkaus leuan, suun tai nielun leikkaushaavan komplikaation vuoksi",0,0,0
2166,Mouth and throat unspecified area,Procedure,NOMESCOfi,NOMESCOfi Level 1,NA,EX,1900-01-01,2030-12-31,NA,Suu ja nielu määrittämätön alue,0,0,0
2167,Other other mouth and pharynx procedures,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,EX_,1900-01-01,2030-12-31,NA,Muut suun ja nielun toimenpiteet,0,0,0
2168,Percutaneous sclerotherapy of vascular malformation of head and neck,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EP1LT,2003-01-01,2030-12-31,NA,Kaulan tai pään alueen suonimalformation skleroterapia perkutaanisella punktiolla,0,0,0
2169,"Other minor procedure in surgery of teeth, jaws, mouth and pharynx",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TEW99,1900-01-01,2030-12-31,NA,"Muu hampaiden, ikenien, suun ja nielun pientoimenpide",0,0,0
2170,Radiotherapy of mouth and pharynx,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,EX0,1997-01-01,2010-12-31,NA,Suun ja nielun alueen sädehoito,0,0,0
2171,Preoperative radiotherapy of mouth and throat,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EX001,1997-01-01,2010-12-31,NA,Sädehoito suun ja nielun alueen primaarikasvaimen preoperatiivisena hoitona,0,0,0
2172,Radical radiotherapy of mouth and throat,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EX002,1997-01-01,2010-12-31,NA,Radikaali suun ja nielun alueen primaarikasvaimen sädehoito,0,0,0
2173,Adjuvant radiotherapy of mouth and throat,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EX003,1997-01-01,2010-12-31,NA,Sädehoito suun ja nielun alueen primaarikasvaimen liitännäishoitona,0,0,0
2174,Palliative radiotherapy of mouth and throat,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EX004,1997-01-01,2010-12-31,NA,Sädehoito suun ja nielun alueen primaarikasvaimen palliatiivisena hoitona,0,0,0
2175,Radiotherapy of local residive of tumour of mouth and throat,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EX029,1997-01-01,2010-12-31,NA,Suun ja nielun alueen paikallisesti uusineen kasvaimen sädehoito,0,0,0
2176,Radiotherapy of methastasis of mouth and throat,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EX049,1997-01-01,2010-12-31,NA,Suun ja nielun alueella ilmenneen etäpesäkkeen sädehoito,0,0,0
2177,Profylactic radiotherapy of mouth and throat,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EX090,1997-01-01,2010-12-31,NA,Suun ja nielun alueen profylaktinen sädehoito,0,0,0
2178,Other radiotherapy of mouth and throat,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,EX099,1997-01-01,2010-12-31,NA,Muu suun ja nielun alueen sädehoito,0,0,0
2179,Ultransound examination of soft parts of neck,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,XDW20,1900-01-01,2002-08-26,NA,Kaulan ultraäänitutkimus,0,0,0
2180,Heart and major thoracic vessels,Procedure,NOMESCOfi,NOMESCOfi Level 0,NA,F,1900-01-01,2030-12-31,NA,Sydän ja rintaontelon suuret suonet,0,0,0
2181,Major thoracic veins,Procedure,NOMESCOfi,NOMESCOfi Level 1,NA,FA,1900-01-01,2030-12-31,NA,Rintaontelon suuret laskimot,0,0,0
2182,Suture or repair of thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,FAA,1900-01-01,2030-12-31,NA,Onttolaskimon korjaukset rintaontelossa,0,0,0
2183,Suture of thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAA00,1900-01-01,2030-12-31,NA,Onttolaskimon ompelu rintaontelossa,0,0,0
2184,Repair of thoracic vena cava using graft,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAA10,1900-01-01,2030-12-31,NA,Onttolaskimon korjaus rintaontelossa siirteellä,0,0,0
2185,Other suture or repair of vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAA96,1900-01-01,2030-12-31,NA,Muu onttolaskimon korjausleikkaus rintaontelossa,0,0,0
2186,Incision and excision of thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,FAB,1900-01-01,2030-12-31,NA,Onttolaskimon aukaisut rintaontelossa,0,0,0
2187,Incision of thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAB00,1900-01-01,2030-12-31,NA,Onttolaskimon aukaisu rintaontelossa,0,0,0
2188,Thrombectomy of thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAB10,1900-01-01,2030-12-31,NA,Onttolaskimon veritulpan poisto rintaontelossa,0,0,0
2189,Removal of foreign body from thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAB20,1900-01-01,2030-12-31,NA,Onttolaskimon vierasesineen poisto rintaontelossa,0,0,0
2190,Percutaneous transluminal removal of foreign body from thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAB22,1999-01-01,2030-12-31,NA,Vierasesineen poisto onttolaskimosta rintaontelossa suljetusti,0,0,0
2191,Excision of lesion of thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAB30,1900-01-01,2030-12-31,NA,Onttolaskimon kasvaimen poisto rintaontelossa,0,0,0
2192,Other incision or excision of thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAB96,1900-01-01,2030-12-31,NA,Muu onttolaskimon aukaisuleikkaus rintaontelossa,0,0,0
2193,"Resection, reconstruction or ligature of thoracic vena cava",Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,FAC,1900-01-01,2030-12-31,NA,Onttolaskimon poisto- ja korjausleikkaukset rintaontelossa,0,0,0
2194,Resection or ligature of thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAC00,1900-01-01,2030-12-31,NA,Onttolaskimon sitominen tai poisto rintaontelossa,0,0,0
2195,Resection and reconstruction of thoracic vena cava using vein autograft,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAC10,1900-01-01,2030-12-31,NA,Onttolaskimon poisto ja korjaus laskimosiirteellä rintaontelossa,0,0,0
2196,Resection and reconstruction of thoracic vena cava using prosthetic graft,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAC20,1900-01-01,2030-12-31,NA,Onttolaskimon poisto ja korjaus proteesilla rintaontelossa,0,0,0
2197,Percutaneous transluminal angioplasty of thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAC22,1999-01-01,2030-12-31,NA,Yläonttolaskimon suonensisäinen laajennushoito (PTA),0,0,0
2198,Percutaneous transluminal angioplasty of thoracic vena cava with insertion of stent,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAC25,1999-01-01,2030-12-31,NA,Yläonttolaskimon suonensisäinen laajennushoito (PTA) ja stentin asennus,0,0,0
2199,"Other resection, reconstruction or ligature of thoracic vena cava",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAC96,1900-01-01,2030-12-31,NA,Muu onttolaskimon poisto- tai korjaus rintaontelossa,0,0,0
2200,PTA of inferior vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PH7AT,1999-01-01,2030-12-31,NA,Alaonttolaskimon laajennushoito,0,0,0
2201,Bypass operations on thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,FAD,1900-01-01,2030-12-31,NA,Onttolaskimoiden ohitusleikkaukset rintaontelossa,0,0,0
2202,Bypass operation on thoracic vena cava using vein graft,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAD00,1900-01-01,2030-12-31,NA,Onttolaskimon ohitus rintaontelossa laskimosiirteellä,0,0,0
2203,Bypass operation on thoracic vena cava using tube graft,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAD10,1900-01-01,2030-12-31,NA,Onttolaskimon ohitus rintaontelossa proteesilla,0,0,0
2204,Other bypass operations on thoracic vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAD96,1900-01-01,2030-12-31,NA,Muu onttolaskimoiden ohitusleikkaus rintaontelossa,0,0,0
2205,Connection to pulmonary artery from superior vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,FAE,1900-01-01,2030-12-31,NA,Onttolaskimon ja keuhkovaltimon yhdistämisleikkaukset,0,0,0
2206,Anastomosis to pulmonary artery from superior vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAE00,1900-01-01,2030-12-31,NA,Yläonttolaskimon ja oikean keuhkovaltimon yhdistäminen (Glenn),0,0,0
2207,Bidirectional anastomosis between superior vena cava and pulmonary artery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAE10,1900-01-01,2030-12-31,NA,Yläonttolaskimon ja keuhkovaltimon yhdistäminen,0,0,0
2208,Total cavo-pulmonary connection,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAE20,1900-01-01,2030-12-31,NA,Täydellinen onttolaskimon ja keuhkovaltimon yhdistäminen (Fontan sovellus),0,0,0
2209,Total cavo-pulmonary connection using fenestrated patch,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAE30,1900-01-01,2030-12-31,NA,Täydellinen onttolaskimon ja keuhkovaltimon yhdistäminen ikkunapaikalla (Fontan fenestrated),0,0,0
2210,Total cavo-pulmonary connection using extracardial conduit,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAE40,2001-01-01,2030-12-31,NA,Täydellinen onttolaskimon ja keuhkovaltimon yhdistäminen käyttäen sydämen ulkopuolista yhteyttä (conduit),0,0,0
2211,Total extracardial cavo-pulmonary connection with shunt to atrium,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAE50,2005-01-01,2030-12-31,NA,Onttolaskimoiden liittäminen kokonaan keuhkovaltimon käyttäen sydämen ulkopuolista yhteyttä ja haaraa sydämen eteiseen,0,0,0
2212,Other connection to pulmonary artery from superior vena cava,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAE96,1900-01-01,2030-12-31,NA,Muu onttolaskimon ja keuhkovaltimon yhdistäminen,0,0,0
2213,Operations subsequent to cavo-pulmonary connection,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,FAF,2005-01-01,2030-12-31,NA,Onttolaskimon ja keuhkoverisuonten yhdistämisleikkauksen jälkeiset leikkaukset,0,0,0
2214,Fenestration of total intracardiac cavopulmonal connection,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAF00,2005-01-01,2030-12-31,NA,Alaonttolaskimon ja keuhkovaltimon välisen täydellisen yhteyden ikkunoiminen sydämen eteiseen,0,0,0
2215,Closure of fenestration of cavopulmonal connection,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAF10,2005-01-01,2030-12-31,NA,Onttolaskimon ja keuhkovaltimon välisen ikkunapaikan sulkeminen,0,0,0
2216,Percutaneous transluminal closure of fenestration of cavopulmonal connection,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAF12,2005-01-01,2030-12-31,NA,Onttolaskimon ja keuhkovaltimon välisen ikkunapaikan sulku suonensisäisesti,0,0,0
2217,Closure of cavopulmonary anastomosis,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAF20,2005-01-01,2030-12-31,NA,Yläonttolaskimosta keuhkovaltimoon tehdyn yhteyden sulkeminen,0,0,0
2218,Other operation subsequent to cavopulmonary connection,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAF96,2005-01-01,2030-12-31,NA,Muu onttolaskimon ja keuhkovaltimon yhdistämisen jatkoleikkaus,0,0,0
2219,Other operations on major thoracic veins,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,FAW,1900-01-01,2030-12-31,NA,Muut rintaontelon laskimoiden leikkaukset,0,0,0
2220,Other operation on major thoracic veins,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FAW96,1900-01-01,2030-12-31,NA,Muu rintaontelon laskimon leikkaus,0,0,0
2221,Pulmonary artery with branches,Procedure,NOMESCOfi,NOMESCOfi Level 1,NA,FB,1900-01-01,2030-12-31,NA,Keuhkovaltimot,0,0,0
2222,Diagnostic radiology of pulmonary artery with branches,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,FB_,1900-01-01,2030-12-31,NA,Keuhkovaltimoiden diagnostinen radiologia,0,0,0
2223,Angiography of arteria pulmonalis,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1AC,1999-01-01,2030-12-31,NA,Keuhkovaltimoiden varjoainetutkimus,0,0,0
2224,CT examination of arteria pulmonalis,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1AD,2003-01-01,2010-12-31,NA,Keuhkojen TT-angio,0,0,0
2225,Extensive balloon dilation of pulmonary artery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1AT,2018-03-01,2030-12-31,NA,Pulmonaalivaltimon laaja pallolaajennus,0,0,0
2226,Extensive angiography of arteria pulmonalis,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1BC,1999-01-01,2030-12-31,NA,Keuhkovaltimoiden laaja varjoainetutkimus,0,0,0
2227,Extensive CT examination of arteria pulmonalis,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1BD,1999-01-01,2030-12-31,NA,Keuhkojen laaja TT-angiografia,0,0,0
2228,MRI examination of arteria pulmonalis with median intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1BF,2000-01-01,2016-12-31,NA,Keuhkovaltimon magneettitutkimus keskikenttälaitteella,0,0,0
2229,MRI examination of arteria pulmonalis with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1BG,2000-01-01,2030-12-31,NA,Keuhkovaltimoiden magneettitutkimus,0,0,0
2230,Arteria pulmonalis MRI examination with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1BM,2009-01-01,2010-12-31,NA,Keuhkovaltimon 3 Teslan MT,0,0,0
2231,Very extensive balloon dilation of pulmonary artery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1BT,2018-03-01,2030-12-31,NA,Pulmonaalivaltimon erittäin laaja pallolaajennus,0,0,0
2232,Very extensive angiography of arteria pulmonalis,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1CC,1999-01-01,2030-12-31,NA,Keuhkovaltimoiden erittäin laaja varjoainetutkimus,0,0,0
2233,Extensive MRI examination of arteria pulmonalis with median intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1CF,2000-01-01,2016-12-31,NA,Keuhkovaltimon laaja magneettitutkimus keskikenttälaitteella,0,0,0
2234,Extensive MRI examination of arteria pulmonalis with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1CG,2000-01-01,2030-12-31,NA,Keuhkovaltimoiden laaja magneettitutkimus,0,0,0
2235,Arteria pulmonalis extensive MRI examination with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1CM,2009-01-01,2016-12-31,NA,Keuhkovaltimon laaja 3 Teslan MT,0,0,0
2236,Very extensive MRI examination of arteria pulmonalis with median intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1DF,2000-01-01,2016-12-31,NA,Keuhkovaltimon erittäin laaja magneettitutkimus keskikenttälaitteella,0,0,0
2237,Very extensive MRI examination of arteria pulmonalis with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1DG,2000-01-01,2030-12-31,NA,Keuhkovaltimoiden erittäin laaja magneettitutkimus,0,0,0
2238,Arteria pulmonalis very extensive MRI examination with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1DM,2009-01-01,2016-12-31,NA,Keuhkovaltimon erittäin laaja 3 Teslan MT,0,0,0
2239,Catheter-based therapy of pulmonary embolism,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FB1ST,2011-01-01,2030-12-31,NA,Keuhkoembolian katetrihoito,0,0,0
2240,Suture or repair of pulmonary artery,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,FBA,1900-01-01,2030-12-31,NA,Keuhkovaltimon korjaukset esim. vamman vuoksi,0,0,0
2241,Suture of pulmonary artery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FBA00,1900-01-01,2030-12-31,NA,Keuhkovaltimon ompelu,0,0,0
2242,Suture of pulmonary artery using graft,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FBA10,1900-01-01,2030-12-31,NA,Keuhkovaltimon ompelu ja korjaus siirteellä,0,0,0
2243,Other suture or repair of pulmonary artery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FBA96,1900-01-01,2030-12-31,NA,Muu keuhkovaltimon korjausleikkaus,0,0,0
2244,Incision of pulmonary artery,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,FBB,1900-01-01,2030-12-31,NA,Keuhkovaltimon aukaisu- ja tyhjennysleikkaukset,0,0,0
2245,Incision of pulmonary artery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FBB00,1900-01-01,2030-12-31,NA,Keuhkovaltimon aukaisu,0,0,0
2246,Transluminal extraction of pulmonary embolus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FBB10,1900-01-01,2030-12-31,NA,Keuhkoveritulpan poisto keuhkovaltimon kautta,0,0,0
2247,Thrombendarterectomy of pulmonary artery in chronic obstruction,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FBB20,1900-01-01,2030-12-31,NA,Keuhkovaltimon sisäkalvon ja kroonisen tukoksen poisto,0,0,0
2248,Removal of foreign body from pulmonary artery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FBB50,1900-01-01,2030-12-31,NA,Keuhkovaltimon vierasesineen poisto,0,0,0
2249,Percutaneous transluminal removal of foreign body from pulmonary artery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FBB52,1999-01-01,2030-12-31,NA,Vierasesineen poisto keuhkovaltimosta suonensisäisesti,0,0,0
2250,Other incision of pulmonary artery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,FBB96,1900-01-01,2030-12-31,NA,Muu keuhkovaltimon aukaisu- ja tyhjennysleikkaus,0,0,0
