code,name_fi,name_en,ICPC_version,main_icd10fi,concept_id,mappingStatus
D01,"Vatsakipu, yleinen",Abdominal pain/cramps general,ICPC2,R10.4,45581271,AUTO_MAPPED
D02,Ylävatsakipu,Abdominal pain epigastric,ICPC2,R10.1,45755332,AUTO_MAPPED
D03,Närästys,Heartburn,ICPC2,R12,45561883,AUTO_MAPPED
D04,Peräsuolen/peräaukon kipu,Rectal/anal pain,ICPC2,R10.2,45590971,AUTO_MAPPED
D05,Peräaukon kutina,Perianal itching,ICPC2,L29.0,45532967,AUTO_MAPPED
D06,"Vatsan alueen kipu, paikallinen, muu",Abdominal pain localized other,ICPC2,R10.3,45581278,AUTO_MAPPED
D07,Happovaiva/ruoansulatushäiriö,Dyspepsia/indigestion,ICPC2,K30,45755333,AUTO_MAPPED
D08,Ilmavaivat/röyhtäily,Flatulence/gas/belching,ICPC2,R14,NA,NOT_MAPPED
D09,Pahoinvointi,Nausea,ICPC2,R11,45755334,AUTO_MAPPED
D10,Oksentelu,Vomiting,ICPC2,R11,45586083,AUTO_MAPPED
D11,Ripuli,Diarrhoea,ICPC2,K59.1,45590978,AUTO_MAPPED
D12,Ummetus,Constipation,ICPC2,K59.0,45537891,AUTO_MAPPED
D13,Keltaisuus,Jaundice,ICPC2,R17,45547576,AUTO_MAPPED
D14,Verioksennus/hematemeesi,Haematemesis/vomiting blood,ICPC2,K92.0,45755335,AUTO_MAPPED
D15,Meleena,Melaena,ICPC2,K92.1,45566664,AUTO_MAPPED
D16,Verenvuoto peräsuolesta,Rectal bleeding,ICPC2,K62.5,45581285,AUTO_MAPPED
D17,Ulosteen pidätyskyvyttömyys,Incontinence of bowel,ICPC2,R15,45537894,AUTO_MAPPED
D18,Muutos ulosteessa / suolen toiminnassa,Change in faeces/bowel movements,ICPC2,R19.4,45755336,AUTO_MAPPED
D19,Hampaiden/ikenien oire/vaiva,Teeth/gum symptom/complaint,ICPC2,K03.88,45561901,AUTO_MAPPED
D20,Suun/kielen/huulen oire/vaiva,Mouth/tongue/lip symptom/complaint,ICPC2,K13.7,45755337,AUTO_MAPPED
D21,Nielemisongelma,Swallowing problem,ICPC2,R13,45590985,AUTO_MAPPED
D23,Maksan suurentuma,Hepatomegaly,ICPC2,R16.0,45590988,AUTO_MAPPED
D24,"Kyhmy/patti/muhkura mahassa, määrittämätön",Abdominal mass NOS,ICPC2,R19.0,45532979,AUTO_MAPPED
D25,Vatsan turvotus,Abdominal distension,ICPC2,R19.0,45571605,AUTO_MAPPED
D26,Huoli/pelko ruuansulatuselimen syövästä,Fear of cancer of digestive system,ICPC2,Z71.1,45600586,AUTO_MAPPED
D27,Huoli/pelko ruuansulatuselimen muusta sairaudesta,Fear of digestive disease other,ICPC2,Z71.1,45571606,AUTO_MAPPED
D28,"Toiminnanvajaus, ruuansulatuselimen",Limited function/disability (D),ICPC2,Z73.6,45581296,AUTO_MAPPED
D29,Muu ruuansulatuselimen oire/vaiva,Digestive symptom/complaint other,ICPC2,R19.8,45557068,AUTO_MAPPED
D30,"Ruoansulatuselimet, Laaja terveydentilan arviointi/tarkastus","Digestive, Medical examin/health eval complete",ICPC2,NA,45547589,AUTO_MAPPED
D31,"Ruoansulatuselimet, Suppea terveydentilan arviointi/tarkastus","Digestive, Medical examin/health eval partial",ICPC2,NA,45755338,AUTO_MAPPED
D32,"Ruoansulatuselimet, Allergiatutkimus","Digestive, Sensitivity test",ICPC2,NA,45595751,AUTO_MAPPED
D33,"Ruoansulatuselimet, Mikrobiologinen/immunologinen koe","Digestive, Microbiological/immunological test",ICPC2,NA,45566683,AUTO_MAPPED
D34,"Ruoansulatuselimet, Veritutkimus","Digestive, Blood test",ICPC2,NA,45542696,AUTO_MAPPED
D35,"Ruoansulatuselimet, Virtsatutkimus","Digestive, Urine test",ICPC2,NA,45576390,AUTO_MAPPED
D36,"Ruoansulatuselimet, Ulostetutkimus","Digestive, Faeces test",ICPC2,NA,45755363,AUTO_MAPPED
D37,"Ruoansulatuselimet, Histologinen/sytologinen tutkimus","Digestive, Histological/exfoliative cytology",ICPC2,NA,45571611,AUTO_MAPPED
D38,"Ruoansulatuselimet, Muu laboratoriotutkimus","Digestive, Other laboratory test NEC",ICPC2,NA,45755364,AUTO_MAPPED
D39,"Ruoansulatuselimet, Kliininen toimintakoe","Digestive, Physical function test",ICPC2,NA,45552350,AUTO_MAPPED
D40,"Ruoansulatuselimet, Diagnostinen endoskopia","Digestive, Diagnostic endoscopy",ICPC2,NA,45586104,AUTO_MAPPED
D41,"Ruoansulatuselimet, Diagnostinen kuvantaminen","Digestive, Diagnostic radiology/imaging",ICPC2,NA,45576398,AUTO_MAPPED
D42,"Ruoansulatuselimet, Elektrofysiologinen tutkimus","Digestive, Electrical tracing",ICPC2,NA,45542702,AUTO_MAPPED
D43,"Ruoansulatuselimet, Muu tutkimustoimenpide","Digestive, Other diagnostic procedure",ICPC2,NA,45591006,AUTO_MAPPED
D44,"Ruoansulatuselimet, Rokotus / ennaltaehkäisevä lääkitys","Digestive, Preventive immunization/medic",ICPC2,NA,45595759,AUTO_MAPPED
D45,"Ruoansulatuselimet, Seuranta/terveysneuvonta/ruokavalioneuvonta","Digestive, Observ/health educat/advice/diet",ICPC2,NA,45595761,AUTO_MAPPED
D46,"Ruoansulatuselimet, Perusterveydenhuollon asiantuntijan konsultaatio","Digestive, Consultation primary care provider",ICPC2,NA,45605369,AUTO_MAPPED
D47,"Ruoansulatuselimet, Erikoislääkärin konsultaatio","Digestive, Consultation with specialist",ICPC2,NA,45586111,AUTO_MAPPED
D48,"Ruoansulatuselimet, Potilaan tarpeiden/tulosyyn selvittäminen","Digestive, Clarification/discussion RFE/demand",ICPC2,NA,45600599,AUTO_MAPPED
D49,"Ruoansulatuselimet, Muu ennaltaehkäisevä toimenpide","Digestive, Other preventive procedure",ICPC2,NA,NA,NOT_MAPPED
D50,"Ruoansulatuselimet, Lääkitys/lääkemääräys/uusinta/injektio","Digestive, Medication/prescr/renewal",ICPC2,NA,45571628,AUTO_MAPPED
D51,"Ruoansulatuselimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Digestive, I&d/flush/aspiration",ICPC2,NA,45571630,AUTO_MAPPED
D52,"Ruoansulatuselimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Digestive, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45566698,AUTO_MAPPED
D53,"Ruoansulatuselimet, Katetrointi/intubointi/laajentaminen","Digestive, Instrument/catheter/intubate/dilate",ICPC2,NA,45605374,AUTO_MAPPED
D54,"Ruoansulatuselimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Digestive, Repair/fix-suture/cast/prosth device",ICPC2,NA,NA,NOT_MAPPED
D55,"Ruoansulatuselimet, Paikallinen lääkeaineinjektio","Digestive, Local injection/infiltration",ICPC2,NA,45595764,AUTO_MAPPED
D56,"Ruoansulatuselimet, Sidos/kompressi/tamponointi","Digestive, Dressing/pressure/compress/tamponade",ICPC2,NA,45566699,AUTO_MAPPED
D57,"Ruoansulatuselimet, Fysikaalinen hoito / kuntoutus","Digestive, Physical medicine/rehabilitation",ICPC2,NA,45755365,AUTO_MAPPED
D58,"Ruoansulatuselimet, Terapeuttinen neuvonta / kuuntelu","Digestive, Therapeutic counselling/listening",ICPC2,NA,45581325,AUTO_MAPPED
D59,"Ruoansulatuselimet, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Digestive, Other therap proced/minor surg NEC",ICPC2,NA,45605377,AUTO_MAPPED
D60,"Ruoansulatuselimet, Tutkimustulosten kuuleminen","Digestive, Result test/procedure",ICPC2,NA,45591011,AUTO_MAPPED
D61,"Ruoansulatuselimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Digestive, Result examination/test/record/letter from other provider",ICPC2,NA,45537921,AUTO_MAPPED
D62,"Ruoansulatuselimet, Hallinnollinen toimenpide","Digestive, Administrative procedure",ICPC2,NA,45591014,AUTO_MAPPED
D63,"Ruoansulatuselimet, Muu seurantakäynti","Digestive, Follow-up encounter unspecified",ICPC2,NA,45755366,AUTO_MAPPED
D64,"Ruoansulatuselimet, Hoidonantajan käynnistämä tapahtuma","Digestive, Encounter/prob initiated by provider",ICPC2,NA,45537924,AUTO_MAPPED
D65,"Ruoansulatuselimet, Muun henkilön käynnistämä tapahtuma","Digestive, Enc/prob init by other than pt/prov",ICPC2,NA,45547609,AUTO_MAPPED
D66,"Ruoansulatuselimet, Lähete muulle perusterveydenhuollon ammattihenkilölle","Digestive, Referral to non-MD provider",ICPC2,NA,45532993,AUTO_MAPPED
D67,"Ruoansulatuselimet, Lähete erikoislääkärille/sairaalaan","Digestive, Referral to physician/hospital",ICPC2,NA,45600611,AUTO_MAPPED
D68,"Ruoansulatuselimet, Muu lähete","Digestive, Other referral NEC",ICPC2,NA,45542713,AUTO_MAPPED
D69,"Ruoansulatuselimet, Muu käynnin syy","Digestive, Other reason for encounter NEC",ICPC2,NA,45561930,AUTO_MAPPED
D70,Ruoansulatuskanavan infektio,Gastrointestinal infection,ICPC2,A08.5,45557092,AUTO_MAPPED
D71,Sikotauti,Mumps,ICPC2,B26.9,45566709,AUTO_MAPPED
D72,Virushepatiitti,Viral hepatitis,ICPC2,B19.9,45552364,AUTO_MAPPED
D73,"Maha-suolitulehdus, tarttuvaksi oletettu",Gastroenteritis presumed infection,ICPC2,A09,45595775,AUTO_MAPPED
D74,"Pahanlaatuinen kasvain, mahalaukun",Malignant neoplasm stomach,ICPC2,C16.9&,45566712,AUTO_MAPPED
D75,"Pahanlaatuinen kasvain, paksusuolen/peräsuolen",Malignant neoplasm colon/rectum,ICPC2,C18.99&,45547613,AUTO_MAPPED
D76,"Pahanlaatuinen kasvain, haiman",Malignant neoplasm pancreas,ICPC2,C25.9&,45755353,AUTO_MAPPED
D77,"Pahanlaatuinen kasvain, ruuansulatuselinten, muu/määrittämätön",Malignant digestive neopl other/NOS,ICPC2,C26.9&,45542718,AUTO_MAPPED
D78,"Hyvänlaatuinen/määrittämätön kasvain, ruoansulatuskanavan",Neoplasm digestive benign/unspecif,ICPC2,D13.9&,NA,NOT_MAPPED
D79,Vierasesine ruuansulatuskanavassa,Foreign body digestive system,ICPC2,T18.9,NA,NOT_MAPPED
D80,"Ruoansulatuselinten vamma, muu",Injury digestive system other,ICPC2,T28.7,45605386,AUTO_MAPPED
D81,"Synnynnäinen epämuodostuma, ruuansulatuselimen",Congenital anomaly digestive system,ICPC2,Q45.9,45533003,AUTO_MAPPED
D82,Hampaiden/ikenien sairaus,Teeth/gum disease,ICPC2,K08.9,45600620,AUTO_MAPPED
D83,Suun/kielen/huulen sairaus,Mouth/tongue/lip disease,ICPC2,K13.7,45557099,AUTO_MAPPED
D84,Ruokatorven sairaus,Oesophagus disease,ICPC2,K22.9,45605388,AUTO_MAPPED
D85,Pohjukaissuolen haava,Duodenal ulcer,ICPC2,K26.9#,NA,NOT_MAPPED
D86,"Peptinen haava, muu",Peptic ulcer other,ICPC2,K25.9,45552367,AUTO_MAPPED
D87,Mahalaukun toimintahäiriö,Stomach function disorder,ICPC2,K29.9,NA,NOT_MAPPED
D88,Umpilisäkkeen tulehdus,Appendicitis,ICPC2,K37,NA,NOT_MAPPED
D89,Nivustyrä,Inguinal hernia,ICPC2,K40.9,45595781,AUTO_MAPPED
D90,Palleatyrä,Hiatus hernia,ICPC2,K44.9,NA,NOT_MAPPED
D91,"Vatsan alueen tyrä, muu",Abdominal hernia other,ICPC2,K46.9,NA,NOT_MAPPED
D92,Suolen umpipussitauti,Diverticular disease,ICPC2,K57.9,NA,NOT_MAPPED
D93,Ärtynyt paksusuoli,Irritable bowel syndrome,ICPC2,K58.9,NA,NOT_MAPPED
D94,Krooninen suolistotulehdus / haavainen paksusuolen tulehdus,Chronic enteritis/ulcerative colitis,ICPC2,K51.2,NA,NOT_MAPPED
D95,Peräaukon haavauma/paise,Anal fissure/perianal abscess,ICPC2,K60.2,NA,NOT_MAPPED
D96,Madot ja muut loiset,Worms/other parasites,ICPC2,B83.9,NA,NOT_MAPPED
D97,"Maksasairaus, määrittämätön",Liver disease NOS,ICPC2,K76.9,NA,NOT_MAPPED
D98,Sappirakon tulehdus / sappikivitauti,Cholecystitis/cholelithiasis,ICPC2,K82.9,NA,NOT_MAPPED
D99,Muu ruuansulatuselinten tauti,Disease digestive system other,ICPC2,K92.9,NA,NOT_MAPPED
F,Silmä,Eye,ICPC2,NA,NA,NOT_MAPPED
F01,Kipu silmässä,Eye pain,ICPC2,H57.1,45557147,AUTO_MAPPED
F02,Punainen silmä,Red eye,ICPC2,H57.8,45581394,AUTO_MAPPED
F03,Rähmivä/vuotava silmä,Eye discharge,ICPC2,H04.2,45566772,AUTO_MAPPED
F04,Pilkut näkökentässä,Visual floaters/spots,ICPC2,H53.1,45533062,AUTO_MAPPED
F05,"Näkökyvyn häiriö, muu",Visual disturbance other,ICPC2,H53.1,45581397,AUTO_MAPPED
F13,Poikkeava tunne silmässä,Eye sensation abnormal,ICPC2,H57.8,45538018,AUTO_MAPPED
F14,Poikkeavat silmän liikkeet,Eye movements abnormal,ICPC2,H55,45595869,AUTO_MAPPED
F15,Silmien poikkeava ulkonäkö,Eye appearance abnormal,ICPC2,H57.8,45600710,AUTO_MAPPED
F16,Luomien oireet/vaivat,Eyelid symptom/complaint,ICPC2,H02.5,45586215,AUTO_MAPPED
F17,Silmälaseihin liittyvät oireet/vaivat,Glasses symptom/complaint,ICPC2,Z46.0,45586218,AUTO_MAPPED
F18,Piilolaseihin liittyvät oireet/vaivat,Contact lens symptom/complaint,ICPC2,Z46.0,45547682,AUTO_MAPPED
F27,Huoli/pelko silmäsairaudesta,Fear of eye disease,ICPC2,Z71.1,NA,NOT_MAPPED
F28,"Toiminnanvajaus, silmän",Limited function/disability (F),ICPC2,Z73.6,45605491,AUTO_MAPPED
F29,Muu silmän oire/vaiva,Eye symptom/complaint other,ICPC2,H57.9,45533099,AUTO_MAPPED
F30,"Silmä, Laaja terveydentilan arviointi/tarkastus","Eye, Medical examin/health eval complete",ICPC2,NA,45547701,AUTO_MAPPED
F31,"Silmä, Suppea terveydentilan arviointi/tarkastus","Eye, Medical examin/health eval partial",ICPC2,NA,45595902,AUTO_MAPPED
F32,"Silmä, Allergiatutkimus","Eye, Sensitivity test",ICPC2,NA,45595904,AUTO_MAPPED
F33,"Silmä, Mikrobiologinen/immunologinen koe","Eye, Microbiological/immunological test",ICPC2,NA,45576542,AUTO_MAPPED
F34,"Silmä, Veritutkimus","Eye, Blood test",ICPC2,NA,45557203,AUTO_MAPPED
F35,"Silmä, Virtsatutkimus","Eye, Urine test",ICPC2,NA,NA,NOT_MAPPED
F36,"Silmä, Ulostetutkimus","Eye, Faeces test",ICPC2,NA,NA,NOT_MAPPED
F37,"Silmä, Histologinen/sytologinen tutkimus","Eye, Histological/exfoliative cytology",ICPC2,NA,NA,NOT_MAPPED
F38,"Silmä, Muu laboratoriotutkimus","Eye, Other laboratory test NEC",ICPC2,NA,45755367,AUTO_MAPPED
F39,"Silmä, Kliininen toimintakoe","Eye, Physical function test",ICPC2,NA,45591137,AUTO_MAPPED
F40,"Silmä, Diagnostinen endoskopia","Eye, Diagnostic endoscopy",ICPC2,NA,45595906,AUTO_MAPPED
F41,"Silmä, Diagnostinen kuvantaminen","Eye, Diagnostic radiology/imaging",ICPC2,NA,45571763,AUTO_MAPPED
F42,"Silmä, Elektrofysiologinen tutkimus","Eye, Electrical tracing",ICPC2,NA,45562048,AUTO_MAPPED
F43,"Silmä, Muu tutkimustoimenpide","Eye, Other diagnostic procedure",ICPC2,NA,45557206,AUTO_MAPPED
F44,"Silmä, Rokotus / ennaltaehkäisevä lääkitys","Eye, Preventive immunization/medic",ICPC2,NA,45562050,AUTO_MAPPED
F45,"Silmä, Seuranta/terveysneuvonta/ruokavalioneuvonta","Eye, Observ/health educat/advice/diet",ICPC2,NA,45571765,AUTO_MAPPED
F46,"Silmä, Perusterveydenhuollon asiantuntijan konsultaatio","Eye, Consultation primary care provider",ICPC2,NA,NA,NOT_MAPPED
F47,"Silmä, Erikoislääkärin konsultaatio","Eye, Consultation with specialist",ICPC2,NA,NA,NOT_MAPPED
F48,"Silmä, Potilaan tarpeiden/tulosyyn selvittäminen","Eye, Clarification/discussion RFE/demand",ICPC2,NA,45547712,AUTO_MAPPED
F49,"Silmä, Muu ennaltaehkäisevä toimenpide","Eye, Other preventive procedure",ICPC2,NA,NA,NOT_MAPPED
F50,"Silmä, Lääkitys/lääkemääräys/uusinta/injektio","Eye, Medication/prescr/renewal",ICPC2,NA,45605499,AUTO_MAPPED
F51,"Silmä, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Eye, I&d/flush/aspiration",ICPC2,NA,45552491,AUTO_MAPPED
F52,"Silmä, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Eye, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45538072,AUTO_MAPPED
F53,"Silmä, Katetrointi/intubointi/laajentaminen","Eye, Instrument/catheter/intubate/dilate",ICPC2,NA,45576552,AUTO_MAPPED
F54,"Silmä, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Eye, Repair/fix-suture/cast/prosth device",ICPC2,NA,45591146,AUTO_MAPPED
F55,"Silmä, Paikallinen lääkeaineinjektio","Eye, Local injection/infiltration",ICPC2,NA,45576553,AUTO_MAPPED
F56,"Silmä, Sidos/kompressi/tamponointi","Eye, Dressing/pressure/compress/tamponade",ICPC2,NA,NA,NOT_MAPPED
F57,"Silmä, Fysikaalinen hoito / kuntoutus","Eye, Physical medicine/rehabilitation",ICPC2,NA,NA,NOT_MAPPED
F58,"Silmä, Terapeuttinen neuvonta / kuuntelu","Eye, Therapeutic counselling/listening",ICPC2,NA,NA,NOT_MAPPED
F59,"Silmä, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Eye, Other therap proced/minor surg NEC",ICPC2,NA,45591148,AUTO_MAPPED
F60,"Silmä, Tutkimustulosten kuuleminen","Eye, Result test/procedure",ICPC2,NA,45542858,AUTO_MAPPED
F61,"Silmä, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Eye, Result examination/test/record/letter from other provider",ICPC2,NA,45595913,AUTO_MAPPED
F62,"Silmä, Hallinnollinen toimenpide","Eye, Administrative procedure",ICPC2,NA,45605505,AUTO_MAPPED
F63,"Silmä, Muu seurantakäynti","Eye, Follow-up encounter unspecified",ICPC2,NA,45576555,AUTO_MAPPED
F64,"Silmä, Hoidonantajan käynnistämä tapahtuma","Eye, Encounter/prob initiated by provider",ICPC2,NA,45542860,AUTO_MAPPED
F65,"Silmä, Muun henkilön käynnistämä tapahtuma","Eye, Enc/prob init by other than pt/prov",ICPC2,NA,45571770,AUTO_MAPPED
F66,"Silmä, Lähete muulle perusterveydenhuollon ammattihenkilölle","Eye, Referral to non-MD provider",ICPC2,NA,45595917,AUTO_MAPPED
F67,"Silmä, Lähete erikoislääkärille/sairaalaan","Eye, Referral to physician/hospital",ICPC2,NA,NA,NOT_MAPPED
F68,"Silmä, Muu lähete","Eye, Other referral NEC",ICPC2,NA,45586254,AUTO_MAPPED
F69,"Silmä, Muu käynnin syy","Eye, Other reason for encounter NEC",ICPC2,NA,45538081,AUTO_MAPPED
F70,"Sidekalvotulehdus, tarttuva",Conjunctivitis infectious,ICPC2,H10.9,45538082,AUTO_MAPPED
F71,"Sidekalvotulehdus, allerginen",Conjunctivitis allergic,ICPC2,H10.1,45586256,AUTO_MAPPED
F72,Luomitulehdus/näärännäppy/luomirakkula,Blepharitis/stye/chalazion,ICPC2,H01.9,45533123,AUTO_MAPPED
F73,"Silmätulehdus, muu",Eye infection/inflammation other,ICPC2,H20.8,45586258,AUTO_MAPPED
F74,"Kasvain, silmän / silmän seudun",Neoplasm of eye/adnexa,ICPC2,D31.9&,NA,NOT_MAPPED
F75,"Ruhje/verenvuoto, silmän",Contusion/haemorrhage eye,ICPC2,S05.1,NA,NOT_MAPPED
F76,Vierasesine silmässä,Foreign body in eye,ICPC2,T15.9,NA,NOT_MAPPED
F79,"Silmävamma, muu",Injury eye other,ICPC2,S05.9,45581472,AUTO_MAPPED
F80,Vauvan kyyneltietukos,Blocked lacrimal duct of infant,ICPC2,Q10.5,45600761,AUTO_MAPPED
F81,"Synnynnäinen epämuodostuma, silmän, muu",Congenital anomaly eye other,ICPC2,Q15.9,45591156,AUTO_MAPPED
F82,Verkkokalvon irtoaminen,Detached retina,ICPC2,H33.5,45605516,AUTO_MAPPED
F83,"Retinopatia, verkkokalvon rappeuma",Retinopathy,ICPC2,H35.0,45595922,AUTO_MAPPED
F84,"Makuladegeneraatio, tarkan näön alueen rappeuma",Macular degeneration,ICPC2,H35.39#,45600762,AUTO_MAPPED
F85,Sarveiskalvon haavauma,Corneal ulcer,ICPC2,H16.0,NA,NOT_MAPPED
F86,Trakooma,Trachoma,ICPC2,A71.9,NA,NOT_MAPPED
F91,Taittovirhe,Refractive error,ICPC2,H52.7,45600764,AUTO_MAPPED
F92,Harmaakaihi,Cataract,ICPC2,H26.9,45591157,AUTO_MAPPED
F93,Glaukooma,Glaucoma,ICPC2,H40.9,45595925,AUTO_MAPPED
F94,Sokeus,Blindness,ICPC2,H54.0,45576564,AUTO_MAPPED
F95,Karsastus,Strabismus,ICPC2,H50.9,45538093,AUTO_MAPPED
F99,Muu silmäsairaus,Eye/adnexa disease other,ICPC2,H57.8,45605525,AUTO_MAPPED
H,Korva,Ear,ICPC2,NA,NA,NOT_MAPPED
H01,Korvan kipu/särky,Ear pain/earache,ICPC2,H92.0,45542921,AUTO_MAPPED
H02,Kuulo-oire,Hearing complaint,ICPC2,H93.2,45552557,AUTO_MAPPED
H03,Korvien soiminen / tinnitus,"Tinnitus, ringing/buzzing ear",ICPC2,H93.1,45755398,AUTO_MAPPED
H04,Erite korvasta,Ear discharge,ICPC2,H92.1,45581549,AUTO_MAPPED
H05,Verenvuoto korvassa/korvasta,Bleeding ear,ICPC2,H92.2,45557306,AUTO_MAPPED
H13,Korvan tukkoisuus,Plugged feeling ear,ICPC2,H93.8,45755401,AUTO_MAPPED
H15,Huoli korvien ulkonäöstä,Concern with appearance of ears,ICPC2,R46.8,45557333,AUTO_MAPPED
H27,Huoli/pelko korvataudista,Fear of ear disease,ICPC2,Z71.1,45538246,AUTO_MAPPED
H28,"Toiminnanvajaus, korvan",Limited function/disability (H),ICPC2,Z73.6,45571931,AUTO_MAPPED
H29,Muu korvan oire/vaiva,Ear symptom/complaint other,ICPC2,H93.9,NA,NOT_MAPPED
H30,"Korva, Laaja terveydentilan arviointi/tarkastus","Ear, Medical examin/health eval complete",ICPC2,NA,45543012,AUTO_MAPPED
H31,"Korva, Suppea terveydentilan arviointi/tarkastus","Ear, Medical examin/health eval partial",ICPC2,NA,45576714,AUTO_MAPPED
H32,"Korva, Allergiatutkimus","Ear, Sensitivity test",ICPC2,NA,45562222,AUTO_MAPPED
H33,"Korva, Mikrobiologinen/immunologinen koe","Ear, Microbiological/immunological test",ICPC2,NA,45755393,AUTO_MAPPED
H34,"Korva, Veritutkimus","Ear, Blood test",ICPC2,NA,45533297,AUTO_MAPPED
H35,"Korva, Virtsatutkimus","Ear, Urine test",ICPC2,NA,45538260,AUTO_MAPPED
H36,"Korva, Ulostetutkimus","Ear, Faeces test",ICPC2,NA,45547878,AUTO_MAPPED
H37,"Korva, Histologinen/sytologinen tutkimus","Ear, Histological/exfoliative cytology",ICPC2,NA,NA,NOT_MAPPED
H38,"Korva, Muu laboratoriotutkimus","Ear, Other laboratory test NEC",ICPC2,NA,NA,NOT_MAPPED
H39,"Korva, Kliininen toimintakoe","Ear, Physical function test",ICPC2,NA,NA,NOT_MAPPED
H40,"Korva, Diagnostinen endoskopia","Ear, Diagnostic endoscopy",ICPC2,NA,45547879,AUTO_MAPPED
H41,"Korva, Diagnostinen kuvantaminen","Ear, Diagnostic radiology/imaging",ICPC2,NA,NA,NOT_MAPPED
H42,"Korva, Elektrofysiologinen tutkimus","Ear, Electrical tracing",ICPC2,NA,45600924,AUTO_MAPPED
H43,"Korva, Muu tutkimustoimenpide","Ear, Other diagnostic procedure",ICPC2,NA,45557431,AUTO_MAPPED
H44,"Korva, Rokotus / ennaltaehkäisevä lääkitys","Ear, Preventive immunization/medic",ICPC2,NA,45552700,AUTO_MAPPED
H45,"Korva, Seuranta/terveysneuvonta/ruokavalioneuvonta","Ear, Observ/health educat/advice/diet",ICPC2,NA,45755394,AUTO_MAPPED
H46,"Korva, Perusterveydenhuollon asiantuntijan konsultaatio","Ear, Consultation primary care provider",ICPC2,NA,45571994,AUTO_MAPPED
H47,"Korva, Erikoislääkärin konsultaatio","Ear, Consultation with specialist",ICPC2,NA,45596114,AUTO_MAPPED
H48,"Korva, Potilaan tarpeiden/tulosyyn selvittäminen","Ear, Clarification/discussion RFE/demand",ICPC2,NA,45755396,AUTO_MAPPED
H49,"Korva, Muu ennaltaehkäisevä toimenpide","Ear, Other preventive procedure",ICPC2,NA,45533345,AUTO_MAPPED
H50,"Korva, Lääkitys/lääkemääräys/uusinta/injektio","Ear, Medication/prescr/renewal",ICPC2,NA,45562265,AUTO_MAPPED
H51,"Korva, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Ear, I&d/flush/aspiration",ICPC2,NA,45562269,AUTO_MAPPED
H52,"Korva, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Ear, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45755397,AUTO_MAPPED
H53,"Korva, Katetrointi/intubointi/laajentaminen","Ear, Instrument/catheter/intubate/dilate",ICPC2,NA,45591389,AUTO_MAPPED
H54,"Korva, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Ear, Repair/fix-suture/cast/prosth device",ICPC2,NA,45755414,AUTO_MAPPED
H55,"Korva, Paikallinen lääkeaineinjektio","Ear, Local injection/infiltration",ICPC2,NA,45562288,AUTO_MAPPED
H56,"Korva, Sidos/kompressi/tamponointi","Ear, Dressing/pressure/compress/tamponade",ICPC2,NA,NA,NOT_MAPPED
H57,"Korva, Fysikaalinen hoito / kuntoutus","Ear, Physical medicine/rehabilitation",ICPC2,NA,45600970,AUTO_MAPPED
H58,"Korva, Terapeuttinen neuvonta / kuuntelu","Ear, Therapeutic counselling/listening",ICPC2,NA,45755416,AUTO_MAPPED
H59,"Korva, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Ear, Other therap proced/minor surg NEC",ICPC2,NA,45755417,AUTO_MAPPED
H60,"Korva, Tutkimustulosten kuuleminen","Ear, Result test/procedure",ICPC2,NA,45581713,AUTO_MAPPED
H61,"Korva, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Ear, Result examination/test/record/letter from other provider",ICPC2,NA,45755418,AUTO_MAPPED
H62,"Korva, Hallinnollinen toimenpide","Ear, Administrative procedure",ICPC2,NA,45755419,AUTO_MAPPED
H63,"Korva, Muu seurantakäynti","Ear, Follow-up encounter unspecified",ICPC2,NA,NA,NOT_MAPPED
H64,"Korva, Hoidonantajan käynnistämä tapahtuma","Ear, Encounter/prob initiated by provider",ICPC2,NA,NA,NOT_MAPPED
H65,"Korva, Muun henkilön käynnistämä tapahtuma","Ear, Enc/prob init by other than pt/prov",ICPC2,NA,45547960,AUTO_MAPPED
H66,"Korva, Lähete muulle perusterveydenhuollon ammattihenkilölle","Ear, Referral to non-MD provider",ICPC2,NA,45538332,AUTO_MAPPED
H67,"Korva, Lähete erikoislääkärille/sairaalaan","Ear, Referral to physician/hospital",ICPC2,NA,45755420,AUTO_MAPPED
