concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_main_icd10fi,tmp_name_fi,tmp_name_en_source
359,Blepharitis/stye/chalazion,Condition,ICPC,ICPC2,NA,F72,1970-01-01,2099-12-31,NA,H01.9,Luomitulehdus/näärännäppy/luomirakkula,THL
360,Eye infection/inflammation other,Condition,ICPC,ICPC2,NA,F73,1970-01-01,2099-12-31,NA,H20.8,"Silmätulehdus, muu",THL
361,Neoplasm of eye/adnexa,Condition,ICPC,ICPC2,NA,F74,1970-01-01,2099-12-31,NA,D31.9&,"Kasvain, silmän / silmän seudun",THL
362,Contusion/haemorrhage eye,Condition,ICPC,ICPC2,NA,F75,1970-01-01,2099-12-31,NA,S05.1,"Ruhje/verenvuoto, silmän",THL
363,Foreign body in eye,Condition,ICPC,ICPC2,NA,F76,1970-01-01,2099-12-31,NA,T15.9,Vierasesine silmässä,THL
364,Injury eye other,Condition,ICPC,ICPC2,NA,F79,1970-01-01,2099-12-31,NA,S05.9,"Silmävamma, muu",THL
365,Blocked lacrimal duct of infant,Condition,ICPC,ICPC2,NA,F80,1970-01-01,2099-12-31,NA,Q10.5,Vauvan kyyneltietukos,THL
366,Congenital anomaly eye other,Condition,ICPC,ICPC2,NA,F81,1970-01-01,2099-12-31,NA,Q15.9,"Synnynnäinen epämuodostuma, silmän, muu",THL
367,Detached retina,Condition,ICPC,ICPC2,NA,F82,1970-01-01,2099-12-31,NA,H33.5,Verkkokalvon irtoaminen,THL
368,Retinopathy,Condition,ICPC,ICPC2,NA,F83,1970-01-01,2099-12-31,NA,H35.0,"Retinopatia, verkkokalvon rappeuma",THL
369,Macular degeneration,Condition,ICPC,ICPC2,NA,F84,1970-01-01,2099-12-31,NA,H35.39#,"Makuladegeneraatio, tarkan näön alueen rappeuma",THL
370,Corneal ulcer,Condition,ICPC,ICPC2,NA,F85,1970-01-01,2099-12-31,NA,H16.0,Sarveiskalvon haavauma,THL
371,Trachoma,Condition,ICPC,ICPC2,NA,F86,1970-01-01,2099-12-31,NA,A71.9,Trakooma,THL
372,Refractive error,Condition,ICPC,ICPC2,NA,F91,1970-01-01,2099-12-31,NA,H52.7,Taittovirhe,THL
373,Cataract,Condition,ICPC,ICPC2,NA,F92,1970-01-01,2099-12-31,NA,H26.9,Harmaakaihi,THL
374,Glaucoma,Condition,ICPC,ICPC2,NA,F93,1970-01-01,2099-12-31,NA,H40.9,Glaukooma,THL
375,Blindness,Condition,ICPC,ICPC2,NA,F94,1970-01-01,2099-12-31,NA,H54.0,Sokeus,THL
376,Strabismus,Condition,ICPC,ICPC2,NA,F95,1970-01-01,2099-12-31,NA,H50.9,Karsastus,THL
377,Eye/adnexa disease other,Condition,ICPC,ICPC2,NA,F99,1970-01-01,2099-12-31,NA,H57.8,Muu silmäsairaus,THL
378,Ear,Condition,ICPC,ICPC2,NA,H,1970-01-01,2099-12-31,NA,NA,Korva,THL
379,Ear pain/earache,Condition,ICPC,ICPC2,NA,H01,1970-01-01,2099-12-31,NA,H92.0,Korvan kipu/särky,THL
380,Hearing complaint,Condition,ICPC,ICPC2,NA,H02,1970-01-01,2099-12-31,NA,H93.2,Kuulo-oire,THL
381,"Tinnitus, ringing/buzzing ear",Condition,ICPC,ICPC2,NA,H03,1970-01-01,2099-12-31,NA,H93.1,Korvien soiminen / tinnitus,THL
382,Ear discharge,Condition,ICPC,ICPC2,NA,H04,1970-01-01,2099-12-31,NA,H92.1,Erite korvasta,THL
383,Bleeding ear,Condition,ICPC,ICPC2,NA,H05,1970-01-01,2099-12-31,NA,H92.2,Verenvuoto korvassa/korvasta,THL
384,Plugged feeling ear,Condition,ICPC,ICPC2,NA,H13,1970-01-01,2099-12-31,NA,H93.8,Korvan tukkoisuus,THL
385,Concern with appearance of ears,Condition,ICPC,ICPC2,NA,H15,1970-01-01,2099-12-31,NA,R46.8,Huoli korvien ulkonäöstä,THL
386,Fear of ear disease,Condition,ICPC,ICPC2,NA,H27,1970-01-01,2099-12-31,NA,Z71.1,Huoli/pelko korvataudista,THL
387,Limited function/disability (H),Observation,ICPC,ICPC2,NA,H28,1970-01-01,2099-12-31,NA,Z73.6,"Toiminnanvajaus, korvan",THL
388,Ear symptom/complaint other,Condition,ICPC,ICPC2,NA,H29,1970-01-01,2099-12-31,NA,H93.9,Muu korvan oire/vaiva,THL
389,"Ear, Medical examin/health eval complete",Condition,ICPC,ICPC2,NA,H30,1970-01-01,2099-12-31,NA,NA,"Korva, Laaja terveydentilan arviointi/tarkastus",THL
390,"Ear, Medical examin/health eval partial",Condition,ICPC,ICPC2,NA,H31,1970-01-01,2099-12-31,NA,NA,"Korva, Suppea terveydentilan arviointi/tarkastus",THL
391,"Ear, Sensitivity test",Condition,ICPC,ICPC2,NA,H32,1970-01-01,2099-12-31,NA,NA,"Korva, Allergiatutkimus",THL
392,"Ear, Microbiological/immunological test",Condition,ICPC,ICPC2,NA,H33,1970-01-01,2099-12-31,NA,NA,"Korva, Mikrobiologinen/immunologinen koe",THL
393,"Ear, Blood test",Condition,ICPC,ICPC2,NA,H34,1970-01-01,2099-12-31,NA,NA,"Korva, Veritutkimus",THL
394,"Ear, Urine test",Condition,ICPC,ICPC2,NA,H35,1970-01-01,2099-12-31,NA,NA,"Korva, Virtsatutkimus",THL
395,"Ear, Faeces test",Condition,ICPC,ICPC2,NA,H36,1970-01-01,2099-12-31,NA,NA,"Korva, Ulostetutkimus",THL
396,"Ear, Histological/exfoliative cytology",Condition,ICPC,ICPC2,NA,H37,1970-01-01,2099-12-31,NA,NA,"Korva, Histologinen/sytologinen tutkimus",THL
397,"Ear, Other laboratory test NEC",Condition,ICPC,ICPC2,NA,H38,1970-01-01,2099-12-31,NA,NA,"Korva, Muu laboratoriotutkimus",THL
398,"Ear, Physical function test",Condition,ICPC,ICPC2,NA,H39,1970-01-01,2099-12-31,NA,NA,"Korva, Kliininen toimintakoe",THL
399,"Ear, Diagnostic endoscopy",Condition,ICPC,ICPC2,NA,H40,1970-01-01,2099-12-31,NA,NA,"Korva, Diagnostinen endoskopia",THL
400,"Ear, Diagnostic radiology/imaging",Condition,ICPC,ICPC2,NA,H41,1970-01-01,2099-12-31,NA,NA,"Korva, Diagnostinen kuvantaminen",THL
401,"Ear, Electrical tracing",Condition,ICPC,ICPC2,NA,H42,1970-01-01,2099-12-31,NA,NA,"Korva, Elektrofysiologinen tutkimus",THL
402,"Ear, Other diagnostic procedure",Condition,ICPC,ICPC2,NA,H43,1970-01-01,2099-12-31,NA,NA,"Korva, Muu tutkimustoimenpide",THL
403,"Ear, Preventive immunization/medic",Condition,ICPC,ICPC2,NA,H44,1970-01-01,2099-12-31,NA,NA,"Korva, Rokotus / ennaltaehkäisevä lääkitys",THL
404,"Ear, Observ/health educat/advice/diet",Condition,ICPC,ICPC2,NA,H45,1970-01-01,2099-12-31,NA,NA,"Korva, Seuranta/terveysneuvonta/ruokavalioneuvonta",THL
405,"Ear, Consultation primary care provider",Condition,ICPC,ICPC2,NA,H46,1970-01-01,2099-12-31,NA,NA,"Korva, Perusterveydenhuollon asiantuntijan konsultaatio",THL
406,"Ear, Consultation with specialist",Condition,ICPC,ICPC2,NA,H47,1970-01-01,2099-12-31,NA,NA,"Korva, Erikoislääkärin konsultaatio",THL
407,"Ear, Clarification/discussion RFE/demand",Condition,ICPC,ICPC2,NA,H48,1970-01-01,2099-12-31,NA,NA,"Korva, Potilaan tarpeiden/tulosyyn selvittäminen",THL
408,"Ear, Other preventive procedure",Condition,ICPC,ICPC2,NA,H49,1970-01-01,2099-12-31,NA,NA,"Korva, Muu ennaltaehkäisevä toimenpide",THL
409,"Ear, Medication/prescr/renewal",Condition,ICPC,ICPC2,NA,H50,1970-01-01,2099-12-31,NA,NA,"Korva, Lääkitys/lääkemääräys/uusinta/injektio",THL
410,"Ear, I&d/flush/aspiration",Condition,ICPC,ICPC2,NA,H51,1970-01-01,2099-12-31,NA,NA,"Korva, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto",THL
411,"Ear, Exc/remov/biopsy/destruc/debrid/caut",Condition,ICPC,ICPC2,NA,H52,1970-01-01,2099-12-31,NA,NA,"Korva, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto",THL
412,"Ear, Instrument/catheter/intubate/dilate",Condition,ICPC,ICPC2,NA,H53,1970-01-01,2099-12-31,NA,NA,"Korva, Katetrointi/intubointi/laajentaminen",THL
413,"Ear, Repair/fix-suture/cast/prosth device",Condition,ICPC,ICPC2,NA,H54,1970-01-01,2099-12-31,NA,NA,"Korva, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)",THL
414,"Ear, Local injection/infiltration",Condition,ICPC,ICPC2,NA,H55,1970-01-01,2099-12-31,NA,NA,"Korva, Paikallinen lääkeaineinjektio",THL
415,"Ear, Dressing/pressure/compress/tamponade",Condition,ICPC,ICPC2,NA,H56,1970-01-01,2099-12-31,NA,NA,"Korva, Sidos/kompressi/tamponointi",THL
416,"Ear, Physical medicine/rehabilitation",Condition,ICPC,ICPC2,NA,H57,1970-01-01,2099-12-31,NA,NA,"Korva, Fysikaalinen hoito / kuntoutus",THL
417,"Ear, Therapeutic counselling/listening",Condition,ICPC,ICPC2,NA,H58,1970-01-01,2099-12-31,NA,NA,"Korva, Terapeuttinen neuvonta / kuuntelu",THL
418,"Ear, Other therap proced/minor surg NEC",Condition,ICPC,ICPC2,NA,H59,1970-01-01,2099-12-31,NA,NA,"Korva, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia",THL
419,"Ear, Result test/procedure",Condition,ICPC,ICPC2,NA,H60,1970-01-01,2099-12-31,NA,NA,"Korva, Tutkimustulosten kuuleminen",THL
420,"Ear, Result examination/test/record/letter from other provider",Condition,ICPC,ICPC2,NA,H61,1970-01-01,2099-12-31,NA,NA,"Korva, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta",THL
421,"Ear, Administrative procedure",Condition,ICPC,ICPC2,NA,H62,1970-01-01,2099-12-31,NA,NA,"Korva, Hallinnollinen toimenpide",THL
422,"Ear, Follow-up encounter unspecified",Condition,ICPC,ICPC2,NA,H63,1970-01-01,2099-12-31,NA,NA,"Korva, Muu seurantakäynti",THL
423,"Ear, Encounter/prob initiated by provider",Condition,ICPC,ICPC2,NA,H64,1970-01-01,2099-12-31,NA,NA,"Korva, Hoidonantajan käynnistämä tapahtuma",THL
424,"Ear, Enc/prob init by other than pt/prov",Condition,ICPC,ICPC2,NA,H65,1970-01-01,2099-12-31,NA,NA,"Korva, Muun henkilön käynnistämä tapahtuma",THL
425,"Ear, Referral to non-MD provider",Condition,ICPC,ICPC2,NA,H66,1970-01-01,2099-12-31,NA,NA,"Korva, Lähete muulle perusterveydenhuollon ammattihenkilölle",THL
426,"Ear, Referral to physician/hospital",Condition,ICPC,ICPC2,NA,H67,1970-01-01,2099-12-31,NA,NA,"Korva, Lähete erikoislääkärille/sairaalaan",THL
427,"Ear, Other referral NEC",Condition,ICPC,ICPC2,NA,H68,1970-01-01,2099-12-31,NA,NA,"Korva, Muu lähete",THL
428,"Ear, Other reason for encounter NEC",Condition,ICPC,ICPC2,NA,H69,1970-01-01,2099-12-31,NA,NA,"Korva, Muu käynnin syy",THL
429,Otitis externa,Condition,ICPC,ICPC2,NA,H70,1970-01-01,2099-12-31,NA,H60.9,Korvakäytävän tulehdus,THL
430,Acute otitis media/myringitis,Condition,ICPC,ICPC2,NA,H71,1970-01-01,2099-12-31,NA,H73.0,"Välikorvatulehdus/tärykalvotulehdus, akuutti",THL
431,Serous otitis media,Condition,ICPC,ICPC2,NA,H72,1970-01-01,2099-12-31,NA,H65.2,"Välikorvatulehdus, seroosi",THL
432,Eustachian salpingitis,Condition,ICPC,ICPC2,NA,H73,1970-01-01,2099-12-31,NA,H68.0,Korvatorventulehdus,THL
433,Chronic otitis media,Condition,ICPC,ICPC2,NA,H74,1970-01-01,2099-12-31,NA,H66.9,"Välikorvatulehdus, krooninen",THL
434,Neoplasm of ear,Condition,ICPC,ICPC2,NA,H75,1970-01-01,2099-12-31,NA,C30.1&,"Kasvain, korvan",THL
435,Foreign body in ear,Condition,ICPC,ICPC2,NA,H76,1970-01-01,2099-12-31,NA,T16,Vierasesine korvassa,THL
436,Perforation ear drum,Condition,ICPC,ICPC2,NA,H77,1970-01-01,2099-12-31,NA,H72.9,Reikä tärykalvossa,THL
437,Superficial injury of ear,Condition,ICPC,ICPC2,NA,H78,1970-01-01,2099-12-31,NA,S00.4,"Korvan vamma, pinnallinen",THL
438,Ear injury other,Condition,ICPC,ICPC2,NA,H79,1970-01-01,2099-12-31,NA,S09.2,"Korvan vamma, muu",THL
439,Congenital anomaly of ear,Condition,ICPC,ICPC2,NA,H80,1970-01-01,2099-12-31,NA,Q17.9,"Synnynnäinen epämuodostuma, korvan",THL
440,Excessive ear wax,Condition,ICPC,ICPC2,NA,H81,1970-01-01,2099-12-31,NA,H61.2,Korvavahatulppa,THL
441,Vertiginous syndrome,Condition,ICPC,ICPC2,NA,H82,1970-01-01,2099-12-31,NA,H81.9,Huimausoireyhtymä,THL
442,Otosclerosis,Condition,ICPC,ICPC2,NA,H83,1970-01-01,2099-12-31,NA,H80.9,Otoskleroosi,THL
443,Presbyacusis,Condition,ICPC,ICPC2,NA,H84,1970-01-01,2099-12-31,NA,H91.1,Ikähuonokuuloisuus,THL
444,Acoustic trauma,Condition,ICPC,ICPC2,NA,H85,1970-01-01,2099-12-31,NA,H83.3,Meluvamma,THL
445,Deafness,Condition,ICPC,ICPC2,NA,H86,1970-01-01,2099-12-31,NA,H90.8,Kuurous,THL
446,Ear/mastoid disease other,Condition,ICPC,ICPC2,NA,H99,1970-01-01,2099-12-31,NA,H93.9,Muu korvan/kartiolisäkkeen sairaus,THL
447,Cardiovascular,Condition,ICPC,ICPC2,NA,K,1970-01-01,2099-12-31,NA,NA,Verenkiertoelimet,THL
448,Heart pain,Condition,ICPC,ICPC2,NA,K01,1970-01-01,2099-12-31,NA,R07.2,Sydänperäinen kipu,THL
449,Pressure/tightness of heart,Condition,ICPC,ICPC2,NA,K02,1970-01-01,2099-12-31,NA,R07.2,Painon/puristuksen tunne sydänalassa,THL
450,Cardiovascular pain NOS,Condition,ICPC,ICPC2,NA,K03,1970-01-01,2099-12-31,NA,R09.8,"Verenkiertoperäinen kipu, muu",THL
451,Palpitations/awareness of heart,Condition,ICPC,ICPC2,NA,K04,1970-01-01,2099-12-31,NA,R00.2,Sydämentykytys / sydämen lyöntien tuntuminen,THL
452,Irregular heartbeat other,Condition,ICPC,ICPC2,NA,K05,1970-01-01,2099-12-31,NA,R00.8,"Poikkeava/epäsäännöllinen pulssi, muu",THL
453,Prominent veins,Condition,ICPC,ICPC2,NA,K06,1970-01-01,2099-12-31,NA,I87.8,Korostuneet laskimot,THL
454,Swollen ankles/oedema,Condition,ICPC,ICPC2,NA,K07,1970-01-01,2099-12-31,NA,R60.0,Nilkkaturvotus,THL
455,Risk factor cardiovascular disease,Observation,ICPC,ICPC2,NA,K22,1970-01-01,2099-12-31,NA,Z86.7,Sydän- ja verisuonisairauden riskitekijä,THL
456,Fear of heart disease,Condition,ICPC,ICPC2,NA,K24,1970-01-01,2099-12-31,NA,Z71.1,Huoli/pelko sydänsairaudesta,THL
457,Fear of hypertension,Condition,ICPC,ICPC2,NA,K25,1970-01-01,2099-12-31,NA,Z71.1,Huoli/pelko kohonneesta  verenpaineesta / verenpainetaudista,THL
458,Fear cardiovascular disease other,Condition,ICPC,ICPC2,NA,K27,1970-01-01,2099-12-31,NA,Z71.1,Huoli/pelko verenkiertoelimistön muusta sairaudesta,THL
459,Limited function/disability (K),Observation,ICPC,ICPC2,NA,K28,1970-01-01,2099-12-31,NA,Z73.6,"Toiminnanvajaus, verenkierron",THL
460,Cardiovascular sympt/complt other,Condition,ICPC,ICPC2,NA,K29,1970-01-01,2099-12-31,NA,R09.8,"Muu oire/vaiva, verenkiertoelimistön",THL
461,"Cardiovascular, Medical examin/health eval complete",Condition,ICPC,ICPC2,NA,K30,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Laaja terveydentilan arviointi/tarkastus",THL
462,"Cardiovascular, Medical examin/health eval partial",Condition,ICPC,ICPC2,NA,K31,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Suppea terveydentilan arviointi/tarkastus",THL
463,"Cardiovascular, Sensitivity test",Condition,ICPC,ICPC2,NA,K32,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Allergiatutkimus",THL
464,"Cardiovascular, Microbiological/immunological test",Condition,ICPC,ICPC2,NA,K33,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Mikrobiologinen/immunologinen koe",THL
465,"Cardiovascular, Blood test",Condition,ICPC,ICPC2,NA,K34,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Veritutkimus",THL
466,"Cardiovascular, Urine test",Condition,ICPC,ICPC2,NA,K35,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Virtsatutkimus",THL
467,"Cardiovascular, Faeces test",Condition,ICPC,ICPC2,NA,K36,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Ulostetutkimus",THL
468,"Cardiovascular, Histological/exfoliative cytology",Condition,ICPC,ICPC2,NA,K37,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Histologinen/sytologinen tutkimus",THL
469,"Cardiovascular, Other laboratory test NEC",Condition,ICPC,ICPC2,NA,K38,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Muu laboratoriotutkimus",THL
470,"Cardiovascular, Physical function test",Condition,ICPC,ICPC2,NA,K39,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Kliininen toimintakoe",THL
471,"Cardiovascular, Diagnostic endoscopy",Condition,ICPC,ICPC2,NA,K40,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Diagnostinen endoskopia",THL
472,"Cardiovascular, Diagnostic radiology/imaging",Condition,ICPC,ICPC2,NA,K41,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Diagnostinen kuvantaminen",THL
473,"Cardiovascular, Electrical tracing",Condition,ICPC,ICPC2,NA,K42,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Elektrofysiologinen tutkimus",THL
474,"Cardiovascular, Other diagnostic procedure",Condition,ICPC,ICPC2,NA,K43,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Muu tutkimustoimenpide",THL
475,"Cardiovascular, Preventive immunization/medic",Condition,ICPC,ICPC2,NA,K44,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Rokotus / ennaltaehkäisevä lääkitys",THL
476,"Cardiovascular, Observ/health educat/advice/diet",Condition,ICPC,ICPC2,NA,K45,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Seuranta/terveysneuvonta/ruokavalioneuvonta",THL
477,"Cardiovascular, Consultation primary care provider",Condition,ICPC,ICPC2,NA,K46,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Perusterveydenhuollon asiantuntijan konsultaatio",THL
478,"Cardiovascular, Consultation with specialist",Condition,ICPC,ICPC2,NA,K47,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Erikoislääkärin konsultaatio",THL
479,"Cardiovascular, Clarification/discussion RFE/demand",Condition,ICPC,ICPC2,NA,K48,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Potilaan tarpeiden/tulosyyn selvittäminen",THL
480,"Cardiovascular, Other preventive procedure",Condition,ICPC,ICPC2,NA,K49,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Muu ennaltaehkäisevä toimenpide",THL
481,"Cardiovascular, Medication/prescr/renewal",Condition,ICPC,ICPC2,NA,K50,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Lääkitys/lääkemääräys/uusinta/injektio",THL
482,"Cardiovascular, I&d/flush/aspiration",Condition,ICPC,ICPC2,NA,K51,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto",THL
483,"Cardiovascular, Exc/remov/biopsy/destruc/debrid/caut",Condition,ICPC,ICPC2,NA,K52,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto",THL
484,"Cardiovascular, Instrument/catheter/intubate/dilate",Condition,ICPC,ICPC2,NA,K53,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Katetrointi/intubointi/laajentaminen",THL
485,"Cardiovascular, Repair/fix-suture/cast/prosth device",Condition,ICPC,ICPC2,NA,K54,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)",THL
486,"Cardiovascular, Local injection/infiltration",Condition,ICPC,ICPC2,NA,K55,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Paikallinen lääkeaineinjektio",THL
487,"Cardiovascular, Dressing/pressure/compress/tamponade",Condition,ICPC,ICPC2,NA,K56,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Sidos/kompressi/tamponointi",THL
488,"Cardiovascular, Physical medicine/rehabilitation",Condition,ICPC,ICPC2,NA,K57,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Fysikaalinen hoito / kuntoutus",THL
489,"Cardiovascular, Therapeutic counselling/listening",Condition,ICPC,ICPC2,NA,K58,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Terapeuttinen neuvonta / kuuntelu",THL
490,"Cardiovascular, Other therap proced/minor surg NEC",Condition,ICPC,ICPC2,NA,K59,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia",THL
491,"Cardiovascular, Result test/procedure",Condition,ICPC,ICPC2,NA,K60,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Tutkimustulosten kuuleminen",THL
492,"Cardiovascular, Result examination/test/record/letter from other provider",Condition,ICPC,ICPC2,NA,K61,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta",THL
493,"Cardiovascular, Administrative procedure",Condition,ICPC,ICPC2,NA,K62,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Hallinnollinen toimenpide",THL
494,"Cardiovascular, Follow-up encounter unspecified",Condition,ICPC,ICPC2,NA,K63,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Muu seurantakäynti",THL
495,"Cardiovascular, Encounter/prob initiated by provider",Condition,ICPC,ICPC2,NA,K64,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Hoidonantajan käynnistämä tapahtuma",THL
496,"Cardiovascular, Enc/prob init by other than pt/prov",Condition,ICPC,ICPC2,NA,K65,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Muun henkilön käynnistämä tapahtuma",THL
497,"Cardiovascular, Referral to non-MD provider",Condition,ICPC,ICPC2,NA,K66,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet,Lähete muulle perusterveydenhuollon ammattihenkilölle",THL
498,"Cardiovascular, Referral to physician/hospital",Condition,ICPC,ICPC2,NA,K67,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Lähete erikoislääkärille/sairaalaan",THL
499,"Cardiovascular, Other referral NEC",Condition,ICPC,ICPC2,NA,K68,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Muu lähete",THL
500,"Cardiovascular, Other reason for encounter NEC",Condition,ICPC,ICPC2,NA,K69,1970-01-01,2099-12-31,NA,NA,"Verenkiertoelimet, Muu käynnin syy",THL
501,Infection of circulatory system,Condition,ICPC,ICPC2,NA,K70,1970-01-01,2099-12-31,NA,I40.8,Verenkiertoelinten tartuntatauti,THL
502,Rheumatic fever/heart disease,Condition,ICPC,ICPC2,NA,K71,1970-01-01,2099-12-31,NA,I09.9,Reumakuume / reumaattinen sydäntauti,THL
503,Neoplasm cardiovascular,Condition,ICPC,ICPC2,NA,K72,1970-01-01,2099-12-31,NA,D48.7&,"Kasvain, verenkiertoelinten",THL
504,Congenital anomaly cardiovascular,Condition,ICPC,ICPC2,NA,K73,1970-01-01,2099-12-31,NA,Q28.9,"Synnynnäinen epämuodostuma, verenkiertoelinten",THL
505,Ischaemic heart dis with angina,Condition,ICPC,ICPC2,NA,K74,1970-01-01,2099-12-31,NA,I20.99,Iskeeminen sydänsairaus ja rintakipu,THL
506,Acute myocardial infarction,Condition,ICPC,ICPC2,NA,K75,1970-01-01,2099-12-31,NA,I21.9,"Sydäninfarkti, akuutti",THL
507,Ischaemic heart dis without angina,Condition,ICPC,ICPC2,NA,K76,1970-01-01,2099-12-31,NA,I25.0,Iskeeminen sydänsairaus ilman rintakipua,THL
508,Heart failure,Condition,ICPC,ICPC2,NA,K77,1970-01-01,2099-12-31,NA,I50.9,Sydämen vajaatoiminta,THL
509,Atrial fibrillation/flutter,Condition,ICPC,ICPC2,NA,K78,1970-01-01,2099-12-31,NA,I48,Eteisvärinä/eteislepatus,THL
510,Paroxysmal tachycardia,Condition,ICPC,ICPC2,NA,K79,1970-01-01,2099-12-31,NA,I47.9,Kohtauksittainen tiheälyöntisyys,THL
511,Cardiac arrhythmia NOS,Condition,ICPC,ICPC2,NA,K80,1970-01-01,2099-12-31,NA,I49.9,"Rytmihäiriö, määrittämätön",THL
512,Heart/arterial murmur NOS,Condition,ICPC,ICPC2,NA,K81,1970-01-01,2099-12-31,NA,R01.1,"Sivuääni sydämessä, määrittämätön",THL
513,Pulmonary heart disease,Condition,ICPC,ICPC2,NA,K82,1970-01-01,2099-12-31,NA,I27.9,Keuhkoperäinen sydäntauti,THL
514,Heart valve disease NOS,Condition,ICPC,ICPC2,NA,K83,1970-01-01,2099-12-31,NA,I35.9,"Sydänläppien ei-reumaattinen tauti, määrittämätön",THL
515,Heart disease other,Condition,ICPC,ICPC2,NA,K84,1970-01-01,2099-12-31,NA,I51.9,"Sydäntauti, muu",THL
516,Elevated blood pressure,Observation,ICPC,ICPC2,NA,K85,1970-01-01,2099-12-31,NA,R03.0,Kohonnut verenpaine,THL
517,Hypertension uncomplicated,Condition,ICPC,ICPC2,NA,K86,1970-01-01,2099-12-31,NA,I10,"Verenpainetauti, komplisoitumaton",THL
518,Hypertension complicated,Condition,ICPC,ICPC2,NA,K87,1970-01-01,2099-12-31,NA,I15.9,"Verenpainetauti, komplisoitunut",THL
519,Postural hypotension,Condition,ICPC,ICPC2,NA,K88,1970-01-01,2099-12-31,NA,I95.1,Asentoon liittyvä matala verenpaine,THL
520,Transient cerebral ischaemia,Condition,ICPC,ICPC2,NA,K89,1970-01-01,2099-12-31,NA,G45.9,TIA / ohimenevä aivoverenkiertohäiriö,THL
521,Stroke/cerebrovascular accident,Condition,ICPC,ICPC2,NA,K90,1970-01-01,2099-12-31,NA,I64,Aivohalvaus,THL
522,Cerebrovascular disease,Condition,ICPC,ICPC2,NA,K91,1970-01-01,2099-12-31,NA,I67.9,Aivoverisuonten sairaus,THL
523,Atherosclerosis/periph vascular dis,Condition,ICPC,ICPC2,NA,K92,1970-01-01,2099-12-31,NA,I70.9,Valtimokovettumatauti / ääreisverisuonten sairaus,THL
524,Pulmonary embolism,Condition,ICPC,ICPC2,NA,K93,1970-01-01,2099-12-31,NA,I26.9,Keuhkoembolia,THL
525,Phlebitis/thrombophlebitis,Condition,ICPC,ICPC2,NA,K94,1970-01-01,2099-12-31,NA,I80.9#,Laskimotulehdus/laskimontukkotulehdus,THL
