code,name_fi,name_en,ICPC_version,main_icd10fi
D60,"Ruoansulatuselimet, Tutkimustulosten kuuleminen","Digestive, Result test/procedure",ICPC2,NA
D61,"Ruoansulatuselimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Digestive, Result examination/test/record/letter from other provider",ICPC2,NA
D62,"Ruoansulatuselimet, Hallinnollinen toimenpide","Digestive, Administrative procedure",ICPC2,NA
D63,"Ruoansulatuselimet, Muu seurantakäynti","Digestive, Follow-up encounter unspecified",ICPC2,NA
D64,"Ruoansulatuselimet, Hoidonantajan käynnistämä tapahtuma","Digestive, Encounter/prob initiated by provider",ICPC2,NA
D65,"Ruoansulatuselimet, Muun henkilön käynnistämä tapahtuma","Digestive, Enc/prob init by other than pt/prov",ICPC2,NA
D66,"Ruoansulatuselimet, Lähete muulle perusterveydenhuollon ammattihenkilölle","Digestive, Referral to non-MD provider",ICPC2,NA
D67,"Ruoansulatuselimet, Lähete erikoislääkärille/sairaalaan","Digestive, Referral to physician/hospital",ICPC2,NA
D68,"Ruoansulatuselimet, Muu lähete","Digestive, Other referral NEC",ICPC2,NA
D69,"Ruoansulatuselimet, Muu käynnin syy","Digestive, Other reason for encounter NEC",ICPC2,NA
D70,Ruoansulatuskanavan infektio,Gastrointestinal infection,ICPC2,A08.5
D71,Sikotauti,Mumps,ICPC2,B26.9
D72,Virushepatiitti,Viral hepatitis,ICPC2,B19.9
D73,"Maha-suolitulehdus, tarttuvaksi oletettu",Gastroenteritis presumed infection,ICPC2,A09
D74,"Pahanlaatuinen kasvain, mahalaukun",Malignant neoplasm stomach,ICPC2,C16.9&
D75,"Pahanlaatuinen kasvain, paksusuolen/peräsuolen",Malignant neoplasm colon/rectum,ICPC2,C18.99&
D76,"Pahanlaatuinen kasvain, haiman",Malignant neoplasm pancreas,ICPC2,C25.9&
D77,"Pahanlaatuinen kasvain, ruuansulatuselinten, muu/määrittämätön",Malignant digestive neopl other/NOS,ICPC2,C26.9&
D78,"Hyvänlaatuinen/määrittämätön kasvain, ruoansulatuskanavan",Neoplasm digestive benign/unspecif,ICPC2,D13.9&
D79,Vierasesine ruuansulatuskanavassa,Foreign body digestive system,ICPC2,T18.9
D80,"Ruoansulatuselinten vamma, muu",Injury digestive system other,ICPC2,T28.7
D81,"Synnynnäinen epämuodostuma, ruuansulatuselimen",Congenital anomaly digestive system,ICPC2,Q45.9
D82,Hampaiden/ikenien sairaus,Teeth/gum disease,ICPC2,K08.9
D83,Suun/kielen/huulen sairaus,Mouth/tongue/lip disease,ICPC2,K13.7
D84,Ruokatorven sairaus,Oesophagus disease,ICPC2,K22.9
D85,Pohjukaissuolen haava,Duodenal ulcer,ICPC2,K26.9#
D86,"Peptinen haava, muu",Peptic ulcer other,ICPC2,K25.9
D87,Mahalaukun toimintahäiriö,Stomach function disorder,ICPC2,K29.9
D88,Umpilisäkkeen tulehdus,Appendicitis,ICPC2,K37
D89,Nivustyrä,Inguinal hernia,ICPC2,K40.9
D90,Palleatyrä,Hiatus hernia,ICPC2,K44.9
D91,"Vatsan alueen tyrä, muu",Abdominal hernia other,ICPC2,K46.9
D92,Suolen umpipussitauti,Diverticular disease,ICPC2,K57.9
D93,Ärtynyt paksusuoli,Irritable bowel syndrome,ICPC2,K58.9
D94,Krooninen suolistotulehdus / haavainen paksusuolen tulehdus,Chronic enteritis/ulcerative colitis,ICPC2,K51.2
D95,Peräaukon haavauma/paise,Anal fissure/perianal abscess,ICPC2,K60.2
D96,Madot ja muut loiset,Worms/other parasites,ICPC2,B83.9
D97,"Maksasairaus, määrittämätön",Liver disease NOS,ICPC2,K76.9
D98,Sappirakon tulehdus / sappikivitauti,Cholecystitis/cholelithiasis,ICPC2,K82.9
D99,Muu ruuansulatuselinten tauti,Disease digestive system other,ICPC2,K92.9
F,Silmä,Eye,ICPC2,NA
F01,Kipu silmässä,Eye pain,ICPC2,H57.1
F02,Punainen silmä,Red eye,ICPC2,H57.8
F03,Rähmivä/vuotava silmä,Eye discharge,ICPC2,H04.2
F04,Pilkut näkökentässä,Visual floaters/spots,ICPC2,H53.1
F05,"Näkökyvyn häiriö, muu",Visual disturbance other,ICPC2,H53.1
F13,Poikkeava tunne silmässä,Eye sensation abnormal,ICPC2,H57.8
F14,Poikkeavat silmän liikkeet,Eye movements abnormal,ICPC2,H55
F15,Silmien poikkeava ulkonäkö,Eye appearance abnormal,ICPC2,H57.8
F16,Luomien oireet/vaivat,Eyelid symptom/complaint,ICPC2,H02.5
F17,Silmälaseihin liittyvät oireet/vaivat,Glasses symptom/complaint,ICPC2,Z46.0
F18,Piilolaseihin liittyvät oireet/vaivat,Contact lens symptom/complaint,ICPC2,Z46.0
F27,Huoli/pelko silmäsairaudesta,Fear of eye disease,ICPC2,Z71.1
F28,"Toiminnanvajaus, silmän",Limited function/disability (F),ICPC2,Z73.6
F29,Muu silmän oire/vaiva,Eye symptom/complaint other,ICPC2,H57.9
F30,"Silmä, Laaja terveydentilan arviointi/tarkastus","Eye, Medical examin/health eval complete",ICPC2,NA
F31,"Silmä, Suppea terveydentilan arviointi/tarkastus","Eye, Medical examin/health eval partial",ICPC2,NA
F32,"Silmä, Allergiatutkimus","Eye, Sensitivity test",ICPC2,NA
F33,"Silmä, Mikrobiologinen/immunologinen koe","Eye, Microbiological/immunological test",ICPC2,NA
F34,"Silmä, Veritutkimus","Eye, Blood test",ICPC2,NA
F35,"Silmä, Virtsatutkimus","Eye, Urine test",ICPC2,NA
F36,"Silmä, Ulostetutkimus","Eye, Faeces test",ICPC2,NA
F37,"Silmä, Histologinen/sytologinen tutkimus","Eye, Histological/exfoliative cytology",ICPC2,NA
F38,"Silmä, Muu laboratoriotutkimus","Eye, Other laboratory test NEC",ICPC2,NA
F39,"Silmä, Kliininen toimintakoe","Eye, Physical function test",ICPC2,NA
F40,"Silmä, Diagnostinen endoskopia","Eye, Diagnostic endoscopy",ICPC2,NA
F41,"Silmä, Diagnostinen kuvantaminen","Eye, Diagnostic radiology/imaging",ICPC2,NA
F42,"Silmä, Elektrofysiologinen tutkimus","Eye, Electrical tracing",ICPC2,NA
F43,"Silmä, Muu tutkimustoimenpide","Eye, Other diagnostic procedure",ICPC2,NA
F44,"Silmä, Rokotus / ennaltaehkäisevä lääkitys","Eye, Preventive immunization/medic",ICPC2,NA
F45,"Silmä, Seuranta/terveysneuvonta/ruokavalioneuvonta","Eye, Observ/health educat/advice/diet",ICPC2,NA
F46,"Silmä, Perusterveydenhuollon asiantuntijan konsultaatio","Eye, Consultation primary care provider",ICPC2,NA
F47,"Silmä, Erikoislääkärin konsultaatio","Eye, Consultation with specialist",ICPC2,NA
F48,"Silmä, Potilaan tarpeiden/tulosyyn selvittäminen","Eye, Clarification/discussion RFE/demand",ICPC2,NA
F49,"Silmä, Muu ennaltaehkäisevä toimenpide","Eye, Other preventive procedure",ICPC2,NA
F50,"Silmä, Lääkitys/lääkemääräys/uusinta/injektio","Eye, Medication/prescr/renewal",ICPC2,NA
F51,"Silmä, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Eye, I&d/flush/aspiration",ICPC2,NA
F52,"Silmä, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Eye, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA
F53,"Silmä, Katetrointi/intubointi/laajentaminen","Eye, Instrument/catheter/intubate/dilate",ICPC2,NA
F54,"Silmä, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Eye, Repair/fix-suture/cast/prosth device",ICPC2,NA
F55,"Silmä, Paikallinen lääkeaineinjektio","Eye, Local injection/infiltration",ICPC2,NA
F56,"Silmä, Sidos/kompressi/tamponointi","Eye, Dressing/pressure/compress/tamponade",ICPC2,NA
F57,"Silmä, Fysikaalinen hoito / kuntoutus","Eye, Physical medicine/rehabilitation",ICPC2,NA
F58,"Silmä, Terapeuttinen neuvonta / kuuntelu","Eye, Therapeutic counselling/listening",ICPC2,NA
F59,"Silmä, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Eye, Other therap proced/minor surg NEC",ICPC2,NA
F60,"Silmä, Tutkimustulosten kuuleminen","Eye, Result test/procedure",ICPC2,NA
F61,"Silmä, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Eye, Result examination/test/record/letter from other provider",ICPC2,NA
F62,"Silmä, Hallinnollinen toimenpide","Eye, Administrative procedure",ICPC2,NA
F63,"Silmä, Muu seurantakäynti","Eye, Follow-up encounter unspecified",ICPC2,NA
F64,"Silmä, Hoidonantajan käynnistämä tapahtuma","Eye, Encounter/prob initiated by provider",ICPC2,NA
F65,"Silmä, Muun henkilön käynnistämä tapahtuma","Eye, Enc/prob init by other than pt/prov",ICPC2,NA
F66,"Silmä, Lähete muulle perusterveydenhuollon ammattihenkilölle","Eye, Referral to non-MD provider",ICPC2,NA
F67,"Silmä, Lähete erikoislääkärille/sairaalaan","Eye, Referral to physician/hospital",ICPC2,NA
F68,"Silmä, Muu lähete","Eye, Other referral NEC",ICPC2,NA
F69,"Silmä, Muu käynnin syy","Eye, Other reason for encounter NEC",ICPC2,NA
F70,"Sidekalvotulehdus, tarttuva",Conjunctivitis infectious,ICPC2,H10.9
F71,"Sidekalvotulehdus, allerginen",Conjunctivitis allergic,ICPC2,H10.1
F72,Luomitulehdus/näärännäppy/luomirakkula,Blepharitis/stye/chalazion,ICPC2,H01.9
F73,"Silmätulehdus, muu",Eye infection/inflammation other,ICPC2,H20.8
F74,"Kasvain, silmän / silmän seudun",Neoplasm of eye/adnexa,ICPC2,D31.9&
F75,"Ruhje/verenvuoto, silmän",Contusion/haemorrhage eye,ICPC2,S05.1
F76,Vierasesine silmässä,Foreign body in eye,ICPC2,T15.9
F79,"Silmävamma, muu",Injury eye other,ICPC2,S05.9
F80,Vauvan kyyneltietukos,Blocked lacrimal duct of infant,ICPC2,Q10.5
F81,"Synnynnäinen epämuodostuma, silmän, muu",Congenital anomaly eye other,ICPC2,Q15.9
F82,Verkkokalvon irtoaminen,Detached retina,ICPC2,H33.5
F83,"Retinopatia, verkkokalvon rappeuma",Retinopathy,ICPC2,H35.0
F84,"Makuladegeneraatio, tarkan näön alueen rappeuma",Macular degeneration,ICPC2,H35.39#
F85,Sarveiskalvon haavauma,Corneal ulcer,ICPC2,H16.0
F86,Trakooma,Trachoma,ICPC2,A71.9
F91,Taittovirhe,Refractive error,ICPC2,H52.7
F92,Harmaakaihi,Cataract,ICPC2,H26.9
F93,Glaukooma,Glaucoma,ICPC2,H40.9
F94,Sokeus,Blindness,ICPC2,H54.0
F95,Karsastus,Strabismus,ICPC2,H50.9
F99,Muu silmäsairaus,Eye/adnexa disease other,ICPC2,H57.8
H,Korva,Ear,ICPC2,NA
H01,Korvan kipu/särky,Ear pain/earache,ICPC2,H92.0
H02,Kuulo-oire,Hearing complaint,ICPC2,H93.2
H03,Korvien soiminen / tinnitus,"Tinnitus, ringing/buzzing ear",ICPC2,H93.1
H04,Erite korvasta,Ear discharge,ICPC2,H92.1
H05,Verenvuoto korvassa/korvasta,Bleeding ear,ICPC2,H92.2
H13,Korvan tukkoisuus,Plugged feeling ear,ICPC2,H93.8
H15,Huoli korvien ulkonäöstä,Concern with appearance of ears,ICPC2,R46.8
H27,Huoli/pelko korvataudista,Fear of ear disease,ICPC2,Z71.1
H28,"Toiminnanvajaus, korvan",Limited function/disability (H),ICPC2,Z73.6
H29,Muu korvan oire/vaiva,Ear symptom/complaint other,ICPC2,H93.9
H30,"Korva, Laaja terveydentilan arviointi/tarkastus","Ear, Medical examin/health eval complete",ICPC2,NA
H31,"Korva, Suppea terveydentilan arviointi/tarkastus","Ear, Medical examin/health eval partial",ICPC2,NA
H32,"Korva, Allergiatutkimus","Ear, Sensitivity test",ICPC2,NA
H33,"Korva, Mikrobiologinen/immunologinen koe","Ear, Microbiological/immunological test",ICPC2,NA
H34,"Korva, Veritutkimus","Ear, Blood test",ICPC2,NA
H35,"Korva, Virtsatutkimus","Ear, Urine test",ICPC2,NA
H36,"Korva, Ulostetutkimus","Ear, Faeces test",ICPC2,NA
H37,"Korva, Histologinen/sytologinen tutkimus","Ear, Histological/exfoliative cytology",ICPC2,NA
H38,"Korva, Muu laboratoriotutkimus","Ear, Other laboratory test NEC",ICPC2,NA
H39,"Korva, Kliininen toimintakoe","Ear, Physical function test",ICPC2,NA
H40,"Korva, Diagnostinen endoskopia","Ear, Diagnostic endoscopy",ICPC2,NA
H41,"Korva, Diagnostinen kuvantaminen","Ear, Diagnostic radiology/imaging",ICPC2,NA
H42,"Korva, Elektrofysiologinen tutkimus","Ear, Electrical tracing",ICPC2,NA
H43,"Korva, Muu tutkimustoimenpide","Ear, Other diagnostic procedure",ICPC2,NA
H44,"Korva, Rokotus / ennaltaehkäisevä lääkitys","Ear, Preventive immunization/medic",ICPC2,NA
H45,"Korva, Seuranta/terveysneuvonta/ruokavalioneuvonta","Ear, Observ/health educat/advice/diet",ICPC2,NA
H46,"Korva, Perusterveydenhuollon asiantuntijan konsultaatio","Ear, Consultation primary care provider",ICPC2,NA
H47,"Korva, Erikoislääkärin konsultaatio","Ear, Consultation with specialist",ICPC2,NA
H48,"Korva, Potilaan tarpeiden/tulosyyn selvittäminen","Ear, Clarification/discussion RFE/demand",ICPC2,NA
H49,"Korva, Muu ennaltaehkäisevä toimenpide","Ear, Other preventive procedure",ICPC2,NA
H50,"Korva, Lääkitys/lääkemääräys/uusinta/injektio","Ear, Medication/prescr/renewal",ICPC2,NA
H51,"Korva, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Ear, I&d/flush/aspiration",ICPC2,NA
H52,"Korva, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Ear, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA
H53,"Korva, Katetrointi/intubointi/laajentaminen","Ear, Instrument/catheter/intubate/dilate",ICPC2,NA
H54,"Korva, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Ear, Repair/fix-suture/cast/prosth device",ICPC2,NA
H55,"Korva, Paikallinen lääkeaineinjektio","Ear, Local injection/infiltration",ICPC2,NA
H56,"Korva, Sidos/kompressi/tamponointi","Ear, Dressing/pressure/compress/tamponade",ICPC2,NA
H57,"Korva, Fysikaalinen hoito / kuntoutus","Ear, Physical medicine/rehabilitation",ICPC2,NA
H58,"Korva, Terapeuttinen neuvonta / kuuntelu","Ear, Therapeutic counselling/listening",ICPC2,NA
H59,"Korva, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Ear, Other therap proced/minor surg NEC",ICPC2,NA
H60,"Korva, Tutkimustulosten kuuleminen","Ear, Result test/procedure",ICPC2,NA
H61,"Korva, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Ear, Result examination/test/record/letter from other provider",ICPC2,NA
H62,"Korva, Hallinnollinen toimenpide","Ear, Administrative procedure",ICPC2,NA
H63,"Korva, Muu seurantakäynti","Ear, Follow-up encounter unspecified",ICPC2,NA
H64,"Korva, Hoidonantajan käynnistämä tapahtuma","Ear, Encounter/prob initiated by provider",ICPC2,NA
H65,"Korva, Muun henkilön käynnistämä tapahtuma","Ear, Enc/prob init by other than pt/prov",ICPC2,NA
H66,"Korva, Lähete muulle perusterveydenhuollon ammattihenkilölle","Ear, Referral to non-MD provider",ICPC2,NA
H67,"Korva, Lähete erikoislääkärille/sairaalaan","Ear, Referral to physician/hospital",ICPC2,NA
H68,"Korva, Muu lähete","Ear, Other referral NEC",ICPC2,NA
H69,"Korva, Muu käynnin syy","Ear, Other reason for encounter NEC",ICPC2,NA
H70,Korvakäytävän tulehdus,Otitis externa,ICPC2,H60.9
H71,"Välikorvatulehdus/tärykalvotulehdus, akuutti",Acute otitis media/myringitis,ICPC2,H73.0
H72,"Välikorvatulehdus, seroosi",Serous otitis media,ICPC2,H65.2
H73,Korvatorventulehdus,Eustachian salpingitis,ICPC2,H68.0
H74,"Välikorvatulehdus, krooninen",Chronic otitis media,ICPC2,H66.9
H75,"Kasvain, korvan",Neoplasm of ear,ICPC2,C30.1&
H76,Vierasesine korvassa,Foreign body in ear,ICPC2,T16
H77,Reikä tärykalvossa,Perforation ear drum,ICPC2,H72.9
H78,"Korvan vamma, pinnallinen",Superficial injury of ear,ICPC2,S00.4
H79,"Korvan vamma, muu",Ear injury other,ICPC2,S09.2
H80,"Synnynnäinen epämuodostuma, korvan",Congenital anomaly of ear,ICPC2,Q17.9
H81,Korvavahatulppa,Excessive ear wax,ICPC2,H61.2
H82,Huimausoireyhtymä,Vertiginous syndrome,ICPC2,H81.9
H83,Otoskleroosi,Otosclerosis,ICPC2,H80.9
H84,Ikähuonokuuloisuus,Presbyacusis,ICPC2,H91.1
H85,Meluvamma,Acoustic trauma,ICPC2,H83.3
H86,Kuurous,Deafness,ICPC2,H90.8
H99,Muu korvan/kartiolisäkkeen sairaus,Ear/mastoid disease other,ICPC2,H93.9
K,Verenkiertoelimet,Cardiovascular,ICPC2,NA
K01,Sydänperäinen kipu,Heart pain,ICPC2,R07.2
K02,Painon/puristuksen tunne sydänalassa,Pressure/tightness of heart,ICPC2,R07.2
K03,"Verenkiertoperäinen kipu, muu",Cardiovascular pain NOS,ICPC2,R09.8
K04,Sydämentykytys / sydämen lyöntien tuntuminen,Palpitations/awareness of heart,ICPC2,R00.2
K05,"Poikkeava/epäsäännöllinen pulssi, muu",Irregular heartbeat other,ICPC2,R00.8
K06,Korostuneet laskimot,Prominent veins,ICPC2,I87.8
K07,Nilkkaturvotus,Swollen ankles/oedema,ICPC2,R60.0
K22,Sydän- ja verisuonisairauden riskitekijä,Risk factor cardiovascular disease,ICPC2,Z86.7
K24,Huoli/pelko sydänsairaudesta,Fear of heart disease,ICPC2,Z71.1
K25,Huoli/pelko kohonneesta  verenpaineesta / verenpainetaudista,Fear of hypertension,ICPC2,Z71.1
K27,Huoli/pelko verenkiertoelimistön muusta sairaudesta,Fear cardiovascular disease other,ICPC2,Z71.1
K28,"Toiminnanvajaus, verenkierron",Limited function/disability (K),ICPC2,Z73.6
K29,"Muu oire/vaiva, verenkiertoelimistön",Cardiovascular sympt/complt other,ICPC2,R09.8
K30,"Verenkiertoelimet, Laaja terveydentilan arviointi/tarkastus","Cardiovascular, Medical examin/health eval complete",ICPC2,NA
K31,"Verenkiertoelimet, Suppea terveydentilan arviointi/tarkastus","Cardiovascular, Medical examin/health eval partial",ICPC2,NA
K32,"Verenkiertoelimet, Allergiatutkimus","Cardiovascular, Sensitivity test",ICPC2,NA
K33,"Verenkiertoelimet, Mikrobiologinen/immunologinen koe","Cardiovascular, Microbiological/immunological test",ICPC2,NA
K34,"Verenkiertoelimet, Veritutkimus","Cardiovascular, Blood test",ICPC2,NA
K35,"Verenkiertoelimet, Virtsatutkimus","Cardiovascular, Urine test",ICPC2,NA
K36,"Verenkiertoelimet, Ulostetutkimus","Cardiovascular, Faeces test",ICPC2,NA
K37,"Verenkiertoelimet, Histologinen/sytologinen tutkimus","Cardiovascular, Histological/exfoliative cytology",ICPC2,NA
K38,"Verenkiertoelimet, Muu laboratoriotutkimus","Cardiovascular, Other laboratory test NEC",ICPC2,NA
K39,"Verenkiertoelimet, Kliininen toimintakoe","Cardiovascular, Physical function test",ICPC2,NA
K40,"Verenkiertoelimet, Diagnostinen endoskopia","Cardiovascular, Diagnostic endoscopy",ICPC2,NA
K41,"Verenkiertoelimet, Diagnostinen kuvantaminen","Cardiovascular, Diagnostic radiology/imaging",ICPC2,NA
K42,"Verenkiertoelimet, Elektrofysiologinen tutkimus","Cardiovascular, Electrical tracing",ICPC2,NA
K43,"Verenkiertoelimet, Muu tutkimustoimenpide","Cardiovascular, Other diagnostic procedure",ICPC2,NA
K44,"Verenkiertoelimet, Rokotus / ennaltaehkäisevä lääkitys","Cardiovascular, Preventive immunization/medic",ICPC2,NA
K45,"Verenkiertoelimet, Seuranta/terveysneuvonta/ruokavalioneuvonta","Cardiovascular, Observ/health educat/advice/diet",ICPC2,NA
K46,"Verenkiertoelimet, Perusterveydenhuollon asiantuntijan konsultaatio","Cardiovascular, Consultation primary care provider",ICPC2,NA
K47,"Verenkiertoelimet, Erikoislääkärin konsultaatio","Cardiovascular, Consultation with specialist",ICPC2,NA
K48,"Verenkiertoelimet, Potilaan tarpeiden/tulosyyn selvittäminen","Cardiovascular, Clarification/discussion RFE/demand",ICPC2,NA
K49,"Verenkiertoelimet, Muu ennaltaehkäisevä toimenpide","Cardiovascular, Other preventive procedure",ICPC2,NA
K50,"Verenkiertoelimet, Lääkitys/lääkemääräys/uusinta/injektio","Cardiovascular, Medication/prescr/renewal",ICPC2,NA
K51,"Verenkiertoelimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Cardiovascular, I&d/flush/aspiration",ICPC2,NA
K52,"Verenkiertoelimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Cardiovascular, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA
K53,"Verenkiertoelimet, Katetrointi/intubointi/laajentaminen","Cardiovascular, Instrument/catheter/intubate/dilate",ICPC2,NA
K54,"Verenkiertoelimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Cardiovascular, Repair/fix-suture/cast/prosth device",ICPC2,NA
K55,"Verenkiertoelimet, Paikallinen lääkeaineinjektio","Cardiovascular, Local injection/infiltration",ICPC2,NA
K56,"Verenkiertoelimet, Sidos/kompressi/tamponointi","Cardiovascular, Dressing/pressure/compress/tamponade",ICPC2,NA
K57,"Verenkiertoelimet, Fysikaalinen hoito / kuntoutus","Cardiovascular, Physical medicine/rehabilitation",ICPC2,NA
K58,"Verenkiertoelimet, Terapeuttinen neuvonta / kuuntelu","Cardiovascular, Therapeutic counselling/listening",ICPC2,NA
K59,"Verenkiertoelimet, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Cardiovascular, Other therap proced/minor surg NEC",ICPC2,NA
K60,"Verenkiertoelimet, Tutkimustulosten kuuleminen","Cardiovascular, Result test/procedure",ICPC2,NA
K61,"Verenkiertoelimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Cardiovascular, Result examination/test/record/letter from other provider",ICPC2,NA
K62,"Verenkiertoelimet, Hallinnollinen toimenpide","Cardiovascular, Administrative procedure",ICPC2,NA
K63,"Verenkiertoelimet, Muu seurantakäynti","Cardiovascular, Follow-up encounter unspecified",ICPC2,NA
K64,"Verenkiertoelimet, Hoidonantajan käynnistämä tapahtuma","Cardiovascular, Encounter/prob initiated by provider",ICPC2,NA
K65,"Verenkiertoelimet, Muun henkilön käynnistämä tapahtuma","Cardiovascular, Enc/prob init by other than pt/prov",ICPC2,NA
K66,"Verenkiertoelimet,Lähete muulle perusterveydenhuollon ammattihenkilölle","Cardiovascular, Referral to non-MD provider",ICPC2,NA
K67,"Verenkiertoelimet, Lähete erikoislääkärille/sairaalaan","Cardiovascular, Referral to physician/hospital",ICPC2,NA
K68,"Verenkiertoelimet, Muu lähete","Cardiovascular, Other referral NEC",ICPC2,NA
K69,"Verenkiertoelimet, Muu käynnin syy","Cardiovascular, Other reason for encounter NEC",ICPC2,NA
K70,Verenkiertoelinten tartuntatauti,Infection of circulatory system,ICPC2,I40.8
K71,Reumakuume / reumaattinen sydäntauti,Rheumatic fever/heart disease,ICPC2,I09.9
K72,"Kasvain, verenkiertoelinten",Neoplasm cardiovascular,ICPC2,D48.7&
K73,"Synnynnäinen epämuodostuma, verenkiertoelinten",Congenital anomaly cardiovascular,ICPC2,Q28.9
K74,Iskeeminen sydänsairaus ja rintakipu,Ischaemic heart dis with angina,ICPC2,I20.99
K75,"Sydäninfarkti, akuutti",Acute myocardial infarction,ICPC2,I21.9
K76,Iskeeminen sydänsairaus ilman rintakipua,Ischaemic heart dis without angina,ICPC2,I25.0
K77,Sydämen vajaatoiminta,Heart failure,ICPC2,I50.9
K78,Eteisvärinä/eteislepatus,Atrial fibrillation/flutter,ICPC2,I48
K79,Kohtauksittainen tiheälyöntisyys,Paroxysmal tachycardia,ICPC2,I47.9
K80,"Rytmihäiriö, määrittämätön",Cardiac arrhythmia NOS,ICPC2,I49.9
K81,"Sivuääni sydämessä, määrittämätön",Heart/arterial murmur NOS,ICPC2,R01.1
K82,Keuhkoperäinen sydäntauti,Pulmonary heart disease,ICPC2,I27.9
K83,"Sydänläppien ei-reumaattinen tauti, määrittämätön",Heart valve disease NOS,ICPC2,I35.9
K84,"Sydäntauti, muu",Heart disease other,ICPC2,I51.9
K85,Kohonnut verenpaine,Elevated blood pressure,ICPC2,R03.0
K86,"Verenpainetauti, komplisoitumaton",Hypertension uncomplicated,ICPC2,I10
K87,"Verenpainetauti, komplisoitunut",Hypertension complicated,ICPC2,I15.9
K88,Asentoon liittyvä matala verenpaine,Postural hypotension,ICPC2,I95.1
K89,TIA / ohimenevä aivoverenkiertohäiriö,Transient cerebral ischaemia,ICPC2,G45.9
K90,Aivohalvaus,Stroke/cerebrovascular accident,ICPC2,I64
K91,Aivoverisuonten sairaus,Cerebrovascular disease,ICPC2,I67.9
K92,Valtimokovettumatauti / ääreisverisuonten sairaus,Atherosclerosis/periph vascular dis,ICPC2,I70.9
K93,Keuhkoembolia,Pulmonary embolism,ICPC2,I26.9
K94,Laskimotulehdus/laskimontukkotulehdus,Phlebitis/thrombophlebitis,ICPC2,I80.9#
K95,"Suonikohjut, alaraajojen",Varicose veins of leg,ICPC2,I83.9
K96,Peräpukamat,Haemorrhoids,ICPC2,I84.9
K99,Muu verenkiertoelimistön sairaus,Cardiovascular disease other,ICPC2,I99
L,Tuki- ja liikuntaelimet,Musculoskeletal,ICPC2,NA
L01,Niskan oire/vaiva,Neck symptom/complaint,ICPC2,M54.2
L02,Yläselän oire/vaiva,Back symptom/complaint,ICPC2,M54.9
L03,Alaselän oire/vaiva,Low back symptom/complaint,ICPC2,M54.5
L04,Rintakehän oire/vaiva,Chest symptom/complaint,ICPC2,R07.3
L05,Kyljen/kainalon oire/vaiva,Flank/axilla symptom/complaint,ICPC2,R29.8
L07,Leuan oire/vaiva,Jaw symptom/complaint,ICPC2,K10.88
L08,Olkapään oire/vaiva,Shoulder symptom/complaint,ICPC2,M25.5
L09,Käsivarren oire/vaiva,Arm symptom/complaint,ICPC2,M79.6
L10,Kyynärpään oire/vaiva,Elbow symptom/complaint,ICPC2,M25.5
L11,Ranteen oire/vaiva,Wrist symptom/complaint,ICPC2,M25.5
L12,Käden/sormen oire/vaiva,Hand/finger symptom/complaint,ICPC2,M79.6
L13,Lonkan oire/vaiva,Hip symptom/complaint,ICPC2,M25.5
L14,Säären/reiden oire/vaiva,Leg/thigh symptom/complaint,ICPC2,M79.6
L15,Polven oire/vaiva,Knee symptom/complaint,ICPC2,M25.5
L16,Nilkan oire/vaiva,Ankle symptom/complaint,ICPC2,M25.5
L17,Jalan/varpaan oire/vaiva,Foot/toe symptom/complaint,ICPC2,M79.6
L18,Lihaskipu,Muscle pain,ICPC2,M79.1
L19,"Lihasoire/-vaiva, määrittämätön",Muscle symptom/complaint NOS,ICPC2,M62.6
L20,"Niveloire/-vaiva, määrittämätön",Joint symptom/complaint NOS,ICPC2,M25.5
L26,Huoli/pelko tuki- ja liikuntaelinten syövästä,Fear of cancer musculoskeletal,ICPC2,Z71.1
L27,Huoli/pelko tuki- ja liikuntaelinten muusta sairaudesta,Fear of musculoskeletal dis other,ICPC2,Z71.1
L28,"Toiminnanvajaus, tuki- ja liikuntaelinten",Limited function/disability (L),ICPC2,Z73.6
L29,"Muu oire/vaiva, tuki- ja liikuntaelinten",Musculoskeletal sympt/complt other,ICPC2,R29.8
