code,name_fi,name_en,ICPC_version,main_icd10fi,concept_id
D46,"Ruoansulatuselimet, Perusterveydenhuollon asiantuntijan konsultaatio","Digestive, Consultation primary care provider",ICPC2,NA,45605369
D47,"Ruoansulatuselimet, Erikoislääkärin konsultaatio","Digestive, Consultation with specialist",ICPC2,NA,45586111
D48,"Ruoansulatuselimet, Potilaan tarpeiden/tulosyyn selvittäminen","Digestive, Clarification/discussion RFE/demand",ICPC2,NA,45600599
D49,"Ruoansulatuselimet, Muu ennaltaehkäisevä toimenpide","Digestive, Other preventive procedure",ICPC2,NA,NA
D50,"Ruoansulatuselimet, Lääkitys/lääkemääräys/uusinta/injektio","Digestive, Medication/prescr/renewal",ICPC2,NA,45571628
D51,"Ruoansulatuselimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Digestive, I&d/flush/aspiration",ICPC2,NA,45571630
D52,"Ruoansulatuselimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Digestive, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45566698
D53,"Ruoansulatuselimet, Katetrointi/intubointi/laajentaminen","Digestive, Instrument/catheter/intubate/dilate",ICPC2,NA,45605374
D54,"Ruoansulatuselimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Digestive, Repair/fix-suture/cast/prosth device",ICPC2,NA,NA
D55,"Ruoansulatuselimet, Paikallinen lääkeaineinjektio","Digestive, Local injection/infiltration",ICPC2,NA,45595764
D56,"Ruoansulatuselimet, Sidos/kompressi/tamponointi","Digestive, Dressing/pressure/compress/tamponade",ICPC2,NA,45566699
D57,"Ruoansulatuselimet, Fysikaalinen hoito / kuntoutus","Digestive, Physical medicine/rehabilitation",ICPC2,NA,45755365
D58,"Ruoansulatuselimet, Terapeuttinen neuvonta / kuuntelu","Digestive, Therapeutic counselling/listening",ICPC2,NA,45581325
D59,"Ruoansulatuselimet, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Digestive, Other therap proced/minor surg NEC",ICPC2,NA,45605377
D60,"Ruoansulatuselimet, Tutkimustulosten kuuleminen","Digestive, Result test/procedure",ICPC2,NA,45591011
D61,"Ruoansulatuselimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Digestive, Result examination/test/record/letter from other provider",ICPC2,NA,45537921
D62,"Ruoansulatuselimet, Hallinnollinen toimenpide","Digestive, Administrative procedure",ICPC2,NA,45591014
D63,"Ruoansulatuselimet, Muu seurantakäynti","Digestive, Follow-up encounter unspecified",ICPC2,NA,45755366
D64,"Ruoansulatuselimet, Hoidonantajan käynnistämä tapahtuma","Digestive, Encounter/prob initiated by provider",ICPC2,NA,45537924
D65,"Ruoansulatuselimet, Muun henkilön käynnistämä tapahtuma","Digestive, Enc/prob init by other than pt/prov",ICPC2,NA,45547609
D66,"Ruoansulatuselimet, Lähete muulle perusterveydenhuollon ammattihenkilölle","Digestive, Referral to non-MD provider",ICPC2,NA,45532993
D67,"Ruoansulatuselimet, Lähete erikoislääkärille/sairaalaan","Digestive, Referral to physician/hospital",ICPC2,NA,45600611
D68,"Ruoansulatuselimet, Muu lähete","Digestive, Other referral NEC",ICPC2,NA,45542713
D69,"Ruoansulatuselimet, Muu käynnin syy","Digestive, Other reason for encounter NEC",ICPC2,NA,45561930
D70,Ruoansulatuskanavan infektio,Gastrointestinal infection,ICPC2,A08.5,45557092
D71,Sikotauti,Mumps,ICPC2,B26.9,45566709
D72,Virushepatiitti,Viral hepatitis,ICPC2,B19.9,45552364
D73,"Maha-suolitulehdus, tarttuvaksi oletettu",Gastroenteritis presumed infection,ICPC2,A09,45595775
D74,"Pahanlaatuinen kasvain, mahalaukun",Malignant neoplasm stomach,ICPC2,C16.9&,45566712
D75,"Pahanlaatuinen kasvain, paksusuolen/peräsuolen",Malignant neoplasm colon/rectum,ICPC2,C18.99&,45547613
D76,"Pahanlaatuinen kasvain, haiman",Malignant neoplasm pancreas,ICPC2,C25.9&,45755353
D77,"Pahanlaatuinen kasvain, ruuansulatuselinten, muu/määrittämätön",Malignant digestive neopl other/NOS,ICPC2,C26.9&,45542718
D78,"Hyvänlaatuinen/määrittämätön kasvain, ruoansulatuskanavan",Neoplasm digestive benign/unspecif,ICPC2,D13.9&,NA
D79,Vierasesine ruuansulatuskanavassa,Foreign body digestive system,ICPC2,T18.9,NA
D80,"Ruoansulatuselinten vamma, muu",Injury digestive system other,ICPC2,T28.7,45605386
D81,"Synnynnäinen epämuodostuma, ruuansulatuselimen",Congenital anomaly digestive system,ICPC2,Q45.9,45533003
D82,Hampaiden/ikenien sairaus,Teeth/gum disease,ICPC2,K08.9,45600620
D83,Suun/kielen/huulen sairaus,Mouth/tongue/lip disease,ICPC2,K13.7,45557099
D84,Ruokatorven sairaus,Oesophagus disease,ICPC2,K22.9,45605388
D85,Pohjukaissuolen haava,Duodenal ulcer,ICPC2,K26.9#,NA
D86,"Peptinen haava, muu",Peptic ulcer other,ICPC2,K25.9,45552367
D87,Mahalaukun toimintahäiriö,Stomach function disorder,ICPC2,K29.9,NA
D88,Umpilisäkkeen tulehdus,Appendicitis,ICPC2,K37,NA
D89,Nivustyrä,Inguinal hernia,ICPC2,K40.9,45595781
D90,Palleatyrä,Hiatus hernia,ICPC2,K44.9,NA
D91,"Vatsan alueen tyrä, muu",Abdominal hernia other,ICPC2,K46.9,NA
D92,Suolen umpipussitauti,Diverticular disease,ICPC2,K57.9,NA
D93,Ärtynyt paksusuoli,Irritable bowel syndrome,ICPC2,K58.9,NA
D94,Krooninen suolistotulehdus / haavainen paksusuolen tulehdus,Chronic enteritis/ulcerative colitis,ICPC2,K51.2,NA
D95,Peräaukon haavauma/paise,Anal fissure/perianal abscess,ICPC2,K60.2,NA
D96,Madot ja muut loiset,Worms/other parasites,ICPC2,B83.9,NA
D97,"Maksasairaus, määrittämätön",Liver disease NOS,ICPC2,K76.9,NA
D98,Sappirakon tulehdus / sappikivitauti,Cholecystitis/cholelithiasis,ICPC2,K82.9,NA
D99,Muu ruuansulatuselinten tauti,Disease digestive system other,ICPC2,K92.9,NA
F,Silmä,Eye,ICPC2,NA,NA
F01,Kipu silmässä,Eye pain,ICPC2,H57.1,45557147
F02,Punainen silmä,Red eye,ICPC2,H57.8,45581394
F03,Rähmivä/vuotava silmä,Eye discharge,ICPC2,H04.2,45566772
F04,Pilkut näkökentässä,Visual floaters/spots,ICPC2,H53.1,45533062
F05,"Näkökyvyn häiriö, muu",Visual disturbance other,ICPC2,H53.1,45581397
F13,Poikkeava tunne silmässä,Eye sensation abnormal,ICPC2,H57.8,45538018
F14,Poikkeavat silmän liikkeet,Eye movements abnormal,ICPC2,H55,45595869
F15,Silmien poikkeava ulkonäkö,Eye appearance abnormal,ICPC2,H57.8,45600710
F16,Luomien oireet/vaivat,Eyelid symptom/complaint,ICPC2,H02.5,45586215
F17,Silmälaseihin liittyvät oireet/vaivat,Glasses symptom/complaint,ICPC2,Z46.0,45586218
F18,Piilolaseihin liittyvät oireet/vaivat,Contact lens symptom/complaint,ICPC2,Z46.0,45547682
F27,Huoli/pelko silmäsairaudesta,Fear of eye disease,ICPC2,Z71.1,NA
F28,"Toiminnanvajaus, silmän",Limited function/disability (F),ICPC2,Z73.6,45605491
F29,Muu silmän oire/vaiva,Eye symptom/complaint other,ICPC2,H57.9,45533099
F30,"Silmä, Laaja terveydentilan arviointi/tarkastus","Eye, Medical examin/health eval complete",ICPC2,NA,45547701
F31,"Silmä, Suppea terveydentilan arviointi/tarkastus","Eye, Medical examin/health eval partial",ICPC2,NA,45595902
F32,"Silmä, Allergiatutkimus","Eye, Sensitivity test",ICPC2,NA,45595904
F33,"Silmä, Mikrobiologinen/immunologinen koe","Eye, Microbiological/immunological test",ICPC2,NA,45576542
F34,"Silmä, Veritutkimus","Eye, Blood test",ICPC2,NA,45557203
F35,"Silmä, Virtsatutkimus","Eye, Urine test",ICPC2,NA,NA
F36,"Silmä, Ulostetutkimus","Eye, Faeces test",ICPC2,NA,NA
F37,"Silmä, Histologinen/sytologinen tutkimus","Eye, Histological/exfoliative cytology",ICPC2,NA,NA
F38,"Silmä, Muu laboratoriotutkimus","Eye, Other laboratory test NEC",ICPC2,NA,45755367
F39,"Silmä, Kliininen toimintakoe","Eye, Physical function test",ICPC2,NA,45591137
F40,"Silmä, Diagnostinen endoskopia","Eye, Diagnostic endoscopy",ICPC2,NA,45595906
F41,"Silmä, Diagnostinen kuvantaminen","Eye, Diagnostic radiology/imaging",ICPC2,NA,45571763
F42,"Silmä, Elektrofysiologinen tutkimus","Eye, Electrical tracing",ICPC2,NA,45562048
F43,"Silmä, Muu tutkimustoimenpide","Eye, Other diagnostic procedure",ICPC2,NA,45557206
F44,"Silmä, Rokotus / ennaltaehkäisevä lääkitys","Eye, Preventive immunization/medic",ICPC2,NA,45562050
F45,"Silmä, Seuranta/terveysneuvonta/ruokavalioneuvonta","Eye, Observ/health educat/advice/diet",ICPC2,NA,45571765
F46,"Silmä, Perusterveydenhuollon asiantuntijan konsultaatio","Eye, Consultation primary care provider",ICPC2,NA,NA
F47,"Silmä, Erikoislääkärin konsultaatio","Eye, Consultation with specialist",ICPC2,NA,NA
F48,"Silmä, Potilaan tarpeiden/tulosyyn selvittäminen","Eye, Clarification/discussion RFE/demand",ICPC2,NA,45547712
F49,"Silmä, Muu ennaltaehkäisevä toimenpide","Eye, Other preventive procedure",ICPC2,NA,NA
F50,"Silmä, Lääkitys/lääkemääräys/uusinta/injektio","Eye, Medication/prescr/renewal",ICPC2,NA,45605499
F51,"Silmä, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Eye, I&d/flush/aspiration",ICPC2,NA,45552491
F52,"Silmä, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Eye, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45538072
F53,"Silmä, Katetrointi/intubointi/laajentaminen","Eye, Instrument/catheter/intubate/dilate",ICPC2,NA,45576552
F54,"Silmä, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Eye, Repair/fix-suture/cast/prosth device",ICPC2,NA,45591146
F55,"Silmä, Paikallinen lääkeaineinjektio","Eye, Local injection/infiltration",ICPC2,NA,45576553
F56,"Silmä, Sidos/kompressi/tamponointi","Eye, Dressing/pressure/compress/tamponade",ICPC2,NA,NA
F57,"Silmä, Fysikaalinen hoito / kuntoutus","Eye, Physical medicine/rehabilitation",ICPC2,NA,NA
F58,"Silmä, Terapeuttinen neuvonta / kuuntelu","Eye, Therapeutic counselling/listening",ICPC2,NA,NA
F59,"Silmä, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Eye, Other therap proced/minor surg NEC",ICPC2,NA,45591148
F60,"Silmä, Tutkimustulosten kuuleminen","Eye, Result test/procedure",ICPC2,NA,45542858
F61,"Silmä, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Eye, Result examination/test/record/letter from other provider",ICPC2,NA,45595913
F62,"Silmä, Hallinnollinen toimenpide","Eye, Administrative procedure",ICPC2,NA,45605505
F63,"Silmä, Muu seurantakäynti","Eye, Follow-up encounter unspecified",ICPC2,NA,45576555
F64,"Silmä, Hoidonantajan käynnistämä tapahtuma","Eye, Encounter/prob initiated by provider",ICPC2,NA,45542860
F65,"Silmä, Muun henkilön käynnistämä tapahtuma","Eye, Enc/prob init by other than pt/prov",ICPC2,NA,45571770
F66,"Silmä, Lähete muulle perusterveydenhuollon ammattihenkilölle","Eye, Referral to non-MD provider",ICPC2,NA,45595917
F67,"Silmä, Lähete erikoislääkärille/sairaalaan","Eye, Referral to physician/hospital",ICPC2,NA,NA
F68,"Silmä, Muu lähete","Eye, Other referral NEC",ICPC2,NA,45586254
F69,"Silmä, Muu käynnin syy","Eye, Other reason for encounter NEC",ICPC2,NA,45538081
F70,"Sidekalvotulehdus, tarttuva",Conjunctivitis infectious,ICPC2,H10.9,45538082
F71,"Sidekalvotulehdus, allerginen",Conjunctivitis allergic,ICPC2,H10.1,45586256
F72,Luomitulehdus/näärännäppy/luomirakkula,Blepharitis/stye/chalazion,ICPC2,H01.9,45533123
F73,"Silmätulehdus, muu",Eye infection/inflammation other,ICPC2,H20.8,45586258
F74,"Kasvain, silmän / silmän seudun",Neoplasm of eye/adnexa,ICPC2,D31.9&,NA
F75,"Ruhje/verenvuoto, silmän",Contusion/haemorrhage eye,ICPC2,S05.1,NA
F76,Vierasesine silmässä,Foreign body in eye,ICPC2,T15.9,NA
F79,"Silmävamma, muu",Injury eye other,ICPC2,S05.9,45581472
F80,Vauvan kyyneltietukos,Blocked lacrimal duct of infant,ICPC2,Q10.5,45600761
F81,"Synnynnäinen epämuodostuma, silmän, muu",Congenital anomaly eye other,ICPC2,Q15.9,45591156
F82,Verkkokalvon irtoaminen,Detached retina,ICPC2,H33.5,45605516
F83,"Retinopatia, verkkokalvon rappeuma",Retinopathy,ICPC2,H35.0,45595922
F84,"Makuladegeneraatio, tarkan näön alueen rappeuma",Macular degeneration,ICPC2,H35.39#,45600762
F85,Sarveiskalvon haavauma,Corneal ulcer,ICPC2,H16.0,NA
F86,Trakooma,Trachoma,ICPC2,A71.9,NA
F91,Taittovirhe,Refractive error,ICPC2,H52.7,45600764
F92,Harmaakaihi,Cataract,ICPC2,H26.9,45591157
F93,Glaukooma,Glaucoma,ICPC2,H40.9,45595925
F94,Sokeus,Blindness,ICPC2,H54.0,45576564
F95,Karsastus,Strabismus,ICPC2,H50.9,45538093
F99,Muu silmäsairaus,Eye/adnexa disease other,ICPC2,H57.8,45605525
H,Korva,Ear,ICPC2,NA,NA
H01,Korvan kipu/särky,Ear pain/earache,ICPC2,H92.0,45542921
H02,Kuulo-oire,Hearing complaint,ICPC2,H93.2,45552557
H03,Korvien soiminen / tinnitus,"Tinnitus, ringing/buzzing ear",ICPC2,H93.1,45755398
H04,Erite korvasta,Ear discharge,ICPC2,H92.1,45581549
H05,Verenvuoto korvassa/korvasta,Bleeding ear,ICPC2,H92.2,45557306
H13,Korvan tukkoisuus,Plugged feeling ear,ICPC2,H93.8,45755401
H15,Huoli korvien ulkonäöstä,Concern with appearance of ears,ICPC2,R46.8,45557333
H27,Huoli/pelko korvataudista,Fear of ear disease,ICPC2,Z71.1,45538246
H28,"Toiminnanvajaus, korvan",Limited function/disability (H),ICPC2,Z73.6,45571931
H29,Muu korvan oire/vaiva,Ear symptom/complaint other,ICPC2,H93.9,NA
H30,"Korva, Laaja terveydentilan arviointi/tarkastus","Ear, Medical examin/health eval complete",ICPC2,NA,45543012
H31,"Korva, Suppea terveydentilan arviointi/tarkastus","Ear, Medical examin/health eval partial",ICPC2,NA,45576714
H32,"Korva, Allergiatutkimus","Ear, Sensitivity test",ICPC2,NA,45562222
H33,"Korva, Mikrobiologinen/immunologinen koe","Ear, Microbiological/immunological test",ICPC2,NA,45755393
H34,"Korva, Veritutkimus","Ear, Blood test",ICPC2,NA,45533297
H35,"Korva, Virtsatutkimus","Ear, Urine test",ICPC2,NA,45538260
H36,"Korva, Ulostetutkimus","Ear, Faeces test",ICPC2,NA,45547878
H37,"Korva, Histologinen/sytologinen tutkimus","Ear, Histological/exfoliative cytology",ICPC2,NA,NA
H38,"Korva, Muu laboratoriotutkimus","Ear, Other laboratory test NEC",ICPC2,NA,NA
H39,"Korva, Kliininen toimintakoe","Ear, Physical function test",ICPC2,NA,NA
H40,"Korva, Diagnostinen endoskopia","Ear, Diagnostic endoscopy",ICPC2,NA,45547879
H41,"Korva, Diagnostinen kuvantaminen","Ear, Diagnostic radiology/imaging",ICPC2,NA,NA
H42,"Korva, Elektrofysiologinen tutkimus","Ear, Electrical tracing",ICPC2,NA,45600924
H43,"Korva, Muu tutkimustoimenpide","Ear, Other diagnostic procedure",ICPC2,NA,45557431
H44,"Korva, Rokotus / ennaltaehkäisevä lääkitys","Ear, Preventive immunization/medic",ICPC2,NA,45552700
H45,"Korva, Seuranta/terveysneuvonta/ruokavalioneuvonta","Ear, Observ/health educat/advice/diet",ICPC2,NA,45755394
H46,"Korva, Perusterveydenhuollon asiantuntijan konsultaatio","Ear, Consultation primary care provider",ICPC2,NA,45571994
H47,"Korva, Erikoislääkärin konsultaatio","Ear, Consultation with specialist",ICPC2,NA,45596114
H48,"Korva, Potilaan tarpeiden/tulosyyn selvittäminen","Ear, Clarification/discussion RFE/demand",ICPC2,NA,45755396
H49,"Korva, Muu ennaltaehkäisevä toimenpide","Ear, Other preventive procedure",ICPC2,NA,45533345
H50,"Korva, Lääkitys/lääkemääräys/uusinta/injektio","Ear, Medication/prescr/renewal",ICPC2,NA,45562265
H51,"Korva, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Ear, I&d/flush/aspiration",ICPC2,NA,45562269
H52,"Korva, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Ear, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45755397
H53,"Korva, Katetrointi/intubointi/laajentaminen","Ear, Instrument/catheter/intubate/dilate",ICPC2,NA,45591389
H54,"Korva, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Ear, Repair/fix-suture/cast/prosth device",ICPC2,NA,45755414
H55,"Korva, Paikallinen lääkeaineinjektio","Ear, Local injection/infiltration",ICPC2,NA,45562288
H56,"Korva, Sidos/kompressi/tamponointi","Ear, Dressing/pressure/compress/tamponade",ICPC2,NA,NA
H57,"Korva, Fysikaalinen hoito / kuntoutus","Ear, Physical medicine/rehabilitation",ICPC2,NA,45600970
H58,"Korva, Terapeuttinen neuvonta / kuuntelu","Ear, Therapeutic counselling/listening",ICPC2,NA,45755416
H59,"Korva, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Ear, Other therap proced/minor surg NEC",ICPC2,NA,45755417
H60,"Korva, Tutkimustulosten kuuleminen","Ear, Result test/procedure",ICPC2,NA,45581713
H61,"Korva, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Ear, Result examination/test/record/letter from other provider",ICPC2,NA,45755418
H62,"Korva, Hallinnollinen toimenpide","Ear, Administrative procedure",ICPC2,NA,45755419
H63,"Korva, Muu seurantakäynti","Ear, Follow-up encounter unspecified",ICPC2,NA,NA
H64,"Korva, Hoidonantajan käynnistämä tapahtuma","Ear, Encounter/prob initiated by provider",ICPC2,NA,NA
H65,"Korva, Muun henkilön käynnistämä tapahtuma","Ear, Enc/prob init by other than pt/prov",ICPC2,NA,45547960
H66,"Korva, Lähete muulle perusterveydenhuollon ammattihenkilölle","Ear, Referral to non-MD provider",ICPC2,NA,45538332
H67,"Korva, Lähete erikoislääkärille/sairaalaan","Ear, Referral to physician/hospital",ICPC2,NA,45755420
H68,"Korva, Muu lähete","Ear, Other referral NEC",ICPC2,NA,45755421
H69,"Korva, Muu käynnin syy","Ear, Other reason for encounter NEC",ICPC2,NA,45576825
H70,Korvakäytävän tulehdus,Otitis externa,ICPC2,H60.9,45557501
H71,"Välikorvatulehdus/tärykalvotulehdus, akuutti",Acute otitis media/myringitis,ICPC2,H73.0,45557507
H72,"Välikorvatulehdus, seroosi",Serous otitis media,ICPC2,H65.2,45581739
H73,Korvatorventulehdus,Eustachian salpingitis,ICPC2,H68.0,45596168
H74,"Välikorvatulehdus, krooninen",Chronic otitis media,ICPC2,H66.9,45755422
H75,"Kasvain, korvan",Neoplasm of ear,ICPC2,C30.1&,45755423
H76,Vierasesine korvassa,Foreign body in ear,ICPC2,T16,NA
H77,Reikä tärykalvossa,Perforation ear drum,ICPC2,H72.9,NA
H78,"Korvan vamma, pinnallinen",Superficial injury of ear,ICPC2,S00.4,NA
H79,"Korvan vamma, muu",Ear injury other,ICPC2,S09.2,NA
H80,"Synnynnäinen epämuodostuma, korvan",Congenital anomaly of ear,ICPC2,Q17.9,45596172
H81,Korvavahatulppa,Excessive ear wax,ICPC2,H61.2,45543139
H82,Huimausoireyhtymä,Vertiginous syndrome,ICPC2,H81.9,45572064
H83,Otoskleroosi,Otosclerosis,ICPC2,H80.9,45547989
H84,Ikähuonokuuloisuus,Presbyacusis,ICPC2,H91.1,NA
H85,Meluvamma,Acoustic trauma,ICPC2,H83.3,NA
H86,Kuurous,Deafness,ICPC2,H90.8,NA
H99,Muu korvan/kartiolisäkkeen sairaus,Ear/mastoid disease other,ICPC2,H93.9,NA
K,Verenkiertoelimet,Cardiovascular,ICPC2,NA,NA
K01,Sydänperäinen kipu,Heart pain,ICPC2,R07.2,45533566
K02,Painon/puristuksen tunne sydänalassa,Pressure/tightness of heart,ICPC2,R07.2,45552906
K03,"Verenkiertoperäinen kipu, muu",Cardiovascular pain NOS,ICPC2,R09.8,45548135
K04,Sydämentykytys / sydämen lyöntien tuntuminen,Palpitations/awareness of heart,ICPC2,R00.2,45755432
K05,"Poikkeava/epäsäännöllinen pulssi, muu",Irregular heartbeat other,ICPC2,R00.8,45755433
K06,Korostuneet laskimot,Prominent veins,ICPC2,I87.8,45586696
K07,Nilkkaturvotus,Swollen ankles/oedema,ICPC2,R60.0,45586697
K22,Sydän- ja verisuonisairauden riskitekijä,Risk factor cardiovascular disease,ICPC2,Z86.7,45576982
K24,Huoli/pelko sydänsairaudesta,Fear of heart disease,ICPC2,Z71.1,NA
K25,Huoli/pelko kohonneesta  verenpaineesta / verenpainetaudista,Fear of hypertension,ICPC2,Z71.1,45601157
K27,Huoli/pelko verenkiertoelimistön muusta sairaudesta,Fear cardiovascular disease other,ICPC2,Z71.1,45538514
K28,"Toiminnanvajaus, verenkierron",Limited function/disability (K),ICPC2,Z73.6,45572201
K29,"Muu oire/vaiva, verenkiertoelimistön",Cardiovascular sympt/complt other,ICPC2,R09.8,45576984
K30,"Verenkiertoelimet, Laaja terveydentilan arviointi/tarkastus","Cardiovascular, Medical examin/health eval complete",ICPC2,NA,45591584
K31,"Verenkiertoelimet, Suppea terveydentilan arviointi/tarkastus","Cardiovascular, Medical examin/health eval partial",ICPC2,NA,45605930
K32,"Verenkiertoelimet, Allergiatutkimus","Cardiovascular, Sensitivity test",ICPC2,NA,NA
K33,"Verenkiertoelimet, Mikrobiologinen/immunologinen koe","Cardiovascular, Microbiological/immunological test",ICPC2,NA,NA
K34,"Verenkiertoelimet, Veritutkimus","Cardiovascular, Blood test",ICPC2,NA,NA
K35,"Verenkiertoelimet, Virtsatutkimus","Cardiovascular, Urine test",ICPC2,NA,45601166
K36,"Verenkiertoelimet, Ulostetutkimus","Cardiovascular, Faeces test",ICPC2,NA,45533587
K37,"Verenkiertoelimet, Histologinen/sytologinen tutkimus","Cardiovascular, Histological/exfoliative cytology",ICPC2,NA,45596319
K38,"Verenkiertoelimet, Muu laboratoriotutkimus","Cardiovascular, Other laboratory test NEC",ICPC2,NA,45605934
K39,"Verenkiertoelimet, Kliininen toimintakoe","Cardiovascular, Physical function test",ICPC2,NA,NA
K40,"Verenkiertoelimet, Diagnostinen endoskopia","Cardiovascular, Diagnostic endoscopy",ICPC2,NA,45543305
K41,"Verenkiertoelimet, Diagnostinen kuvantaminen","Cardiovascular, Diagnostic radiology/imaging",ICPC2,NA,45596321
K42,"Verenkiertoelimet, Elektrofysiologinen tutkimus","Cardiovascular, Electrical tracing",ICPC2,NA,45557652
K43,"Verenkiertoelimet, Muu tutkimustoimenpide","Cardiovascular, Other diagnostic procedure",ICPC2,NA,45538526
K44,"Verenkiertoelimet, Rokotus / ennaltaehkäisevä lääkitys","Cardiovascular, Preventive immunization/medic",ICPC2,NA,45533595
K45,"Verenkiertoelimet, Seuranta/terveysneuvonta/ruokavalioneuvonta","Cardiovascular, Observ/health educat/advice/diet",ICPC2,NA,45755434
K46,"Verenkiertoelimet, Perusterveydenhuollon asiantuntijan konsultaatio","Cardiovascular, Consultation primary care provider",ICPC2,NA,45591592
K47,"Verenkiertoelimet, Erikoislääkärin konsultaatio","Cardiovascular, Consultation with specialist",ICPC2,NA,NA
K48,"Verenkiertoelimet, Potilaan tarpeiden/tulosyyn selvittäminen","Cardiovascular, Clarification/discussion RFE/demand",ICPC2,NA,NA
K49,"Verenkiertoelimet, Muu ennaltaehkäisevä toimenpide","Cardiovascular, Other preventive procedure",ICPC2,NA,NA
K50,"Verenkiertoelimet, Lääkitys/lääkemääräys/uusinta/injektio","Cardiovascular, Medication/prescr/renewal",ICPC2,NA,45755435
K51,"Verenkiertoelimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Cardiovascular, I&d/flush/aspiration",ICPC2,NA,45557655
K52,"Verenkiertoelimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Cardiovascular, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45586724
K53,"Verenkiertoelimet, Katetrointi/intubointi/laajentaminen","Cardiovascular, Instrument/catheter/intubate/dilate",ICPC2,NA,NA
K54,"Verenkiertoelimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Cardiovascular, Repair/fix-suture/cast/prosth device",ICPC2,NA,NA
K55,"Verenkiertoelimet, Paikallinen lääkeaineinjektio","Cardiovascular, Local injection/infiltration",ICPC2,NA,45576992
K56,"Verenkiertoelimet, Sidos/kompressi/tamponointi","Cardiovascular, Dressing/pressure/compress/tamponade",ICPC2,NA,45755437
K57,"Verenkiertoelimet, Fysikaalinen hoito / kuntoutus","Cardiovascular, Physical medicine/rehabilitation",ICPC2,NA,45755438
K58,"Verenkiertoelimet, Terapeuttinen neuvonta / kuuntelu","Cardiovascular, Therapeutic counselling/listening",ICPC2,NA,45572218
K59,"Verenkiertoelimet, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Cardiovascular, Other therap proced/minor surg NEC",ICPC2,NA,45543326
K60,"Verenkiertoelimet, Tutkimustulosten kuuleminen","Cardiovascular, Result test/procedure",ICPC2,NA,45755439
K61,"Verenkiertoelimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Cardiovascular, Result examination/test/record/letter from other provider",ICPC2,NA,45755440
K62,"Verenkiertoelimet, Hallinnollinen toimenpide","Cardiovascular, Administrative procedure",ICPC2,NA,45548165
K63,"Verenkiertoelimet, Muu seurantakäynti","Cardiovascular, Follow-up encounter unspecified",ICPC2,NA,45562501
K64,"Verenkiertoelimet, Hoidonantajan käynnistämä tapahtuma","Cardiovascular, Encounter/prob initiated by provider",ICPC2,NA,45755464
K65,"Verenkiertoelimet, Muun henkilön käynnistämä tapahtuma","Cardiovascular, Enc/prob init by other than pt/prov",ICPC2,NA,45548167
K66,"Verenkiertoelimet,Lähete muulle perusterveydenhuollon ammattihenkilölle","Cardiovascular, Referral to non-MD provider",ICPC2,NA,45601185
K67,"Verenkiertoelimet, Lähete erikoislääkärille/sairaalaan","Cardiovascular, Referral to physician/hospital",ICPC2,NA,45552945
K68,"Verenkiertoelimet, Muu lähete","Cardiovascular, Other referral NEC",ICPC2,NA,NA
K69,"Verenkiertoelimet, Muu käynnin syy","Cardiovascular, Other reason for encounter NEC",ICPC2,NA,NA
K70,Verenkiertoelinten tartuntatauti,Infection of circulatory system,ICPC2,I40.8,45591605
K71,Reumakuume / reumaattinen sydäntauti,Rheumatic fever/heart disease,ICPC2,I09.9,45557670
K72,"Kasvain, verenkiertoelinten",Neoplasm cardiovascular,ICPC2,D48.7&,45755466
K73,"Synnynnäinen epämuodostuma, verenkiertoelinten",Congenital anomaly cardiovascular,ICPC2,Q28.9,45596344
K74,Iskeeminen sydänsairaus ja rintakipu,Ischaemic heart dis with angina,ICPC2,I20.99,45755467
K75,"Sydäninfarkti, akuutti",Acute myocardial infarction,ICPC2,I21.9,45572230
K76,Iskeeminen sydänsairaus ilman rintakipua,Ischaemic heart dis without angina,ICPC2,I25.0,45605956
