CodeId,LongName,English_name,freq_finngen,freq_tays,freq_total,ICD10who_match_level
C69.50&,Kyynelrauhasen tai kyynelteiden syöpä ei histologista varmistusta,NA,0,31,0,match_first_code_parent
C69.53&,Kyynelrauhasen tai kyynelteiden syöpä karsinooma,NA,0,232,0,match_first_code_parent
C69.59&,Kyynelrauhasen tai kyynelteiden syöpä muu tai epämääräinen histologia,NA,0,46,0,match_first_code_parent
C69.60&,Silmäkuopan syöpä ei histologista varmistusta,NA,54,138,192,match_first_code_parent
C69.63&,Silmäkuopan syöpä karsinooma,NA,0,27,0,match_first_code_parent
C69.69&,Silmäkuopan syöpä muu tai epämääräinen histologia,NA,0,47,0,match_first_code_parent
C69.80&,Eri alueisiin ulottuva silmän tai sen apuelinten syöpä ei histologista varmistusta,NA,0,0,0,match_first_code_parent
C69.81&,Eri alueisiin ulottuva silmän tai sen apuelinten syöpä retinoblastooma,NA,0,73,0,match_first_code_parent
C69.82&,Eri alueisiin ulottuva silmän tai sen apuelinten syöpä melanoma,NA,0,1,0,match_first_code_parent
C69.83&,Eri alueisiin ulottuva silmän tai sen apuelinten syöpä karsinooma,NA,0,1,0,match_first_code_parent
C69.89&,Eri alueisiin ulottuva silmän tai sen apuelinten syöpä muu tai epämääräinen histologia,NA,0,3,0,match_first_code_parent
C69.90&,Määrittämätön silmäsyöpä ei histologista varmistusta,NA,21,33,54,match_first_code_parent
C69.91&,Määrittämätön silmäsyöpä retinoblastooma,NA,0,1,0,match_first_code_parent
C69.92&,Määrittämätön silmäsyöpä melanoma,NA,0,7,0,match_first_code_parent
C69.93&,Määrittämätön silmäsyöpä karsinooma,NA,0,0,0,match_first_code_parent
C69.99&,Määrittämätön silmäsyöpä muu tai epämääräinen histologia,NA,8,8,16,match_first_code_parent
C71.00&,Muualla kuin aivolohkoissa tai aivokammioissa sijaitseva isoaivojen syöpä ei histologista vahvistusta,NA,191,240,431,match_first_code_parent
C71.01&,Muualla kuin aivolohkoissa tai aivokammioissa sijaitseva isoaivojen syöpä II asteen gliooma,NA,57,181,238,match_first_code_parent
C71.02&,Muualla kuin aivolohkoissa tai aivokammioissa sijaitseva isoaivojen syöpä III asteen gliooma,NA,72,21,93,match_first_code_parent
C71.03&,Muualla kuin aivolohkoissa tai aivokammioissa sijaitseva isoaivojen syöpä IV asteen gliooma,NA,39,415,454,match_first_code_parent
C71.04&,Muualla kuin aivolohkoissa tai aivokammioissa sijaitseva isoaivojen syöpä ependymooma,NA,0,76,0,match_first_code_parent
C71.05&,Muualla kuin aivolohkoissa tai aivokammioissa sijaitseva isoaivojen syöpä primaarinen neuroektodermaalinen kasvain,NA,0,1,0,match_first_code_parent
C71.09&,Muualla kuin aivolohkoissa tai aivokammioissa sijaitseva isoaivojen syöpä muu tai epämääräinen histologia,NA,13,103,116,match_first_code_parent
C71.10&,Isoaivojen otsalohkon syöpä ei histologista vahvistusta,NA,1090,2016,3106,match_first_code_parent
C71.11&,Isoaivojen otsalohkon syöpä II asteen gliooma,NA,1478,4344,5822,match_first_code_parent
C71.12&,Isoaivojen otsalohkon syöpä III asteen gliooma,NA,1449,6389,7838,match_first_code_parent
C71.13&,Isoaivojen otsalohkon syöpä IV asteen gliooma,NA,1468,8403,9871,match_first_code_parent
C71.15&,Isoaivojen otsalohkon syöpä primaarinen neuroektodermaalinen kasvain,NA,0,4,0,match_first_code_parent
C71.19&,Isoaivojen otsalohkon syöpä muu tai epämääräinen histologia,NA,171,798,969,match_first_code_parent
C71.20&,Isoaivojen ohimolohkon syöpä ei histologista vahvistusta,NA,777,2273,3050,match_first_code_parent
C71.21&,Isoaivojen ohimolohkon syöpä II asteen gliooma,NA,1131,1892,3023,match_first_code_parent
C71.22&,Isoaivojen ohimolohkon syöpä III asteen gliooma,NA,1029,3106,4135,match_first_code_parent
C71.23&,Isoaivojen ohimolohkon syöpä IVasteen gliooma,NA,1288,7522,8810,match_first_code_parent
C71.25&,Isoaivojen ohimolohkon syöpä primaarinen neuroektodermaalinen kasvain,NA,0,189,0,match_first_code_parent
C71.29&,Isoaivojen ohimolohkon syöpä muu tai epämääräinen histologia,NA,258,462,720,match_first_code_parent
C71.30&,Isoaivojen päälakilohkon syöpä ei histologista vahvistusta,NA,259,897,1156,match_first_code_parent
C71.31&,Isoaivojen päälakilohkon syöpä II asteen gliooma,NA,594,1036,1630,match_first_code_parent
C71.32&,Isoaivojen päälakilohkon syöpä III asteen gliooma,NA,251,1216,1467,match_first_code_parent
C71.33&,Isoaivojen päälakilohkon syöpä IV asteen gliooma,NA,977,3783,4760,match_first_code_parent
C71.35&,Isoaivojen päälakilohkon syöpä primaarinen neuroektodermaalinen kasvain,NA,0,708,0,match_first_code_parent
C71.39&,Isoaivojen päälakilohkon syöpä muu tai epämääräinen histologia,NA,78,364,442,match_first_code_parent
C71.40&,Isoaivojen takaraivolohkon syöpä ei histologista vahvistusta,NA,71,455,526,match_first_code_parent
C71.41&,Isoaivojen takaraivolohkon syöpä II asteen gliooma,NA,0,282,0,match_first_code_parent
C71.42&,Isoaivojen takaraivolohkon syöpä III asteen gliooma,NA,201,433,634,match_first_code_parent
C71.43&,Isoaivojen takaraivolohkon syöpä IVasteen gliooma,NA,363,2144,2507,match_first_code_parent
C71.45&,Isoaivojen takaraivolohkon syöpä primaarinen neuroektodermaalinen kasvain,NA,0,90,0,match_first_code_parent
C71.49&,Isoaivojen takaraivolohkon syöpä muu tai epämääräinen histologia,NA,42,321,363,match_first_code_parent
C71.50&,Aivokammion syöpä ei histologista vahvistusta,NA,52,49,101,match_first_code_parent
C71.51&,Aivokammion syöpä ependymooma,NA,122,354,476,match_first_code_parent
C71.52&,Aivokammion syöpä plexus chorioideus karsinooma,NA,0,311,0,match_first_code_parent
C71.59&,Aivokammion syöpä muu tai epämääräinen histologia,NA,14,329,343,match_first_code_parent
C71.60&,Pikkuaivojen syöpä ei histologista vahvistusta,NA,101,243,344,match_first_code_parent
C71.61&,Pikkuaivojen syöpä II asteen gliooma,NA,0,201,0,match_first_code_parent
C71.62&,Pikkuaivojen syöpä III asteen gliooma,NA,0,762,0,match_first_code_parent
C71.63&,Pikkuaivojen syöpä IVasteen gliooma,NA,0,133,0,match_first_code_parent
C71.65&,Pikkuaivojen syöpä medulloblastooma,NA,431,3257,3688,match_first_code_parent
C71.66&,Pikkuaivojen syöpä primaarinen neuroektodermaalinen kasvain,NA,0,360,0,match_first_code_parent
C71.69&,Pikkuaivojen syöpä muu tai epämääräinen histologia,NA,206,274,480,match_first_code_parent
C71.70&,Aivorungon syöpä ei histologista vahvistusta,NA,314,238,552,match_first_code_parent
C71.71&,Aivorungon syöpä II asteen gliooma,NA,0,288,0,match_first_code_parent
C71.72&,Aivorungon syöpä III asteen gliooma,NA,0,1205,0,match_first_code_parent
C71.73&,Aivorungon syöpä IV asteen gliooma,NA,0,146,0,match_first_code_parent
C71.74&,Neljännen aivokammion ependymooma,NA,0,1455,0,match_first_code_parent
C71.79&,Aivorungon syöpä muu tai epämääräinen histologia,NA,118,355,473,match_first_code_parent
C71.80&,Eri alueisiin ulottuva aivojen syöpä ei histologista vahvistusta,NA,144,581,725,match_first_code_parent
C71.81&,Eri alueisiin ulottuva aivojen syöpä II asteen gliooma,NA,0,756,0,match_first_code_parent
C71.82&,Eri alueisiin ulottuva aivojen syöpä III asteen gliooma,NA,154,1489,1643,match_first_code_parent
C71.83&,Eri alueisiin ulottuva aivojen syöpä IV asteen gliooma,NA,131,2043,2174,match_first_code_parent
C71.85&,Eri alueisiin ulottuva aivojen syöpä primaarinen neuroektodermaalinen kasvain,NA,0,160,0,match_first_code_parent
C71.89&,Eri alueisiin ulottuva aivojen syöpä muu tai epämääräinen histologia,NA,85,795,880,match_first_code_parent
C71.90&,Määrittämätön aivosyöpä ei histologista vahvistusta,NA,448,1204,1652,match_first_code_parent
C71.91&,Määrittämätön aivosyöpä II asteen gliooma,NA,15,156,171,match_first_code_parent
C71.92&,Määrittämätön aivosyöpä III asteen gliooma,NA,0,48,0,match_first_code_parent
C71.93&,Määrittämätön aivosyöpä IV asteen gliooma,NA,103,260,363,match_first_code_parent
C71.95&,Määrittämätön aivosyöpä primaarinen neuroektodermaalinen kasvain,NA,0,52,0,match_first_code_parent
C71.99&,Määrittämätön aivosyöpä muu tai epämääräinen histologia,NA,180,713,893,match_first_code_parent
C72.00&,Selkäytimen syöpä ei histologista vahvistusta,NA,187,79,266,match_first_code_parent
C72.01&,Selkäytimen syöpä II asteen gliooma,NA,226,1370,1596,match_first_code_parent
C72.02&,Selkäytimen syöpä III-IV asteen gliooma,NA,0,170,0,match_first_code_parent
C72.09&,Selkäytimen syöpä muu histologia,NA,130,138,268,match_first_code_parent
C73.90&,"Kilpirauhassyöpä, ei histologista vahvistusta",NA,733,377,1110,match_first_code_grandparent
C73.91&,Kilpirauhasen papillaarinen karsinooma,NA,15343,23322,38665,match_first_code_grandparent
C73.92&,Kilpirauhasen follikulaarinen karsinooma,NA,1779,6046,7825,match_first_code_grandparent
C73.93&,Kilpirauhasen anaplastinen karsinooma,NA,379,2233,2612,match_first_code_grandparent
C73.94&,Kilpirauhasen medullaarinen karsinooma,NA,744,1550,2294,match_first_code_grandparent
C73.99&,"Kilpirauhassyöpä, muu tai epämääräinen histologia",NA,689,1400,2089,match_first_code_grandparent
C78.30&,Etäpesäke nenässä tai nenän sivuonteloissa,NA,0,4,0,match_first_code_parent
C78.31&,Etäpesäke väli- tai sisäkorvassa,NA,0,2,0,match_first_code_parent
C78.39&,Etäpesäke muualla hengityselimissä tai määrittämättömissä hengityselinten osassa,Secondary malignant neoplasm of other and unspecified respiratory organs,0,247,0,match_first_code_parent
C79.30&,Etäpesäke isoaivoissa,NA,2717,9846,12563,match_first_code_parent
C79.31&,Etäpesäke pikkuaivoissa,NA,536,2298,2834,match_first_code_parent
C79.32&,Etäpesäke aivorungossa,NA,0,73,0,match_first_code_parent
C79.39&,"Etäpesäke aivokalvoissa, aivokammiossa tai muussa aivojen osassa",NA,150,2543,2693,match_first_code_parent
C79.40&,Etäpesäke selkäytimessä,NA,112,464,576,match_first_code_parent
C79.41&,Etäpesäke näköhermossa tai silmässä,NA,63,181,244,match_first_code_parent
C79.42&,Etäpesäke kuulohermossa,NA,0,1,0,match_first_code_parent
C79.49&,Etäpesäke muussa tai määrittämättömässä hermoston osissa,Secondary malignant neoplasm of other and unspecified parts of nervous system,0,184,0,match_first_code_parent
C79.5+M49.5,Etäpesäkkeen aiheuttama nikamamurtuma,Metastatic fracture of vertebra,0,0,0,match_first_code
C80.90&,Sijainniltaan määrittämätön syöpä ei histologista vahvistusta,NA,248,1161,1409,match_first_code_parent
C80.91&,Sijainniltaan määrittämätön syöpä epidermoidi karsinooma,NA,175,855,1030,match_first_code_parent
C80.92&,Sijainniltaan määrittämätön syöpä adenokarsinooma,NA,801,4541,5342,match_first_code_parent
C80.98&,Sijainniltaan määrittämätön syöpä muu histologia,NA,234,1700,1934,match_first_code_parent
C80.99&,Sijainniltaan ja histologialtaan määrittämätön syöpä,NA,238,1457,1695,match_first_code_parent
C82.00,"Follikulaarinen itukeskussolulymfooma, vaikeusaste määrittämättä",NA,1024,863,1887,match_first_code_parent
C82.01,"Follikulaarinen itukeskussolulymfooma, vaikeusaste I",NA,3370,1312,4682,match_first_code_parent
C83.00,Lymfosyyttinen lymfooma,NA,1945,3808,5753,match_first_code_parent
C83.01,Lymfoplasmasytoidilymfooma,NA,164,1358,1522,match_first_code_parent
C83.31,Diffuusi suurten B-solujen lymfooma,NA,19322,47627,66949,match_first_code_parent
C83.32,Centroblastinen diffuusi non-Hodgkin lymfooma,NA,320,652,972,match_first_code_parent
C83.33,Primaari mediastinaalinen suurten B-solujen lymfooma,NA,619,1225,1844,match_first_code_parent
C83.34,Anaplastinen suurisolulymfooma,NA,656,917,1573,match_first_code_parent
C83.35,T-soluinen B-solulymfooma,NA,413,420,833,match_first_code_parent
C83.39,Tarkemmmin määrittämätön suurisoluinen non-Hodgkin lymfooma,NA,927,4857,5784,match_first_code_parent
C83.40,Suurisoluinen immunoblastilymfooma,NA,102,115,217,match_first_code_parent
C83.41,B-immunoblastilymfooma,Immunoblastic (diffuse),12,65,77,match_first_code_parent
C83.51,B-lymfoblastinen lymfooma tai leukemia,NA,206,601,807,match_first_code_parent
C83.52,T-lymfoblastinen lymfooma tai leukemia,NA,354,2244,2598,match_first_code_parent
C83.59,Epämääräinen lymfoblastinen lymfooma,NA,63,80,143,match_first_code_parent
C83.70,Burkitt-tyyppinen non Hodgkin lymfooma,NA,158,176,334,match_first_code_parent
C83.71,Burkittin lymfooma,Burkitt's tumour,447,1610,2057,match_first_code_parent
C83.80,Marginaalivyöhykkeen B-solulymfooma,NA,3258,6893,10151,match_first_code_parent
C83.89,Muu diffuusi non-Hodgkin lymfooma,Other types of diffuse non-Hodgkin's lymphoma,540,1153,1693,match_first_code_parent
C84.41,"Perifeerinen T-solulymfooma, keskikokoinen solutyyppi",NA,319,644,963,match_first_code_parent
C84.42,"Perifeerinen T-solulymfooma, keskikokoinen ja suuri solutyyppi",NA,0,33,0,match_first_code_parent
C84.43,"Perifeerinen T-solulymfooma, suuri solutyyppi",NA,194,20,214,match_first_code_parent
C84.49,"Perifeerinen T-solulymfooma, epämääräinen solutyyppi",NA,629,1700,2329,match_first_code_parent
C84.51,Angioimmunoblastinen T-solulymfooma,Other and unspecified T-cell lymphomas,490,2276,2766,match_first_code_parent
C84.52,Angiosentrinen T-solulymfooma,Other and unspecified T-cell lymphomas,0,9,0,match_first_code_parent
C84.59,Muu tai määrittämätön T-solujen non-Hodgkin lymfooma,Other and unspecified T-cell lymphomas,1174,4161,5335,match_first_code_parent
C88.0+N08.1,Waldenströmin makroglobulinemia ja munuaiskerässairaus,Glomerular disorders in Waldenström's macroglobulinaemia,0,0,0,match_first_code
C90.0+M36.1,Myeloomaan liittyvä nivelsairaus,Arthropathy in multiple myeloma,0,0,0,match_first_code
C90.0+M49.5,Myeloomaan liittyvä nikamaluhistuma,NA,0,0,0,match_first_code
C90.0+M90.7,Myeloomaan liittyvä patologinen murtuma,NA,0,0,0,match_first_code
C90.0+N08.1,Myelooma ja munuaiskerässairaus,Glomerular disorders in multiple myeloma,0,0,0,match_first_code
C90.0+N16.1,Myeloomaan liittyvä tubulointerstitiaalinen munuaissairaus,Renal tubulo-interstitial disorders in multiple myeloma,0,0,0,match_first_code
C96.1+M36.1,Pahanlaatuiseen histiosytoosiin liittyvä nivelsairaus,Arthropathy in malignant histiocytosis,0,0,0,match_first_code
D00.00&,Huulen limakalvo-ihorajan pintasyöpä,NA,0,0,0,match_first_code_parent
D00.01&,Posken limakalvon pintasyöpä,NA,0,31,0,match_first_code_parent
D00.02&,Ikenen ja hampaattoman alveoliharjanteen pintasyöpä,NA,0,0,0,match_first_code_parent
D00.03&,Suulaen pintasyöpä,NA,0,0,0,match_first_code_parent
D00.04&,Suun pohjan pintasyöpä,NA,0,117,0,match_first_code_parent
D00.05&,Kielen vatsanpuoleisen osan pintasyöpä,NA,0,12,0,match_first_code_parent
D00.06&,Kielen muun osan pintasyöpä,NA,0,57,0,match_first_code_parent
D00.07&,Kurkunpään eteispoimun pintasyöpä,NA,0,0,0,match_first_code_parent
D00.08&,"Muu huulen, suuontelon tai nielun pintasyöpä",NA,0,6,0,match_first_code_parent
D00.09&,"Tarkemmin määrittämätön huulen, suuontelon tai nielun pintasyöpä",NA,11,78,89,match_first_code_parent
D03.30&,Huulen ihon pintamelanooma,NA,23,82,105,match_first_code_parent
D03.31&,Kasvojen muun ihon pintamelanooma,NA,336,1577,1913,match_first_code_parent
D10.00&,Ylähuulen limakalvo-ihorajan hyvänlaatuinen kasvain,NA,69,33,102,match_first_code_parent
D10.01&,Ylähuulen limakalvon hyvänlaatuinen kasvain,NA,48,32,80,match_first_code_parent
D10.02&,Ylähuulen limakalvo-ihorajan ja limakalvon hyvänlaatuinen kasvain,NA,0,6,0,match_first_code_parent
D10.03&,Alahuulen limakalvo-ihorajan hyvänlaatuinen kasvain,NA,36,50,86,match_first_code_parent
D10.04&,Alahuulen limakalvon hyvänlaatuinen kasvain,NA,125,85,210,match_first_code_parent
D10.05&,Alahuulen limakalvo-ihorajan ja limakalvon hyvänlaatuinen kasvain,NA,0,1,0,match_first_code_parent
D10.06&,Molempien huulien limakalvo-ihorajan hyvänlaatuinen kasvain,NA,0,1,0,match_first_code_parent
D10.07&,Molempien huulien limakalvon hyvänlaatuinen kasvain,NA,0,0,0,match_first_code_parent
D10.08&,Molempien huulien limakalvo-ihorajan ja limakalvon hyvänlaatuinen kasvain,NA,0,0,0,match_first_code_parent
D10.09&,Tarkemmin määrittämätön huulien hyvänlaatuinen kasvain,NA,200,308,508,match_first_code_parent
D10.10&,Kielen tyven hyvänlaatuinen,NA,97,240,337,match_first_code_parent
D10.11&,Kielen selän hyvänlaatuinen kasvain,NA,41,55,96,match_first_code_parent
D10.12&,Kielen kärjen ja reunojen hyvänlaatuinen kasvain,NA,120,222,342,match_first_code_parent
D10.13&,Kielen alapuolen hyvänlaatuinen kasvain,NA,7,18,25,match_first_code_parent
D10.14&,Kielirisan hyvänlaatuinen kasvain,Lingual tonsil,25,95,120,match_first_code_parent
D10.19&,Tarkemmin määrittämätön kielen hyvänlaatuinen kasvain,NA,364,763,1127,match_first_code_parent
D10.30&,Posken limakalvon hyvänlaatuinen kasvain,NA,230,157,387,match_first_code_parent
D10.31&,Posken limakalvo-ihosauman hyvänlaatuinen kasvain,NA,0,4,0,match_first_code_parent
D10.32&,Posken sulkuksen hyvänlaatuinen kasvain,NA,0,23,0,match_first_code_parent
D10.33&,Ikenen ja hampaattoman alveoliharjanteen hyvänlaatuinen,NA,82,180,262,match_first_code_parent
D10.34&,Kovan suulaen hyvänlaatuinen kasvain,NA,94,130,224,match_first_code_parent
D10.35&,Pehmeän suulaen hyvänlaatuinen kasvain,NA,85,98,183,match_first_code_parent
D10.36&,Kitapurjeen hyvänlaatuinen kasvain,NA,27,133,160,match_first_code_parent
D10.37&,Retromolaarialueen hyvänlaatuinen kasvain,NA,0,18,0,match_first_code_parent
D10.38&,Yläleuan kyhmyn (tuberin) alueen hyvänlaatuinen kasvain,NA,0,19,0,match_first_code_parent
D10.39&,Tarkemmin määrittämättömän suun alueen hyvänlaatuinen kasvain,NA,403,935,1338,match_first_code_parent
D11.70&,Leuanalussylkirauhasen hyvänlaatuinen kasvain,Gland sublingual,459,1054,1513,match_first_code_parent
D11.71&,Kielenalussylkirauhasen hyvänlaatuinen kasvain,Gland submandibular,12,53,65,match_first_code_parent
D16.40&,Yläleukaluun ja ruston hyvänlaatuinen kasvain,Orbital bone,44,33,77,match_first_code_parent
D16.41&,Yläleukaluun hammasperäinen hyvänlaatuinen kasvain,NA,0,16,0,match_first_code_parent
D16.43&,Silmäkuopan luiden hyvänlaatuinen kasvain,NA,0,2,0,match_first_code_parent
D16.49&,Pääkopan tai kasvojen muiden luiden hyvänlaatuinen kasvain,Bones of skull and face,190,398,588,match_first_code_parent
D16.50&,Alaleukaluun luun ja ruston hyvänlaatuinen kasvain,NA,96,167,263,match_first_code_parent
D16.51&,Alaleukaluun hammasperäinen hyvänlaatuinen kasvain,NA,110,834,944,match_first_code_parent
D16.90&,Muun tai määrittämättömän luun tai nivelruston hyvänlaatuinen kasvain,"Bone and articular cartilage, unspecified",82,293,375,match_first_code_parent
D16.91&,Muun tai määrittämättömän luun hammasperäinen kudos,NA,0,5,0,match_first_code_parent
D27.91&,Munasarjan hyvänlaatuinen epiteliaalinen kasvain,NA,1019,792,1811,match_first_code_grandparent
D27.92&,Munasarjan hyvänlaatuinen itusolukasvain,NA,244,451,695,match_first_code_grandparent
D27.93&,Munasarjan hyvänlaatuinen sukupienakasvain,NA,34,33,67,match_first_code_grandparent
D27.98&,"Munasarjan hyvänlaatuinen kasvain, muu histologia",NA,213,420,633,match_first_code_grandparent
D27.99&,"Munasarjan hyvänlaatuinen kasvain, epämääräinen histologia",NA,527,455,982,match_first_code_grandparent
D32.00&,Isoaivojen ulkopinnan aivokalvojen hyvänlaatuinen kasvain,NA,3819,7909,11728,match_first_code_parent
D32.01&,Isoaivojen aivojen välisen pinnan aivokalvojen hyvänlaatuinen kasvain,NA,916,2014,2930,match_first_code_parent
D32.02&,Kallonpohjan aivokalvojen hyvänlaatuinen kasvain,NA,3045,8491,11536,match_first_code_parent
D32.03&,Aivokammion hyvänlaatuinen meningeooma,NA,119,279,398,match_first_code_parent
D32.04&,Muu tai multippeli aivoteltan yläpuolinen aivokalvojen hyvänlaatuinen kasvain,NA,460,831,1291,match_first_code_parent
D32.05&,Pikkuaivojen ulkopinnan aivokalvojen hyvänlaatuinen kasvain,Cerebral meninges,343,1044,1387,match_first_code_parent
D32.06&,Pikkuaivojen kallioluun tai klivuksen alueen aivokalvojen hyvänlaatuinen kasvain,NA,431,2086,2517,match_first_code_parent
D32.07&,Muu tai multippeli aivoteltan alapuolinen aivokalvojen hyvänlaatuinen kasvain,NA,94,414,508,match_first_code_parent
D33.00&,Isoaivojen keskiviivan pilosyyttinen astrosytooma,NA,244,1233,1477,match_first_code_parent
D33.01&,Isoaivojen keskiviivan gangliongliooma,NA,17,27,44,match_first_code_parent
D33.02&,Isoaivojen keskiviivan muu hyvänlaatuinen kasvain,NA,140,293,433,match_first_code_parent
D33.03&,Isoaivojen lateraalinen pilosyyttinen astrosytooma,NA,36,517,553,match_first_code_parent
D33.04&,Isoaivojen lateraalinen gangliongliooma,Temporal lobe,36,129,165,match_first_code_parent
D33.05&,Muu isoaivojen lateraalinen hyvänlaatuinen kasvain,NA,91,419,510,match_first_code_parent
D33.06&,Aivokammioiden plexuspapillooma,NA,13,84,97,match_first_code_parent
D33.07&,Aivokammion kolloidikysta,NA,196,387,583,match_first_code_parent
D33.08&,Muu aivokammion hyvänlaatuinen kasvain,NA,90,275,365,match_first_code_parent
D33.10&,Aivorungon pilosyyttinen astrosytooma,NA,116,1083,1199,match_first_code_parent
D33.11&,Muu aivorungon hyvänlaatuinen kasvain,Brain stem,25,22,47,match_first_code_parent
D33.12&,Pikkuaivojen pilosyyttinen astrosytooma,Cerebellum,113,438,551,match_first_code_parent
D33.13&,Pikkuaivojen gangliongliooma,Cerebellum,0,9,0,match_first_code_parent
D33.14&,Pikkuaivojen hemangioblastooma,NA,111,287,398,match_first_code_parent
D33.15&,Muu pikkuaivojen hyvänlaatuinen kasvain,NA,52,50,102,match_first_code_parent
D33.16&,Neljännen aivokammion plexus papillooma,NA,0,28,0,match_first_code_parent
D33.17&,Muu neljännen aivokammion hyvänlaatuinen kasvain,Fourth ventricle,35,78,113,match_first_code_parent
D33.30&,Akustikusneurinooma,NA,2244,5405,7649,match_first_code_parent
D33.37&,Muu hyvänlaatuinen aivohermokasvain,NA,192,214,406,match_first_code_parent
D33.38&,Multippeli hyvänlaatuinen aivohermokasvain,NA,0,3,0,match_first_code_parent
D33.39&,Määrittämätön hyvänlaatuinen aivohermokasvain,NA,127,78,205,match_first_code_parent
D33.40&,Selkäytimen hyvänlaatuinen glioma (I aste),NA,138,251,389,match_first_code_parent
D33.41&,Selkäytimen myxopapillaarinen ependymooma (I aste),NA,115,452,567,match_first_code_parent
D33.42&,Selkäytimen hemangioblastooma,NA,55,196,251,match_first_code_parent
D33.43&,Selkäytimen muu hyvänlaatuinen kasvain,Spinal cord,157,333,490,match_first_code_parent
D33.45&,Selkäytimen hermojuuren hyvänlaatuinen Schwanninsolukasvain,NA,349,1024,1373,match_first_code_parent
D33.46&,Selkäytimen hermojuuren hyvänlaatuinen neurofibrooma,NA,24,118,142,match_first_code_parent
D33.47&,Muu selkäytimen hermojuuren hyvänlaatuinen kasvain,NA,62,288,350,match_first_code_parent
D35.30&,Kraniofaryngeooma,NA,526,1103,1629,match_first_code_parent
D35.31&,Rathken taskun kysta,NA,172,188,360,match_first_code_parent
D35.50&,Karotiskeräsen hyvänlaatuinen kasvain,Carotid body,36,220,256,match_first_code_parent
D35.59&,Muu paragangliooma,NA,144,364,508,match_first_code_parent
D37.00&,[Suurten/pienten] sylkirauhasten kasvutaipumukseltaan epäselvä tai tuntematon kasvain,Aryepiglottic fold marginal zone,405,695,1100,match_first_code_parent
D37.01&,Pienten sylkirauhasten kasvutaipumukseltaan epäselvä tai,NA,61,37,98,match_first_code_parent
D37.08&,Suun muun alueen kasvutaipumukseltaan epäselvä tai tuntematon kasvain,NA,236,547,783,match_first_code_parent
D37.09&,Suun tarkemmin määrittämättömän alueen kasvutaipumukseltaan epäselvä tai tuntematon kasvain,"Lip, oral cavity and pharynx",122,421,543,match_first_code_parent
D38.50&,Poskiontelon kasvutaipumukseltaan epäselvä tai tuntematon,Neoplasm of uncertain or unknown behaviour of maxillary sinus,56,236,292,match_first_code_parent
D38.51&,Nenän muun sivuontelon kasvutaipumukseltaan epäselvä tai tuntematon kasvain,Neoplasm of uncertain or unknown behaviour of other accessory sinus,69,137,206,match_first_code_parent
D38.58&,Muun hengityselimen kasvutaipumukseltaan epäselvä tai tuntematon kasvain,Neoplasm of uncertain or unknown behaviour of other respiratory organ,70,32,102,match_first_code_parent
D39.10&,Munasarjan kasvutaipumukseltaan epäselvä tai tuntematon kasvain ilman histologista vahvistusta,NA,2756,2138,4894,match_first_code_parent
D39.11&,Munasarjan kasvutaipumukseltaan epäselvä epiteliaalinen kasvain,NA,1123,2976,4099,match_first_code_parent
D39.12&,Munasarjan kasvutaipumukseltaan epäselvä itusolukasvain,NA,48,50,98,match_first_code_parent
D39.13&,Munasarjan kasvutaipumukseltaan epäselvä sukupienakasvain,NA,0,141,0,match_first_code_parent
D39.18&,Histologisesti muuten määritetty munasarjan kasvutaipumukseltaan epäselvä kasvain,NA,56,83,139,match_first_code_parent
D39.19&,Histologisesti ja kasvutaipumukseltaan epäselvä tai tuntematon munasarjakasvain,NA,486,1344,1830,match_first_code_parent
D48.41&,Munasarjaperäinen vatsakalvon kasvutaipumukseltaan epäselvä tai tuntematon kasvain,NA,17,27,44,match_first_code_parent
D48.42&,Umpisuolen lisäkkeestä alkanut vatsakalvon kasvutaipumukseltaan epäselvä tai tuntematon kasvain,NA,75,80,155,match_first_code_parent
D48.49&,"Vatsakalvon kasvutaipumukseltaan epäselvä tai tuntematon kasvain, tuntematon lähtökohta",NA,105,163,268,match_first_code_parent
D56.90,[Muuhun hemoglobinopatiaan liittyvä] välimerenanemia,NA,0,2,0,match_first_code_parent
D56.91,Thalassaemia minor,NA,0,142,0,match_first_code_parent
D56.92,Sekamuotoinen thalassaemia,NA,0,0,0,match_first_code_parent
D56.99,Määrittämätön talassemia,"Thalassaemia, unspecified",0,142,0,match_first_code_parent
D57.8+H36.8,Proliferatiivinen sirppisoluanemia ja verkkokalvosairaus,Proliferative sickle-cell retinopathy,0,0,0,match_first_code
D57.8+M14.0,Sirppisolusairaus ja nivelkihti,Gouty arthropathy in sickle-cell disorders,0,0,0,match_first_code
D57.8+N08.2,Sirppisolusairaus ja munuaiskerässairaus,Glomerular disorders in sickle-cell disorders,0,0,0,match_first_code
D59.3+N08.2,Hemolyyttis-ureemiseen oireyhtymään liittyvä munuaiskerässairaus,Glomerular disorders in haemolytic-uraemic syndrome,0,0,0,match_first_code
D65+N08.2,Fibriininhukkaoireyhtymään liittyvä munuaiskerässairaus,Glomerular disorders in disseminated intravascular coagulation [defibrination syndrome],0,0,0,match_first_code
D69.0+M36.4,Henoch-Schönleinin purppuraan liittyvä nivelsairaus,Arthropathy in Henoch(-Schönlein) purpura,0,0,0,match_first_code
D69.0+N08.2,Henoch-Schönleinin purppuraan liittyvä munuaiskerässairaus,Glomerular disorders in Henoch(-Schönlein) purpura,0,0,0,match_first_code
