sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:Pitkä.nimi,matchScore,mappingStatus,conceptId,comment
P -CK-MBm,"P-Creatine kinase, MB subunit, mass Plasma",1536,,"P -Kreatiinikinaasi, MB-alayksikkö, massa",0.45225393772125244,APPROVED,3005785,
B -mFISH,,8,,NA Blood,0.0,UNCHECKED,0,
P -vWFRCo,,1534,,NA Plasma,0.0,APPROVED,44789344,
S -Halop,S-Haloperidol Serum,4,,S -Haloperidoli,0.6252031326293945,UNCHECKED,3036473,
Pd-Urea,Pd-Urea Peritoneal Dialysis,289,,Pd-Urea,0.6155185699462891,UNCHECKED,45880237,
S -Jo1Ab,"S-Histidyl tRNA synthetase, antibodies Serum",29,,"S -Histidyyli-tRNA -syntetaasi, vasta-aineet",0.5992732048034668,UNCHECKED,4187656,
S -B2Miglo,S -Beta-2-microglobulin Serum,6618,,S -Beeta-2-mikroglobuliini,0.756567656993866,APPROVED,4216186,
Pt-Gluk-R6,"Pt-Glucose Test, Oral, Pregnant Patient",13,,"Pt-Glukoosi-koe, oraalinen, raskaudenaikainen",0.42789578437805176,UNCHECKED,44783612,
S -BorrAbG,"S-Borrelia, IgG antibodies Serum",1534,,"S -Borrelia, IgG-vasta-aineet",0.4664626121520996,APPROVED,4014634,
S -BorrAbG,"S-Borrelia, IgG antibodies Serum",1534,,"S -Borrelia, IgG-vasta-aineet",0.4664626121520996,APPROVED,4104804,
S -MPOAb,"S-Myeloperoxidase, antibodies Serum",6586,,"S -Myeloperoksidaasi, vasta-aineet",0.6789272427558899,APPROVED,4036693,
S -AspFumE,"S-Aspergillus fumigatus (m3), IgE antibodies Serum",289,,"S -Aspergillus fumigatus (m3), IgE-vasta-aineet",0.5817105770111084,UNCHECKED,4025620,
S -Home4Ry,"S -Home fungal group (mx4), IgE antibodies Serum",4,,"S -Homesieniryhmä (mx4), IgE-vasta-aineet",0.3278113007545471,UNCHECKED,3036472,
Pt-VuotaiI,"Pt-Leak Time, Ivy Patient",13,,"Pt-Vuotoaika, Ivy",0.5282860994338989,UNCHECKED,4059180,
S -KauraE,"S-Oatmeal (f7), IgE antibodies Serum",29,,"S -Kaurajauho (f7), IgE-vasta-aineet",0.21442846953868866,UNCHECKED,4311205,
B -MYOT-D,"DNA study of mutations in the MYOT gene causing B-LGMD1A (Limb-girdle muscular dystrophy type 1A, myotilinopathy) Blood",1,,"B -LGMD1A-tautia (Limb-girdle muscular dystrophy type 1A, myotilinopatia) aiheuttavan MYOT-geenin mutaatioiden DNA-tutkimus",0.5864289999008179,UNCHECKED,36714666,
S-Varasto,,13,,NA NA,0.0,UNCHECKED,0,
B -LyDiff,"B -Lymphocytes, breakdown Blood",6540,,"B -Lymfosyytit, erittely",0.5936678051948547,APPROVED,37208690,
B -NAITjat,,1,,NA Blood,0.0,UNCHECKED,0,
S -BorrAbM,"S-Borrelia, IgM antibodies Serum",1534,,"S -Borrelia, IgM-vasta-aineet",0.46246278285980225,APPROVED,4014634,
S -BorrAbM,"S-Borrelia, IgM antibodies Serum",1534,,"S -Borrelia, IgM-vasta-aineet",0.46246278285980225,APPROVED,4326103,
S -AckiAbG,,13,,NA Serum,0.0,UNCHECKED,0,
Li-vara,,6475,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,Likvor storage sample
B -p53mx-D,,1,,NA Blood,0.0,UNCHECKED,0,
-GenErik,,1533,,NA NA,0.0,UNCHECKED,0,Special treatment of genetic material
S -All-M70,,13,,NA Serum,0.0,UNCHECKED,0,
B -PMP22-D,,1,,NA Blood,0.0,UNCHECKED,0,
S -DHEAS,"S -Dehydroepiandrosterone, Sulfate Serum",289,,"S -Dehydroepiandrosteroni, sulfaatti",0.7581924200057983,UNCHECKED,4216461,
S -ANCA.,,1521,,NA Serum,0.0,APPROVED,4135820,
S -AsfuAbG,,13,,NA Serum,0.0,UNCHECKED,0,
S -AsveAbG,,13,,NA Serum,0.0,UNCHECKED,0,
B -POLG1-D,"DNA testing of mutations in the POLG1 gene, which causes B-PEO, MIRAS and SANDO diseases Blood",8,,"B -PEO-, MIRAS- ja SANDO-tauteja aiheuttavan POLG1-geenin mutaatioiden DNA-tutkimus",0.24735161662101746,UNCHECKED,3048594,
S -LegiAbG,"S-Legionella, IgG antibodies Serum",29,,"S -Legionella, IgG-vasta-aineet",0.4761461019515991,UNCHECKED,46272155,
P -AT3,P -Antithrombin III Plasma,6369,,P -Antitrombiini III,0.6229607462882996,APPROVED,4263791,
S -IGFBP3,S - Insulin-like growth factor binding protein 3 Serum,4,,S -Insuliinin kaltaista kasvutekijää sitova proteiini 3,0.9079689979553223,UNCHECKED,4010496,
S -ClteAb,"S -Clostridium tetani, antibodies Serum",287,,"S -Clostridium tetani, vasta-aineet",0.5762924551963806,UNCHECKED,4025986,
S -C1InhBk,"S -C1 Esterase Inhibitor, Activity Serum",13,,"S -C1-Esteraasin inhibiittori, aktiivisuus",0.6855291724205017,UNCHECKED,42536008,
Li-Syto,Li-Likvorin loose cell study Liquor cerebrospinalis,1512,,Li-Likvorin irtosolututkimus,0.32298997044563293,APPROVED,46270277,
Li-Syto,Li-Likvorin loose cell study Liquor cerebrospinalis,1512,,Li-Likvorin irtosolututkimus,0.32298997044563293,APPROVED,4014487,
S -LegiAbM,"S-Legionella, IgM antibodies Serum",29,,"S -Legionella, IgM-vasta-aineet",0.4804907739162445,UNCHECKED,36714727,
Vieri-INR,,1511,,NA NA,0.0,APPROVED,3032080,
Vieri-INR,,1511,,NA NA,0.0,APPROVED,4231408,
S -ANCA,"S - Neutrophil cytoplasmic antigen, antibodies Serum",6329,,"S -Neutrofiilien sytoplasma-antigeeni, vasta-aineet",0.7374270558357239,APPROVED,4135820,
B -RET-D,"B -RET- proto-oncogene, mutation Blood",8,,"B -RET- proto-Onkogeeni, mutaatiohaku",0.5672119855880737,UNCHECKED,4226769,
S -Kala2Ry,"S -Fish group (fx2), IgE antibodies Serum",4,,"S -Kalaryhmä (fx2), IgE-vasta-aineet",0.36139172315597534,UNCHECKED,3036472,
P -IL2R,"P -Interleukin-2 receptor, soluble Plasma",286,,"P -Interleukiini-2:n reseptori, liukoinen",0.7627580165863037,UNCHECKED,4038134,
S -CandAg,"S -Yeast, antigen Serum",13,,"S -Hiiva, antigeeni",0.4174916744232178,UNCHECKED,36716166,
B -RMRPL-D,B-Cartilage hair hypoplasia Extensive mutation search for the RHH gene Blood,1,,B -Rusto-hiushypoplasia RHH-geenin laaja mutaatiohaku,0.3826151490211487,UNCHECKED,4298801,
B -SCA2-D,,1,,NA Blood,0.0,UNCHECKED,0,
S -Klona,S-Clonazepam Serum,4,,S -Klonatsepaami,0.6833654642105103,UNCHECKED,37399305,
B -SCA6-D,,1,,NA Blood,0.0,UNCHECKED,0,
-BaktVr,"-Bacteria, staining NA",6317,,"-Bakteeri, värjäys",0.4527624845504761,APPROVED,4266852,
B -SCA7-D,,1,,NA Blood,0.0,UNCHECKED,0,
TietLäh,,6294,,NA NA,0.0,UNCHECKED,0,Instructions to sending scientific literature
B -SCA8-D,,1,,NA Blood,0.0,UNCHECKED,0,
S -PSA-V,"S -Prostate-specific antigen, free Serum",1509,,"S -Prostataspesifinen antigeeni, vapaa",0.5902833938598633,APPROVED,4194418,
B -TriNhO,"B -Trisomy, Nucleic Acid (Qual) Blood",8,,"B -Trisomia, nukleiinihappo (kval)",0.4615452289581299,UNCHECKED,4099744,
S -ANAt-Ab,,6282,,NA Serum,0.0,APPROVED,4010405,
B -SikiöRH,,1,,NA Blood,0.0,UNCHECKED,0,
S -Klopi,S-Clomipramine Serum,4,,S -Klomipramiini,0.6844587922096252,UNCHECKED,37398598,
S -OhraE,"S-Barley flour (f6), IgE antibodies Serum",29,,"S -Ohrajauho (f6), IgE-vasta-aineet",0.33604753017425537,UNCHECKED,4190003,
Pd-Krea,Pd-Creatinine Peritoneal Dialysis,284,,Pd-Kreatiniini,0.6527871489524841,UNCHECKED,3050399,
E -Hykro,,8,,NA Erythrocyte,0.0,UNCHECKED,0,
S -ANCA-F,,6282,,NA Serum,0.0,APPROVED,4049401,
S -ANCA-F,,6282,,NA Serum,0.0,APPROVED,4031047,
B -SOD1-D,,1,,NA Blood,0.0,UNCHECKED,0,
-EVirNhO,,283,,NA NA,0.0,UNCHECKED,0,
S -ChpnAb,"S -Chlamydia pneumoniae, antibodies Serum",13,,"S -Chlamydia pneumoniae, vasta-aineet",0.7303522825241089,UNCHECKED,4026384,
ErikoisPat,,8,,NA NA,0.0,UNCHECKED,0,
S -C-ANCA,,6282,,NA Serum,0.0,APPROVED,4010405,
B -SPAST-D,,1,,NA Blood,0.0,UNCHECKED,0,
B -BRmut-D,,282,,NA Blood,0.0,UNCHECKED,0,
S -ClclAbG,,13,,NA Serum,0.0,UNCHECKED,0,
S -P-ANCA,,6282,,NA Serum,0.0,APPROVED,4010405,
B -VasSeuK,,1,,NA Blood,0.0,UNCHECKED,0,
S -EuamAbE,,13,,NA Serum,0.0,UNCHECKED,0,
S -Olants,S-Olanzapine Serum,29,,S -Olantsapiini,0.6622876524925232,UNCHECKED,44816724,
S -Klopi,S-Clomipramine Serum,4,,S -Klomipramiini,0.6844587922096252,UNCHECKED,37398598,
S -FumoAbG,,13,,NA Serum,0.0,UNCHECKED,0,
S -Varasto,,29,,NA Serum,0.0,UNCHECKED,0,
F -CampVi,"F -Campylobacter, culture Feces",8,,"F -Campylobacter, viljely",0.6190863847732544,UNCHECKED,4045656,
S -PSA-SUH,"S -Prostate-specific antigen, free, proportion Serum",1507,,"S -Prostataspesifinen antigeeni, vapaa, osuus",0.5237460732460022,APPROVED,44811982,
F -Kporf,F -Coproporphyrin Feces,8,,F -Koproporfyriini,0.6470713019371033,UNCHECKED,4101437,
P -TfR,"P -Transferrin receptor, soluble Plasma",282,,"P -Transferriinireseptori, liukoinen",0.8338204622268677,UNCHECKED,37396172,
Paksupisar,,282,,NA NA,0.0,UNCHECKED,0,
U -HuumL-O,U -Drug and Drug Screening (Qual) Urine,29,,U -Huume- ja lääkeaineseulonta (kval),0.4334769546985626,UNCHECKED,37393256,
S -MansikE,"S -Strawberry (f44), IgE antibodies Serum",4,,"S -Mansikka (f44), IgE-vasta-aineet",0.46666568517684937,UNCHECKED,42074872,
-BaktVrP,,28,,NA NA,0.0,UNCHECKED,0,
S -GluteeE,"S-Gluten (f79), IgE antibodies Serum",13,,"S -Gluteeni (f79), IgE-vasta-aineet",0.3325481116771698,UNCHECKED,4190001,
B -CD138+,,28,,NA Blood,0.0,UNCHECKED,0,
F -Porf,F -Porphyrins Feces,8,,F -Porfyriinit,0.5766117572784424,UNCHECKED,4233945,
B -FISHMM,,28,,NA Blood,0.0,UNCHECKED,0,
S -Karba,S-Carbamazepine Serum,282,,S -Karbamatsepiini,0.7629278302192688,UNCHECKED,37392641,
S -Norklom,S -Norlomipramine Serum,4,,S -Norklomipramiini,0.5406292080879211,UNCHECKED,37398598,
S -PSA-SUH,"S -Prostate-specific antigen, ratio Serum",1507,,"S -Prostataspesifinen antigeeni, suhde",0.5930745601654053,APPROVED,44811982,
S -OiflAbE,,4,,NA Serum,0.0,UNCHECKED,0,
Tu-Kromos,,1494,,NA NA,0.0,APPROVED,40765127,
Tu-Kromos,,1494,,NA NA,0.0,APPROVED,45880757,
S -RhstAbE,,4,,NA Serum,0.0,UNCHECKED,0,
F -Pporf,F -Protoporphyrin Feces,8,,F -Protoporfyriini,0.6466928720474243,UNCHECKED,4177022,
dU-Cl,dU-Chloride diurnal Urine,28,,dU-Kloridi,0.4936577081680298,UNCHECKED,4179018,
P -Aldos,P -Aldosterone Plasma,278,,P -Aldosteroni,0.5915305018424988,UNCHECKED,37393125,
Ug-PAD-4,"Ug- Histological examination of a sample of the urogenital area, extensive surgical preparation NA",6234,,"Ug- Urogenitaalialueen näytteen histologinen tutkimus, laaja leikkauspreparaatti",0.3438679277896881,APPROVED,4056556,
S -GPenIgE,"S -Penicillin G, IgE antibodies Serum",13,,"S -Penisilliini G, IgE-vasta-aineet",0.40297868847846985,UNCHECKED,4025479,
S -Risper,S -Risperidone Serum,4,,S -Risperidoni,0.5429335832595825,UNCHECKED,37398704,
S -KoLaIgG,,13,,NA Serum,0.0,UNCHECKED,0,
S -TSHRAb,"S-TSH receptor, antibodies Serum",1471,,"S -TSH-reseptori, vasta-aineet",0.48269790410995483,APPROVED,4181904,
S -Risper,S -Risperidone Serum,4,,S -Risperidoni,0.5429335832595825,UNCHECKED,37398704,
S -Krtiin,S-Creatine Serum,13,,S -Kreatiini,0.46875256299972534,UNCHECKED,4013964,
B -VCP-D,DNA study of mutations in the VCP gene causing BMPIBFD (Inclusion body myopathy with early-Onset Paget disease and frontotemporal dementia) Blood,1,,B -IBMPFD -tautia (Inclusion body myopathy with early-onset paget disease and frontotemporal dementia) aiheuttavan VCP-geenin mutaatioiden DNA-tutkimus,0.6572897434234619,UNCHECKED,45766396,
S -TATI,S -Tumor-associated trypsin inhibitor Serum,277,,S -Tuumoriin liittyvä trypsiini-inhibiittori,0.5530802011489868,UNCHECKED,4248853,
B -VHL3-D,,1,,NA Blood,0.0,UNCHECKED,0,
fS-Kol-LDL,"fS cholesterol, low density lipoproteins Serum from fasting patient",28,,"fS-kolesteroli, low density lipoproteiinit",0.6972854733467102,UNCHECKED,4042061,
B -DMLPA-D,,2,,NA Blood,0.0,UNCHECKED,0,
As-Syto,As-Peritoneal Fluid Loose Cell Study Ascitic fluid,6221,,As-Peritoneaalinesteen irtosolututkimus,0.4848167896270752,APPROVED,45881794,
As-Syto,As-Peritoneal Fluid Loose Cell Study Ascitic fluid,6221,,As-Peritoneaalinesteen irtosolututkimus,0.4848167896270752,APPROVED,4256225,
As-Syto,As-Peritoneal Fluid Loose Cell Study Ascitic fluid,6221,,As-Peritoneaalinesteen irtosolututkimus,0.4848167896270752,APPROVED,4056556,
HepTEM/CFT,,28,,NA NA,0.0,UNCHECKED,0,
Li-EvirAbG,"Li-Enterovirus, IgG antibodies Liquor cerebrospinalis",8,,"Li-Enterovirus, IgG-vasta-aineet",0.5174174904823303,UNCHECKED,36714836,
B -FALS-D,,2,,NA Blood,0.0,UNCHECKED,0,
P -HepaLMW,,6144,,NA Plasma,0.0,APPROVED,4015592,
HepTEM/CT,,28,,NA NA,0.0,UNCHECKED,0,
Li-EvirAbM,,8,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
HepTEM/MCF,,28,,NA NA,0.0,UNCHECKED,0,
P -Al,,8,,NA Plasma,0.0,UNCHECKED,0,
Sa-Korsol,Sa-Sylje cortisol Saliva,277,,Sa-Syljen kortisoli,0.34639978408813477,UNCHECKED,37395415,
NULL,,28,,NA NA,0.0,UNCHECKED,0,
P -ELINKÄS,,8,,NA Plasma,0.0,UNCHECKED,0,
S -Kryopre,S-Cryoprecipitate analysis Serum,13,,S -Kryopresipitaatin analyysi,0.7104936838150024,UNCHECKED,36309989,
Pt-Hembio,,275,,NA Patient,0.0,UNCHECKED,0,
B -Morfo,B - Morphological examination of cells Blood,1470,,B -Solujen morfologinen tarkastelu,0.5839498043060303,APPROVED,4143609,
P -TC1,,8,,NA Plasma,0.0,UNCHECKED,0,
S -PespAbG,,13,,NA Serum,0.0,UNCHECKED,0,
S -rJugr1E,"S -Walnut, recombinant (rJug r 1, f441), IgE antibodies Serum",4,,"S -Saksanpähkinä, rekombinantti (rJug r 1, f441), IgE vasta-aineet",0.44888827204704285,UNCHECKED,42528724,
F -CldiVi,"F -Clostridium difficile, culture Feces",6142,,"F -Clostridium difficile, viljely",0.7089923024177551,APPROVED,4045646,
U -B2Miglo,U -Beta-2-microglobulin Urine,273,,U -Beeta-2-mikroglobuliini,0.725838303565979,UNCHECKED,3043349,
Bm-DNAmut,,272,,NA Bone marrow,0.0,UNCHECKED,0,
P -JCVNh,"P -JC virus, nucleic acid (quantum) Plasma",28,,"P -JC-virus, nukleiinihappo (kvant)",0.5234203338623047,UNCHECKED,44789521,
P -TC1TC2,"P -Transcobalamines, free Plasma",8,,"P -Transkobalamiinit, vapaat",0.5681484937667847,UNCHECKED,4010494,
P -TC2,,8,,NA Plasma,0.0,UNCHECKED,0,
S -RubeAvi,"S-Rubella virus, antibodies, avidity Serum",13,,"S -Vihurirokkovirus, vasta-aineet, aviditeetti",0.5554659366607666,UNCHECKED,44806289,
Pt-DXM-R1,"Pt-Dexamethasone Test, Short Patient",1457,,"Pt-Deksametasoni-koe, lyhyt",0.5091193318367004,APPROVED,4091300,
S -StatAbG,,13,,NA Serum,0.0,UNCHECKED,0,
-KemErik,,1450,,NA NA,0.0,UNCHECKED,0,chemistry special examination
F -CldiTox,F -Clostridium difficile toxin Feces,5983,,F -Clostridium difficile -toksiini,0.7679905295372009,APPROVED,4327663,
P -TnI,P -Troponin I Plasma,28,,P -Troponiini I,0.5570891499519348,UNCHECKED,4010039,
S -SellerE,"S-Celery (f85), IgE antibodies Serum",4,,"S -Selleri (f85), IgE-vasta-aineet",0.34023600816726685,UNCHECKED,4304753,
B -FSHr-D,B -FSH receptor gene power mutation DNA study Blood,2,,B -FSH-reseptorigeenin valtamutaation DNA-tutkimus,0.30877870321273804,UNCHECKED,40485489,
S -Tiosyan,S-Thiocyanate Serum,13,,S -Tiosyanaatti,0.6379809379577637,UNCHECKED,3002407,
Pf-AST,Pf-Antistreptolysin Pleural fluid,8,,Pf-Antistreptolysiini,0.54825758934021,UNCHECKED,4301236,
Pt-ICSI,,8,,NA Patient,0.0,UNCHECKED,0,
B -TbIFNg,"B -M. tuberculosis-sensitized cells, interferon-gamma, secretion Blood",271,,"B -M. tuberculosis-herkistyneet solut, gammainterferoni, eritys",0.40569067001342773,UNCHECKED,44809755,
B -DLItrpl,,12,,NA Blood,0.0,UNCHECKED,0,
P -AT3-HUS,,271,,NA Plasma,0.0,UNCHECKED,0,
S -HBcAb,"S-Hepatitis B virus, c-antigen, antibodies Serum",5981,,"S -Hepatiitti B -virus, c-antigeeni, vasta-aineet",0.5364777445793152,APPROVED,44806007,
-ExTEM/A10,,267,,NA NA,0.0,UNCHECKED,0,
Pd-Diffi,"Pd-Leukocytes, counting Peritoneal Dialysis",1443,,"Pd-Leukosyytit, erittelylaskenta",0.4997970759868622,APPROVED,40763641,
S -TBEAbG,"S -Shutter fever virus, IgG antibodies Serum",4,,"S -Puutiaisaivokuumevirus, IgG-vasta-aineet",0.4283904731273651,UNCHECKED,44806275,
-ExTEM/A15,,267,,NA NA,0.0,UNCHECKED,0,
P -vWF2N,"P -von Willebrand factor, F VIII binding ability Plasma",28,,"P -von Willebrand-tekijä, F VIII sitomiskyky",0.5200427174568176,UNCHECKED,37393171,
-ExTEM/A5,,267,,NA NA,0.0,UNCHECKED,0,
B -HLANark,"B -Narolepsy, HLA disease association, DNA study Blood",2,,"B -Narkolepsia, HLA-tautiassosiaatio, DNA-tutkimus",0.3012617826461792,UNCHECKED,4015832,
S -Trisy-O,S-Tricyclic Antidepressants (Qual) Serum,13,,S -Trisykliset antidepressantit (kval),0.6855512857437134,UNCHECKED,36309788,
Pt-Hypo-RL,,28,,NA Patient,0.0,UNCHECKED,0,
-ExTEM/ML,,267,,NA NA,0.0,UNCHECKED,0,
S -TrviAbG,,13,,NA Serum,0.0,UNCHECKED,0,
Pt-JohekR2,,28,,NA Patient,0.0,UNCHECKED,0,
USIIRRE,,13,,NA NA,0.0,UNCHECKED,0,
-GenErik,,12,,NA NA,0.0,UNCHECKED,0,
B -Kporf,B-Coproporphyrin Blood,2,,B -Koproporfyriini,0.7136796712875366,UNCHECKED,37393804,
-Ly-CD3/kg,,12,,NA NA,0.0,UNCHECKED,0,
P -Hcyst,P -Homocysteine ​​Plasma,267,,P -Homokysteiini,0.68199223279953,UNCHECKED,4012424,
B -MPCOL,,2,,NA Blood,0.0,UNCHECKED,0,
-SC/kg,,12,,NA NA,0.0,UNCHECKED,0,
S -TrcrAb,"S -Trypanosoma cruzi, antibodies Serum",4,,"S -Trypanosoma cruzi, vasta-aineet",0.646456241607666,UNCHECKED,4339423,
fS-Folaat,fS-Folate Serum from fasting patient,1434,,fS-Folaatti,0.3982846140861511,APPROVED,4245297,
fS-Folaat,fS-Folate Serum from fasting patient,1434,,fS-Folaatti,0.3982846140861511,APPROVED,37111339,
B -MYOcap,,2,,NA Blood,0.0,UNCHECKED,0,
-TNC/kg,,12,,NA NA,0.0,UNCHECKED,0,
S -ValksiE,,4,,NA Serum,0.0,UNCHECKED,0,
S -tTGAbA,"S-Tissue transglutaminase, IgA antibodies Serum",5978,,"S -Kudostransglutaminaasi, IgA-vasta-aineet",0.7683005928993225,APPROVED,3030555,
B -NIPT-D,,2,,NA Blood,0.0,UNCHECKED,0,
S -EvirAbM,,21,,NA Serum,0.0,UNCHECKED,0,
Tb-Pikaher,,4,,NA NA,0.0,UNCHECKED,0,
S -GolimAb,,21,,NA Serum,0.0,UNCHECKED,0,
B -MELAS-D,"B-Melas syndrome, study of mitochondrial DNA major mutations Blood",12,,"B -MELAS-oireyhtymä, mitokondriaalisen DNA:n valtamutaatioiden tutkimus",0.47242024540901184,UNCHECKED,4334642,
S -EBVnAbG,"S-Epstein-Barr virus, nuclear antigen, IgG antibodies Serum",28,,"S -Eppstein-Barrin virus, tuma-antigeeni, IgG-vasta-aineet",0.6943340301513672,UNCHECKED,4011167,
S -D-25,S-Vitamin-25-OH Serum,1432,,S -D-vitamiini-25-OH,0.3103184700012207,APPROVED,45770662,
S -proBNP,,21,,NA Serum,0.0,UNCHECKED,0,
B -Pb,B-Lead Blood,12,,B -Lyijy,0.4963306188583374,UNCHECKED,45773671,
vB-Laktaat,,1432,,NA venous Blood,0.0,APPROVED,3008037,
S -Usteki,,21,,NA Serum,0.0,UNCHECKED,0,
B -Varasto,,12,,NA Blood,0.0,UNCHECKED,0,
Pf-pH,,1430,,NA Pleural fluid,0.0,APPROVED,3035880,
Ts-mFISH,,21,,NA Tissue,0.0,UNCHECKED,0,
B -Varasto,,12,,NA Blood,0.0,UNCHECKED,0,
Bf-Syto,Loose cell study of Bf-Bronchial Bronchial fluid,5948,,Bf-Bronkuseritteen irtosolututkimus,0.5056697726249695,APPROVED,21493850,
Bf-Syto,Loose cell study of Bf-Bronchial Bronchial fluid,5948,,Bf-Bronkuseritteen irtosolututkimus,0.5056697726249695,APPROVED,37016235,
Bf-Syto,Loose cell study of Bf-Bronchial Bronchial fluid,5948,,Bf-Bronkuseritteen irtosolututkimus,0.5056697726249695,APPROVED,4036697,
Bm-KIT816,,12,,NA Bone marrow,0.0,UNCHECKED,0,
Pt-ACTH-R1,"Pt-Adrenocorticotropin test, short Patient",267,,"Pt-Adrenokortikotropiini-koe, lyhyt",0.5341609716415405,UNCHECKED,4014889,
cB-VeIon12,,12,,NA capillary Blood,0.0,APPROVED,3022313,
cB-VeIon12,,12,,NA capillary Blood,0.0,APPROVED,40758360,
Cv-TriPCR,,12,,NA Chorion villus,0.0,UNCHECKED,0,
S -StpnAb,"S-Streptococcus pneumoniae, antibodies Serum",28,,"S -Streptococcus pneumoniae, vasta-aineet",0.7390685081481934,UNCHECKED,4026123,
Pd-Solut,Pd-Cells Peritoneal Dialysis,1423,,Pd-Solut,0.6257452964782715,APPROVED,4133662,
Ts-RCD-Fc,"Ts-Immunophenotyping, refractory celiac disease Tissue",4,,"Ts-Immunofenotyypitys, refraktaarikeliakia",0.5885899662971497,UNCHECKED,36674761,
U -BendiCt,"U-Benzodiazepines, confirmation Urine",21,,"U -Bentsodiatsepiinit, varmistus",0.6557986736297607,UNCHECKED,36310545,
B -PML-QR,"B -PML / RARA gene fusion RNAs (15:17), (quantum) Blood",2,,"B -PML/RARA geenien fuusio-RNA: t(15:17), (kvant)",0.20590780675411224,UNCHECKED,3024414,
Tu-mFISH,,4,,NA NA,0.0,UNCHECKED,0,
U -MetfeCt,,4,,NA Urine,0.0,UNCHECKED,0,
-InfVi,,3,,NA NA,0.0,UNCHECKED,0,
Li-BaktVi,"Li-Bacterium, culture Liquor cerebrospinalis",5943,,"Li-Bakteeri, viljely",0.4452701508998871,APPROVED,3016914,
-HygVi,"-Hygiene sample, culture NA",27,,"-Hygienianäyte, viljely",0.5800355076789856,UNCHECKED,46238095,
dU-IgG,dU-Immunoglobulin G diurnal Urine,12,,dU-Immunoglobuliini G,0.5669260025024414,UNCHECKED,4104804,
-VsyntKo,,3,,NA NA,0.0,UNCHECKED,0,
B -Porf,B -Porphyrins Blood,2,,B -Porfyriinit,0.5545557737350464,UNCHECKED,37392675,
-InRSNhO,,27,,NA NA,0.0,UNCHECKED,0,
P -C1InhBk,"P -C1 Esterase Inhibitor, Plasma Activity",266,,"P -C1-Esteraasin inhibiittori, aktiivisuus",0.6707811951637268,UNCHECKED,42536008,
Am-EPO,Am-Erythropoietin Amniotic fluid,20,,Am-Erytropoietiini,0.577384352684021,UNCHECKED,37079222,
Sk-PAD-IF,"Sk-Skin, Immunofluorescence Study Skin",1419,,"Sk-Iho, immunofluoresenssitutkimus",0.5728074312210083,APPROVED,44789052,
Sk-PAD-IF,"Sk-Skin, Immunofluorescence Study Skin",1419,,"Sk-Iho, immunofluoresenssitutkimus",0.5728074312210083,APPROVED,4148777,
B-TrialNet,,3,,NA NA,0.0,UNCHECKED,0,
B -Tacro,B -Tacrolimus Blood,5922,,B -Tacrolimus,0.5681389570236206,APPROVED,4310327,
B -Bglukos,,20,,NA Blood,0.0,UNCHECKED,0,
B-TrialNet,,3,,NA NA,0.0,UNCHECKED,0,
S -Na,S-Sodium Serum,266,,S -Natrium,0.7089496850967407,UNCHECKED,4021154,
Bm-HemMark,,5899,,NA Bone marrow,0.0,APPROVED,4043761,
P -Aminoh,P -Amino Acids Plasma,12,,P -Aminohapot,0.6122269630432129,UNCHECKED,3022455,
B -DQ2,,20,,NA Blood,0.0,UNCHECKED,0,
B -Aglukos,,3,,NA Blood,0.0,UNCHECKED,0,
Li-IEF,,265,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
-RVirNhO,,5838,,NA NA,0.0,APPROVED,4041975,
B -DQ8,,20,,NA Blood,0.0,UNCHECKED,0,
Pt-EKG-Pa,,264,,NA Patient,0.0,UNCHECKED,0,
B -Vakuly,"B -Lymphocytes, vacuolated Blood",27,,"B -Lymfosyytit, vakuolisoituneet",0.6779664158821106,UNCHECKED,37110866,
cU-A1MiglL,,27,,NA collected Urine,0.0,UNCHECKED,0,
P -IL6,P -Interleukin 6 Plasma,12,,P -Interleukiini 6,0.5884513854980469,UNCHECKED,4244671,
EsikMM,,27,,NA NA,0.0,UNCHECKED,0,
P -FVII,P -Coagulation factor VII Plasma,1415,,P -Hyytymistekijä VII,0.6050999164581299,APPROVED,44807773,
Pt-Paino,,12,,NA Patient,0.0,UNCHECKED,0,
S -All-C6,,12,,NA Serum,0.0,UNCHECKED,0,
B -Porf-D,"B -Porphyria, acute intermittent, DNA study Blood",2,,"B -Porfyria, akuutti intermittoiva, DNA-tutkimus",0.567557692527771,UNCHECKED,4120604,
S -All-E82,,12,,NA Serum,0.0,UNCHECKED,0,
S -Etane,,12,,NA Serum,0.0,UNCHECKED,0,
F -PoliVi,"F -Poliovirus, culture Feces",27,,"F -Poliovirus, viljely",0.4665370583534241,UNCHECKED,4024963,
S -EuamAbG,,12,,NA Serum,0.0,UNCHECKED,0,
B -Pporf,B-Protoporphyrin Blood,2,,B -Protoporfyriini,0.6683305501937866,UNCHECKED,4177022,
Bm-PML-QR,"Bm-PML / RARA gene fusion RNAs (15:17), (quantum) Bone marrow",20,,"Bm-PML/RARA geenien fuusio-RNA: t(15:17), (kvant)",0.2582070529460907,UNCHECKED,4028623,
