concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,mappingStatus
21603815,diethylstilbestrol,Drug,ATC,ATC 5th,C,L02AA01,1970-01-01,2099-12-31,NA,MAPPED
21603804,bortezomib,Drug,ATC,ATC 5th,C,L01XX32,1970-01-01,2099-12-31,NA,MAPPED
21603803,denileukin diftitox,Drug,ATC,ATC 5th,C,L01XX29,1970-01-01,2099-12-31,NA,MAPPED
21603801,bexarotene,Drug,ATC,ATC 5th,C,L01XX25,1970-01-01,2099-12-31,NA,MAPPED
21603796,tiazofurine,Drug,ATC,ATC 5th,C,L01XX18,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603793,tretinoin,Drug,ATC,ATC 5th,C,L01XX14,1970-01-01,2099-12-31,NA,MAPPED
21603776,sorafenib,Drug,ATC,ATC 5th,C,L01XE05,1970-01-01,2099-12-31,NA,MAPPED
21603756,rituximab,Drug,ATC,ATC 5th,C,L01XC02,1970-01-01,2099-12-31,NA,MAPPED
21603750,oxaliplatin,Drug,ATC,ATC 5th,C,L01XA03,1970-01-01,2099-12-31,NA,MAPPED
21603745,ixabepilone,Drug,ATC,ATC 5th,C,L01DC04,1970-01-01,2099-12-31,NA,MAPPED
21603737,idarubicin,Drug,ATC,ATC 5th,C,L01DB06,1970-01-01,2099-12-31,NA,MAPPED
21603707,"metipranolol, combinations",Drug,ATC,ATC 5th,C,S01ED54,1970-01-01,2099-12-31,NA,MAPPED
21603703,carteolol,Drug,ATC,ATC 5th,C,S01ED05,1970-01-01,2099-12-31,NA,MAPPED
21603701,levobunolol,Drug,ATC,ATC 5th,C,S01ED03,1970-01-01,2099-12-31,NA,MAPPED
21603676,clonidine,Drug,ATC,ATC 5th,C,S01EA04,1970-01-01,2099-12-31,NA,MAPPED
21603670,diclofenac and antiinfectives,Drug,ATC,ATC 5th,C,S01CC01,1970-01-01,2099-12-31,NA,MAPPED
21603653,prednisolone and antiinfectives,Drug,ATC,ATC 5th,C,S01CA02,1970-01-01,2099-12-31,NA,MAPPED
21603648,nepafenac,Drug,ATC,ATC 5th,C,S01BC10,1970-01-01,2099-12-31,NA,MAPPED
21603645,bendazac,Drug,ATC,ATC 5th,C,S01BC07,1970-01-01,2099-12-31,NA,MAPPED
21603631,loteprednol,Drug,ATC,ATC 5th,C,S01BA14,1970-01-01,2099-12-31,NA,MAPPED
21603630,rimexolone,Drug,ATC,ATC 5th,C,S01BA13,1970-01-01,2099-12-31,NA,MAPPED
21603629,formocortal,Drug,ATC,ATC 5th,C,S01BA12,1970-01-01,2099-12-31,NA,MAPPED
21603625,medrysone,Drug,ATC,ATC 5th,C,S01BA08,1970-01-01,2099-12-31,NA,MAPPED
21603601,sodium borate,Drug,ATC,ATC 5th,C,S01AX07,1970-01-01,2099-12-31,NA,MAPPED
21603598,nitrofural,Drug,ATC,ATC 5th,C,S01AX04,1970-01-01,2099-12-31,NA,MAPPED
21603597,zinc compounds,Drug,ATC,ATC 5th,C,S01AX03,1970-01-01,2099-12-31,NA,MAPPED
21603582,sulfadicramide,Drug,ATC,ATC 5th,C,S01AB03,1970-01-01,2099-12-31,NA,MAPPED
21603574,netilmicin,Drug,ATC,ATC 5th,C,S01AA23,1970-01-01,2099-12-31,NA,MAPPED
21603573,micronomicin,Drug,ATC,ATC 5th,C,S01AA22,1970-01-01,2099-12-31,NA,MAPPED
21603557,oxytetracycline,Drug,ATC,ATC 5th,C,S01AA04,1970-01-01,2099-12-31,NA,MAPPED
21603547,"pentetrazol, combinations",Drug,ATC,ATC 5th,C,R07AB53,1970-01-01,2099-12-31,NA,MAPPED
21603539,pentetrazol,Drug,ATC,ATC 5th,C,R07AB03,1970-01-01,2099-12-31,NA,MAPPED
21603535,combinations,Drug,ATC,ATC 5th,C,R07AA30,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603528,"thenalidine, combinations",Drug,ATC,ATC 5th,C,R06AX53,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603505,cyproheptadine,Drug,ATC,ATC 5th,C,R06AX02,1970-01-01,2099-12-31,NA,MAPPED
21603500,"cyclizine, combinations",Drug,ATC,ATC 5th,C,R06AE53,1970-01-01,2099-12-31,NA,MAPPED
21603497,cetirizine,Drug,ATC,ATC 5th,C,R06AE07,1970-01-01,2099-12-31,NA,MAPPED
21603486,mequitazine,Drug,ATC,ATC 5th,C,R06AD07,1970-01-01,2099-12-31,NA,MAPPED
21603457,"diphenylpyraline, combinations",Drug,ATC,ATC 5th,C,R06AA57,1970-01-01,2099-12-31,NA,MAPPED
21603456,"chlorphenoxamine, combinations",Drug,ATC,ATC 5th,C,R06AA56,1970-01-01,2099-12-31,NA,MAPPED
21603428,cloperastine,Drug,ATC,ATC 5th,C,R05DB21,1970-01-01,2099-12-31,NA,MAPPED
21603425,prenoxdiazine,Drug,ATC,ATC 5th,C,R05DB18,1970-01-01,2099-12-31,NA,MAPPED
21604292,morphine and antispasmodics,Drug,ATC,ATC 5th,C,N02AG01,1970-01-01,2099-12-31,NA,MAPPED
21604282,"dextropropoxyphene, combinations with psycholeptics",Drug,ATC,ATC 5th,C,N02AC74,1970-01-01,2099-12-31,NA,MAPPED
21604264,"morphine, combinations",Drug,ATC,ATC 5th,C,N02AA51,1970-01-01,2099-12-31,NA,MAPPED
21604250,dyclonine,Drug,ATC,ATC 5th,C,N01BX02,1970-01-01,2099-12-31,NA,MAPPED
21604241,"lidocaine, combinations",Drug,ATC,ATC 5th,C,N01BB52,1970-01-01,2099-12-31,NA,MAPPED
21604233,butanilicaine,Drug,ATC,ATC 5th,C,N01BB05,1970-01-01,2099-12-31,NA,MAPPED
21604222,metabutethamine,Drug,ATC,ATC 5th,C,N01BA01,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603919,ustekinumab,Drug,ATC,ATC 5th,C,L04AC05,1970-01-01,2099-12-31,NA,MAPPED
21603894,antilymphocyte immunoglobulin (horse),Drug,ATC,ATC 5th,C,L04AA03,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603882,thymopentin,Drug,ATC,ATC 5th,C,L03AX09,1970-01-01,2099-12-31,NA,MAPPED
21603872,aldesleukin,Drug,ATC,ATC 5th,C,L03AC01,1970-01-01,2099-12-31,NA,MAPPED
21603869,"peginterferon alfa-2b, combinations",Drug,ATC,ATC 5th,C,L03AB60,1970-01-01,2099-12-31,NA,MAPPED
21603854,lenograstim,Drug,ATC,ATC 5th,C,L03AA10,1970-01-01,2099-12-31,NA,MAPPED
21603843,vorozole,Drug,ATC,ATC 5th,C,L02BG05,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603826,goserelin,Drug,ATC,ATC 5th,C,L02AE03,1970-01-01,2099-12-31,NA,MAPPED
21603634,hydrocortisone and mydriatics,Drug,ATC,ATC 5th,C,S01BB01,1970-01-01,2099-12-31,NA,MAPPED
21603632,fluocinolone acetonide,Drug,ATC,ATC 5th,C,S01BA15,1970-01-01,2099-12-31,NA,MAPPED
21603600,resorcinol,Drug,ATC,ATC 5th,C,S01AX06,1970-01-01,2099-12-31,NA,MAPPED
21603589,interferon,Drug,ATC,ATC 5th,C,S01AD05,1970-01-01,2099-12-31,NA,MAPPED
21603586,idoxuridine,Drug,ATC,ATC 5th,C,S01AD01,1970-01-01,2099-12-31,NA,MAPPED
21603571,antibiotics in combination with other drugs,Drug,ATC,ATC 5th,C,S01AA20,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603570,ampicillin,Drug,ATC,ATC 5th,C,S01AA19,1970-01-01,2099-12-31,NA,MAPPED
21603566,dihydrostreptomycin,Drug,ATC,ATC 5th,C,S01AA15,1970-01-01,2099-12-31,NA,MAPPED
21603545,mepixanox,Drug,ATC,ATC 5th,C,R07AB09,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603537,doxapram,Drug,ATC,ATC 5th,C,R07AB01,1970-01-01,2099-12-31,NA,MAPPED
21603492,buclizine,Drug,ATC,ATC 5th,C,R06AE01,1970-01-01,2099-12-31,NA,MAPPED
21603490,"hydroxyethylpromethazine, combinations",Drug,ATC,ATC 5th,C,R06AD55,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603488,isothipendyl,Drug,ATC,ATC 5th,C,R06AD09,1970-01-01,2099-12-31,NA,MAPPED
21603487,oxomemazine,Drug,ATC,ATC 5th,C,R06AD08,1970-01-01,2099-12-31,NA,MAPPED
21603484,hydroxyethylpromethazine,Drug,ATC,ATC 5th,C,R06AD05,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603483,methdilazine,Drug,ATC,ATC 5th,C,R06AD04,1970-01-01,2099-12-31,NA,MAPPED
21603473,chloropyramine,Drug,ATC,ATC 5th,C,R06AC03,1970-01-01,2099-12-31,NA,MAPPED
21603453,doxylamine,Drug,ATC,ATC 5th,C,R06AA09,1970-01-01,2099-12-31,NA,MAPPED
21603438,opium derivatives and mucolytics,Drug,ATC,ATC 5th,C,R05FA01,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603429,meprotixol,Drug,ATC,ATC 5th,C,R05DB22,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603419,bibenzonium bromide,Drug,ATC,ATC 5th,C,R05DB12,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603411,benproperine,Drug,ATC,ATC 5th,C,R05DB02,1970-01-01,2099-12-31,NA,MAPPED
21603410,benzonatate,Drug,ATC,ATC 5th,C,R05DB01,1970-01-01,2099-12-31,NA,MAPPED
21603407,acetyldihydrocodeine,Drug,ATC,ATC 5th,C,R05DA12,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603405,thebacon,Drug,ATC,ATC 5th,C,R05DA10,1970-01-01,2099-12-31,NA,MAPPED
21603404,dextromethorphan,Drug,ATC,ATC 5th,C,R05DA09,1970-01-01,2099-12-31,NA,MAPPED
21603393,neltenexine,Drug,ATC,ATC 5th,C,R05CB14,1970-01-01,2099-12-31,NA,MAPPED
21603386,sobrerol,Drug,ATC,ATC 5th,C,R05CB07,1970-01-01,2099-12-31,NA,MAPPED
21603371,ipecacuanha,Drug,ATC,ATC 5th,C,R05CA04,1970-01-01,2099-12-31,NA,MAPPED
21603363,seratrodast,Drug,ATC,ATC 5th,C,R03DX06,1970-01-01,2099-12-31,NA,MAPPED
21603359,amlexanox,Drug,ATC,ATC 5th,C,R03DX01,1970-01-01,2099-12-31,NA,MAPPED
21603348,choline theophyllinate and adrenergics,Drug,ATC,ATC 5th,C,R03DB02,1970-01-01,2099-12-31,NA,MAPPED
21603344,"theobromine, combinations",Drug,ATC,ATC 5th,C,R03DA57,1970-01-01,2099-12-31,NA,MAPPED
21603333,aminophylline,Drug,ATC,ATC 5th,C,R03DA05,1970-01-01,2099-12-31,NA,MAPPED
21603324,reproterol,Drug,ATC,ATC 5th,C,R03CC14,1970-01-01,2099-12-31,NA,MAPPED
21603315,hexoprenaline,Drug,ATC,ATC 5th,C,R03CC05,1970-01-01,2099-12-31,NA,MAPPED
21603285,budesonide,Drug,ATC,ATC 5th,C,R03BA02,1970-01-01,2099-12-31,NA,MAPPED
21603265,tulobuterol,Drug,ATC,ATC 5th,C,R03AC11,1970-01-01,2099-12-31,NA,MAPPED
21603261,isoetarine,Drug,ATC,ATC 5th,C,R03AC07,1970-01-01,2099-12-31,NA,MAPPED
21603251,epinephrine,Drug,ATC,ATC 5th,C,R03AA01,1970-01-01,2099-12-31,NA,MAPPED
21603234,various,Drug,ATC,ATC 5th,C,R02AA20,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603230,benzalkonium,Drug,ATC,ATC 5th,C,R02AA16,1970-01-01,2099-12-31,NA,MAPPED
21603220,dichlorobenzyl alcohol,Drug,ATC,ATC 5th,C,R02AA03,1970-01-01,2099-12-31,NA,MAPPED
21603205,various,Drug,ATC,ATC 5th,C,R01AX10,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603189,moroxydine,Drug,ATC,ATC 5th,C,J05AX01,1970-01-01,2099-12-31,NA,MAPPED
21603179,oseltamivir,Drug,ATC,ATC 5th,C,J05AH02,1970-01-01,2099-12-31,NA,MAPPED
21603178,zanamivir,Drug,ATC,ATC 5th,C,J05AH01,1970-01-01,2099-12-31,NA,MAPPED
21603176,etravirine,Drug,ATC,ATC 5th,C,J05AG04,1970-01-01,2099-12-31,NA,MAPPED
21603171,clevudine,Drug,ATC,ATC 5th,C,J05AF12,1970-01-01,2099-12-31,NA,MAPPED
21603170,telbivudine,Drug,ATC,ATC 5th,C,J05AF11,1970-01-01,2099-12-31,NA,MAPPED
21603168,emtricitabine,Drug,ATC,ATC 5th,C,J05AF09,1970-01-01,2099-12-31,NA,MAPPED
21603162,zalcitabine,Drug,ATC,ATC 5th,C,J05AF03,1970-01-01,2099-12-31,NA,MAPPED
21603158,darunavir,Drug,ATC,ATC 5th,C,J05AE10,1970-01-01,2099-12-31,NA,MAPPED
21603149,saquinavir,Drug,ATC,ATC 5th,C,J05AE01,1970-01-01,2099-12-31,NA,MAPPED
21603143,rimantadine,Drug,ATC,ATC 5th,C,J05AC02,1970-01-01,2099-12-31,NA,MAPPED
21603140,valganciclovir,Drug,ATC,ATC 5th,C,J05AB14,1970-01-01,2099-12-31,NA,MAPPED
21603138,cidofovir,Drug,ATC,ATC 5th,C,J05AB12,1970-01-01,2099-12-31,NA,MAPPED
21603137,valaciclovir,Drug,ATC,ATC 5th,C,J05AB11,1970-01-01,2099-12-31,NA,MAPPED
21603133,vidarabine,Drug,ATC,ATC 5th,C,J05AB03,1970-01-01,2099-12-31,NA,MAPPED
21603132,idoxuridine,Drug,ATC,ATC 5th,C,J05AB02,1970-01-01,2099-12-31,NA,MAPPED
21603092,4-aminosalicylic acid,Drug,ATC,ATC 5th,C,J04AA01,1970-01-01,2099-12-31,NA,MAPPED
21603080,fluconazole,Drug,ATC,ATC 5th,C,J02AC01,1970-01-01,2099-12-31,NA,MAPPED
21603077,miconazole,Drug,ATC,ATC 5th,C,J02AB01,1970-01-01,2099-12-31,NA,MAPPED
21603064,spectinomycin,Drug,ATC,ATC 5th,C,J01XX04,1970-01-01,2099-12-31,NA,MAPPED
21603046,dalbavancin,Drug,ATC,ATC 5th,C,J01XA04,1970-01-01,2099-12-31,NA,MAPPED
21603034,flumequine,Drug,ATC,ATC 5th,C,J01MB07,1970-01-01,2099-12-31,NA,MAPPED
21603032,oxolinic acid,Drug,ATC,ATC 5th,C,J01MB05,1970-01-01,2099-12-31,NA,MAPPED
21603031,pipemidic acid,Drug,ATC,ATC 5th,C,J01MB04,1970-01-01,2099-12-31,NA,MAPPED
21603024,prulifloxacin,Drug,ATC,ATC 5th,C,J01MA17,1970-01-01,2099-12-31,NA,MAPPED
21603017,rufloxacin,Drug,ATC,ATC 5th,C,J01MA10,1970-01-01,2099-12-31,NA,NOT_MAPPED
21604028,aurothioglucose,Drug,ATC,ATC 5th,C,M01CB04,1970-01-01,2099-12-31,NA,MAPPED
21604025,sodium aurothiomalate,Drug,ATC,ATC 5th,C,M01CB01,1970-01-01,2099-12-31,NA,MAPPED
21604017,phenylbutazone and corticosteroids,Drug,ATC,ATC 5th,C,M01BA01,1970-01-01,2099-12-31,NA,MAPPED
21604013,chondroitin sulfate,Drug,ATC,ATC 5th,C,M01AX25,1970-01-01,2099-12-31,NA,MAPPED
21604005,proquazone,Drug,ATC,ATC 5th,C,M01AX13,1970-01-01,2099-12-31,NA,MAPPED
21604002,glucosamine,Drug,ATC,ATC 5th,C,M01AX05,1970-01-01,2099-12-31,NA,MAPPED
21603996,etoricoxib,Drug,ATC,ATC 5th,C,M01AH05,1970-01-01,2099-12-31,NA,MAPPED
21603993,rofecoxib,Drug,ATC,ATC 5th,C,M01AH02,1970-01-01,2099-12-31,NA,MAPPED
21603990,meclofenamic acid,Drug,ATC,ATC 5th,C,M01AG04,1970-01-01,2099-12-31,NA,MAPPED
21603967,ibuprofen,Drug,ATC,ATC 5th,C,M01AE01,1970-01-01,2099-12-31,NA,MAPPED
21603964,lornoxicam,Drug,ATC,ATC 5th,C,M01AC05,1970-01-01,2099-12-31,NA,MAPPED
21603959,"diclofenac, combinations",Drug,ATC,ATC 5th,C,M01AB55,1970-01-01,2099-12-31,NA,MAPPED
21603955,ketorolac,Drug,ATC,ATC 5th,C,M01AB15,1970-01-01,2099-12-31,NA,MAPPED
21603953,oxametacin,Drug,ATC,ATC 5th,C,M01AB13,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603952,difenpiramide,Drug,ATC,ATC 5th,C,M01AB12,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603928,thalidomide,Drug,ATC,ATC 5th,C,L04AX02,1970-01-01,2099-12-31,NA,MAPPED
21603659,methylprednisolone and antiinfectives,Drug,ATC,ATC 5th,C,S01CA08,1970-01-01,2099-12-31,NA,MAPPED
21603658,fluorometholone and antiinfectives,Drug,ATC,ATC 5th,C,S01CA07,1970-01-01,2099-12-31,NA,MAPPED
21603646,salicylic acid,Drug,ATC,ATC 5th,C,S01BC08,1970-01-01,2099-12-31,NA,MAPPED
21603642,flurbiprofen,Drug,ATC,ATC 5th,C,S01BC04,1970-01-01,2099-12-31,NA,MAPPED
21603599,bibrocathol,Drug,ATC,ATC 5th,C,S01AX05,1970-01-01,2099-12-31,NA,MAPPED
21603593,ganciclovir,Drug,ATC,ATC 5th,C,S01AD09,1970-01-01,2099-12-31,NA,MAPPED
21603592,fomivirsen,Drug,ATC,ATC 5th,C,S01AD08,1970-01-01,2099-12-31,NA,MAPPED
21603583,sulfacetamide,Drug,ATC,ATC 5th,C,S01AB04,1970-01-01,2099-12-31,NA,MAPPED
21603580,sulfamethizole,Drug,ATC,ATC 5th,C,S01AB01,1970-01-01,2099-12-31,NA,MAPPED
21603572,amikacin,Drug,ATC,ATC 5th,C,S01AA21,1970-01-01,2099-12-31,NA,MAPPED
21603558,tyrothricin,Drug,ATC,ATC 5th,C,S01AA05,1970-01-01,2099-12-31,NA,MAPPED
21603546,"nikethamide, combinations",Drug,ATC,ATC 5th,C,R07AB52,1970-01-01,2099-12-31,NA,MAPPED
21603534,natural phospholipids,Drug,ATC,ATC 5th,C,R07AA02,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603514,loratadine,Drug,ATC,ATC 5th,C,R06AX13,1970-01-01,2099-12-31,NA,MAPPED
21603513,terfenadine,Drug,ATC,ATC 5th,C,R06AX12,1970-01-01,2099-12-31,NA,MAPPED
21603493,cyclizine,Drug,ATC,ATC 5th,C,R06AE03,1970-01-01,2099-12-31,NA,MAPPED
21603467,"dexchlorpheniramine, combinations",Drug,ATC,ATC 5th,C,R06AB52,1970-01-01,2099-12-31,NA,MAPPED
21603466,"brompheniramine, combinations",Drug,ATC,ATC 5th,C,R06AB51,1970-01-01,2099-12-31,NA,MAPPED
21603461,dimetindene,Drug,ATC,ATC 5th,C,R06AB03,1970-01-01,2099-12-31,NA,MAPPED
21603455,"clemastine, combinations",Drug,ATC,ATC 5th,C,R06AA54,1970-01-01,2099-12-31,NA,MAPPED
21603424,droxypropine,Drug,ATC,ATC 5th,C,R05DB17,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603402,noscapine,Drug,ATC,ATC 5th,C,R05DA07,1970-01-01,2099-12-31,NA,MAPPED
21603401,normethadone,Drug,ATC,ATC 5th,C,R05DA06,1970-01-01,2099-12-31,NA,MAPPED
21603399,codeine,Drug,ATC,ATC 5th,C,R05DA04,1970-01-01,2099-12-31,NA,MAPPED
21603374,antimony pentasulfide,Drug,ATC,ATC 5th,C,R05CA07,1970-01-01,2099-12-31,NA,MAPPED
21603373,senega,Drug,ATC,ATC 5th,C,R05CA06,1970-01-01,2099-12-31,NA,MAPPED
21603369,potassium iodide,Drug,ATC,ATC 5th,C,R05CA02,1970-01-01,2099-12-31,NA,MAPPED
21603354,zafirlukast,Drug,ATC,ATC 5th,C,R03DC01,1970-01-01,2099-12-31,NA,MAPPED
21603332,theophylline,Drug,ATC,ATC 5th,C,R03DA04,1970-01-01,2099-12-31,NA,MAPPED
21603325,"terbutaline, combinations",Drug,ATC,ATC 5th,C,R03CC53,1970-01-01,2099-12-31,NA,MAPPED
21603321,tulobuterol,Drug,ATC,ATC 5th,C,R03CC11,1970-01-01,2099-12-31,NA,MAPPED
21603319,tretoquinol,Drug,ATC,ATC 5th,C,R03CC09,1970-01-01,2099-12-31,NA,MAPPED
21603314,fenoterol,Drug,ATC,ATC 5th,C,R03CC04,1970-01-01,2099-12-31,NA,MAPPED
21603308,orciprenaline,Drug,ATC,ATC 5th,C,R03CB03,1970-01-01,2099-12-31,NA,MAPPED
21603291,ciclesonide,Drug,ATC,ATC 5th,C,R03BA08,1970-01-01,2099-12-31,NA,MAPPED
21603263,tretoquinol,Drug,ATC,ATC 5th,C,R03AC09,1970-01-01,2099-12-31,NA,MAPPED
21603245,dyclonine,Drug,ATC,ATC 5th,C,R02AD04,1970-01-01,2099-12-31,NA,MAPPED
21603244,cocaine,Drug,ATC,ATC 5th,C,R02AD03,1970-01-01,2099-12-31,NA,MAPPED
21603213,"pseudoephedrine, combinations",Drug,ATC,ATC 5th,C,R01BA52,1970-01-01,2099-12-31,NA,MAPPED
21603200,ritiometan,Drug,ATC,ATC 5th,C,R01AX05,1970-01-01,2099-12-31,NA,MAPPED
21603192,pleconaril,Drug,ATC,ATC 5th,C,J05AX06,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603190,lysozyme,Drug,ATC,ATC 5th,C,J05AX02,1970-01-01,2099-12-31,NA,MAPPED
21603181,zidovudine and lamivudine,Drug,ATC,ATC 5th,C,J05AR01,1970-01-01,2099-12-31,NA,MAPPED
21603175,efavirenz,Drug,ATC,ATC 5th,C,J05AG03,1970-01-01,2099-12-31,NA,MAPPED
21603174,delavirdine,Drug,ATC,ATC 5th,C,J05AG02,1970-01-01,2099-12-31,NA,MAPPED
21603166,tenofovir disoproxil,Drug,ATC,ATC 5th,C,J05AF07,1970-01-01,2099-12-31,NA,MAPPED
21603139,penciclovir,Drug,ATC,ATC 5th,C,J05AB13,1970-01-01,2099-12-31,NA,MAPPED
21603118,thioacetazone and isoniazid,Drug,ATC,ATC 5th,C,J04AM04,1970-01-01,2099-12-31,NA,MAPPED
21603116,rifampicin and isoniazid,Drug,ATC,ATC 5th,C,J04AM02,1970-01-01,2099-12-31,NA,MAPPED
21602906,cefoperazone,Drug,ATC,ATC 5th,C,J01DD12,1970-01-01,2099-12-31,NA,MAPPED
21602904,cefetamet,Drug,ATC,ATC 5th,C,J01DD10,1970-01-01,2099-12-31,NA,MAPPED
21602902,cefixime,Drug,ATC,ATC 5th,C,J01DD08,1970-01-01,2099-12-31,NA,MAPPED
21602898,ceftriaxone,Drug,ATC,ATC 5th,C,J01DD04,1970-01-01,2099-12-31,NA,MAPPED
21602890,loracarbef,Drug,ATC,ATC 5th,C,J01DC08,1970-01-01,2099-12-31,NA,MAPPED
21602884,cefuroxime,Drug,ATC,ATC 5th,C,J01DC02,1970-01-01,2099-12-31,NA,MAPPED
21602876,cefatrizine,Drug,ATC,ATC 5th,C,J01DB07,1970-01-01,2099-12-31,NA,MAPPED
21602871,cefaloridine,Drug,ATC,ATC 5th,C,J01DB02,1970-01-01,2099-12-31,NA,MAPPED
21602864,ticarcillin and beta-lactamase inhibitor,Drug,ATC,ATC 5th,C,J01CR03,1970-01-01,2099-12-31,NA,MAPPED
21602860,tazobactam,Drug,ATC,ATC 5th,C,J01CG02,1970-01-01,2099-12-31,NA,MAPPED
21602844,azidocillin,Drug,ATC,ATC 5th,C,J01CE04,1970-01-01,2099-12-31,NA,MAPPED
21602835,sulbenicillin,Drug,ATC,ATC 5th,C,J01CA16,1970-01-01,2099-12-31,NA,MAPPED
21602793,paricalcitol,Drug,ATC,ATC 5th,C,H05BX02,1970-01-01,2099-12-31,NA,MAPPED
21603115,streptomycin and isoniazid,Drug,ATC,ATC 5th,C,J04AM01,1970-01-01,2099-12-31,NA,MAPPED
21603106,protionamide,Drug,ATC,ATC 5th,C,J04AD01,1970-01-01,2099-12-31,NA,MAPPED
21603098,rifamycin,Drug,ATC,ATC 5th,C,J04AB03,1970-01-01,2099-12-31,NA,MAPPED
21603094,calcium aminosalicylate,Drug,ATC,ATC 5th,C,J04AA03,1970-01-01,2099-12-31,NA,NOT_MAPPED
21603069,daptomycin,Drug,ATC,ATC 5th,C,J01XX09,1970-01-01,2099-12-31,NA,MAPPED
21603068,linezolid,Drug,ATC,ATC 5th,C,J01XX08,1970-01-01,2099-12-31,NA,MAPPED
21603059,nifurtoinol,Drug,ATC,ATC 5th,C,J01XE02,1970-01-01,2099-12-31,NA,MAPPED
21603058,nitrofurantoin,Drug,ATC,ATC 5th,C,J01XE01,1970-01-01,2099-12-31,NA,MAPPED
21603056,ornidazole,Drug,ATC,ATC 5th,C,J01XD03,1970-01-01,2099-12-31,NA,MAPPED
21603055,tinidazole,Drug,ATC,ATC 5th,C,J01XD02,1970-01-01,2099-12-31,NA,MAPPED
21603054,metronidazole,Drug,ATC,ATC 5th,C,J01XD01,1970-01-01,2099-12-31,NA,MAPPED
21603049,colistin,Drug,ATC,ATC 5th,C,J01XB01,1970-01-01,2099-12-31,NA,MAPPED
21603047,oritavancin,Drug,ATC,ATC 5th,C,J01XA05,1970-01-01,2099-12-31,NA,MAPPED
21603040,spiramycin and metronidazole,Drug,ATC,ATC 5th,C,J01RA04,1970-01-01,2099-12-31,NA,MAPPED
21603039,cefuroxime and metronidazole,Drug,ATC,ATC 5th,C,J01RA03,1970-01-01,2099-12-31,NA,MAPPED
21603016,sparfloxacin,Drug,ATC,ATC 5th,C,J01MA09,1970-01-01,2099-12-31,NA,MAPPED
21603015,fleroxacin,Drug,ATC,ATC 5th,C,J01MA08,1970-01-01,2099-12-31,NA,MAPPED
21603008,ofloxacin,Drug,ATC,ATC 5th,C,J01MA01,1970-01-01,2099-12-31,NA,MAPPED
21602986,lincomycin,Drug,ATC,ATC 5th,C,J01FF02,1970-01-01,2099-12-31,NA,MAPPED
21602974,roxithromycin,Drug,ATC,ATC 5th,C,J01FA06,1970-01-01,2099-12-31,NA,MAPPED
21602971,spiramycin,Drug,ATC,ATC 5th,C,J01FA02,1970-01-01,2099-12-31,NA,MAPPED
21602962,sulfadiazine and trimethoprim,Drug,ATC,ATC 5th,C,J01EE02,1970-01-01,2099-12-31,NA,MAPPED
21602959,combinations,Drug,ATC,ATC 5th,C,J01ED20,1970-01-01,2099-12-31,NA,NOT_MAPPED
21602958,sulfamazone,Drug,ATC,ATC 5th,C,J01ED09,1970-01-01,2099-12-31,NA,NOT_MAPPED
21602867,combinations of penicillins,Drug,ATC,ATC 5th,C,J01CR50,1970-01-01,2099-12-31,NA,NOT_MAPPED
21602854,cloxacillin,Drug,ATC,ATC 5th,C,J01CF02,1970-01-01,2099-12-31,NA,MAPPED
21602845,pheneticillin,Drug,ATC,ATC 5th,C,J01CE05,1970-01-01,2099-12-31,NA,MAPPED
21602829,mezlocillin,Drug,ATC,ATC 5th,C,J01CA10,1970-01-01,2099-12-31,NA,MAPPED
21602822,carbenicillin,Drug,ATC,ATC 5th,C,J01CA03,1970-01-01,2099-12-31,NA,MAPPED
21602808,penimepicycline,Drug,ATC,ATC 5th,C,J01AA10,1970-01-01,2099-12-31,NA,NOT_MAPPED
21602792,cinacalcet,Drug,ATC,ATC 5th,C,H05BX01,1970-01-01,2099-12-31,NA,MAPPED
21602771,diiodotyrosine,Drug,ATC,ATC 5th,C,H03BX01,1970-01-01,2099-12-31,NA,MAPPED
21602736,triamcinolone,Drug,ATC,ATC 5th,C,H02AB08,1970-01-01,2099-12-31,NA,MAPPED
21602735,prednisone,Drug,ATC,ATC 5th,C,H02AB07,1970-01-01,2099-12-31,NA,MAPPED
