code,name_fi,name_en,name_en_source,valid_start_date,units,abbreviation
1713,"Beeta-2-glykoproteiini, IgG va",NA,Google,2012-04-17,kU/l,S -B2GPAbG
1714,"Beeta-2-glykoproteiini, IgM va",NA,Google,2012-04-13,kU/l,S -B2GPAbM
1715,"Cytomegalo virus, nukleiinihap",NA,Google,1997-10-08,NULL,-CMVNh
17151,"-Cytomegalo virus, nukleiini",NA,Google,2001-10-29,NULL,-CMVNhO
1716,"Denguevirus, IgM vasta-aineet",NA,Google,2002-07-17,NULL,S -DengAbM
1718,"Elastaasi 1, uloste",NA,Google,1998-09-21,ug/g,F -Elast1
1718,"Elastaasi 1, uloste",NA,Google,2005-09-13,ug/g,F -Elast1
1718,"Elastaasi 1, uloste",NA,Google,2009-09-15,ug/g,F -Elast1
172,"Lymfosyytit, askitesneste",NA,Google,1991-10-30,%,As-Lymf
172,"Mononukleaariset solut, askite",NA,Google,2020-01-09,%,As-Mononuk
1720,"-Hepatitis B virus, nukleiin",NA,Google,2000-03-15,geq/ml,-HBVNh
1720,"Hepatitis B virus, nukleiiniha",NA,Google,2002-03-26,kopio/ml,-HBVNh
1720,"Hepatiitti B virus, nukleiinih",NA,Google,2005-08-08,IU/ml,-HBVNh
1721,"Hepatiitti C virus, nukleiinih",NA,Google,1998-02-04,IU/ml,S -HCVNh
1721,"Hepatiitti C virus, nukleiinih",NA,Google,2009-06-01,IU/ml,S -HCVNh
1722,"Immunoglobuliini E, perusseulo",NA,Google,2005-01-20,NULL,S -IgE-Pse
1723,"-Neisseria gonorrhoeae, nukl",NA,Google,1997-12-16,NULL,-GcNhO
1723,"Neisseria gonorrhoeae,",NA,Google,2003-11-25,NULL,-GcNhO
1725,Paroksysmaalinen nokturnaaline,NA,Google,1998-12-31,Lausunto,B -PNH
1725,Paroksysmaalinen nokturnaaline,NA,Google,2006-06-01,Lausunto,B -PNH
1725,Paroksysmaalinen nokturnaaline,NA,Google,2009-10-13,Lausunto,B -PNH
1725,Paroksysmaalinen nokturnaaline,NA,Google,2010-10-21,Lausunto,B -PNH
1725,"Immunofenotyypitys, PNH",NA,Google,2016-10-04,Lausunto,B -PNHFc
1728,"Vihurirokkovirus, vasta-aineet",NA,Google,2007-03-20,%,S -RubeAvi
1729,Fl-Streptococcus agalactiae,NA,Google,2002-09-24,NULL,Fl-StrBVi
1729,"Streptococcus agalactiae (B),",NA,Google,2003-11-25,NULL,Fl-StrBVi
173,"Granulosyytit, askitesneste",NA,Google,1991-10-30,%,As-Gran
1730,"Toxoplasma, nukleiinihappo (kv",NA,Google,1997-07-16,NULL,-ToxoNhO
1730,"Toxoplasma, nukleiinihappo (kv",NA,Google,2014-04-01,NULL,-ToxoNhO
1731,Tromboplastiiniaika,NA,Google,2002-07-24,%,P -TT
1731,Tromboplastiiniaika,NA,Google,2012-01-11,%,P -TT
1731,Tromboplastiiniaika,NA,Google,2013-12-04,%,P -TT
1734,"Arseeni, epÃ¤orgaaninen",NA,Google,2017-05-04,nmol/l,U -As-i
1737,"Chlamydia trachomatis, vasta-a",NA,Google,1998-01-14,NULL,S -ChtrAb
1738,Chl.trachomatis ja N.gonorr,NA,Google,1998-02-04,NULL,-CtNgNhO
1738,Chl. trachom. ja N. gonorrhoea,NA,Google,2003-11-25,NULL,-CtNgNhO
174,Eosinofiilit,NA,Google,1991-10-30,%,As-Eos
1749,"S -Hepatiitti C,varmistus",NA,Google,1998-02-05,NULL,S -HCVAbV
1749,"Hepatitis C virus, vasta-ainee",NA,Google,2004-02-16,NULL,-HCVAbCt
175,Monos.Makrof.Mesotel. solut,NA,Google,1991-11-12,%,Pf-MoMaMe
1752,"Human herpes virus 6, nukleiin",NA,Google,1999-02-09,NULL,-HHV6NhO
1752,"Human herpes virus 6, nukleiin",NA,Google,2007-03-27,NULL,-HHV6NhO
1754,"HI virus, vasta-aineet, varmis",NA,Google,2007-11-22,NULL,-HIVAbCt
1757,"Korioideremiageeni, CHM SAL ge",NA,Google,2014-09-22,Lausunto,Ts-CHM-D
1758,"Kystisen fibroosin geeni, 36 y",NA,Google,2011-11-22,Lausunto,Ts-CFTR-D
176,Monos.Makrof.Mesotel. solut,NA,Google,1992-03-10,%,As-MoMaMe
1761,Manteli- ja fenyyligluoksyylih,NA,Google,2017-05-04,mmol/l,U -MaPGa
1767,Metyylietyyliketoni,NA,Google,2002-07-22,umol/l,U -MEK
1769,Mukonihappo,NA,Google,2009-01-29,umol/l,U -Mukon
177,Rauta-paketti,NA,Google,1996-10-01,NULL,fS-FePak
17713,"Cytomegalo virus, DNA-osoitus,",NA,Google,2004-05-13,gekv/ml,P -CMVNh
17713,"Cytomegalo virus, DNA-osoitus,",NA,Google,2014-02-10,IU/ml,P -CMVNh
1772,"Sikotautivirus, IgG vasta-aine",NA,Google,2005-05-11,titteri,S -ParoAbG
1772,"Sikotautivirus, IgG vasta-aine",NA,Google,2007-05-10,EIU,S -ParoAbG
1772,"Sikotautivirus, IgG vasta-aine",NA,Google,2014-04-01,Titteri,S -ParoAbG
1773,Prokalsitoniini,NA,Google,2000-06-15,NULL,P -PCT
1773,Prokalsitoniini,NA,Google,2012-10-17,ng/ml,P -PCT
1773,Prokalsitoniini,NA,Google,2018-10-04,ug/l,P -PCT
17748,"Giardia/Cryptosporidium, antig",NA,Google,2010-01-05,NULL,F -GiCrAg
1775,"Puumala virus, vasta-aineet",NA,Google,2000-11-16,NULL,S -PuumAb
1775,"Puumala virus, vasta-aineet",NA,Google,2010-10-27,NULL,S -PuumAb
17750,"S -Puumalavirus, pikatesti",NA,Google,2000-11-15,NULL,S -PuumAbO
1776,"Pyrenoli, virtsa",NA,Google,2012-01-11,nmol/l,U -Pyr
1776,"Pyrenoli, virtsa",NA,Google,2012-06-15,ug/l,U -Pyr
178,"Proteiinipaketti, kertavirtsa",NA,Google,1997-10-13,NULL,U -Prot
1781,"Vesirokkovirus, nukleiinihappo",NA,Google,1998-08-27,NULL,-VZVNhO
1781,"Vesirokkovirus, nukleiinihappo",NA,Google,2014-04-01,NULL,-VZVNhO
1783,Y-kromosomin mikrodeleetion tu,NA,Google,2013-05-29,Lausunto,B -Ykrom-D
1784,"YÃ¶polygrafia, suppea",NA,Google,2016-11-29,NULL,Pt-Pol
1787,"Bakteeri, erikoisviljely (virt",NA,Google,2016-09-21,NULL,U -BaktEVi
1788,"-Enterokokki,vankomysiinires",NA,Google,2000-04-18,NULL,-VREVi
1788,"Enterokokki, vankomysiiniresis",NA,Google,2003-11-25,NULL,-VREVi
179,"Proteiinipaketti, vrk-virtsa",NA,Google,1997-10-13,NULL,dU-Prot
18,H1-perustutkimukset,NA,Google,1990-08-27,NULL,-H1-Tutk
180,"Proteiinipaketti, likvor",NA,Google,1996-10-04,NULL,Li-Prot
1806,"Vesirokkovirus, IgM vasta-aine",NA,Google,2003-04-07,NULL,S -VZVAbM
1808,"Acanthamoeba, viljely",NA,Google,2007-02-15,NULL,-AcantVi
1808,"Acanthamoeba, viljely",NA,Google,2010-10-01,NULL,-AcantVi
1808,"Acanthamoeba, viljely",NA,Google,2012-10-01,NULL,-AcantVi
181,"Laktaattipaketti, pleuraneste",NA,Google,1996-10-28,NULL,Pf-Laktaat
1810,"Amfetamiini, varmistus",NA,Google,2001-02-08,Lausunto,U -AmfetCt
1811,"KEL-geeni, DNA-tutkimus, lapsi",NA,Google,2001-07-20,Lausunto,Am-KELK-D
1811,"KEL-genotyypitys, DNA-tutkimus",NA,Google,2010-03-09,NULL,Am-KEL-D
1812,"RHCE-geeni, DNA-tutkimus, laps",NA,Google,2001-07-20,Lausunto,Am-RHCE-D
1812,"RHCE-geeni, DNA-tutkimus, laps",NA,Google,2010-03-09,NULL,Am-RHCE-D
1815,"RHD-geeni, DNA-tutkimus, lapsi",NA,Google,2001-07-20,Lausunto,Am-RHD-D
1815,"RHD-geeni, DNA-tutkimus, lapsi",NA,Google,2010-03-09,NULL,Am-RHD-D
1816,"Aspergillus, antigeeni",NA,Google,2002-09-19,NULL,S -AspeAg
1816,"Aspergillus, antigeeni",NA,Google,2007-12-20,indeksi,S -AspeAg
1816,"Aspergillus, antigeeni",NA,Google,2018-04-12,NULL,S -AspeAg
1817,"F -Astro virus, nukleiinihappo",NA,Google,2002-12-27,NULL,F -AstrNhO
1818,"Barbituraatit, varmistus",NA,Google,2015-06-29,Lausunto,U -BarbCt
1819,"Bartonella, vasta-aineet",NA,Google,2007-12-07,titteri,S -BartAb
1819,"Bartonella, vasta-aineet",NA,Google,2007-12-11,NULL,S -BartAb
1819,"Bartonella, vasta-aineet",NA,Google,2008-05-15,titteri,S -BartAb
182,Tilavuus (cU-Prot),NA,Google,1996-10-09,ml,cU-Tilav
182,"Tilavuus, kerÃ¤ysvirtsa",NA,Google,1998-02-05,ml,cU-Tilav
1820,"Bentsodiatsepiinit, varmistus",NA,Google,2001-02-08,Lausunto,U -BendiCt
1822,"Buprenorfiini, varmistus",NA,Google,2000-12-29,Lausunto,U -BupreCt
1823,"Calici virus, nukleiinihappo (",NA,Google,2002-12-27,NULL,F -CaliNhO
1824,"Chlamydia pneumoniae, IgG vast",NA,Google,2007-02-12,BU/ml,Li-ChpnAbG
1825,"Chlamydia pneumoniae, IgM vast",NA,Google,2007-02-12,NULL,Li-ChpnAbM
1826,"Corynebacterium diphtheriae, n",NA,Google,2002-01-24,NULL,-CodiNhO
1826,"Corynebacterium diphtheriae, n",NA,Google,2018-04-13,NULL,-CodiNhO
1828,"Cryptococcus neoformans, antig",NA,Google,2000-03-16,titteri,-CrneAg
183,Pseudokoliiniesteraasipaketti,NA,Google,1997-11-17,NULL,S -PChE
1831,"Sytomegalovirus, vasta-aineet,",NA,Google,2016-04-05,index,S -CMVAvi
1833,"Deksopropoksifeeni, seulonta",NA,Google,2008-07-28,Arvio,U -Dxpro-O
1834,"Dengue virus, IgG vasta-aineet",NA,Google,2014-05-06,titteri,Li-DengAbG
1835,"Dengue virus, IgM vasta-aineet",NA,Google,2014-05-06,titteri,Li-DengAbM
1836,"Dengue virus, vasta-aineet, se",NA,Google,2014-05-06,NULL,Li-DengAb
1839,"Enterovirus, IgG vasta-aineet",NA,Google,2014-05-20,EIU,Li-EvirAbG
1839,"Enterovirus, IgG vasta-aineet",NA,Google,2018-04-12,EIU,Li-EvirAbG
184,"Happamuusaste, pleuraneste",NA,Google,1997-08-06,NULL,Pf-pH
1845,"F -Escherichia coli, enterohem",NA,Google,2003-01-08,EIU,F -EHECTox
1845,"Escherichia coli, enterohemorr",NA,Google,2003-11-25,EIU,F -EHECTox
1847,"Fensyklidiini, seulonta (kval)",NA,Google,2008-07-28,Arvio,U -Fensy-O
1848,"Fensyklidiini, varmistus",NA,Google,2015-06-29,Lausunto,U -FensyCt
1849,"Fibrinogeeni, antigeeni",NA,Google,2002-07-24,g/l,P -Fibr-Ag
1849,"Fibrinogeeni, antigeeni",NA,Google,2019-10-01,g/l,P -Fibr-Ag
185,Etanolipaketti,NA,Google,1997-11-17,NULL,S -EtOH
1850,"S -Filaria,vasta-aineet",NA,Google,2002-12-10,LAUSUNT,S -FilaAb
1850,"Filaria, vasta-aineet",NA,Google,2004-07-07,titteri,S -FilaAb
1851,Fluvoksamiini,NA,Google,2008-07-28,nmol/l,S -Fluvoks
1853,"Glykoproteiinit, IgG vasta-ain",NA,Google,2002-07-25,Lausunto,T -GPAbG
1858,"Hemokromatoosi, DNA-tutkimus",NA,Google,2000-09-04,Lausunto,B -Hemok-D
1858,"Hemokromatoosi, DNA-tutkimus",NA,Google,2007-01-22,Lausunto,B -Hemok-D
1858,"Hemokromatoosi, DNA-tutkimus",NA,Google,2009-11-19,Lausunto,B -Hemok-D
1858,"Hemokromatoosi, DNA-tutkimus",NA,Google,2018-01-02,Lausunto,B -Hemok-D
1859,"Hepatitis C virus, genotyypin",NA,Google,2003-10-31,NULL,-HCVNhTy
186,"Happamuusaste, selkÃ¤ydinneste",NA,Google,1997-08-06,NULL,Li-pH
1860,"Herpes simplex virus,",NA,Google,2001-10-01,NULL,-HSVNhO
1861,"Herpes simplex virus tyyppi 1,",NA,Google,2003-12-12,NULL,Li-HSV1AbG
1862,Herpes simplex virus tyyppi,NA,Google,2003-12-12,NULL,S -HSV1AbG
1863,"Herpes simplex virus tyyppi 2,",NA,Google,2003-12-12,NULL,Li-HSV2AbG
1864,Herpes simplex virus tyyppi,NA,Google,2003-12-12,NULL,S -HSV2AbG
1866,"HLA-DRB-tyypitys, DNA-tutkimus",NA,Google,2007-07-04,Lausunto,B -HLADRBD
1867,Homokysteiini,NA,Google,2002-04-10,umol/l,P -Hcyst
1867,Homokysteiini,NA,Google,2004-01-01,umol/l,P -Hcyst
1867,Homokysteiini,NA,Google,2006-06-15,umol/l,fP-Hcyst
1867,Homokysteiini,NA,Google,2009-09-15,umol/l,P -Hcyst
1869,"Human herpes virus 6, nukleiin",NA,Google,2007-03-21,NULL,Li-HHV6NhO
187,"Integra-paketti, lÃ¤Ã¤keaineet",NA,Google,1997-10-13,NULL,S -Integr1
1870,"Human herpes virus 6, vasta-ai",NA,Google,2007-11-06,NULL,Li-HHV6Ab
1872,Huume- ja lÃ¤Ã¤keaineseulonta,NA,Google,2004-01-13,Lausunto,U -HuumL-O
1876,"Inkoo virus, vasta-aineet, sel",NA,Google,2007-11-06,titteri,Li-InkoAb
188,Gammalaskentapaketti,NA,Google,1997-04-04,NULL,-GammaPak
1880,"Kannabis, varmistus",NA,Google,2001-02-08,Lausunto,U -CannaCt
1881,Kemiallinen seulonta,NA,Google,2000-05-16,NULL,U -KemSeul
1881,Kemiallinen seulonta,NA,Google,2019-04-02,NULL,U -KemSeul
1884,"Kokaiini, varmistus",NA,Google,2001-02-08,Lausunto,U -KokaCt
1885,"S -Kudostransglutaminaasi, IgA",NA,Google,1999-11-11,U,S -tTGAbA
1885,"Kudostransglutaminaasi, IgA va",NA,Google,2001-01-01,IU/ml,S -tTGAbA
1885,"Kudostransglutaminaasi, IgA va",NA,Google,2005-03-18,IU/ml,S -tTGAbA
1885,"Kudostransglutaminaasi, IgA va",NA,Google,2006-05-23,kU/l,S -tTGAbA
1885,"Kudostransglutaminaasi, IgA va",NA,Google,2009-11-19,kU/l,S -tTGAbA
1886,"Kudostransglutaminaasi, Ig",NA,Google,2003-09-24,IU/l,S -tTGAbG
1886,"Kudostransglutaminaasi, IgG va",NA,Google,2004-05-17,U/ml,S -tTGAbG
1886,"Kudostransglutaminaasi, IgG va",NA,Google,2014-12-09,U/ml,S -tTGAbG
1887,Kystatiini C,NA,Google,2002-04-10,mg/l,S -KysC
1887,Kystatiini C,NA,Google,2003-11-18,mg/l,S -KysC
189,Autodelfiapaketti,NA,Google,1997-04-04,NULL,-Autodel
1890,"Mato, lajimÃ¤Ã¤ritys (makroskoop",NA,Google,2017-01-25,NULL,-MatoLm
1891,Metadoni (kval),NA,Google,2007-09-13,NULL,U -Metad-O
1892,"Metadoni, varmistus",NA,Google,2007-09-13,Lausunto,U -MetadCt
1895,Mirtatsapiini,NA,Google,2000-02-07,mg/l,B -Mirtats
1895,Mirtatsapiini,NA,Google,2001-01-01,nmol/l,S -Mirtats
1895,Mirtatsapiini,NA,Google,2009-08-06,ug/l,S -Mirtats
1895,Mirtatsapiini,NA,Google,2012-04-24,nmol/l,S -Mirtats
1896,Moklobemidi,NA,Google,2000-12-29,umol/l,S -Moklob
1896,Moklobemidi,NA,Google,2010-11-01,ug/l,S -Moklob
1897,"Mycoplasma pneumoniae, IgG",NA,Google,2013-03-22,NULL,Li-MypnAbG
19,Nefelometri-paketti 1,NA,Google,1992-02-06,NULL,S -Nef-1
190,"Pikon Vitros-paketti, plasma",NA,Google,1997-12-18,NULL,P -PiVit
1900,Olantsapiini,NA,Google,2000-02-29,mg/l,B -Olants
1900,Olantsapiini,NA,Google,2001-01-01,nmol/l,S -Olants
1900,Olantsapiini,NA,Google,2011-07-26,ug/l,S -Olants
1900,Olantsapiini,NA,Google,2012-04-24,nmol/l,S -Olants
19004,"Testosteroni, vapaa, prosentti",NA,Google,2015-12-11,%,S -TestoV%
1902,"Opiaatit, varmistus",NA,Google,2001-02-08,Lausunto,U -OpiaaCt
19031,"Norovirus, antigeeni, uloste",NA,Google,2013-12-01,NULL,F -NoroAg
191,"Pikon Vitros-paketti, seerumi",NA,Google,1997-12-18,NULL,S -PiVit
19114,"Bakteeri, vÃ¤rjÃ¤ys, pÃ¤ivystys",NA,Google,2013-12-01,NULL,-BaktVrP
1912,"Parasiitit, iholta",NA,Google,2011-02-22,NULL,Sk-Para-O
1913,Paroksetiini,NA,Google,2004-01-13,nmol/l,S -Paroks
1913,Paroksetiini,NA,Google,2010-02-09,ug/l,S -Paroks
1913,Paroksetiini,NA,Google,2011-07-15,ug/l,S -Paroks
1913,Paroksetiini,NA,Google,2013-04-09,nmol/l,S -Paroks
1913,Paroksetiini,NA,Google,2014-12-15,nmol/l,S -Paroks
1914,"Sikotautivirus, IgM vasta-aine",NA,Google,2005-05-11,NULL,S -ParoAbM
1914,"Sikotautivirus, IgM vasta-aine",NA,Google,2007-05-10,EIU,S -ParoAbM
1914,"Sikotautivirus, IgM vasta-aine",NA,Google,2014-04-01,NULL,S -ParoAbM
1915,"Sikotautivirus, vasta-aineet,",NA,Google,2002-05-13,NULL,Li-ParoAb
1915,"Sikotautivirus, vasta-aineet,",NA,Google,2007-03-27,NULL,Li-ParoAb
1915,"Sikotautivirus, vasta-aineet,",NA,Google,2010-10-01,NULL,Li-ParoAb
1915,"Sikotautivirus, vasta-aineet,",NA,Google,2014-04-01,NULL,Li-ParoAb
1917,"Pikornavirus, nukleiinihappo",NA,Google,2012-07-30,NULL,-PicoNhO
192,"Tilavuus, kerÃ¤ysvirtsa",NA,Google,1996-10-09,ml,cU-Tilav
1920,"Protrombiinigeeni, DNA-tutkimu",NA,Google,2000-09-04,Lausunto,B -FII-D
1920,"Protrombiinigeeni, DNA-tutkimu",NA,Google,2007-01-22,Lausunto,B -FII-D
1920,"Protrombiinigeeni, DNA-tutkimu",NA,Google,2009-11-19,Lausunto,B -FII-D
1920,"Protrombiinigeeni, DNA-tutkimu",NA,Google,2018-01-02,Lausunto,B -FII-D
19222,"AMPA1-reseptori, v-a, osatut.",NA,Google,2015-12-04,NULL,S -AMPA1Ab
19223,"GABA-B-reseptori1, v-a, osatut",NA,Google,2015-12-04,NULL,S-GABAB1Ab
19227,"AMPA1-reseptori, v-a,-titteri",NA,Google,2015-12-04,NULL,Titteri
19228,"AMPA2-reseptori, v-a, osatutk",NA,Google,2015-12-04,NULL,S -AMPA2Ab
19229,"AMPA2-reseptori, v-a,-titteri",NA,Google,2015-12-04,NULL,Titteri
1923,"Puumala virus, IgG vasta-ainee",NA,Google,2000-11-16,NULL,S -PuumAbG
1925,"Puutiaisenkefaliittivirus, IgM",NA,Google,2007-03-21,NULL,Li-TBEAbM
1926,"Puutiaisenkefaliittivirus,",NA,Google,2008-04-17,NULL,Li-TBEAb
1926,"Puutiaisenkefaliittivirus,",NA,Google,2018-04-13,NULL,Li-TBEAb
19260,"Puutiaisenkefaliittivirus,",NA,Google,2008-04-17,NULL,Li-TBEAbG
1928,Reptilaasiaika,NA,Google,2002-07-24,s,P -RptAika
1928,Reptilaasiaika,NA,Google,2019-10-01,s,P -RptAika
193,"Fosfaattipaketti, kertavirtsa",NA,Google,1999-08-02,NULL,U -Pi
1930,Risperidoni,NA,Google,2002-10-08,Lausunto,S -Risper
1930,Risperidoni,NA,Google,2006-12-04,NULL,S -Risper
1930,Risperidoni,NA,Google,2011-07-26,NULL,S -Risper
19305,AFP Poikkeama keskiarvosta,NA,Google,2012-04-11,SD,Am-AFP(SD)
19319,"Kappa-Lambda-suhde, kevytketju",NA,Google,2011-01-27,suhde,S-K/L-s-V2
1933,"Vihurirokkovirus, IgG",NA,Google,2004-12-27,EIU,Li-RubeAbG
1933,"Vihurirokkovirus, IgG",NA,Google,2014-04-01,EIU,Li-RubeAbG
19339,"IgE, suunnattu seul. ja eritte",NA,Google,2009-06-17,NULL,S -IgESSeP
1934,"Vihurirokkovirus, vasta-aineet",NA,Google,2002-01-21,NULL,Li-RubeAb
1934,"Vihurirokkovirus, vasta-aineet",NA,Google,2007-03-27,NULL,Li-RubeAb
1934,"Vihurirokkovirus, vasta-aineet",NA,Google,2011-02-01,NULL,Li-RubeAb
1934,"Vihurirokkovirus, vasta-aineet",NA,Google,2014-04-01,NULL,Li-RubeAb
1935,"Vihurirokkovirus, vasta-aineet",NA,Google,2007-03-20,%,Li-RubeAvi
19354,"IgE, suunnattu seul. ja eritte",NA,Google,2009-06-17,NULL,S -IgESSeR
1936,"U -Schistosoma, (kval)",NA,Google,2002-01-21,NULL,U -Schi-O
1936,Schistosoma (kval),NA,Google,2003-11-25,NULL,U -Schi-O
1936,Schistosoma (kval),NA,Google,2010-10-01,NULL,U -Schi-O
1936,Schistosoma (kval),NA,Google,2012-10-01,NULL,U -Schi-O
1936,Schistosoma (kval),NA,Google,2018-04-13,NULL,U -Schi-O
1937,Sertraliini,NA,Google,2008-07-28,nmol/l,S -Sertral
1937,Sertraliini,NA,Google,2009-08-06,ug/l,S -Sertral
1937,Sertraliini,NA,Google,2012-04-24,nmol/l,S -Sertral
1937,Sertraliini,NA,Google,2017-08-28,nmol/l,S -Sertral
1938,"Sieni, viljely",NA,Google,2002-04-08,NULL,B -SienVi
1939,"Sindbis virus, IgG vasta-ainee",NA,Google,2002-01-25,titteri,S -SindAbG
1939,"Sindbis virus, IgG vasta-ainee",NA,Google,2014-04-01,titteri,S -SindAbG
194,"Fosfaattipaketti, vrk-virtsa",NA,Google,1999-08-02,NULL,dU-Pi
1940,Solut,NA,Google,2000-05-16,NULL,U -Solut
1941,"Solut, erittelylaskenta",NA,Google,2000-05-16,NULL,U -Diffi
1944,Teicoplaniini,NA,Google,2008-07-28,mg/l,S -Teicopl
1945,"Toxocara canis/cati, vasta-ain",NA,Google,2002-12-10,titteri,S -TocaAb
1945,"Toxocara canis/cati, vasta-ain",NA,Google,2007-07-05,NULL,S -TocaAb
1946,"Toxoplasma, IgG vasta-aineet,",NA,Google,2003-01-08,NULL,Li-ToxoAbG
1947,"Toxoplasma, IgM vasta-aineet,",NA,Google,2003-01-08,NULL,Li-ToxoAbM
1948,"Li-Toxoplasma, vasta-aineet",NA,Google,2003-01-08,NULL,Li-ToxoAb
1948,"Toxoplasma, vasta-aineet, selk",NA,Google,2004-08-17,NULL,Li-ToxoAb
1949,Transferriinireseptori,NA,Google,2000-12-29,mg/l,S -TfR
1949,"Transferriinireseptori, liukoi",NA,Google,2003-07-21,mg/l,S -TfR
195,"Magnesiumpaketti, kertavirtsa",NA,Google,1999-08-02,NULL,U -Mg
19529,"Joheksoli-koe, pikamÃ¤Ã¤ritys",NA,Google,2009-10-28,ml/min/s,Johek-Pika
1954,"Trypanosoma brucei, vasta-aine",NA,Google,2002-12-17,titteri,S -TrbrAb
1955,"Trypanosoma cruzi, vasta-ainee",NA,Google,2002-12-10,titteri,S -TrcrAb
1957,"Vesirokkovirus, IgG vasta-aine",NA,Google,2003-01-08,NULL,Li-VZVAbG
1957,"Vesirokkovirus, IgG vasta-aine",NA,Google,2016-04-20,mIU/ml,Li-VZVAbG
1958,Venlafaksiini,NA,Google,2002-10-08,Lausunto,S -Venlaf
1958,Venlafaksiini,NA,Google,2006-12-04,NULL,S -Venlaf
1958,Venlafaksiini,NA,Google,2011-07-26,NULL,S -Venlaf
1959,"von Willebrand-tekijÃ¤, F VIII",NA,Google,2002-07-24,lausunto,P -vWF2N
1959,"von Willebrand-tekijÃ¤, F VIII",NA,Google,2019-10-01,lausunto,P -vWF2N
196,D-vitamiinin metaboliitit,NA,Google,1981-08-01,NULL,S -D-Metab
196,D-vitamiinin metaboliitit,NA,Google,1992-01-04,NULL,S -D-Metab
19649,Titaani,NA,Google,2010-03-26,ug/l,B -Ti
197,"Magnesiumpaketti, vrk-virtsa",NA,Google,1999-08-02,NULL,dU-Mg
19748,Desetyyliamiodaroni,NA,Google,2010-02-08,umol/l,S -Desamio
19748,Desetyyliamiodaroni,NA,Google,2011-07-26,umol/l,S -Desamio
198,"Kalium-Natrium-paketti,kertavi",NA,Google,1999-08-02,NULL,U -K/Na
19812,"Tiede, asiantuntijatyÃ¶",NA,Google,2017-09-19,NULL,TiedeAsTyÃ¶
19832,"Immunoglobuliini, kevyet",NA,Google,1996-11-08,g/l,U -IgLcK
19832,"Immunoglobuliini, kevyet",NA,Google,2009-11-19,g/l,U -IgLcK
19833,"Immunoglobuliini, kevyet",NA,Google,1996-11-08,g/l,U -IgLcL
19833,"Immunoglobuliini, kevyet",NA,Google,2009-11-19,g/l,U -IgLcL
19834,"Kaliumkanava, v-a, osatutk",NA,Google,2015-12-04,NULL,S -VGKCAb
19835,"Kaliumkanava, v-a,-titteri",NA,Google,2015-12-04,NULL,Titteri
19875,"HMGCR, vasta-aineet, osatutkim",NA,Google,2015-12-04,NULL,S -HMGCRAb
19876,HMGCR- titteri,NA,Google,2015-12-04,NULL,Titteri
1988,Kadmium,NA,Google,1984-03-01,nmol/l,B -Cd
1988,Kadmium,NA,Google,1992-02-04,nmol/l,B -Cd
1988,Kadmium,NA,Google,1996-01-29,nmol/l,B -Cd
1988,Kadmium,NA,Google,1998-01-16,nmol/l,B -Cd
1988,Kadmium,NA,Google,2002-07-22,nmol/l,B -Cd
1988,Kadmium,NA,Google,2004-01-01,nmol/l,B -Cd
1988,Kadmium,NA,Google,2008-11-21,nmol/l,B -Cd
1988,Kadmium,NA,Google,2009-12-31,nmol/l,B -Cd
1988,Kadmium,NA,Google,2016-05-31,nmol/l,B -Cd
1988,Kadmium,NA,Google,2016-06-01,nmol/l,B -Cd
1988,Kadmium,NA,Google,2017-06-07,nmol/l,B -Cd
1989,Kadmium,NA,Google,1984-03-01,nmol/l,U -Cd
1989,Kadmium,NA,Google,1992-02-04,nmol/l,U -Cd
1989,Kadmium,NA,Google,1996-01-29,nmol/l,U -Cd
1989,Kadmium,NA,Google,2002-07-22,nmol/l,U -Cd
1989,Kadmium,NA,Google,2008-11-21,nmol/l,U -Cd
1989,Kadmium,NA,Google,2009-12-31,nmol/l,U -Cd
1989,Kadmium,NA,Google,2016-05-31,nmol/l,U -Cd
1989,Kadmium,NA,Google,2016-06-01,nmol/l,U -Cd
1989,Kadmium,NA,Google,2017-06-07,nmol/l,U -Cd
19896,"Adenosiinideaminaasi, indeksi",NA,Google,2015-06-29,NULL,Pt-ADA-I
19897,"Testosteroni, vapaa laskettu",NA,Google,2015-06-29,pmol/l,S -TestoVL
19897,"Testosteroni, vapaa laskettu",NA,Google,2015-12-15,pmol/l,S -TestoVL
199,"Kalium-Natrium-paketti, vrk-vi",NA,Google,1999-08-02,NULL,dU-K/Na
19907,Allergeenipaketti,NA,Google,2009-07-06,NULL,S -Allerg
19920,"Albumiini, proteiinifraktio",NA,Google,2019-01-25,g/l,S -Alb-Fr
19921,"NMDA-reseptori (NR1), osatutki",NA,Google,2015-12-04,NULL,S -NMDARAb
19922,NMDA-reseptori (NR1)-titteri,NA,Google,2015-12-04,NULL,Titteri
19923,Beeta-1,NA,Google,2019-01-25,g/l,S -Beeta-1
19924,GABA-B-reseptori1 -titteri,NA,Google,2015-12-04,NULL,Titteri
19925,Gamma,NA,Google,2019-01-25,g/l,S -Gamma
19926,Alfa-1,NA,Google,2019-01-25,g/l,S -Alfa-1
19927,Alfa-2,NA,Google,2019-01-25,g/l,S -Alfa-2
19928,Beeta-2,NA,Google,2019-01-25,g/l,S -Beeta-2
1994,Kalium,NA,Google,1981-08-01,mmol,dU-K
1994,"Kalium, vuorokausivirtsa",NA,Google,1999-08-03,NULL,dU-K
19940,Kalium,NA,Google,1990-11-30,mmol,dU-K
