CodeId;Abbreviation;ShortName;LongName;BeginningDate;ExpiringDate;LastModifiedDate;LastModifiedBy;Status;Description;OID;A:Erikoisala;A:Korvaava koodi;A:Långt_namn;A:Yksikkö
1586;Pt-VCO2;Pt-Hiilidioksidin eritys;Pt-Hiilidioksidin eritys;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;F;;Pt-Koldioxidutsöndring;Lomake
1588;Pt-HeKaasV;Pt-Hengityskaasujen vaihdunta sisältäen lepo- ja r;Pt-Hengityskaasujen vaihdunta sisältäen lepo- ja rasitusmittaukset;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;F;;Pt-Andningsgasernas omsättning innehållande vilo- och belastningsmätningar;Lomake
1590;Pt-VDfys;Pt-Hengityksen fysiologinen kuollut tila;Pt-Hengityksen fysiologinen kuollut tila;01.01.2004;31.12.2006;21.12.2006;Stakes, Admin;1;;;F;;;Lomake
1592;Pt-ShuntRL;Pt-Oikovirtauksen (oikea-vasen) mittaaminen, happi;Pt-Oikovirtauksen (oikea-vasen) mittaaminen, happihengitys;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;F;;Pt-Mätning av förbindelseflödet (höger-vänster), syreandning;Lomake
1593;Pt-MV;Pt-Hengityksen minuuttiventilaatio;Pt-Hengityksen minuuttiventilaatio;01.01.2004;31.12.2006;21.12.2006;Stakes, Admin;1;;;F;;;Lomake
1595;Pt-PAV;Pt-Hengityskaasut, perusaineenvaihdunta;Pt-Hengityskaasut, perusaineenvaihdunta;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;F;;Pt-Andningsgaser, basämnesomsättning;Lomake
1596;Pt-TV;Pt-Hengityksen kertatilavuus, tidaalivolyymi;Pt-Hengityksen kertatilavuus, tidaalivolyymi;01.01.2004;31.12.2006;21.12.2006;Stakes, Admin;1;;;F;;;Lomake
1598;Pt-TAV;Pt-Hengityskaasut, työaineenvaihdunnan mittaus;Pt-Hengityskaasut, työaineenvaihdunnan mittaus;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;F;;Pt-Andningsgaser, mätning av ämnesomsättning under arbete;Lomake
1599;Pt-Hepar-R;Pt-Hepariini-koe;Pt-Hepariini-koe;01.01.2004;31.12.2009;15.07.2010;Lehtonen, Jari;1;;;K;;Pt-Heparinprov;Lomake
1601;S -HAVAbG;S -Hepatiitti A -virus, IgG-vasta-aineet;S -Hepatiitti A -virus, IgG-vasta-aineet;01.01.2010;31.12.2030;04.09.2018;Lehtonen, Santeri;1;;;M;;S -Hepatit A-virus, IgG antikroppar;Lomake
1602;S -HAVAbM;S -Hepatiitti A -virus, IgM-vasta-aineet;S -Hepatiitti A -virus, IgM-vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Hepatit A-virus, IgM antikroppar;Lomake
1604;S -HBeAg;S -Hepatiitti B -virus, e-antigeeni;S -Hepatiitti B -virus, e-antigeeni;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Hepatit B-virus, e-antigen;Lomake
1605;S -HBsAg;S -Hepatiitti B -virus, s-antigeeni;S -Hepatiitti B -virus, s-antigeeni;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Hepatit B-virus, s-antigen;Lomake
1606;S -HBcAb;S -Hepatiitti B -virus, c-antigeeni, vasta-aineet;S -Hepatiitti B -virus, c-antigeeni, vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Hepatit B-virus, c-antigen, antikroppar;Lomake
1607;S -HBeAb;S -Hepatiitti B -virus, e-antigeeni, vasta-aineet;S -Hepatiitti B -virus, e-antigeeni, vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Hepatit B-virus, e-antigen, antikroppar;Lomake
1608;S -HBsAb;S -Hepatiitti B -virus, s-antigeeni, vasta-aineet;S -Hepatiitti B -virus, s-antigeeni, vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Hepatit B-virus, s-antigen, antikroppar;Lomake
1609;Pt-BAEP;Pt-Akustinen aivorunkoherätevastetutkimus (BAEP);Pt-Akustinen aivorunkoherätevastetutkimus (BAEP);01.01.2006;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;N;;Pt-Auditiva hjärnstamspotentialer (BAEP), stimuleringsundersökning;Lomake
1611;Pt-BAEP-Et;Pt-Akustinen aivorunkoherätevastetutkimus (BAEP) k;Pt-Akustinen aivorunkoherätevastetutkimus (BAEP) kuulokynnyksen määrittämiseksi;01.01.2006;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;N;;Pt-Auditiva hjärnstamspotentialer (BAEP) för bestämning av hörseltröskel, stimuleringsundersökning;Lomake
1612;Pt-SEP;Pt-Somatosensorinen herätevastetutkimus (SEP), yks;Pt-Somatosensorinen herätevastetutkimus (SEP), yksi hermo molemmin puolin;01.01.2006;31.12.2030;18.03.2013;Lehtonen, Santeri;1;Somatosensorinen herätevastetutkimus. Yhden hermon molemmin puoleinen tutkimus, esimerkiksi yläraajojen SEP-tutkimus;;N;;Pt-Somatosensoriska reaktionspotentialer (SEP), en nerv, bägge sidorna, stimuleringsundersökning;Lomake
1613;Pt-VEP-K;Pt-Visuaalinen herätevastetutkimus (VEP), kokokent;Pt-Visuaalinen herätevastetutkimus (VEP), kokokenttätutkimus;01.01.2006;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;N;;Pt-Visuella reaktionspotentialer (VEP), undersökning av hela synfältet, stimuleringsundersökning;Lomake
1614;-HSVAg;-Herpes simplex -virus, antigeeni;-Herpes simplex -virus, antigeeni;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;-Herpes simplex-virus, antigen;Lomake
1615;S -HSVAb;S -Herpes simplex -virus, vasta-aineet;S -Herpes simplex -virus, vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Herpes simplex-virus, antikroppar;Lomake
1616;-HSVVi;-Herpes simplex -virus, viljely;-Herpes simplex -virus, viljely;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;-Herpes simplex-virus, odling;Lomake
1618;Di-CO2;Di-Hiilidioksidi;Di-Hiilidioksidi;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;Di-Koldioxid;mmol/l
1619;Dj-CO2;Dj-Hiilidioksidi;Dj-Hiilidioksidi;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;Dj-Koldioxid;mmol/l
1620;P -CO2;P -Hiilidioksidi;P -Hiilidioksidi;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;P -Koldioxid;mmol/l
1621;aB-pCO2;aB-Hiilidioksidiosapaine;aB-Hiilidioksidiosapaine;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;FK;;aB-Koldioxidpartialtryck;kPa
1622;cB-pCO2;cB-Hiilidioksidiosapaine;cB-Hiilidioksidiosapaine;01.01.2004;31.12.2030;05.03.2012;Lehtonen, Jari;1;;;FK;;cB-Koldioxidpartialtryck;kPa
1623;vB-pCO2;vB-Hiilidioksidiosapaine;vB-Hiilidioksidiosapaine;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;FK;;vB-Koldioxidpartialtryck;kPa
1624;zB-pCO2;zB-Hiilidioksidiosapaine;zB-Hiilidioksidiosapaine;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;FK;;zB-Koldioxidpartialtryck;kPa
1625;G -CO;G -Hiilimonoksidi;G -Hiilimonoksidi;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;G -Kolmonoxid;%
1626;S -CandAg;S -Hiiva, antigeeni;S -Hiiva, antigeeni;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Jäst, antigen;Lomake
1627;S -CandAb;S -Hiiva, vasta-aineet;S -Hiiva, vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Jäst, antikroppar;Lomake
1628;-CandVi;-Hiiva, viljely;-Hiiva, viljely;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;-Jäst, odling;Lomake
1629;U -Hippur;U -Hippuraatti;U -Hippuraatti;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;U -Hippurat;umol/l
1630;Pt-Histi-R;Pt-Histidiini-koe;Pt-Histidiini-koe;01.01.2004;31.12.2009;15.07.2010;Lehtonen, Jari;1;;;K;;Pt-Histidintest;Lomake
1631;S -HomeAb;S -Homepöly, vasta-aineet;S -Homepöly, vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Mögeldamm, antikroppar;Lomake
1632;dU-Homog;dU-Homogentisiinihappo;dU-Homogentisiinihappo;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;dU-Homogentisinsyra;umol
1633;U -Homog-O;U -Homogentisiinihappo (kval);U -Homogentisiinihappo (kval);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;U -Homogentisinsyra (kval);Lomake
1634;dU-HVA;dU-Homovanillinaatti;dU-Homovanillinaatti;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;dU-Homovanillinat;umol
1635;dU-Ag;dU-Hopea;dU-Hopea;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;dU-Silver;Lomake
1636;S -Ag;S -Hopea;S -Hopea;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;S -Silver;Lomake
1637;dU-5HIAA;dU-Hydroksi-indolyyliasetaatti (5-);dU-Hydroksi-indolyyliasetaatti (5-);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;dU-Hydroxi-indolylacetat (5-);umol
1638;U -5HIAA-O;U -Hydroksi-indolyyliasetaatti (5-) (kval);U -Hydroksi-indolyyliasetaatti (5-) (kval);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;U -Hydroxi-indolylacetat (5-) (kval);Lomake
1639;S -HBD;S -Hydroksibutyraattidehydrogenaasi;S -Hydroksibutyraattidehydrogenaasi;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;S- Hydroxibutyratdehydrogenas;U/l
1640;S -OHKloro;S -Hydroksiklorokiini;S -Hydroksiklorokiini;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;S- Hydroxiklorokin;umol/l
1641;dU-17OHCS;dU-Hydroksikortikosteroidit (17-);dU-Hydroksikortikosteroidit (17-);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;dU-Hydroxikortikosteroider (17-);umol
1642;S -17OHCS;S -Hydroksikortikosteroidit (17-);S -Hydroksikortikosteroidit (17-);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;S -Hydroxikortikosteroider (17-);nmol/l
1643;dU-17HPROG;dU-Hydroksiprogesteroni (17-);dU-Hydroksiprogesteroni (17-);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;dU-Hydroxiprogesteron (17-);nmol
1644;S -17HPROG;S -Hydroksiprogesteroni (17-);S -Hydroksiprogesteroni (17-);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;S- Hydroxiprogesteron (17-);nmol/l
1645;dU-HOP;dU-Hydroksiproliini;dU-Hydroksiproliini;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;dU-Hydroxiprolin;umol/m2
1646;S -HOP;S -Hydroksiproliini;S -Hydroksiproliini;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;S -Hydroxiprolin;umol/l
1647;dU-HOP-V;dU-Hydroksiproliini, vapaa;dU-Hydroksiproliini, vapaa;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;dU-Hydroxiprolin, fritt;umol
1648;P -5-HT;P -Hydroksitryptamiini (5-);P -Hydroksitryptamiini (5-);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;P -Hydroxitryptamin (5-);nmol/l
1649;-HygVi;-Hygienianäyte, viljely;-Hygienianäyte, viljely;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;-Hygienprov, odling;Lomake
1650;B -Hyytai;B -Hyytymisaika;B -Hyytymisaika;01.01.2004;31.12.2011;27.12.2011;Lehtonen, Jari;1;;;K;;B -Koagulationstid;min
1657;S -IhotAb;S -Ihon epiteelin tyvikalvon vasta-aineet;S -Ihon epiteelin tyvikalvon vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Antikroppar mot hudepitelets basalmembran;Titteri
1658;S -IhovAb;S -Ihon epiteelin väliaineen vasta-aineet;S -Ihon epiteelin väliaineen vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Antikroppar mot hudepitelets adhesionsproteiner;Titteri
1660;S -Imipr;S -Imipramiini;S -Imipramiini;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;S -Imipramin;nmol/l
1661;U -Imipr-O;U -Imipramiini (kval);U -Imipramiini (kval);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;U -Imipramin (kval);Lomake
1662;B -Imblast;B -Immunoblastit (reaktiiviset lymfosyytit);B -Immunoblastit (reaktiiviset lymfosyytit);01.01.2004;31.12.2011;27.12.2011;Lehtonen, Jari;1;;;K;;B -Immunoblaster (reaktiva lymfocyter);%
1663;Li-Imblast;Li-Immunoblastit;Li-Immunoblastit;01.01.2004;31.12.2011;27.12.2011;Lehtonen, Jari;1;;;K;;Li-Immunoblaster;%
1664;dU-IgA;dU-Immunoglobuliini A;dU-Immunoglobuliini A;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;dU-Immunglobulin A;mg
1665;Li-IgA;Li-Immunoglobuliini A;Li-Immunoglobuliini A;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;Li-Immunglobulin A;mg/l
1666;S -IgA;S -Immunoglobuliini A;S -Immunoglobuliini A;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;S -Immunglobulin A;g/l
1667;U -IgA;U -Immunoglobuliini A;U -Immunoglobuliini A;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;U -Immunglobulin A;mg/l
1668;dU-IgD;dU-Immunoglobuliini D;dU-Immunoglobuliini D;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;dU-Immunglobulin D;mg
1669;Li-IgD;Li-Immunoglobuliini D;Li-Immunoglobuliini D;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;Li-Immunglobulin D;mg/l
1670;S -IgD;S -Immunoglobuliini D;S -Immunoglobuliini D;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;S -Immunglobulin D;mg/l
1671;U -IgD;U -Immunoglobuliini D;U -Immunoglobuliini D;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;U -Immunglobulin D;mg/l
1672;Li-IgE;Li-Immunoglobuliini E;Li-Immunoglobuliini E;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;Li-Immunglobulin E;kU/l
1673;S -IgE;S -Immunoglobuliini E;S -Immunoglobuliini E;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;S -Immunglobulin E;kU/l
1674;dU-IgG;dU-Immunoglobuliini G;dU-Immunoglobuliini G;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;dU-Immunglobulin G;mg
1675;Li-IgG;Li-Immunoglobuliini G;Li-Immunoglobuliini G;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;Li-Immunglobulin G;mg/l
1676;S -IgG;S -Immunoglobuliini G;S -Immunoglobuliini G;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;S -Immunglobulin G;g/l
1677;U -IgG;U -Immunoglobuliini G;U -Immunoglobuliini G;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;U -Immunglobulin G;mg/l
1678;dU-IgGFc;dU-Immunoglobuliini G, Fc-fragmentti;dU-Immunoglobuliini G, Fc-fragmentti;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;dU-Immunglobulin G, Fc-fragment;Lomake
1679;U -IgGFc;U -Immunoglobuliini G, Fc-fragmentti;U -Immunoglobuliini G, Fc-fragmentti;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;U -Immunglobulin G, Fc-fragment;Lomake
1680;U -IgGFc-O;U -Immunoglobuliini G, Fc-fragmentti (kval);U -Immunoglobuliini G, Fc-fragmentti (kval);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;U -Immunglobulin G, Fc-fragment (kval);Lomake
1681;dU-IgLc;dU-Immunoglobuliini, kevyet ketjut;dU-Immunoglobuliini, kevyet ketjut;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;dU-Immunglobulin, lätta kedjor;Lomake
1682;S -IgLc;S -Immunoglobuliini, kevyet ketjut;S -Immunoglobuliini, kevyet ketjut;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;S -Immunglobulin, lätta kedjor;Lomake
1683;U -IgLc;U -Immunoglobuliini, kevyet ketjut;U -Immunoglobuliini, kevyet ketjut;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;U -Immunglobulin, lätta kedjor;Lomake
1686;dU-IgM;dU-Immunoglobuliini M;dU-Immunoglobuliini M;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;dU-Immunglobulin M;mg
1687;Li-IgM;Li-Immunoglobuliini M;Li-Immunoglobuliini M;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;Li-Immunglobulin M;g/l
1688;S -IgM;S -Immunoglobuliini M;S -Immunoglobuliini M;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;S -Immunglobulin M;g/l
1689;U -IgM;U -Immunoglobuliini M;U -Immunoglobuliini M;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;U -Immunglobulin M;mg/l
1690;Pt-IKG;Pt-Impedanssikardiografia;Pt-Impedanssikardiografia;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;F;;Pt-Impedanskardiografi;Lomake
1694;dU-Indik;dU-Indikaani;dU-Indikaani;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;dU-Indikan;mg
1695;U -Indik;U -Indikaani;U -Indikaani;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;U -Indikan;mg/l
1696;Pt-ICG-R;Pt-Indosyaniinivihreäkoe;Pt-Indosyaniinivihreäkoe;01.01.2004;31.12.2009;15.07.2010;Lehtonen, Jari;1;;;K;;Pt-Undersökning med indocyaningrön;Lomake
1700;fP-Insu;fP-Insuliini;fP-Insuliini;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;fP-Insulin;pmol/l
1701;S -Insu;S -Insuliini;S -Insuliini;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;S -Insulin;pmol/l
1702;S -Insu-Ab;S -Insuliini, vasta-aineet;S -Insuliini, vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;S -Insulin, antikroppar;Titteri
1703;Pt-Insu-R;Pt-Insuliini-koe;Pt-Insuliini-koe;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;Pt-Insulintest;Lomake
1704;Gj-IF;Gj-Intrinsic factor;Gj-Intrinsic factor;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;Gj-Intrinsic factor;nmol/l
1705;S -IFBi-Ab;S -Intrinsic factor, sitovat vasta-aineet;S -Intrinsic factor, sitovat vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;S -Intrinsic factor, bindande antikroppar;Titteri
1706;S -IFBl-Ab;S -Intrinsic factor, salpaavat vasta-aineet;S -Intrinsic factor, salpaavat vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;S -Intrinsic factor, blockerande antikroppar;Titteri
1707;E -InulHem;E -Inuliini-hemolyysitutkimus;E -Inuliini-hemolyysitutkimus;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;E -Inulin-hemolysundersökning;Lomake
1708;Pt-Inul-Cl;Pt-Inuliinin poistuma;Pt-Inuliinin poistuma;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;Pt-Inulinclearance;ml/s
1710;Ts-Isomalt;Ts-Isomaltaasi;Ts-Isomaltaasi;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;Ts-Isomaltas;Lomake
1711;S -ICD;S -Isositraattidehydrogenaasi;S -Isositraattidehydrogenaasi;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;S -Isocitratdehydrogenas;U/l
1712;S -B2GPAbA;S -Beeta-2-glykoproteiini, IgA-vasta-aineet;S -Beeta-2-glykoproteiini, IgA-vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;S -Beta-2-glykoprotein, IgA antikroppar;Lomake
1713;S -B2GPAbG;S -Beeta-2-glykoproteiini, IgG-vasta-aineet;S -Beeta-2-glykoproteiini, IgG-vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;S -Beta-2-glykoprotein, IgG antikroppar;Lomake
1714;S -B2GPAbM;S -Beeta-2-glykoproteiini, IgM-vasta-aineet;S -Beeta-2-glykoproteiini, IgM-vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;S -Beta-2-glykoprotein, IgM antikroppar;Lomake
1715;-CMVNh;-Cytomegalovirus, nukleiinihappo (kvant);-Cytomegalovirus, nukleiinihappo (kvant);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;-Cytomegalovirus, nukleinsyra (kvant);Lomake
1716;S -DengAbM;S -Denguevirus, IgM-vasta-aineet;S -Denguevirus, IgM-vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Denguevirus, IgM antikroppar;Lomake
1717;S -EchoAb;S -Echovirus, vasta-aineet;S -Echovirus, vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Echovirus, antikroppar;Lomake
1718;F -Elast1;F -Elastaasi 1;F -Elastaasi 1;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;F -Elastas 1;ug/g
1719;S -Elast1;S -Elastaasi 1;S -Elastaasi 1;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;S -Elastas 1;ug/l
1720;-HBVNh;-Hepatiitti B -virus, nukleiinihappo (kvant);-Hepatiitti B -virus, nukleiinihappo (kvant);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;-Hepatit B-virus, nukleinsyra (kvant);Lomake
1721;S -HCVNh;S -Hepatiitti C -virus, nukleiinihappo (kvant);S -Hepatiitti C -virus, nukleiinihappo (kvant);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Hepatit C-virus, nukleinsyra (kvant);Lomake
1722;S -IgE-Pse;S -Immunoglobuliini E, perusseulonta ja erittely;S -Immunoglobuliini E, perusseulonta ja erittely;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;KM;;S -Immunglobulin E, basscreening och specificering;Lomake
1723;-GcNhO;-Neisseria gonorrhoeae, nukleiinihappo (kval);-Neisseria gonorrhoeae, nukleiinihappo (kval);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;-Neisseria gonorrhoeae, nukleinsyra (kval);Lomake
1724;S -LDLoAbG;S -Oksidoituneet low density lipoproteiinit, IgG-v;S -Oksidoituneet low density lipoproteiinit, IgG-vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Oxiderade low density lipoproteiner, IgG antikroppar;Lomake
1725;B -PNHFc;B -PNH, Immunofenotyypitys;B -PNH, Immunofenotyypitys;01.01.2004;31.12.2030;18.03.2013;Lehtonen, Santeri;1;;;KM;;B -PNH, Immunfenotypning;Lomake
1726;S -APFAb;S -Perinukleaarifaktori, vasta-aineet;S -Perinukleaarifaktori, vasta-aineet;01.01.2004;31.12.2009;15.07.2010;Lehtonen, Jari;1;;;M;;S -Perinukleär faktor, antikroppar;Lomake
1727;S -FIIAbG;S -Protrombiini, IgG-vasta-aineet;S -Protrombiini, IgG-vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Protrombin, IgG antikroppar;Lomake
1728;S -RubeAvi;S -Vihurirokkovirus, vasta-aineet, aviditeetti;S -Vihurirokkovirus, vasta-aineet, aviditeetti;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Rubellavirus, antikroppar, aviditet;Lomake
1729;Fl-StrBVi;Fl-Streptococcus agalactiae (B), viljely;Fl-Streptococcus agalactiae (B), viljely;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;Fl-Streptococcus agalactiae (B), odling;Lomake
1730;-ToxoNhO;-Toxoplasma, nukleiinihappo (kval);-Toxoplasma, nukleiinihappo (kval);01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;-Toxoplasma, nukleinsyra (kval);Lomake
1731;P -TT;P -Tromboplastiiniaika;P -Tromboplastiiniaika;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;P -Tromboplastintid;Lomake
1732;Pt-AKTIG;Pt-Liikeativiteettirekisteröinti, aktigrafia;Pt-Liikeativiteettirekisteröinti, aktigrafia;01.01.2006;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;N;;Pt-Registrering av rörelseaktivitet, aktigrafi;Lomake
1733;U -Anilin;U -Aniliini;U -Aniliini;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;U -Anilin;umol/l
1734;U -As-i;U -Arseeni, epäorgaaninen;U -Arseeni, epäorgaaninen;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;U -Arsen, oorganisk;umol/l
1735;U -Be;U -Beryllium;U -Beryllium;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;U -Beryllium;nmol/l
1736;U -BAa;U -Butoksietikkahappo;U -Butoksietikkahappo;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;K;;U -Butoxiättiksyra;Lomake
1737;S -ChtrAb;S -Chlamydia trachomatis, vasta-aineet;S -Chlamydia trachomatis, vasta-aineet;01.01.2004;31.12.2030;15.07.2010;Lehtonen, Jari;1;;;M;;S -Chlamydia trachomatis, antikroppar;Lomake
