CodeId,LongName,ParentId,HierarchyLevel,BeginningDate,ExpiringDate,LastModifiedDate,A:Long_name,freq_finngen,freq_tays,freq_total
FFM99,Muu eteiskorvakkeen sulku tai poisto,FFM,3,01.01.2015,31.12.2030,23.07.2017,NA,0,2,0
FFW,Muut sydämen eteisten leikkaukset,FF,2,01.01.1900,31.12.2030,19.10.2012,Other operations on atria,0,0,0
FFW96,Muu sydämen eteisten leikkaus,FFW,3,01.01.1900,31.12.2030,05.02.2016,Other operation on atria,56,41,97
FG,Kolmiliuskaläppä,F,1,01.01.1900,31.12.2030,19.10.2012,Tricuspid valve,0,0,0
FGA,Trikuspidaaliläpän ahtautuman leikkaukset,FG,2,01.01.1900,31.12.2030,19.10.2012,Repair of tricuspid valve for stenosis,0,0,0
FGA00,Läppäpurjeiden irrottaminen toisistaan synnynnäisen trikuspidaalivian vuoksi,FGA,3,01.01.1900,31.12.2030,05.02.2016,Commissurotomy of tricuspid valve for congenital malformation,0,0,0
FGA10,Läppäpurjeiden irrottaminen toisistaan hankinnaisen trikuspidaalistenoosin vuoksi,FGA,3,01.01.1900,31.12.2030,05.02.2016,Commissurotomy of tricuspid valve for acquired stenosis,0,0,0
FGA32,Trikuspidaaliläppäaukon laajentaminen suonensisäisesti,FGA,3,01.01.1999,31.12.2030,05.02.2016,Percutaneous transluminal expansion of tricuspid valve,0,0,0
FGA96,Muu trikuspidaalistenoosin leikkaus,FGA,3,01.01.1900,31.12.2030,05.02.2016,Other repair of tricuspid valve for stenosis,0,0,0
FGB,Ebsteinin sydänvian korjaukset,FG,2,01.01.1900,31.12.2030,19.10.2012,Repair of Ebstein's anomaly,0,0,0
FGB00,Ebsteinin sydänvian korjaaminen eteis-kammiopoimutuksella (Hardy),FGB,3,01.01.1900,31.12.2030,05.02.2016,Repair of Ebstein's anomaly with atrio-ventricular plication,0,0,0
FGB10,"Ebsteinin sydänvian korjaus, läppäplastia ja kammiopoimutus (Carpentier)",FGB,3,01.01.1900,31.12.2030,05.02.2016,Repair of Ebstein's anomaly with mobilisation and ventricular plication,0,0,0
FGB96,Muu Ebsteinin sydänvian leikkaus,FGB,3,01.01.1900,31.12.2030,05.02.2016,Other repair of Ebstein's anomaly,0,0,0
FGC,Läppärengasmuovaukset trikuspidaalivuodon vuoksi,FG,2,01.01.1900,31.12.2030,19.10.2012,Annuloplasty of tricuspid valve for insufficiency,0,0,0
FGC00,Trikuspidaaliläppärenkaan muovaus ompelemalla,FGC,3,01.01.1900,31.12.2030,05.02.2016,Annuloplasty of tricuspid valve using suture,7,25,32
FGC10,Trikuspidaaliläppärenkaan muovaus renkaalla,FGC,3,01.01.1900,31.12.2030,05.02.2016,Annuloplasty of tricuspid valve using prosthetic ring,84,76,160
FGC96,Muu trikuspidaaliläpän vajaatoiminnan leikkaus annuloplastialla,FGC,3,01.01.1900,31.12.2030,05.02.2016,Other annuloplasty of tricuspid valve for insufficiency,0,4,0
FGD,Trikuspidaaliläpän korjaukset läppävuodon vuoksi,FG,2,01.01.1900,31.12.2030,19.10.2012,Repair of tricuspid valve for insufficiency,0,0,0
FGD00,Trikuspidaaliläpän korjaaminen ompelemalla läppävuodon vuoksi,FGD,3,01.01.1900,31.12.2030,05.02.2016,Repair of tricuspid valve using suture,0,9,0
FGD03,Trikuspidaaliläpän läppäpurjeen halkion korjaaminen ompelemalla,FGD,3,01.01.1900,31.12.2030,05.02.2016,Suture of cleft tricuspid leaflet,0,0,0
FGD10,Trikuspidaaliläpän vuodon korjaus paikkaamalla,FGD,3,01.01.1900,31.12.2030,05.02.2016,Repair of tricuspid valve using patch,0,4,0
FGD30,Papillaarilihaksen tai läppäjänteen ompelu trikuspidaaliläppävuodon vuoksi,FGD,3,01.01.1900,31.12.2030,05.02.2016,Repair of tricuspid valve with suture of papillary muscle or chord,0,0,0
FGD40,Keinotekoisen läppäjänteen asettaminen trikuspidaaliläppävuodon vuoksi,FGD,3,01.01.1900,31.12.2030,05.02.2016,Repair of tricuspid valve using prosthetic chord,0,0,0
FGD96,Muu kolmiliuskaläppävuodon korjausleikkaus,FGD,3,01.01.1900,31.12.2030,05.02.2016,Other repair of tricuspid valve for insufficiency,6,0,0
FGE,Trikuspidaalitekoläpän asettamiset,FG,2,01.01.1900,31.12.2030,19.10.2012,Prosthetic replacement of tricuspid valve,0,0,0
FGE00,"Trikuspidaalitekoläpän asettaminen, mekaaninen",FGE,3,01.01.1900,31.12.2030,05.02.2016,Replacement of tricuspid valve using mechanical prosthesis,0,0,0
FGE10,"Trikuspidaalitekoläpän asettaminen, biologinen",FGE,3,01.01.1900,31.12.2030,05.02.2016,Replacement of tricuspid valve using biological prosthesis,14,12,26
FGE20,"Trikuspidaaliläppäsiirteen asettaminen, homografti",FGE,3,01.01.1900,31.12.2030,05.02.2016,Replacement of tricuspid valve using homograft,0,0,0
FGE50,"Trikuspidaaliläppäproteesin asentaminen katetritoimenpiteellä, valve-in-valve",FGE,3,01.01.2016,31.12.2030,23.07.2017,NA,0,1,0
FGE96,Muu trikuspidaaliläpän asettaminen,FGE,3,01.01.1900,31.12.2030,05.02.2016,Other prosthetic replacement of tricuspid valve,0,0,0
FGW,Muut trikuspidaaliläppäleikkaukset,FG,2,01.01.1900,31.12.2030,19.10.2012,Other operations on tricuspid valve,0,0,0
FGW96,Muu trikuspidaaliläppäleikkaus,FGW,3,01.01.1900,31.12.2030,05.02.2016,Other operation on tricuspid valve,0,1,0
FH,Sydämen kammioväliseinä,F,1,01.01.1900,31.12.2030,19.10.2012,Ventricular septum,0,0,0
FHA,Kammioväliseinärepeämän (VSR) korjaukset,FH,2,01.01.1900,31.12.2030,19.10.2012,Closure of acquired ventricular septal defect,0,0,0
FHA00,"VSR:n korjaus, vamman aiheuttama",FHA,3,01.01.1900,31.12.2030,05.02.2016,Closure of VSR for injury,0,0,0
FHA10,"VSR:n korjaus, anteroseptaalisen infarktin aiheuttama",FHA,3,01.01.1900,31.12.2030,05.02.2016,Closure of VSR in anteroseptal myocardial infarction,0,0,0
FHA20,"VSR:n korjaus, posteroseptaalisen infarktin aiheuttama",FHA,3,01.01.1900,31.12.2030,05.02.2016,Closure of VSR in posteroseptal myocardial infarction,0,2,0
FHA96,Muu VSR:n korjausleikkaus,FHA,3,01.01.1900,31.12.2030,05.02.2016,Other closure of acquired ventricular septal defect,0,0,0
FHB,Synnynnäisen kammioväliseinäaukon (VSD) korjaukset,FH,2,01.01.1900,31.12.2030,19.10.2012,Closure of isolated congenital ventricular septal defect,0,0,0
FHB00,VSD:n ompelu eteisen kautta,FHB,3,01.01.1900,31.12.2030,05.02.2016,Transatrial suture of VSD,0,0,0
FHB10,VSD:n ompelu kammion kautta,FHB,3,01.01.1900,31.12.2008,19.10.2012,Transventricular suture of VSD,0,0,0
FHB20,VSD:n ompelu keuhkovaltimon kautta,FHB,3,01.01.1900,31.12.2008,19.10.2012,Transpulmonary suture of VSD,0,0,0
FHB30,VSD:n ompelu aortan kautta,FHB,3,01.01.1900,31.12.2008,19.10.2012,Transaortal suture of VSD,0,0,0
FHB40,VSD:n sulku suonensisäisesti leikkauksen aikana,FHB,3,01.01.2005,31.12.2030,05.02.2016,Intraoperative transluminal closure of ventricular septal defect,0,0,0
FHB42,VSD:n sulku suonensisäisesti,FHB,3,01.01.1999,31.12.2030,05.02.2016,Percutaneous transluminal closure of ventricular septal defect,0,0,0
FHB50,VSD:n sulku paikkaamalla eteisen kautta,FHB,3,01.01.1900,31.12.2030,05.02.2016,Transatrial closure of VSD using patch,14,0,0
FHB60,VSD:n sulku paikkaamalla kammion kautta,FHB,3,01.01.1900,31.12.2008,19.10.2012,Transventricular closure of VSD using patch,0,0,0
FHB70,VSD:n sulku paikkaamalla keuhkovaltimon kautta,FHB,3,01.01.1900,31.12.2008,19.10.2012,Transpulmonary closure of VSD using patch,0,0,0
FHB80,VSD:n sulku paikkaamalla aortan kautta,FHB,3,01.01.1900,31.12.2008,19.10.2012,Transaortal closure of VSD using patch,0,0,0
FHB96,Muu synnynäisen VSD:n sulku,FHB,3,01.01.1900,31.12.2030,05.02.2016,Other closure of congenital ventricular septal defect,0,0,0
FHC,Moniaukkoisen kammioväliseinäaukon (MVSD) korjaukset,FH,2,01.01.1900,31.12.2030,19.10.2012,Closure of multiple congenital ventricular septal defects,0,0,0
FHC00,MVSD:n sulku eteisen kautta,FHC,3,01.01.1900,31.12.2030,05.02.2016,Transatrial closure of multiple ventricular septal defects,0,0,0
FHC10,MVSD:n sulku oikean kammion kautta,FHC,3,01.01.1900,31.12.2008,19.10.2012,Closure of multiple ventricular septal defects through right ventriculotomy,0,0,0
FHC20,MVSD:n sulku vasemman kammion kautta,FHC,3,01.01.1900,31.12.2008,19.10.2012,Closure of multiple ventricular septal defects through left ventriculotomy,0,0,0
FHC30,MVSD:n sulku yhdistetyn eteis-kammioavauksen kautta,FHC,3,01.01.1900,31.12.2008,19.10.2012,Closure of multiple ventricular septal defects through atriotomy and ventriculotomy,0,0,0
FHC96,Muu MVSD:n sulkemisleikkaus,FHC,3,01.01.1900,31.12.2030,05.02.2016,Other closure of multiple congenital ventricular septal defects,0,0,0
FHD,"Eteiskammioväliseinäaukon (AVSD), AV-communiksen, korjaukset",FH,2,01.01.1900,31.12.2030,19.10.2012,Repair of complete atrio-ventricular septal defect,0,0,0
FHD00,AVSD:n korjaus eteis-kammiopaikalla,FHD,3,01.01.1900,31.12.2030,05.02.2016,Repair of complete atrio-ventricular septal defect using atrio-ventricular patch,0,0,0
FHD02,Osittaisen atrioventrikulaarisen väliseinäpuutoksen korjaus,FHD,3,01.01.2012,31.12.2030,05.02.2016,Repair of partial atrioventricular septal defect,0,0,0
FHD05,AVSD:n korjaus eteisväliseinäpaikalla ja kammioväliseinän ompelulla,FHD,3,01.01.2005,31.12.2030,05.02.2016,Repair of complete atrioventricular septal defect using atrial patch and suture of ventricular septal defect,0,0,0
FHD10,AVSD:n korjaus kaksipaikkatekniikalla,FHD,3,01.01.1900,31.12.2030,05.02.2016,Repair of complete atrio-ventricular septal defect using two patch technique,0,0,0
FHD20,"AVC (AVSD) korjaus, välimuotoinen (Transitional)",FHD,3,01.01.2011,31.12.2030,05.02.2016,"AVC (AVSD) repair, Intermediate (Transitional)",0,0,0
FHD30,AVSD:n ja pulmonaalistenoosin korjaus,FHD,3,01.01.1900,31.12.2008,19.10.2012,Repair of complete atrio-ventricular septal defect and concurrent resection of pulmonary stenosis,0,0,0
FHD96,Muu AVSD:n korjausleikkaus,FHD,3,01.01.1900,31.12.2030,05.02.2016,Other repair of complete atrio-ventricular septal defect,0,0,0
FHE,"Fallotin tetralogian korjaukset, VSD:n sulku, pulmonaalistenoosin korjaus ym.",FH,2,01.01.1900,31.12.2030,19.10.2012,Repair of tetralogy of Fallot,0,0,0
FHE00,Fallotin tetralogian korjaus eteisen kautta,FHE,3,01.01.1900,31.12.2030,05.02.2016,Transatrial repair of tetralogy of Fallot,0,0,0
FHE10,Fallotin tetralogian korjaus kammion kautta,FHE,3,01.01.1900,31.12.2008,19.10.2012,Transventricular repair of tetralogy of Fallot,0,0,0
FHE20,"Fallotin tetralogian korjaus kammion kautta, ulosvirtauskanavan paikkaus",FHE,3,01.01.1900,31.12.2030,05.02.2016,Transventricular repair of tetralogy of Fallot with outlet patch,0,0,0
FHE30,Fallotin tetralogian korjaus transannulaarisella paikalla,FHE,3,01.01.1900,31.12.2030,05.02.2016,Repair of tetralogy of Fallot with transannular patch,6,0,0
FHE40,"Fallotin tetralogian korjaus, kammio-keuhkovaltimoproteesi tai homografti",FHE,3,01.01.1900,31.12.2030,05.02.2016,Repair of tetralogy of Fallot with ventriculo-pulmonary prosthesis or homograft,0,0,0
FHE50,Fallotin tetralogian ja AVC (AVSD) korjaus,FHE,3,01.01.2011,31.12.2030,05.02.2016,"Repair of tetralogy of Fallot, AVC (AVSD)",0,0,0
FHE55,Fallotin tetralogian puuttuvan pulmonaaliläpän korjaus,FHE,3,01.01.2011,31.12.2030,05.02.2016,"Repair of tetralogy of Fallot, Absent pulmonary valve repair",0,0,0
FHE96,Muu Fallotin tetralogian korjaus,FHE,3,01.01.1900,31.12.2030,05.02.2016,Other repair of tetralogy of Fallot,0,0,0
FHF,Keuhkovaltimoatresian korjaukset,FH,2,01.01.1900,31.12.2030,19.10.2012,Repair of pulmonary atresia,0,0,0
FHF00,Keuhkovaltimoatresian korjaus transannulaarisesti,FHF,3,01.01.1900,31.12.2030,05.02.2016,Repair of pulmonary atresia with transannular patch,0,0,0
FHF10,"Keuhkovaltimoatresiakorjaus, kammio-keuhkovaltimoproteesi tai homografti",FHF,3,01.01.1900,31.12.2030,05.02.2016,Repair of pulmonary atresia with ventriculo-pulmonary prosthesis or homograft,0,0,0
FHF20,"Keuhkovaltimoatresiakorjaus, transannulaarinen paikka ja VSD:n sulku",FHF,3,01.01.1900,31.12.2030,05.02.2016,Repair of pulmonary atresia with transannular patch and closure of VSD,0,0,0
FHF30,"Keuhkovaltimoatresiakorjaus, kammio-keuhkovaltimoproteesi ja VSD:n sulku",FHF,3,01.01.1900,31.12.2030,05.02.2016,Repair of pulmonary atresia with ventriculo-pulmonary prosthesis or homograft and closure of VSD,0,0,0
FHF96,Muu keuhkovaltimoatresian leikkaus,FHF,3,01.01.1900,31.12.2030,05.02.2016,Other repair of pulmonary atresia,0,0,0
FHG,"VSD:n sulku ja kammionsisäinen transpositio, double outlet ventricle",FH,2,01.01.1900,31.12.2030,19.10.2012,Closure of VSD with concurrent intraventricular transposition for double outlet ventricle,0,0,0
FHG00,DOLV:n korjaus,FHG,3,01.01.1900,31.12.2030,05.02.2016,Correction of DOLV,0,0,0
FHG10,DORV:n korjaus,FHG,3,01.01.1900,31.12.2030,05.02.2016,Correction of DORV,0,0,0
FHG12,"DORV-korjausleikkaus, kammionsisäinen tunnelikorjaus",FHG,3,01.01.2011,31.12.2030,05.02.2016,"DORV, Intraventricular tunnel repair",0,0,0
FHG20,Virtauskanavien vaihtaminen kammiotasolla käyttäen sydämenulkopuolista yhteyttä (conduit),FHG,3,01.01.2005,31.12.2030,05.02.2016,Intraventricular switch with extraventricular conduit,0,0,0
FHG96,Muu double outlet ventricle-korjausleikkaus,FHG,3,01.01.1900,31.12.2030,05.02.2016,Other operation for double outlet ventricle,0,0,0
FHH,Kammioväliseinäaukon (VSD) muodostamiset tai laajentamiset,FH,2,01.01.1900,31.12.2030,19.10.2012,Creation or expansion of VSD,0,0,0
FHH00,VSD:n laajennus yksikammioisessa sydämessä,FHH,3,01.01.1900,31.12.2030,05.02.2016,Expansion of VSD in univentricular heart,0,0,0
FHH10,"VSD:n laajennus, double outlet kammiossa",FHH,3,01.01.1900,31.12.2008,19.10.2012,Expansion of VSD in double outlet ventricle,0,0,0
FHH20,VSD:iin asetetun paikan fenestrointi,FHH,3,01.01.1900,31.12.2030,05.02.2016,Fenestration of VSD patch,0,0,0
FHH96,Muu VSD:n laajennusleikkaus,FHH,3,01.01.1900,31.12.2030,05.02.2016,Other operation for creation or expansion of VSD,0,0,0
FHJ,Kammioväliseinän muodostamiset yksikammiosydämessä,FH,2,01.01.1900,31.12.2030,19.10.2012,Construction of septum in common ventricle,0,0,0
FHJ00,Yksikammioisen sydämen väliseinän korjaus paikkaamalla,FHJ,3,01.01.1900,31.12.2030,05.02.2016,Construction of ventricular septum using patch,0,0,0
FHJ10,Yksikammioisen sydämen väliseinän korjaus ikkunapaikalla,FHJ,3,01.01.1900,31.12.2030,05.02.2016,Construction of ventricular septum using fenestrated patch,0,0,0
FHJ96,Muu yksikammioisen sydämen korjausleikkaus,FHJ,3,01.01.1900,31.12.2030,05.02.2016,Other construction of septum in common ventricle,0,0,0
FHW,Muut kammioväliseinän leikkaukset,FH,2,01.01.1900,31.12.2030,19.10.2012,Other operations on ventriclular septum,0,0,0
FHW96,Muu kammioväliseinän leikkaus,FHW,3,01.01.1900,31.12.2030,05.02.2016,Other operation on ventricular septum,0,1,0
FJ,Sydämen oikea kammio ja keuhkovaltimoläppä,F,1,01.01.1900,31.12.2030,19.10.2012,Right ventricle and pulmonary valve,0,0,0
FJA,Koepalan otot oikeasta kammiosta,FJ,2,01.01.1900,31.12.2030,19.10.2012,Biopsy of right ventricle,0,0,0
FJA00,"Koepalan otto oikeasta kammiosta, avoin",FJA,3,01.01.1900,31.12.2030,05.02.2016,Biopsy of right ventricle,0,0,0
FJA10,Koepalan otto laskimoteitse oikeasta kammiosta,FJA,3,01.01.1900,31.12.2030,05.02.2016,Transvenous biopsy of right ventricle,887,237,1124
FJA96,Muu koepalan otto sydämestä,FJA,3,01.01.1900,31.12.2030,05.02.2016,Other biopsy of right ventricle,0,0,0
FJB,Sydämen oikean kammion leikkaukset vamman tai vierasesineen vuoksi,FJ,2,01.01.1900,31.12.2030,19.10.2012,Repair of right ventricle for injury,0,0,0
FJB00,Oikean kammion seinämän ompelu vamman vuoksi,FJB,3,01.01.1900,31.12.2030,05.02.2016,Suture of right ventricle for injury,0,5,0
FJB10,Oikean kammion seinämän korjaus paikalla vamman vuoksi,FJB,3,01.01.1900,31.12.2030,05.02.2016,Repair of right ventricle for injury using graft,0,4,0
FJB96,Muu oikean kammion korjaus vamman vuoksi,FJB,3,01.01.1900,31.12.2030,05.02.2016,Other repair of right ventricle for injury,0,0,0
FJC,"Oikean kammion kasvaimien, muutosten tai vierasesineiden poistot",FJ,2,01.01.1900,31.12.2030,19.10.2012,Excision of lesion of right ventricle,0,0,0
FJC00,Oikean kammion kasvaimen tai muutoksen poisto,FJC,3,01.01.1900,31.12.2030,05.02.2016,Excision of lesion of right ventricle,0,3,0
FJC10,Oikean kammion vierasesineen poisto,FJC,3,01.01.1900,31.12.2030,05.02.2016,Removal of foreign body from right ventricle,0,0,0
FJC12,Vierasesineen poistaminen sydämen oikeasta kammiosta suonensisäisesti,FJC,3,01.01.1999,31.12.2030,05.02.2016,Percutaneous transluminal removal of foreign body from right ventricle,0,0,0
FJD,Oikean kammion ulosvirtauskanavan ahtauman korjaukset,FJ,2,01.01.1900,31.12.2030,19.10.2012,Operations on right ventricle outlet for congenital or acquired obstruction,0,0,0
FJD00,Fibromuskulaarisen infundibuläärisen keuhkovaltimoahtauman poisto,FJD,3,01.01.1900,31.12.2030,05.02.2016,Resection of fibromuscular infundibular pulmonary stenosis,0,0,0
FJD10,Oikean kammion laajennus paikalla,FJD,3,01.01.1900,31.12.2030,05.02.2016,Expansion of right ventricle with patch,0,0,0
FJD20,"Keuhkovaltimoläpän ohitus, kammio-keuhkovaltimoproteesi tai homografti",FJD,3,01.01.1900,31.12.2030,05.02.2016,Bypass of pulmonary valve with ventriculopulmonary prosthesis or homograft,6,0,0
FJD96,Muu oikean kammion ulosvirtausaukon ahtauman korjausleikkaus,FJD,3,01.01.1900,31.12.2030,05.02.2016,Other operation on right ventricle outlet for congenital or acquired obstruction,0,4,0
FJE,Erillisen keuhkovaltimoläppäahtauman leikkaukset,FJ,2,01.01.1900,31.12.2030,19.10.2012,Operations on pulmonary valve for isolated stenosis,0,0,0
FJE00,Keuhkovaltimoläppäahtauman laajennus,FJE,3,01.01.1900,31.12.2030,05.02.2016,Dilatation of pulmonary valve,0,0,0
FJE10,Keuhkovaltimoläpän avaus,FJE,3,01.01.1900,31.12.2030,05.02.2016,Pulmonary valvulotomy,0,0,0
FJE20,Keuhkovaltimoläpän poisto ja läppärenkaan laajennus paikkaamalla,FJE,3,01.01.1900,31.12.2030,05.02.2016,Excision of pulmonary valve and expansion of annulus using patch,0,0,0
FJE30,Transannulaarinen keuhkovaltimon aukaisu ja yksipurjeläpän asettaminen,FJE,3,01.01.1900,31.12.2030,05.02.2016,Transannular pulmonary patch using monocusp valve,0,0,0
FJE42,Keuhkovaltimoläpän aukon laajentaminen suonensisäisesti,FJE,3,01.01.1999,31.12.2030,05.02.2016,Percutaneous transluminal expansion of pulmonary valve,0,0,0
FJE96,Muu keuhkovaltimoläppäahtautuman leikkaus,FJE,3,01.01.1900,31.12.2030,05.02.2016,Other operation on pulmonary valve for isolated stenosis,0,0,0
FJF,Keuhkovaltimotekoläpän asettamisleikkaukset,FJ,2,01.01.1900,31.12.2030,19.10.2012,Prosthetic replacement of pulmonary valve,0,0,0
FJF00,"Keuhkovaltimotekoläpän asettaminen, mekaaninen",FJF,3,01.01.1900,31.12.2030,05.02.2016,Replacement of pulmonary valve using mechanical prosthesis,0,0,0
FJF10,"Keuhkovaltimotekoläpän asettaminen, biologinen",FJF,3,01.01.1900,31.12.2030,05.02.2016,Replacement of pulmonary valve using biological prosthesis,15,0,0
FJF12,"Keuhkovaltimotekoläpän asettaminen suonensisäisesti, biologinen",FJF,3,01.01.2009,31.12.2030,05.02.2016,Percutaneous transluminal replacement of pulmonary valve using biological prosthesis,0,0,0
FJF20,"Keuhkovaltimosiirteen asettaminen, homografti",FJF,3,01.01.1900,31.12.2030,05.02.2016,Replacement of pulmonary valve using homograft,17,0,0
FJF96,Muu keuhkovaltimotekoläpän asettamisleikkaus,FJF,3,01.01.1900,31.12.2030,05.02.2016,Other prosthetic replacement of pulmonary valve,0,0,0
FJW,Muut sydämen oikean kammion ja keuhkovaltimoläpän leikkaukset,FJ,2,01.01.1900,31.12.2030,19.10.2012,Other operations on right ventricle and pulmonary valve,0,0,0
FJW96,Muu sydämen oikean kammion ja keuhkovaltimoläpän leikkaus,FJW,3,01.01.1900,31.12.2030,05.02.2016,Other operation on right ventricle and pulmonary valve,0,0,0
FK,Hiippaläppä,F,1,01.01.1900,31.12.2030,19.10.2012,Mitral valve,0,0,0
FKA,Hiippaläppäahtauman korjaukset,FK,2,01.01.1900,31.12.2030,19.10.2012,Repair of mitral valve for stenosis,0,0,0
FKA00,Mitraaliläppäpurjeiden irrottaminen toisistaan,FKA,3,01.01.1900,31.12.2030,05.02.2016,Commissurotomy of mitral valve,0,0,0
FKA10,Mitraaliläppäpurjeiden irrottaminen toisistaan ja kalkkeutumien poisto,FKA,3,01.01.1900,31.12.2030,05.02.2016,Commissurotomy of mitral valve with decalcification,0,0,0
FKA20,Mitraaliläppäpurjeiden irrottaminen toisistaan ja yhteenkasvaneiden läppäjänteiden vapautus,FKA,3,01.01.1900,31.12.2030,05.02.2016,Commissurotomy of mitral valve and discission of fusion of chords,0,0,0
FKA32,Mitraaliläppäaukon laajentaminen suonensisäisesti,FKA,3,01.01.1999,31.12.2015,05.02.2016,Percutaneous transluminal expansion of mitral valve,0,0,0
FKA96,Muu mitraaliläppäahtaumien korjausleikkaus,FKA,3,01.01.1900,31.12.2030,05.02.2016,Other repair of mitral valve for stenosis,0,0,0
FKB,Läppärenkaan korjaukset hiippaläppävuodon vuoksi,FK,2,01.01.1900,31.12.2030,15.07.2014,Annuloplasty of mitral valve for insufficiency,0,0,0
FKB00,Mitraaliläpän korjaus ompelemalla läppävuodon vuoksi,FKB,3,01.01.1900,31.12.2030,05.02.2016,Annuloplasty of mitral valve for insufficiency using suture,16,2,18
FKB10,"Mitraaliläpän korjaus renkaalla, läppävuoto",FKB,3,01.01.1900,31.12.2030,05.02.2016,Annuloplasty of mitral valve for insufficiency using ring,407,150,557
FKB20,Hiippaläppärenkaan kalkin poisto ja korjaus paikkaamalla tai ompelemalla,FKB,3,01.01.2015,31.12.2030,23.07.2017,NA,0,0,0
FKB30,Hiippaläpän ja aorttaläpän yhdistävän kannaksen korjaus paikkaamalla,FKB,3,01.01.2015,31.12.2030,23.07.2017,NA,0,0,0
FKB96,Muu mitraaliläppärenkaan korjaus läppävuodon vuoksi,FKB,3,01.01.1900,31.12.2030,05.02.2016,Other annuloplasty of mitral valve for insufficiency,0,0,0
FKC,Hiippaläpän korjaukset läppävuodon vuoksi,FK,2,01.01.1900,31.12.2030,19.10.2012,Repair of mitral valve for insufficiency,0,0,0
FKC00,Mitraaliläpän korjaus renkaalla läppävuodon vuoksi,FKC,3,01.01.1900,31.12.2030,05.02.2016,Repair of mitral valve for insufficiency using ring,45,19,64
FKC10,Mitraaliläpän korjaus ompelemalla läppäpurjeen halkio läppävuodon vuoksi,FKC,3,01.01.1900,31.12.2030,05.02.2016,Suture of cleft mitral leaflet,12,1,13
FKC20,Mitraaliläppäpurjeen muovaus läppävuodon vuoksi,FKC,3,01.01.1900,31.12.2030,05.02.2016,Plastic repair of mitral valve leaflet for insufficiency,112,76,188
FKC30,Mitraaliläppäjänteen pidentäminen tai lyhentäminen,FKC,3,01.01.1900,31.12.2030,05.02.2016,Shortening or elongation of chords of mitral valve,6,0,0
FKC40,Mitraaliläppäjänteen tai papillaarilihaksen ompelu,FKC,3,01.01.1900,31.12.2030,05.02.2016,Suture of chord or papillary muscle of mitral valve,8,0,0
FKC50,Keinotekoisen mitraaliläppäjänteen asettaminen,FKC,3,01.01.1900,31.12.2030,05.02.2016,Repair of mitral valve for insufficiency using prosthetic chord,135,27,162
FKC60,Mitraaliläppäpurjeen osittainen poisto ja korjaus läppävuodon vuoksi,FKC,3,01.01.1900,31.12.2030,05.02.2016,Resection and reconstruction of leaflet of mitral valve for insufficiency,98,0,0
FKC61,Mitraaliläpän vuodon hoitaminen suonensisäisesti asetetulla klipsillä,FKC,3,01.01.2012,31.12.2030,05.02.2016,Repair of mitral valve insufficiency by a transluminally inserted clip,13,24,37
FKC80,Sydämen papillaarilihasten lähentäminen tai nosto,FKC,3,01.01.2015,31.12.2030,23.07.2017,NA,0,0,0
FKC96,Muu mitraaliläppävuodon leikkaus,FKC,3,01.01.1900,31.12.2030,05.02.2016,Other repair of mitral valve for insufficiency,102,2,104
FKD,Hiippatekoläpän asettamisleikkaukset,FK,2,01.01.1900,31.12.2030,19.10.2012,Prosthetic replacement of mitral valve,0,0,0
FKD00,"Mitraalitekoläpän asettaminen, mekaaninen",FKD,3,01.01.1900,31.12.2030,05.02.2016,Replacement of mitral valve using mechanical prosthesis,99,39,138
FKD10,"Mitraalitekoläpän asettaminen, biologinen",FKD,3,01.01.1900,31.12.2030,05.02.2016,Replacement of mitral valve using biological prosthesis,134,95,229
FKD20,"Mitraaliläppäsiirteen asettaminen, homografti",FKD,3,01.01.1900,31.12.2030,05.02.2016,Replacement of mitral valve using homograft,0,0,0
FKD96,Muu mitraalitekoläpän asettaminen,FKD,3,01.01.1900,31.12.2030,05.02.2016,Other replacement of mitral valve,0,1,0
FKE,Katetrilla tehtävät mitraaliläppätoimenpiteet,FK,2,01.01.2016,31.12.2030,23.07.2017,NA,0,0,0
FKE05,Mitraaliläpän valvuloplastia,FKE,3,01.01.2016,31.12.2030,23.07.2017,NA,18,0,0
FKE10,Mitraaliläppäproteesin asentaminen sydämen kärjen kautta,FKE,3,01.01.2016,31.12.2030,23.07.2017,NA,0,0,0
FKE50,"Mitraaliläppäproteesin asentaminen katetritoimenpiteellä, valve-in-valve",FKE,3,01.01.2016,31.12.2030,23.07.2017,NA,0,3,0
FKE60,Mitraalivuodon korjaus suonensisäisesti asennettavalla klipsillä,FKE,3,01.01.2016,31.12.2030,23.07.2017,NA,14,28,42
FKE90,Mitraaliläpän paraprosteettisen vuodon sulku katetritoimenpiteellä,FKE,3,01.01.2016,31.12.2030,23.07.2017,NA,0,2,0
FKW,Muut hiippaläppäleikkaukset,FK,2,01.01.1900,31.12.2030,19.10.2012,Other operations on mitral valve,0,0,0
FKW96,Muu mitraaliläppäleikkaus,FKW,3,01.01.1900,31.12.2030,05.02.2016,Other operation on mitral valve,13,5,18
FL,Sydämen vasen kammio,F,1,01.01.1900,31.12.2030,19.10.2012,Left ventricle of heart,0,0,0
FLA,Koepalan otot vasemmasta kammiosta,FL,2,01.01.1900,31.12.2030,19.10.2012,Biopsy of left ventricle,0,0,0
FLA00,"Koepalan otto vasemmasta kammiosta, avoin",FLA,3,01.01.1900,31.12.2030,05.02.2016,Biopsy of left ventricle,0,0,0
