concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
45548902,"Congenital absence, atresia and stenosis of duodenum",Condition,ICD10,ICD10 code,NA,Q41.0,1990-05-01,2099-12-31,NA
45548903,"Congenital absence, atresia and stenosis of rectum with fistula",Condition,ICD10,ICD10 code,NA,Q42.0,1990-05-01,2099-12-31,NA
45548904,"Congenital absence, atresia and stenosis of rectum without fistula",Condition,ICD10,ICD10 code,NA,Q42.1,1990-05-01,2099-12-31,NA
45548905,"Congenital absence, atresia and stenosis of other parts of large intestine",Condition,ICD10,ICD10 code,NA,Q42.8,1990-05-01,2099-12-31,NA
45548906,Congenital stenosis and stricture of bile ducts,Condition,ICD10,ICD10 code,NA,Q44.3,1990-05-01,2099-12-31,NA
45548907,"Agenesis, aplasia and hypoplasia of pancreas",Condition,ICD10,ICD10 code,NA,Q45.0,1990-05-01,2099-12-31,NA
45548908,"Congenital malformation of digestive system, unspecified",Condition,ICD10,ICD10 code,NA,Q45.9,1990-05-01,2099-12-31,NA
45548910,Congenital malformations of uterus and cervix,Condition,ICD10,ICD10 Hierarchy,NA,Q51,1990-05-01,2099-12-31,NA
45548911,Other doubling of uterus,Condition,ICD10,ICD10 code,NA,Q51.2,1990-05-01,2099-12-31,NA
45548912,"Hypospadias, unspecified",Condition,ICD10,ICD10 code,NA,Q54.9,1990-05-01,2099-12-31,NA
45548913,Congenital absence and aplasia of penis,Condition,ICD10,ICD10 code,NA,Q55.5,1990-05-01,2099-12-31,NA
45548914,Other congenital malformations of urinary system,Condition,ICD10,ICD10 Hierarchy,NA,Q64,1990-05-01,2099-12-31,NA
45548919,Pes cavus,Condition,ICD10,ICD10 code,NA,Q66.7,1990-05-01,2099-12-31,NA
45548920,Congenital bowing of tibia and fibula,Condition,ICD10,ICD10 code,NA,Q68.4,1990-05-01,2099-12-31,NA
45548923,Other reduction defects of upper limb(s),Condition,ICD10,ICD10 code,NA,Q71.8,1990-05-01,2099-12-31,NA
45548928,"Phocomelia, unspecified limb(s)",Condition,ICD10,ICD10 code,NA,Q73.1,1990-05-01,2099-12-31,NA
45548929,Arthrogryposis multiplex congenita,Condition,ICD10,ICD10 code,NA,Q74.3,1990-05-01,2099-12-31,NA
45543559,Other specified joint disorders,Condition,ICD10,ICD10 code,NA,M25.8,1990-05-01,2099-12-31,NA
45543562,"Joint disorder, unspecified",Condition,ICD10,ICD10 code,NA,M25.9,1990-05-01,2099-12-31,NA
45543565,Hypersensitivity angiitis,Condition,ICD10,ICD10 code,NA,M31.0,1990-05-01,2099-12-31,NA
45543568,Other and unspecified kyphosis,Condition,ICD10,ICD10 code,NA,M40.2,1990-05-01,2099-12-31,NA
45543575,Other recurrent vertebral subluxation,Condition,ICD10,ICD10 code,NA,M43.5,1990-05-01,2099-12-31,NA
45543591,Other spondylosis,Condition,ICD10,ICD10 code,NA,M47.8,1990-05-01,2099-12-31,NA
45544450,Other injuries of lung,Condition,ICD10,ICD10 code,NA,S27.3,1990-05-01,2099-12-31,NA
45542549,Zoster with other complications,Condition,ICD10,ICD10 code,NA,B02.8,1990-05-01,2099-12-31,NA
45542551,Erythema infectiosum [fifth disease],Condition,ICD10,ICD10 code,NA,B08.3,1990-05-01,2099-12-31,NA
45542552,Enteroviral vesicular pharyngitis,Condition,ICD10,ICD10 code,NA,B08.5,1990-05-01,2099-12-31,NA
45542554,Acute hepatitis A,Condition,ICD10,ICD10 Hierarchy,NA,B15,1990-05-01,2099-12-31,NA
45542555,Chronic viral hepatitis B with delta-agent,Condition,ICD10,ICD10 code,NA,B18.0,1990-05-01,2099-12-31,NA
45542556,HIV disease resulting in other bacterial infections,Condition,ICD10,ICD10 code,NA,B20.1,1990-05-01,2099-12-31,NA
45542557,HIV disease resulting in multiple infections,Condition,ICD10,ICD10 code,NA,B20.7,1990-05-01,2099-12-31,NA
45542558,Tinea manuum,Condition,ICD10,ICD10 code,NA,B35.2,1990-05-01,2099-12-31,NA
45542559,Candidal stomatitis,Condition,ICD10,ICD10 code,NA,B37.0,1990-05-01,2099-12-31,NA
45542560,Coccidioidomycosis,Condition,ICD10,ICD10 Hierarchy,NA,B38,1990-05-01,2099-12-31,NA
45542561,"Histoplasmosis capsulati, unspecified",Condition,ICD10,ICD10 code,NA,B39.4,1990-05-01,2099-12-31,NA
45542562,Blastomycosis,Condition,ICD10,ICD10 Hierarchy,NA,B40,1990-05-01,2099-12-31,NA
45542563,Acute pulmonary blastomycosis,Condition,ICD10,ICD10 code,NA,B40.0,1990-05-01,2099-12-31,NA
45542564,"Pulmonary blastomycosis, unspecified",Condition,ICD10,ICD10 code,NA,B40.2,1990-05-01,2099-12-31,NA
45542565,Other forms of blastomycosis,Condition,ICD10,ICD10 code,NA,B40.8,1990-05-01,2099-12-31,NA
45542566,Mycetoma,Condition,ICD10,ICD10 Hierarchy,NA,B47,1990-05-01,2099-12-31,NA
45542567,Plasmodium malariae malaria without complication,Condition,ICD10,ICD10 code,NA,B52.9,1990-05-01,2099-12-31,NA
45542570,Schistosomiasis due to Schistosoma japonicum,Condition,ICD10,ICD10 code,NA,B65.2,1990-05-01,2099-12-31,NA
45542571,"Schistosomiasis, unspecified",Condition,ICD10,ICD10 code,NA,B65.9,1990-05-01,2099-12-31,NA
45542572,Dipylidiasis,Condition,ICD10,ICD10 code,NA,B71.1,1990-05-01,2099-12-31,NA
45542574,Ancylostomiasis,Condition,ICD10,ICD10 code,NA,B76.0,1990-05-01,2099-12-31,NA
45542577,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters,Condition,ICD10,ICD10 code,NA,B96.0,1990-05-01,2099-12-31,NA
45542578,Parvovirus as the cause of diseases classified to other chapters,Condition,ICD10,ICD10 code,NA,B97.6,1990-05-01,2099-12-31,NA
45542579,Malignant neoplasm: Border of tongue,Condition,ICD10,ICD10 code,NA,C02.1,1990-05-01,2099-12-31,NA
45542580,Malignant neoplasm: Uvula,Condition,ICD10,ICD10 code,NA,C05.2,1990-05-01,2099-12-31,NA
45542581,Malignant neoplasm: Submandibular gland,Condition,ICD10,ICD10 code,NA,C08.0,1990-05-01,2099-12-31,NA
45542582,Malignant neoplasm: Branchial cleft,Condition,ICD10,ICD10 code,NA,C10.4,1990-05-01,2099-12-31,NA
45542583,Malignant neoplasm: Overlapping lesion of oropharynx,Condition,ICD10,ICD10 code,NA,C10.8,1990-05-01,2099-12-31,NA
45542584,"Malignant neoplasm: Hypopharynx, unspecified",Condition,ICD10,ICD10 code,NA,C13.9,1990-05-01,2099-12-31,NA
45542585,"Malignant neoplasm: Greater curvature of stomach, unspecified",Condition,ICD10,ICD10 code,NA,C16.6,1990-05-01,2099-12-31,NA
45542586,Malignant neoplasm: Caecum,Condition,ICD10,ICD10 code,NA,C18.0,1990-05-01,2099-12-31,NA
45542587,Malignant neoplasm of rectum,Condition,ICD10,ICD10 Hierarchy,NA,C20,1990-05-01,2099-12-31,NA
45542588,Malignant neoplasm: Hepatoblastoma,Condition,ICD10,ICD10 code,NA,C22.2,1990-05-01,2099-12-31,NA
45542589,Malignant neoplasm: Sphenoidal sinus,Condition,ICD10,ICD10 code,NA,C31.3,1990-05-01,2099-12-31,NA
45542590,Malignant neoplasm: Overlapping lesion of bronchus and lung,Condition,ICD10,ICD10 code,NA,C34.8,1990-05-01,2099-12-31,NA
45542592,"Malignant neoplasm: Bronchus or lung, unspecified",Condition,ICD10,ICD10 code,NA,C34.9,1990-05-01,2099-12-31,NA
45542596,"Malignant neoplasm: Malignant melanoma of eyelid, including canthus",Condition,ICD10,ICD10 code,NA,C43.1,1990-05-01,2099-12-31,NA
45542597,Malignant neoplasm: Malignant melanoma of other and unspecified parts of face,Condition,ICD10,ICD10 code,NA,C43.3,1990-05-01,2099-12-31,NA
45552844,Aneurysm and dissection of artery of upper extremity,Condition,ICD10,ICD10 code,NA,I72.1,1990-05-01,2099-12-31,NA
45552845,Aneurysm and dissection of unspecified site,Condition,ICD10,ICD10 code,NA,I72.9,1990-05-01,2099-12-31,NA
45552846,"Peripheral vascular disease, unspecified",Condition,ICD10,ICD10 code,NA,I73.9,1990-05-01,2099-12-31,NA
45552848,"Arteritis, unspecified",Condition,ICD10,ICD10 code,NA,I77.6,1990-05-01,2099-12-31,NA
45552849,Other specified disorders of arteries and arterioles,Condition,ICD10,ICD10 code,NA,I77.8,1990-05-01,2099-12-31,NA
45552850,Hereditary haemorrhagic telangiectasia,Condition,ICD10,ICD10 code,NA,I78.0,1990-05-01,2099-12-31,NA
45550377,Traumatic amputation of hip and thigh,Condition,ICD10,ICD10 Hierarchy,NA,S78,1990-05-01,2099-12-31,NA
45550389,Contusion of other and unspecified parts of lower leg,Condition,ICD10,ICD10 code,NA,S80.1,1990-05-01,2099-12-31,NA
45551103,Superficial frostbite of neck,Condition,ICD10,ICD10 code,NA,T33.1,1990-05-01,2099-12-31,NA
45551104,Superficial frostbite of arm,Condition,ICD10,ICD10 code,NA,T33.4,1990-05-01,2099-12-31,NA
45551110,Frostbite with tissue necrosis of neck,Condition,ICD10,ICD10 code,NA,T34.1,1990-05-01,2099-12-31,NA
45551112,"Frostbite with tissue necrosis of abdominal wall, lower back and pelvis",Condition,ICD10,ICD10 code,NA,T34.3,1990-05-01,2099-12-31,NA
45551116,Frostbite with tissue necrosis of knee and lower leg,Condition,ICD10,ICD10 code,NA,T34.7,1990-05-01,2099-12-31,NA
45551119,Unspecified frostbite of head and neck,Condition,ICD10,ICD10 code,NA,T35.2,1990-05-01,2099-12-31,NA
45548931,Other congenital malformations of ribs,Condition,ICD10,ICD10 code,NA,Q76.6,1990-05-01,2099-12-31,NA
45548932,Osteochondrodysplasia with defects of growth of tubular bones and spine,Condition,ICD10,ICD10 Hierarchy,NA,Q77,1990-05-01,2099-12-31,NA
45548933,Other osteochondrodysplasias,Condition,ICD10,ICD10 Hierarchy,NA,Q78,1990-05-01,2099-12-31,NA
45546625,Toxic effect of aflatoxin and other mycotoxin food contaminants,Condition,ICD10,ICD10 Hierarchy,NA,T64,1990-05-01,2099-12-31,NA
45546641,Hypothermia,Condition,ICD10,ICD10 Hierarchy,NA,T68,1990-05-01,2099-12-31,NA
45544468,"Multiple superficial injuries of abdomen, lower back and pelvis",Condition,ICD10,ICD10 code,NA,S30.7,1990-05-01,2099-12-31,NA
45542610,Malignant neoplasm: Specified parts of peritoneum,Condition,ICD10,ICD10 code,NA,C48.1,1990-05-01,2099-12-31,NA
45542611,"Malignant neoplasm: Connective and soft tissue, unspecified",Condition,ICD10,ICD10 code,NA,C49.9,1990-05-01,2099-12-31,NA
45542614,Malignant neoplasm of ovary,Condition,ICD10,ICD10 Hierarchy,NA,C56,1990-05-01,2099-12-31,NA
45542616,Malignant neoplasm: Fallopian tube,Condition,ICD10,ICD10 code,NA,C57.0,1990-05-01,2099-12-31,NA
45542618,Malignant neoplasm: Lacrimal gland and duct,Condition,ICD10,ICD10 code,NA,C69.5,1990-05-01,2099-12-31,NA
45543604,Collapsed vertebra in diseases classified elsewhere,Condition,ICD10,ICD10 code,NA,M49.5,1990-05-01,2099-12-31,NA
45543605,Cervical disc disorders,Condition,ICD10,ICD10 Hierarchy,NA,M50,1990-05-01,2099-12-31,NA
45541787,Psychological abuse,Observation,ICD10,ICD10 code,NA,T74.3,1990-05-01,2099-12-31,NA
45552859,Varicose veins of lower extremities without ulcer or inflammation,Condition,ICD10,ICD10 code,NA,I83.9,1990-05-01,2099-12-31,NA
45552861,External thrombosed hemorrhoids,Condition,ICD10,ICD10 code,NA,I84.3,1990-05-01,2013-01-01,D
45552862,Residual hemorrhoidal skin tags,Condition,ICD10,ICD10 code,NA,I84.6,1990-05-01,2013-01-01,D
45552863,Unspecified hemorrhoids without complication,Condition,ICD10,ICD10 code,NA,I84.9,1990-05-01,2013-01-01,D
45552864,"Duplicate of ICD10 Concept, do not use, use replacement Concept from CONCEPT_RELATIONSHIP table instead",Condition,ICD10,ICD10 code,NA,45552864,2014-04-01,2016-03-11,D
45552867,Venous insufficiency (chronic)(peripheral),Condition,ICD10,ICD10 code,NA,I87.2,1990-05-01,2099-12-31,NA
45552875,Acute sphenoidal sinusitis,Condition,ICD10,ICD10 code,NA,J01.3,1990-05-01,2099-12-31,NA
45552876,Acute tonsillitis,Condition,ICD10,ICD10 Hierarchy,NA,J03,1990-05-01,2099-12-31,NA
45552879,"Viral pneumonia, not elsewhere classified",Condition,ICD10,ICD10 Hierarchy,NA,J12,1990-05-01,2099-12-31,NA
45552880,"Viral pneumonia, unspecified",Condition,ICD10,ICD10 code,NA,J12.9,1990-05-01,2099-12-31,NA
45552881,Pneumonia due to other specified infectious organisms,Condition,ICD10,ICD10 code,NA,J16.8,1990-05-01,2099-12-31,NA
45552882,Acute bronchitis due to coxsackievirus,Condition,ICD10,ICD10 code,NA,J20.3,1990-05-01,2099-12-31,NA
45552883,Acute bronchitis due to echovirus,Condition,ICD10,ICD10 code,NA,J20.7,1990-05-01,2099-12-31,NA
45552884,Acute bronchiolitis due to respiratory syncytial virus,Condition,ICD10,ICD10 code,NA,J21.0,1990-05-01,2099-12-31,NA
45552886,Chronic frontal sinusitis,Condition,ICD10,ICD10 code,NA,J32.1,1990-05-01,2099-12-31,NA
45552887,Hypertrophy of adenoids,Condition,ICD10,ICD10 code,NA,J35.2,1990-05-01,2099-12-31,NA
45552888,"Upper respiratory tract hypersensitivity reaction, site unspecified",Condition,ICD10,ICD10 code,NA,J39.3,1990-05-01,2099-12-31,NA
45552889,Unspecified chronic bronchitis,Condition,ICD10,ICD10 Hierarchy,NA,J42,1990-05-01,2099-12-31,NA
45552890,Centrilobular emphysema,Condition,ICD10,ICD10 code,NA,J43.2,1990-05-01,2099-12-31,NA
45552891,Siderosis,Condition,ICD10,ICD10 code,NA,J63.4,1990-05-01,2099-12-31,NA
45552892,Flax-dresser disease,Condition,ICD10,ICD10 code,NA,J66.1,1990-05-01,2099-12-31,NA
45552893,Bagassosis,Condition,ICD10,ICD10 code,NA,J67.1,1990-05-01,2099-12-31,NA
45552894,Hypersensitivity pneumonitis due to other organic dusts,Condition,ICD10,ICD10 code,NA,J67.8,1990-05-01,2099-12-31,NA
45552895,"Other respiratory conditions due to chemicals, gases, fumes and vapours",Condition,ICD10,ICD10 code,NA,J68.8,1990-05-01,2099-12-31,NA
45552896,"Unspecified respiratory condition due to chemicals, gases, fumes and vapours",Condition,ICD10,ICD10 code,NA,J68.9,1990-05-01,2099-12-31,NA
45552897,Adult respiratory distress syndrome,Condition,ICD10,ICD10 Hierarchy,NA,J80,1990-05-01,2099-12-31,NA
45552900,"Postprocedural respiratory disorders, not elsewhere classified",Condition,ICD10,ICD10 Hierarchy,NA,J95,1990-05-01,2099-12-31,NA
45552903,Other disorders of lung,Condition,ICD10,ICD10 code,NA,J98.4,1990-05-01,2099-12-31,NA
45552904,Rheumatoid lung disease,Condition,ICD10,ICD10 code,NA,J99.0,1990-05-01,2099-12-31,NA
45552905,Teething syndrome,Condition,ICD10,ICD10 code,NA,K00.7,1990-05-01,2099-12-31,NA
45552906,Dental caries,Condition,ICD10,ICD10 Hierarchy,NA,K02,1990-05-01,2099-12-31,NA
45552907,Posteruptive colour changes of dental hard tissues,Condition,ICD10,ICD10 code,NA,K03.7,1990-05-01,2099-12-31,NA
45552910,Atrophy of edentulous alveolar ridge,Condition,ICD10,ICD10 code,NA,K08.2,1990-05-01,2099-12-31,NA
45551120,"Unspecified frostbite of thorax, abdomen, lower back and pelvis",Condition,ICD10,ICD10 code,NA,T35.3,1990-05-01,2099-12-31,NA
45547422,Chlamydial infection of pelviperitoneum and other genitourinary organs,Condition,ICD10,ICD10 code,NA,A56.1,1990-05-01,2099-12-31,NA
45547423,Urogenital trichomoniasis,Condition,ICD10,ICD10 code,NA,A59.0,1990-05-01,2099-12-31,NA
45547427,Bone and joint lesions of yaws,Condition,ICD10,ICD10 code,NA,A66.6,1990-05-01,2099-12-31,NA
45547428,Primary lesions of pinta,Condition,ICD10,ICD10 code,NA,A67.0,1990-05-01,2099-12-31,NA
45547429,Louse-borne relapsing fever,Condition,ICD10,ICD10 code,NA,A68.0,1990-05-01,2099-12-31,NA
45547432,Other atypical virus infections of central nervous system,Condition,ICD10,ICD10 code,NA,A81.8,1990-05-01,2099-12-31,NA
45547433,Other viral meningitis,Condition,ICD10,ICD10 code,NA,A87.8,1990-05-01,2099-12-31,NA
45547434,Junin haemorrhagic fever,Condition,ICD10,ICD10 code,NA,A96.0,1990-05-01,2099-12-31,NA
45547435,Herpesviral gingivostomatitis and pharyngotonsillitis,Condition,ICD10,ICD10 code,NA,B00.2,1990-05-01,2099-12-31,NA
45547436,Herpesviral encephalitis,Condition,ICD10,ICD10 code,NA,B00.4,1990-05-01,2099-12-31,NA
45547437,Varicella encephalitis,Condition,ICD10,ICD10 code,NA,B01.1,1990-05-01,2099-12-31,NA
45547439,Acute hepatitis B without delta-agent with hepatic coma,Condition,ICD10,ICD10 code,NA,B16.2,1990-05-01,2099-12-31,NA
45547440,Other chronic viral hepatitis,Condition,ICD10,ICD10 code,NA,B18.8,1990-05-01,2099-12-31,NA
45547441,"Chronic viral hepatitis, unspecified",Condition,ICD10,ICD10 code,NA,B18.9,1990-05-01,2099-12-31,NA
45547443,Unspecified human immunodeficiency virus [HIV] disease,Condition,ICD10,ICD10 Hierarchy,NA,B24,1990-05-01,2099-12-31,NA
45547444,Infectious mononucleosis,Condition,ICD10,ICD10 Hierarchy,NA,B27,1990-05-01,2099-12-31,NA
45547448,"Infectious mononucleosis, unspecified",Condition,ICD10,ICD10 code,NA,B27.9,1990-05-01,2099-12-31,NA
45547449,Viral infection of unspecified site,Condition,ICD10,ICD10 Hierarchy,NA,B34,1990-05-01,2099-12-31,NA
45547450,Cutaneous coccidioidomycosis,Condition,ICD10,ICD10 code,NA,B38.3,1990-05-01,2099-12-31,NA
45547452,Other forms of paracoccidioidomycosis,Condition,ICD10,ICD10 code,NA,B41.8,1990-05-01,2099-12-31,NA
45547454,"Sporotrichosis, unspecified",Condition,ICD10,ICD10 code,NA,B42.9,1990-05-01,2099-12-31,NA
45547455,Invasive pulmonary aspergillosis,Condition,ICD10,ICD10 code,NA,B44.0,1990-05-01,2099-12-31,NA
45547456,Cutaneous cryptococcosis,Condition,ICD10,ICD10 code,NA,B45.2,1990-05-01,2099-12-31,NA
45547457,Zygomycosis,Condition,ICD10,ICD10 Hierarchy,NA,B46,1990-05-01,2099-12-31,NA
45547458,Cutaneous mucormycosis,Condition,ICD10,ICD10 code,NA,B46.3,1990-05-01,2099-12-31,NA
45547459,Lobomycosis,Condition,ICD10,ICD10 code,NA,B48.0,1990-05-01,2099-12-31,NA
45547460,Chagas disease (chronic) with other organ involvement,Condition,ICD10,ICD10 code,NA,B57.5,1990-05-01,2099-12-31,NA
45547461,Naegleriasis,Condition,ICD10,ICD10 code,NA,B60.2,1990-05-01,2099-12-31,NA
45547462,Cercarial dermatitis,Condition,ICD10,ICD10 code,NA,B65.3,1990-05-01,2099-12-31,NA
45547463,Other fluke infections,Condition,ICD10,ICD10 Hierarchy,NA,B66,1990-05-01,2099-12-31,NA
45547464,Paragonimiasis,Condition,ICD10,ICD10 code,NA,B66.4,1990-05-01,2099-12-31,NA
45547467,Taeniasis,Condition,ICD10,ICD10 Hierarchy,NA,B68,1990-05-01,2099-12-31,NA
45547468,"Taeniasis, unspecified",Condition,ICD10,ICD10 code,NA,B68.9,1990-05-01,2099-12-31,NA
45547470,"Cysticercosis, unspecified",Condition,ICD10,ICD10 code,NA,B69.9,1990-05-01,2099-12-31,NA
45547471,Syngamiasis,Condition,ICD10,ICD10 code,NA,B83.3,1990-05-01,2099-12-31,NA
45547472,Internal hirudiniasis,Condition,ICD10,ICD10 code,NA,B83.4,1990-05-01,2099-12-31,NA
45547473,Myiasis of other sites,Condition,ICD10,ICD10 code,NA,B87.8,1990-05-01,2099-12-31,NA
45547474,Sequelae of respiratory and unspecified tuberculosis,Condition,ICD10,ICD10 code,NA,B90.9,1990-05-01,2099-12-31,NA
45547475,Sequelae of poliomyelitis,Condition,ICD10,ICD10 Hierarchy,NA,B91,1990-05-01,2099-12-31,NA
45547476,"Streptococcus, group A, as the cause of diseases classified to other chapters",Condition,ICD10,ICD10 code,NA,B95.0,1990-05-01,2099-12-31,NA
45547477,Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters,Condition,ICD10,ICD10 code,NA,B96.6,1990-05-01,2099-12-31,NA
45547478,"Malignant neoplasm: Floor of mouth, unspecified",Condition,ICD10,ICD10 code,NA,C04.9,1990-05-01,2099-12-31,NA
45547479,Malignant neoplasm: Anterior wall of nasopharynx,Condition,ICD10,ICD10 code,NA,C11.3,1990-05-01,2099-12-31,NA
45547480,Malignant neoplasm: Lower third of oesophagus,Condition,ICD10,ICD10 code,NA,C15.5,1990-05-01,2099-12-31,NA
45547481,Malignant neoplasm: Body of stomach,Condition,ICD10,ICD10 code,NA,C16.2,1990-05-01,2099-12-31,NA
45547482,Malignant neoplasm: Intrahepatic bile duct carcinoma,Condition,ICD10,ICD10 code,NA,C22.1,1990-05-01,2099-12-31,NA
45547483,Malignant neoplasm: Other specified carcinomas of liver,Condition,ICD10,ICD10 code,NA,C22.7,1990-05-01,2099-12-31,NA
45547484,Malignant neoplasm of pancreas,Condition,ICD10,ICD10 Hierarchy,NA,C25,1990-05-01,2099-12-31,NA
45547485,Malignant neoplasm: Endocrine pancreas,Condition,ICD10,ICD10 code,NA,C25.4,1990-05-01,2099-12-31,NA
45545859,Injury of peroneal artery,Condition,ICD10,ICD10 code,NA,S85.2,1990-05-01,2099-12-31,NA
45545864,Injury of other blood vessels at lower leg level,Condition,ICD10,ICD10 code,NA,S85.8,1990-05-01,2099-12-31,NA
45546657,Effects of lightning,Condition,ICD10,ICD10 code,NA,T75.0,1990-05-01,2099-12-31,NA
45543664,Chronic crepitant synovitis of hand and wrist,Condition,ICD10,ICD10 code,NA,M70.0,1990-05-01,2099-12-31,NA
45543667,Other bursitis of elbow,Condition,ICD10,ICD10 code,NA,M70.3,1990-05-01,2099-12-31,NA
45542620,Malignant neoplasm: Overlapping lesion of eye and adnexa,Condition,ICD10,ICD10 code,NA,C69.8,1990-05-01,2099-12-31,NA
45542621,"Malignant neoplasm: Cerebrum, except lobes and ventricles",Condition,ICD10,ICD10 code,NA,C71.0,1990-05-01,2099-12-31,NA
45542624,Malignant neoplasm of other endocrine glands and related structures,Condition,ICD10,ICD10 Hierarchy,NA,C75,1990-05-01,2099-12-31,NA
45542625,Malignant neoplasm: Parathyroid gland,Condition,ICD10,ICD10 code,NA,C75.0,1990-05-01,2099-12-31,NA
45542626,Malignant neoplasm: Craniopharyngeal duct,Condition,ICD10,ICD10 code,NA,C75.2,1990-05-01,2099-12-31,NA
45542627,Secondary and unspecified malignant neoplasm: Inguinal and lower limb lymph nodes,Condition,ICD10,ICD10 code,NA,C77.4,1990-05-01,2099-12-31,NA
45542638,"Follicular lymphoma grade III, unspecified",Condition,ICD10,ICD10 code,NA,C82.2,1990-05-01,2099-12-31,NA
45542646,Mantle cell lymphoma,Condition,ICD10,ICD10 code,NA,C83.1,1990-05-01,2099-12-31,NA
45542649,"Non-follicular (diffuse) lymphoma, unspecified",Condition,ICD10,ICD10 code,NA,C83.9,1990-05-01,2099-12-31,NA
45542651,T-zone lymphoma,Condition,ICD10,ICD10 code,NA,C84.2,1990-05-01,2009-12-31,D
45542659,Mediastinal (thymic) large B-cell lymphoma,Condition,ICD10,ICD10 code,NA,C85.2,2010-01-01,2099-12-31,NA
45542661,Prolymphocytic leukaemia of B-cell type,Condition,ICD10,ICD10 code,NA,C91.3,1990-05-01,2099-12-31,NA
45542663,"Lymphoid leukaemia, unspecified",Condition,ICD10,ICD10 code,NA,C91.9,1990-05-01,2099-12-31,NA
45542667,Acute megakaryoblastic leukaemia,Condition,ICD10,ICD10 code,NA,C94.2,1990-05-01,2099-12-31,NA
45542670,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease],Condition,ICD10,ICD10 code,NA,C96.0,1990-05-01,2099-12-31,NA
45542671,Carcinoma in situ: Other specified digestive organs,Condition,ICD10,ICD10 code,NA,D01.7,1990-05-01,2099-12-31,NA
45542673,"Melanoma in situ of eyelid, including canthus",Condition,ICD10,ICD10 code,NA,D03.1,1990-05-01,2099-12-31,NA
45542675,Melanoma in situ of trunk,Condition,ICD10,ICD10 code,NA,D03.5,1990-05-01,2099-12-31,NA
45552913,Cellulitis and abscess of mouth,Condition,ICD10,ICD10 code,NA,K12.2,1990-05-01,2099-12-31,NA
45552915,Irritative hyperplasia of oral mucosa,Condition,ICD10,ICD10 code,NA,K13.6,1990-05-01,2099-12-31,NA
45552916,Geographic tongue,Condition,ICD10,ICD10 code,NA,K14.1,1990-05-01,2099-12-31,NA
45552917,Oesophageal obstruction,Condition,ICD10,ICD10 code,NA,K22.2,1990-05-01,2099-12-31,NA
45552918,"Gastric ulcer, Acute with both haemorrhage and perforation",Condition,ICD10,ICD10 code,NA,K25.2,1990-05-01,2099-12-31,NA
45552919,Duodenal ulcer,Condition,ICD10,ICD10 Hierarchy,NA,K26,1990-05-01,2099-12-31,NA
45552920,"Duodenal ulcer, chronic or unspecified with perforation",Condition,ICD10,ICD10 code,NA,K26.5,1990-05-01,2099-12-31,NA
45552921,"Duodenal ulcer, chronic without haemorrhage or perforation",Condition,ICD10,ICD10 code,NA,K26.7,1990-05-01,2099-12-31,NA
45552922,Other acute gastritis,Condition,ICD10,ICD10 code,NA,K29.1,1990-05-01,2099-12-31,NA
45551940,Victim of flood,Observation,ICD10,ICD10 Hierarchy,NA,X38,1990-05-01,2099-12-31,NA
45552925,Acute appendicitis with generalized peritonitis,Condition,ICD10,ICD10 code,NA,K35.2,2010-01-01,2099-12-31,NA
45552926,Fistula of appendix,Condition,ICD10,ICD10 code,NA,K38.3,1990-05-01,2099-12-31,NA
45552928,Other and unspecified ventral hernia with gangrene,Condition,ICD10,ICD10 code,NA,K43.7,2013-01-01,2099-12-31,NA
45551949,Intentional self-harm by other and unspecified firearm discharge,Observation,ICD10,ICD10 Hierarchy,NA,X74,1990-05-01,2099-12-31,NA
45551182,Poisoning: Benzodiazepines,Condition,ICD10,ICD10 code,NA,T42.4,1990-05-01,2099-12-31,NA
45548469,Abscess of tendon sheath,Condition,ICD10,ICD10 code,NA,M65.0,1990-05-01,2099-12-31,NA
45548484,"Disorder of synovium and tendon, unspecified",Condition,ICD10,ICD10 code,NA,M67.9,1990-05-01,2099-12-31,NA
45548502,"Neuralgia and neuritis, unspecified",Condition,ICD10,ICD10 code,NA,M79.2,1990-05-01,2099-12-31,NA
45546674,Traumatic anuria,Condition,ICD10,ICD10 code,NA,T79.5,1990-05-01,2099-12-31,NA
45546685,Foreign body accidentally left in body cavity or operation wound following a procedure,Condition,ICD10,ICD10 code,NA,T81.5,1990-05-01,2099-12-31,NA
45547491,"Malignant neoplasm: Malignant melanoma of skin, unspecified",Condition,ICD10,ICD10 code,NA,C43.9,1990-05-01,2099-12-31,NA
45547505,"Malignant neoplasm: Breast, unspecified",Condition,ICD10,ICD10 code,NA,C50.9,1990-05-01,2099-12-31,NA
45547506,Malignant neoplasm: Overlapping lesion of vulva,Condition,ICD10,ICD10 code,NA,C51.8,1990-05-01,2099-12-31,NA
45547507,"Malignant neoplasm: Cervix uteri, unspecified",Condition,ICD10,ICD10 code,NA,C53.9,1990-05-01,2099-12-31,NA
45547508,Malignant neoplasm: Glans penis,Condition,ICD10,ICD10 code,NA,C60.1,1990-05-01,2099-12-31,NA
45547509,Malignant neoplasm of prostate,Condition,ICD10,ICD10 Hierarchy,NA,C61,1990-05-01,2099-12-31,NA
