CodeId,English_name_ICD10fi,ICD10who_name,English_name_match_level,accept
C11.3&,Anterior wall of nasopharynx,Malignant neoplasm: Anterior wall of nasopharynx,20,1
C11.8&,Overlapping lesion of nasopharynx,Malignant neoplasm: Overlapping lesion of nasopharynx,20,1
C11.9&,"Nasopharynx, unspecified","Malignant neoplasm: Nasopharynx, unspecified",20,1
C13.0&,Postcricoid region,Malignant neoplasm: Postcricoid region,20,1
C13.1&,"Aryepiglottic fold, hypopharyngeal aspect","Malignant neoplasm: Aryepiglottic fold, hypopharyngeal aspect",20,1
C13.2&,Posterior wall of hypopharynx,Malignant neoplasm: Posterior wall of hypopharynx,20,1
C13.8&,Overlapping lesion of hypopharynx,Malignant neoplasm: Overlapping lesion of hypopharynx,20,1
C13.9&,"Hypopharynx, unspecified","Malignant neoplasm: Hypopharynx, unspecified",20,1
C14.0&,"Pharynx, unspecified","Malignant neoplasm: Pharynx, unspecified",20,1
C14.8&,"Overlapping lesion of lip, oral cavity and pharynx","Malignant neoplasm: Overlapping lesion of lip, oral cavity and pharynx",20,1
C15.0&,Cervical part of oesophagus,Malignant neoplasm: Cervical part of oesophagus,20,1
C15.1&,Thoracic part of oesophagus,Malignant neoplasm: Thoracic part of oesophagus,20,1
C15.2&,Abdominal part of oesophagus,Malignant neoplasm: Abdominal part of oesophagus,20,1
C15.3&,Upper third of oesophagus,Malignant neoplasm: Upper third of oesophagus,20,1
C15.4&,Middle third of oesophagus,Malignant neoplasm: Middle third of oesophagus,20,1
C15.5&,Lower third of oesophagus,Malignant neoplasm: Lower third of oesophagus,20,1
C15.8&,Overlapping lesion of oesophagus,Malignant neoplasm: Overlapping lesion of oesophagus,20,1
C15.9&,"Oesophagus, unspecified","Malignant neoplasm: Oesophagus, unspecified",20,1
C16.0,Cardia,Malignant neoplasm: Cardia,20,1
C16.1,Fundus of stomach,Malignant neoplasm: Fundus of stomach,20,1
C16.2,Body of stomach,Malignant neoplasm: Body of stomach,20,1
C16.3&,Pyloric antrum,Malignant neoplasm: Pyloric antrum,20,1
C16.4&,Pylorus,Malignant neoplasm: Pylorus,20,1
C16.5&,"Lesser curvature of stomach, unspecified","Malignant neoplasm: Lesser curvature of stomach, unspecified",20,1
C16.6&,"Greater curvature of stomach, unspecified","Malignant neoplasm: Greater curvature of stomach, unspecified",20,1
C16.8&,Overlapping lesion of stomach,Malignant neoplasm: Overlapping lesion of stomach,20,1
C16.9&,"Stomach, unspecified","Malignant neoplasm: Stomach, unspecified",20,1
C17.0&,Duodenum,Malignant neoplasm: Duodenum,20,1
C17.1&,Jejunum,Malignant neoplasm: Jejunum,20,1
C17.2&,Ileum,Malignant neoplasm: Ileum,20,1
C17.8&,Overlapping lesion of small intestine,Malignant neoplasm: Overlapping lesion of small intestine,20,1
C17.9&,"Small intestine, unspecified","Malignant neoplasm: Small intestine, unspecified",20,1
C18.0,Caecum,Malignant neoplasm: Caecum,20,1
C18.1,Appendix,Malignant neoplasm: Appendix,20,1
C18.2,Ascending colon,Malignant neoplasm: Ascending colon,20,1
C18.3,Hepatic flexure,Malignant neoplasm: Hepatic flexure,20,1
C18.4,Transverse colon,Malignant neoplasm: Transverse colon,20,1
C18.5,Splenic flexure,Malignant neoplasm: Splenic flexure,20,1
C18.6,Descending colon,Malignant neoplasm: Descending colon,20,1
C18.7,Sigmoid colon,Malignant neoplasm: Sigmoid colon,20,1
C18.8,Overlapping lesion of colon,Malignant neoplasm: Overlapping lesion of colon,20,1
C18.9,"Colon, unspecified","Malignant neoplasm: Colon, unspecified",20,1
C21.0&,"Anus, unspecified","Malignant neoplasm: Anus, unspecified",20,1
C21.1&,Anal canal,Malignant neoplasm: Anal canal,20,1
C21.2&,Cloacogenic zone,Malignant neoplasm: Cloacogenic zone,20,1
C21.8&,"Overlapping lesion of rectum, anus and anal canal","Malignant neoplasm: Overlapping lesion of rectum, anus and anal canal",20,1
C22.0&,Liver cell carcinoma,Malignant neoplasm: Liver cell carcinoma,20,1
C22.1&,Intrahepatic bile duct carcinoma,Malignant neoplasm: Intrahepatic bile duct carcinoma,20,1
C22.2&,Hepatoblastoma,Malignant neoplasm: Hepatoblastoma,20,1
C22.3&,Angiosarcoma of liver,Malignant neoplasm: Angiosarcoma of liver,20,1
C22.4&,Other sarcomas of liver,Malignant neoplasm: Other sarcomas of liver,20,1
C22.7&,Other specified carcinomas of liver,Malignant neoplasm: Other specified carcinomas of liver,20,1
C22.9&,"Liver, unspecified","Malignant neoplasm: Liver, unspecified",20,1
C24.0,Extrahepatic bile duct,Malignant neoplasm: Extrahepatic bile duct,20,1
C24.1&,Ampulla of Vater,Malignant neoplasm: Ampulla of Vater,20,1
C24.8&,Overlapping lesion of biliary tract,Malignant neoplasm: Overlapping lesion of biliary tract,20,1
C24.9&,"Biliary tract, unspecified","Malignant neoplasm: Biliary tract, unspecified",20,1
C25.0&,Head of pancreas,Malignant neoplasm: Head of pancreas,20,1
C25.1&,Body of pancreas,Malignant neoplasm: Body of pancreas,20,1
C25.2&,Tail of pancreas,Malignant neoplasm: Tail of pancreas,20,1
C25.3&,Pancreatic duct,Malignant neoplasm: Pancreatic duct,20,1
C25.4&,Endocrine pancreas,Malignant neoplasm: Endocrine pancreas,20,1
C25.7&,Other parts of pancreas,Malignant neoplasm: Other parts of pancreas,20,1
C25.8&,Overlapping lesion of pancreas,Malignant neoplasm: Overlapping lesion of pancreas,20,1
C25.9&,"Pancreas, unspecified","Malignant neoplasm: Pancreas, unspecified",20,1
C26.0&,"Intestinal tract, part unspecified","Malignant neoplasm: Intestinal tract, part unspecified",20,1
C26.1&,Spleen,Malignant neoplasm: Spleen,20,1
C26.8&,Overlapping lesion of digestive system,Malignant neoplasm: Overlapping lesion of digestive system,20,1
C26.9&,Ill-defined sites within the digestive system,Malignant neoplasm: Ill-defined sites within the digestive system,20,1
C30.1&,Middle ear,Malignant neoplasm: Middle ear,20,1
C31.0&,Maxillary sinus,Malignant neoplasm: Maxillary sinus,20,1
C31.1&,Ethmoidal sinus,Malignant neoplasm: Ethmoidal sinus,20,1
C31.2&,Frontal sinus,Malignant neoplasm: Frontal sinus,20,1
C31.3&,Sphenoidal sinus,Malignant neoplasm: Sphenoidal sinus,20,1
C31.8&,Overlapping lesion of accessory sinuses,Malignant neoplasm: Overlapping lesion of accessory sinuses,20,1
C31.9&,"Accessory sinus, unspecified","Malignant neoplasm: Accessory sinus, unspecified",20,1
C32.0&,Glottis,Malignant neoplasm: Glottis,20,1
C32.1&,Supraglottis,Malignant neoplasm: Supraglottis,20,1
C32.2&,Subglottis,Malignant neoplasm: Subglottis,20,1
C32.3&,Laryngeal cartilage,Malignant neoplasm: Laryngeal cartilage,20,1
C32.8&,Overlapping lesion of larynx,Malignant neoplasm: Overlapping lesion of larynx,20,1
C32.9&,"Larynx, unspecified","Malignant neoplasm: Larynx, unspecified",20,1
C34.0,Main bronchus,Malignant neoplasm: Main bronchus,20,1
C34.1,"Upper lobe, bronchus or lung","Malignant neoplasm: Upper lobe, bronchus or lung",20,1
C34.2,"Middle lobe, bronchus or lung","Malignant neoplasm: Middle lobe, bronchus or lung",20,1
C34.3,"Lower lobe, bronchus or lung","Malignant neoplasm: Lower lobe, bronchus or lung",20,1
C34.8,Overlapping lesion of bronchus and lung,Malignant neoplasm: Overlapping lesion of bronchus and lung,20,1
C34.9,"Bronchus or lung, unspecified","Malignant neoplasm: Bronchus or lung, unspecified",20,1
C38.0&,Heart,Malignant neoplasm: Heart,20,1
C38.1&,Anterior mediastinum,Malignant neoplasm: Anterior mediastinum,20,1
C38.2&,Posterior mediastinum,Malignant neoplasm: Posterior mediastinum,20,1
C38.3&,"Mediastinum, part unspecified","Malignant neoplasm: Mediastinum, part unspecified",20,1
C38.4&,Pleura,Malignant neoplasm: Pleura,20,1
C38.8&,"Overlapping lesion of heart, mediastinum and pleura","Malignant neoplasm: Overlapping lesion of heart, mediastinum and pleura",20,1
C39.0&,"Upper respiratory tract, part unspecified","Malignant neoplasm: Upper respiratory tract, part unspecified",20,1
C39.8&,Overlapping lesion of respiratory and intrathoracic organs,Malignant neoplasm: Overlapping lesion of respiratory and intrathoracic organs,20,1
C39.9&,Ill-defined sites within the respiratory system,Malignant neoplasm: Ill-defined sites within the respiratory system,20,1
C40.0,Scapula and long bones of upper limb,Malignant neoplasm: Scapula and long bones of upper limb,20,1
C40.1,Short bones of upper limb,Malignant neoplasm: Short bones of upper limb,20,1
C40.2,Long bones of lower limb,Malignant neoplasm: Long bones of lower limb,20,1
C40.3,Short bones of lower limb,Malignant neoplasm: Short bones of lower limb,20,1
C40.8,Overlapping lesion of bone and articular cartilage of limbs,Malignant neoplasm: Overlapping lesion of bone and articular cartilage of limbs,20,1
C40.9,"Bone and articular cartilage of limb, unspecified","Malignant neoplasm: Bone and articular cartilage of limb, unspecified",20,1
C41.0,Bones of skull and face,Malignant neoplasm: Bones of skull and face,20,1
C41.1,Mandible,Malignant neoplasm: Mandible,20,1
C41.2,Vertebral column,Malignant neoplasm: Vertebral column,20,1
C41.3,"Ribs, sternum and clavicle","Malignant neoplasm: Ribs, sternum and clavicle",20,1
C41.4,"Pelvic bones, sacrum and coccyx","Malignant neoplasm: Pelvic bones, sacrum and coccyx",20,1
C41.8,Overlapping lesion of bone and articular cartilage,Malignant neoplasm: Overlapping lesion of bone and articular cartilage,20,1
C41.9,"Bone and articular cartilage, unspecified","Malignant neoplasm: Bone and articular cartilage, unspecified",20,1
C43.0,Malignant melanoma of lip,Malignant neoplasm: Malignant melanoma of lip,20,1
C43.1,"Malignant melanoma of eyelid, including canthus","Malignant neoplasm: Malignant melanoma of eyelid, including canthus",20,1
C43.2,Malignant melanoma of ear and external auricular canal,Malignant neoplasm: Malignant melanoma of ear and external auricular canal,20,1
C43.3,Malignant melanoma of other and unspecified parts of face,Malignant neoplasm: Malignant melanoma of other and unspecified parts of face,20,1
C43.4,Malignant melanoma of scalp and neck,Malignant neoplasm: Malignant melanoma of scalp and neck,20,1
C43.5,Malignant melanoma of trunk,Malignant neoplasm: Malignant melanoma of trunk,20,1
C43.6,"Malignant melanoma of upper limb, including shoulder","Malignant neoplasm: Malignant melanoma of upper limb, including shoulder",20,1
C43.7,"Malignant melanoma of lower limb, including hip","Malignant neoplasm: Malignant melanoma of lower limb, including hip",20,1
C43.8,Overlapping malignant melanoma of skin,Malignant neoplasm: Overlapping malignant melanoma of skin,20,1
C43.9,"Malignant melanoma of skin, unspecified","Malignant neoplasm: Malignant melanoma of skin, unspecified",20,1
C44.0,Skin of lip,Malignant neoplasm: Skin of lip,20,1
C44.1,"Skin of eyelid, including canthus","Malignant neoplasm: Skin of eyelid, including canthus",20,1
C44.2,Skin of ear and external auricular canal,Malignant neoplasm: Skin of ear and external auricular canal,20,1
C44.3,Skin of other and unspecified parts of face,Malignant neoplasm: Skin of other and unspecified parts of face,20,1
C44.4,Skin of scalp and neck,Malignant neoplasm: Skin of scalp and neck,20,1
C44.5,Skin of trunk,Malignant neoplasm: Skin of trunk,20,1
C44.59,NA,Malignant neoplasm: Skin of trunk,20,0
C44.6,"Skin of upper limb, including shoulder","Malignant neoplasm: Skin of upper limb, including shoulder",20,1
C44.7,"Skin of lower limb, including hip","Malignant neoplasm: Skin of lower limb, including hip",20,1
C44.8,Overlapping lesion of skin,Malignant neoplasm: Overlapping lesion of skin,20,1
C44.9,"Malignant neoplasm of skin, unspecified","Malignant neoplasm: Malignant neoplasm of skin, unspecified",20,1
C47.0,"Peripheral nerves of head, face and neck","Malignant neoplasm: Peripheral nerves of head, face and neck",20,1
C47.1,"Peripheral nerves of upper limb, including shoulder","Malignant neoplasm: Peripheral nerves of upper limb, including shoulder",20,1
C47.2,"Peripheral nerves of lower limb, including hip","Malignant neoplasm: Peripheral nerves of lower limb, including hip",20,1
C47.3,Peripheral nerves of thorax,Malignant neoplasm: Peripheral nerves of thorax,20,1
C47.4,Peripheral nerves of abdomen,Malignant neoplasm: Peripheral nerves of abdomen,20,1
C47.5,Peripheral nerves of pelvis,Malignant neoplasm: Peripheral nerves of pelvis,20,1
C47.6,"Peripheral nerves of trunk, unspecified","Malignant neoplasm: Peripheral nerves of trunk, unspecified",20,1
C47.8,Overlapping lesion of peripheral nerves and autonomic nervous system,Malignant neoplasm: Overlapping lesion of peripheral nerves and autonomic nervous system,20,1
C47.9,"Peripheral nerves and autonomic nervous system, unspecified","Malignant neoplasm: Peripheral nerves and autonomic nervous system, unspecified",20,1
C48.0,Retroperitoneum,Malignant neoplasm: Retroperitoneum,20,1
C48.1,Specified parts of peritoneum,Malignant neoplasm: Specified parts of peritoneum,20,1
C48.2,"Peritoneum, unspecified","Malignant neoplasm: Peritoneum, unspecified",20,1
C48.8,Overlapping lesion of retroperitoneum and peritoneum,Malignant neoplasm: Overlapping lesion of retroperitoneum and peritoneum,20,1
C49.0,"Connective and soft tissue of head, face and neck","Malignant neoplasm: Connective and soft tissue of head, face and neck",20,1
C49.1,"Connective and soft tissue of upper limb, including shoulder","Malignant neoplasm: Connective and soft tissue of upper limb, including shoulder",20,1
C49.2,"Connective and soft tissue of lower limb, including hip","Malignant neoplasm: Connective and soft tissue of lower limb, including hip",20,1
C49.3,Connective and soft tissue of thorax,Malignant neoplasm: Connective and soft tissue of thorax,20,1
C49.4,Connective and soft tissue of abdomen,Malignant neoplasm: Connective and soft tissue of abdomen,20,1
C49.5,Connective and soft tissue of pelvis,Malignant neoplasm: Connective and soft tissue of pelvis,20,1
C49.6,"Connective and soft tissue of trunk, unspecified","Malignant neoplasm: Connective and soft tissue of trunk, unspecified",20,1
C49.8,Overlapping lesion of connective and soft tissue,Malignant neoplasm: Overlapping lesion of connective and soft tissue,20,1
C49.9,"Connective and soft tissue, unspecified","Malignant neoplasm: Connective and soft tissue, unspecified",20,1
C50.0,Nipple and areola,Malignant neoplasm: Nipple and areola,20,1
C50.1,Central portion of breast,Malignant neoplasm: Central portion of breast,20,1
C50.2,Upper-inner quadrant of breast,Malignant neoplasm: Upper-inner quadrant of breast,20,1
C50.3,Lower-inner quadrant of breast,Malignant neoplasm: Lower-inner quadrant of breast,20,1
C50.4,Upper-outer quadrant of breast,Malignant neoplasm: Upper-outer quadrant of breast,20,1
C50.5,Lower-outer quadrant of breast,Malignant neoplasm: Lower-outer quadrant of breast,20,1
C50.6,Axillary tail of breast,Malignant neoplasm: Axillary tail of breast,20,1
C50.8,Overlapping lesion of breast,Malignant neoplasm: Overlapping lesion of breast,20,1
C51.0,Labium majus,Malignant neoplasm: Labium majus,20,1
C51.2&,Clitoris,Malignant neoplasm: Clitoris,20,1
C51.8&,Overlapping lesion of vulva,Malignant neoplasm: Overlapping lesion of vulva,20,1
C51.9&,"Vulva, unspecified","Malignant neoplasm: Vulva, unspecified",20,1
C53.0,Endocervix,Malignant neoplasm: Endocervix,20,1
C53.1,Exocervix,Malignant neoplasm: Exocervix,20,1
C53.8,Overlapping lesion of cervix uteri,Malignant neoplasm: Overlapping lesion of cervix uteri,20,1
C53.9,"Cervix uteri, unspecified","Malignant neoplasm: Cervix uteri, unspecified",20,1
C54.0&,Isthmus uteri,Malignant neoplasm: Isthmus uteri,20,1
C54.1,Endometrium,Malignant neoplasm: Endometrium,20,1
C54.2,Myometrium,Malignant neoplasm: Myometrium,20,1
C54.3&,Fundus uteri,Malignant neoplasm: Fundus uteri,20,1
C54.8&,Overlapping lesion of corpus uteri,Malignant neoplasm: Overlapping lesion of corpus uteri,20,1
C54.9&,"Corpus uteri, unspecified","Malignant neoplasm: Corpus uteri, unspecified",20,1
C57.0&,Fallopian tube,Malignant neoplasm: Fallopian tube,20,1
C57.1&,Broad ligament,Malignant neoplasm: Broad ligament,20,1
C57.2&,Round ligament,Malignant neoplasm: Round ligament,20,1
C57.3&,Parametrium,Malignant neoplasm: Parametrium,20,1
C57.4&,"Uterine adnexa, unspecified","Malignant neoplasm: Uterine adnexa, unspecified",20,1
C57.7&,Other specified female genital organs,Malignant neoplasm: Other specified female genital organs,20,1
C57.8&,Overlapping lesion of female genital organs,Malignant neoplasm: Overlapping lesion of female genital organs,20,1
C57.9&,"Female genital organ, unspecified","Malignant neoplasm: Female genital organ, unspecified",20,1
C60.0&,Prepuce,Malignant neoplasm: Prepuce,20,1
C60.1&,Glans penis,Malignant neoplasm: Glans penis,20,1
C60.2&,Body of penis,Malignant neoplasm: Body of penis,20,1
C60.8&,Overlapping lesion of penis,Malignant neoplasm: Overlapping lesion of penis,20,1
C60.9&,"Penis, unspecified","Malignant neoplasm: Penis, unspecified",20,1
C62.0,Undescended testis,Malignant neoplasm: Undescended testis,20,1
C62.1,Descended testis,Malignant neoplasm: Descended testis,20,1
C62.9,"Testis, unspecified","Malignant neoplasm: Testis, unspecified",20,1
C63.0&,Epididymis,Malignant neoplasm: Epididymis,20,1
C63.1&,Spermatic cord,Malignant neoplasm: Spermatic cord,20,1
C63.2&,Scrotum,Malignant neoplasm: Scrotum,20,1
C63.7&,Other specified male genital organs,Malignant neoplasm: Other specified male genital organs,20,1
C63.8&,Overlapping lesion of male genital organs,Malignant neoplasm: Overlapping lesion of male genital organs,20,1
C63.9&,"Male genital organ, unspecified","Malignant neoplasm: Male genital organ, unspecified",20,1
C67.0&,Trigone of bladder,Malignant neoplasm: Trigone of bladder,20,1
C67.1&,Dome of bladder,Malignant neoplasm: Dome of bladder,20,1
C67.2&,Lateral wall of bladder,Malignant neoplasm: Lateral wall of bladder,20,1
C67.3&,Anterior wall of bladder,Malignant neoplasm: Anterior wall of bladder,20,1
C67.4&,Posterior wall of bladder,Malignant neoplasm: Posterior wall of bladder,20,1
C67.5&,Bladder neck,Malignant neoplasm: Bladder neck,20,1
C67.6&,Ureteric orifice,Malignant neoplasm: Ureteric orifice,20,1
C67.7&,Urachus,Malignant neoplasm: Urachus,20,1
C67.8&,Overlapping lesion of bladder,Malignant neoplasm: Overlapping lesion of bladder,20,1
C67.9&,"Bladder, unspecified","Malignant neoplasm: Bladder, unspecified",20,1
C68.0&,Urethra,Malignant neoplasm: Urethra,20,1
C68.1&,Paraurethral gland,Malignant neoplasm: Paraurethral gland,20,1
C68.8&,Overlapping lesion of urinary organs,Malignant neoplasm: Overlapping lesion of urinary organs,20,1
C68.9&,"Urinary organ, unspecified","Malignant neoplasm: Urinary organ, unspecified",20,1
C69.0,Conjunctiva,Malignant neoplasm: Conjunctiva,20,1
C69.1,Cornea,Malignant neoplasm: Cornea,20,1
C69.2,Retina,Malignant neoplasm: Retina,20,1
C69.3,Choroid,Malignant neoplasm: Choroid,20,1
C69.4,Ciliary body,Malignant neoplasm: Ciliary body,20,1
C69.5,Lacrimal gland and duct,Malignant neoplasm: Lacrimal gland and duct,20,1
C69.6,Orbit,Malignant neoplasm: Orbit,20,1
C69.8,Overlapping lesion of eye and adnexa,Malignant neoplasm: Overlapping lesion of eye and adnexa,20,1
C69.9,"Eye, unspecified","Malignant neoplasm: Eye, unspecified",20,1
C70.0&,Cerebral meninges,Malignant neoplasm: Cerebral meninges,20,1
C70.1&,Spinal meninges,Malignant neoplasm: Spinal meninges,20,1
C70.9&,"Meninges, unspecified","Malignant neoplasm: Meninges, unspecified",20,1
C71.0,"Cerebrum, except lobes and ventricles","Malignant neoplasm: Cerebrum, except lobes and ventricles",20,1
C71.1,Frontal lobe,Malignant neoplasm: Frontal lobe,20,1
C71.2,Temporal lobe,Malignant neoplasm: Temporal lobe,20,1
C71.3,Parietal lobe,Malignant neoplasm: Parietal lobe,20,1
C71.4,Occipital lobe,Malignant neoplasm: Occipital lobe,20,1
C71.5&,Cerebral ventricle,Malignant neoplasm: Cerebral ventricle,20,1
C71.6,Cerebellum,Malignant neoplasm: Cerebellum,20,1
C71.7,Brain stem,Malignant neoplasm: Brain stem,20,1
C71.8,Overlapping lesion of brain,Malignant neoplasm: Overlapping lesion of brain,20,1
C71.9,"Brain, unspecified","Malignant neoplasm: Brain, unspecified",20,1
C72.0,Spinal cord,Malignant neoplasm: Spinal cord,20,1
C72.1&,Cauda equina,Malignant neoplasm: Cauda equina,20,1
C72.2&,Olfactory nerve,Malignant neoplasm: Olfactory nerve,20,1
C72.3&,Optic nerve,Malignant neoplasm: Optic nerve,20,1
C72.4&,Acoustic nerve,Malignant neoplasm: Acoustic nerve,20,1
C72.5&,Other and unspecified cranial nerves,Malignant neoplasm: Other and unspecified cranial nerves,20,1
C72.8&,Overlapping lesion of brain and other parts of central nervous system,Malignant neoplasm: Overlapping lesion of brain and other parts of central nervous system,20,1
C72.9&,"Central nervous system, unspecified","Malignant neoplasm: Central nervous system, unspecified",20,1
C74.0&,Cortex of adrenal gland,Malignant neoplasm: Cortex of adrenal gland,20,1
C74.1&,Medulla of adrenal gland,Malignant neoplasm: Medulla of adrenal gland,20,1
C74.9&,"Adrenal gland, unspecified","Malignant neoplasm: Adrenal gland, unspecified",20,1
C75.0&,Parathyroid gland,Malignant neoplasm: Parathyroid gland,20,1
C75.1&,Pituitary gland,Malignant neoplasm: Pituitary gland,20,1
C75.2&,Craniopharyngeal duct,Malignant neoplasm: Craniopharyngeal duct,20,1
C75.3&,Pineal gland,Malignant neoplasm: Pineal gland,20,1
C75.4&,Carotid body,Malignant neoplasm: Carotid body,20,1
C75.5&,Aortic body and other paraganglia,Malignant neoplasm: Aortic body and other paraganglia,20,1
C75.8&,"Pluriglandular involvement, unspecified","Malignant neoplasm: Pluriglandular involvement, unspecified",20,1
C75.9&,"Endocrine gland, unspecified","Malignant neoplasm: Endocrine gland, unspecified",20,1
C81.7,Other Hodgkin's disease,Other classical Hodgkin lymphoma,20,1
C83.3,Large cell (diffuse),Diffuse large B-cell lymphoma,20,0
B35.6,Tinea cruris,Tinea inguinalis [Tinea cruris],19,1
B57.2,Chagas' disease (chronic) (with) NOS,Chagas disease (chronic) with heart involvement,19,0
B58.1,Hepatitis toxoplasma,Toxoplasma hepatitis,19,1
C30.0&,Malignant neoplasm of nasal cavity and middle ear,Malignant neoplasm: Nasal cavity,19,0
C94.4,Acute panmyelosis,Acute panmyelosis with myelofibrosis,19,1
C96.8,Malignant Histiocytosis,Histiocytic sarcoma,19,0
D00.0,"Lip, oral cavity and pharynx","Carcinoma in situ: Lip, oral cavity and pharynx",19,1
D00.1&,Oesophagus,Carcinoma in situ: Oesophagus,19,1
D00.2&,Stomach,Carcinoma in situ: Stomach,19,1
D01.0&,Colon,Carcinoma in situ: Colon,19,1
D01.1&,Rectosigmoid junction,Carcinoma in situ: Rectosigmoid junction,19,1
D01.2&,Rectum,Carcinoma in situ: Rectum,19,1
D01.3&,Anus and anal canal,Carcinoma in situ: Anus and anal canal,19,1
D01.4&,Other and unspecified parts of intestine,Carcinoma in situ: Other and unspecified parts of intestine,19,1
D01.5&,"Liver, gallbladder and bile ducts","Carcinoma in situ: Liver, gallbladder and bile ducts",19,1
D01.7&,Other specified digestive organs,Carcinoma in situ: Other specified digestive organs,19,1
D01.9&,"Digestive organ, unspecified","Carcinoma in situ: Digestive organ, unspecified",19,1
D02.0&,Larynx,Carcinoma in situ: Larynx,19,1
D02.1&,Trachea,Carcinoma in situ: Trachea,19,1
D02.2&,Bronchus and lung,Carcinoma in situ: Bronchus and lung,19,1
D02.3&,Other parts of respiratory system,Carcinoma in situ: Other parts of respiratory system,19,1
D02.4&,"Respiratory system, unspecified","Carcinoma in situ: Respiratory system, unspecified",19,1
D04.0&,Skin of lip,Carcinoma in situ: Skin of lip,19,1
D04.1&,"Skin of eyelid, including canthus","Carcinoma in situ: Skin of eyelid, including canthus",19,1
D04.2&,Skin of ear and external auricular canal,Carcinoma in situ: Skin of ear and external auricular canal,19,1
D04.3&,Skin of other and unspecified parts of face,Carcinoma in situ: Skin of other and unspecified parts of face,19,1
D04.4&,Skin of scalp and neck,Carcinoma in situ: Skin of scalp and neck,19,1
D04.5&,Skin of trunk,Carcinoma in situ: Skin of trunk,19,1
D04.6&,"Skin of upper limb, including shoulder","Carcinoma in situ: Skin of upper limb, including shoulder",19,1
D04.7&,"Skin of lower limb, including hip","Carcinoma in situ: Skin of lower limb, including hip",19,1
D04.8&,Skin of other sites,Carcinoma in situ: Skin of other sites,19,1
D04.9&,"Skin, unspecified","Carcinoma in situ: Skin, unspecified",19,1
D06.0&,Endocervix,Carcinoma in situ: Endocervix,19,1
D06.1&,Exocervix,Carcinoma in situ: Exocervix,19,1
D06.7&,Other parts of cervix,Carcinoma in situ: Other parts of cervix,19,1
D06.9&,"Cervix, unspecified","Carcinoma in situ: Cervix, unspecified",19,1
D07.0&,Endometrium,Carcinoma in situ: Endometrium,19,1
D07.1&,Vulva,Carcinoma in situ: Vulva,19,1
D07.2&,Vagina,Carcinoma in situ: Vagina,19,1
D07.3&,Other and unspecified female genital organs,Carcinoma in situ: Other and unspecified female genital organs,19,1
D07.4&,Penis,Carcinoma in situ: Penis,19,1
D07.5&,Prostate,Carcinoma in situ: Prostate,19,1
D07.6&,Other and unspecified male genital organs,Carcinoma in situ: Other and unspecified male genital organs,19,1
D09.0&,Bladder,Carcinoma in situ: Bladder,19,1
D09.1&,Other and unspecified urinary organs,Carcinoma in situ: Other and unspecified urinary organs,19,1
D09.2&,Eye,Carcinoma in situ: Eye,19,1
D09.3&,Thyroid and other endocrine glands,Carcinoma in situ: Thyroid and other endocrine glands,19,1
E11,Non-insulin-dependent diabetes mellitus,Type 2 diabetes mellitus,19,1
E66.9,Simple obesity NOS,"Obesity, unspecified",19,1
Q37.1,"Cleft hard palate with cleft lip, unilateral",Cleft hard palate with unilateral cleft lip,19,1
Q37.3,"Cleft soft palate with cleft lip, unilateral",Cleft soft palate with unilateral cleft lip,19,1
Q89.0,Congenital splenomegaly,Congenital malformations of spleen,19,0
V14,Pedal cyclist injured in collision with motor vehicle,Pedal cyclist injured in collision with heavy transport vehicle or bus,19,0
B95.2,"Streptococcus, group D, as the cause of diseases classified to other chapters",Streptococcus group D and enterococcus as the cause of diseases classified to other chapters,18,1
C83,Diffuse non-Hodgkin's lymphoma,Non-follicular lymphoma,18,0
D13.9&,Ill-defined sites within the digestive system,Benign neoplasm: Ill-defined sites within the digestive system,18,1
E05,Hyperthyroidism,Thyrotoxicosis [hyperthyroidism],18,0
L70.5,Acn?® excori?®e des jeunes filles,Acn?® excori?®e,18,0
L89,Decubitus ulcer,Decubitus ulcer and pressure area,18,1
O69.2,Labour and delivery complicated by other cord entanglement,"Labour and delivery complicated by other cord entanglement, with compression",18,1
U06,Zika virus disease,Emergency use of U06,18,0
Z95.0,Presence of cardiac pacemaker,Presence of electronic cardiac devices,18,1
D10.0,Lip,Benign neoplasm: Lip,17,1
D10.1,Tongue,Benign neoplasm: Tongue,17,1
D10.2&,Floor of mouth,Benign neoplasm: Floor of mouth,17,1
D10.3,Other and unspecified parts of mouth,Benign neoplasm: Other and unspecified parts of mouth,17,1
D10.4&,Tonsil,Benign neoplasm: Tonsil,17,1
D10.5&,Other parts of oropharynx,Benign neoplasm: Other parts of oropharynx,17,1
D10.6&,Nasopharynx,Benign neoplasm: Nasopharynx,17,1
D10.7&,Hypopharynx,Benign neoplasm: Hypopharynx,17,1
D10.9&,"Pharynx, unspecified","Benign neoplasm: Pharynx, unspecified",17,1
D11.0&,Parotid gland,Benign neoplasm: Parotid gland,17,1
D11.7,Other major salivary glands,Benign neoplasm: Other major salivary glands,17,1
D11.9&,"Major salivary gland, unspecified","Benign neoplasm: Major salivary gland, unspecified",17,1
D12.0&,Caecum,Benign neoplasm: Caecum,17,1
D12.1&,Appendix,Benign neoplasm: Appendix,17,1
D12.2&,Ascending colon,Benign neoplasm: Ascending colon,17,1
D12.3&,Transverse colon,Benign neoplasm: Transverse colon,17,1
D12.4&,Descending colon,Benign neoplasm: Descending colon,17,1
D12.5&,Sigmoid colon,Benign neoplasm: Sigmoid colon,17,1
