code1,code2,freq_finngen,freq_tays,freq_total
Q822,Q822,101,NA,NA
Q825,Q825,67,NA,NA
Q8250,Q8250,45,NA,NA
Q8258,Q8258,23,NA,NA
Q8280,Q8280,8,NA,NA
Q831,Q831,10,NA,NA
Q833,NA,81,NA,NA
Q839,NA,29,NA,NA
Q845,NA,64,NA,NA
Q850,Q850,22,NA,NA
Q8500,Q8500,34,NA,NA
Q870,Q870,34,NA,NA
Q8715,NA,373,NA,NA
Q874,Q874,67,NA,NA
Q8934,NA,89,NA,NA
R000,R000,68,NA,NA
R001,R001,66,NA,NA
R002,R002,177,NA,NA
R008,R008,12,NA,NA
R010,R010,161,NA,NA
R011,R011,36,NA,NA
R030,R030,10,NA,NA
R040,R040,337,NA,NA
R041,R041,8,NA,NA
R042,R042,168,NA,NA
R05,R05,1589,NA,NA
R06,R06,89,NA,NA
R060,R060,1486,NA,NA
R062,R062,550,NA,NA
R064,R064,153,NA,NA
R065,R065,980,NA,NA
R068,R068,128,NA,NA
R07,R07,8,NA,NA
R070,R070,85,NA,NA
R071,R071,12,NA,NA
R072,R072,18,NA,NA
R073,R073,552,NA,NA
R074,R074,1681,NA,NA
R09,R09,14,NA,NA
R09,NA,26,NA,NA
R091,R091,10,NA,NA
R093,R093,11,NA,NA
R10,R10,46,NA,NA
R100,R100,90,NA,NA
R101,R101,543,NA,NA
R102,R102,60,NA,NA
R103,R103,1476,NA,NA
R104,R104,5160,NA,NA
R11,R11,242,NA,NA
R12,R12,26,NA,NA
R13,R13,219,NA,NA
R14,R14,23,NA,NA
R15,R15,173,NA,NA
R161,R161,15,NA,NA
R17,R17,28,NA,NA
R18,R18,10,NA,NA
R19,R19,9,NA,NA
R190,R190,69,NA,NA
R194,R194,18,NA,NA
R195,R195,11,NA,NA
R196,R196,11,NA,NA
R198,R198,28,NA,NA
R200,R200,8,NA,NA
R202,R202,237,NA,NA
R21,R21,148,NA,NA
R220,R220,71,NA,NA
R221,R221,91,NA,NA
R222,R222,23,NA,NA
R223,R223,9,NA,NA
R224,R224,18,NA,NA
R229,R229,14,NA,NA
R25,NA,33,NA,NA
R251,R251,94,NA,NA
R252,R252,14,NA,NA
R253,R253,14,NA,NA
R268,R268,14,NA,NA
R270,R270,13,NA,NA
R29,NA,43,NA,NA
R298,R298,717,NA,NA
R30,R30,17,NA,NA
R300,R300,185,NA,NA
R309,R309,13,NA,NA
R31,R31,372,NA,NA
R32,R32,85,NA,NA
R3289,NA,16,NA,NA
R33,R33,218,NA,NA
R35,R35,245,NA,NA
R391,R391,46,NA,NA
R398,R398,26,NA,NA
R40,NA,46,NA,NA
R400,R400,9,NA,NA
R402,R402,20,NA,NA
R410,R410,39,NA,NA
R413,R413,72,NA,NA
R418,R418,345,NA,NA
R42,R42,1567,NA,NA
R430,R430,44,NA,NA
R44,NA,13,NA,NA
R442,R442,23,NA,NA
R45,NA,54,NA,NA
R452,R452,27,NA,NA
R458,R458,86,NA,NA
R47,NA,17,NA,NA
R470,R470,89,NA,NA
R471,R471,47,NA,NA
R49,R49,37,NA,NA
R490,R490,238,NA,NA
R4901,R4901,415,NA,NA
R4902,R4902,7,NA,NA
R4908,R4908,20,NA,NA
R4909,R4909,17,NA,NA
R491,R491,26,NA,NA
R498,R498,17,NA,NA
R50,R50,22,NA,NA
R500,R500,29,NA,NA
R501,R501,19,NA,NA
R509,R509,695,NA,NA
R51,R51,522,NA,NA
R518,R518,264,NA,NA
R5180,R5180,534,NA,NA
R5181,R5181,17,NA,NA
R52,R52,17,NA,NA
R520,R520,49,NA,NA
R521,R521,33,NA,NA
R522,R522,47,NA,NA
R529,R529,137,NA,NA
R53,R53,115,NA,NA
R55,R55,640,NA,NA
R56,R56,15,NA,NA
R560,R560,65,NA,NA
R568,R568,620,NA,NA
R58,R58,7,NA,NA
R590,R590,48,NA,NA
R591,R591,102,NA,NA
R599,R599,10,NA,NA
R60,R60,9,NA,NA
R600,R600,98,NA,NA
R609,R609,59,NA,NA
R610,R610,25,NA,NA
R619,R619,17,NA,NA
R620,R620,111,NA,NA
R628,R628,55,NA,NA
R634,R634,55,NA,NA
R68,NA,27,NA,NA
R681,R681,8,NA,NA
R688,R688,8,NA,NA
R69,R69,173,NA,NA
R700,R700,119,NA,NA
R730,R730,37,NA,NA
R739,R739,10,NA,NA
R740,R740,14,NA,NA
R748,R748,56,NA,NA
R75,NA,16,NA,NA
R760,R760,18,NA,NA
R784,NA,10,NA,NA
R79,NA,18,NA,NA
R799,R799,10,NA,NA
R80,R80,41,NA,NA
R834,NA,27,NA,NA
R86,R86,34,NA,NA
R860,R860,10,NA,NA
R868,R868,15,NA,NA
R870,R870,11,NA,NA
R871,R871,9,NA,NA
R872,R872,9,NA,NA
R874,NA,22,NA,NA
R876,R876,1620,NA,NA
R877,R877,22,NA,NA
R878,R878,27,NA,NA
R89,NA,22,NA,NA
R91,R91,317,NA,NA
R93,NA,6,NA,NA
R935,R935,17,NA,NA
R94,NA,163,NA,NA
R942,R942,25,NA,NA
R943,R943,17,NA,NA
R945,R945,9,NA,NA
R946,R946,6,NA,NA
R999,NA,19,NA,NA
S000,S000,96,NA,NA
S001,S001,64,NA,NA
S002,S002,7,NA,NA
S003,S003,9,NA,NA
S007,S007,18,NA,NA
S008,S008,76,NA,NA
S010,S010,462,NA,NA
S011,S011,72,NA,NA
S012,S012,59,NA,NA
S013,S013,40,NA,NA
S014,S014,15,NA,NA
S0140,S0140,18,NA,NA
S0141,S0141,8,NA,NA
S015,S015,24,NA,NA
S0150,S0150,27,NA,NA
S0151,S0151,12,NA,NA
S017,S017,19,NA,NA
S018,S018,61,NA,NA
S019,S019,46,NA,NA
S0200,S0200,9,NA,NA
S021,S021,16,NA,NA
S0210,S0210,19,NA,NA
S022,S022,67,NA,NA
S0220,S0220,151,NA,NA
S0221,S0221,10,NA,NA
S0230,S0230,38,NA,NA
S0231,S0231,11,NA,NA
S024,S024,38,NA,NA
S0240,S0240,62,NA,NA
S0241,S0241,14,NA,NA
S0250,S0250,9,NA,NA
S026,S026,125,NA,NA
S0260,S0260,56,NA,NA
S0261,S0261,46,NA,NA
S0262,S0262,18,NA,NA
S028,S028,7,NA,NA
S0290,S0290,16,NA,NA
S03,NA,7,NA,NA
S030,S030,70,NA,NA
S0322,S0322,9,NA,NA
S050,S050,122,NA,NA
S051,S051,204,NA,NA
S055,S055,22,NA,NA
S056,S056,32,NA,NA
S060,S060,471,NA,NA
S062,S062,80,NA,NA
S063,S063,48,NA,NA
S064,S064,27,NA,NA
S065,S065,85,NA,NA
S070,NA,26,NA,NA
S09,NA,10,NA,NA
S092,S092,65,NA,NA
S098,S098,8,NA,NA
S10,NA,12,NA,NA
S100,S100,18,NA,NA
S101,S101,15,NA,NA
S11,NA,23,NA,NA
S110,NA,26,NA,NA
S121,S121,13,NA,NA
S122,S122,35,NA,NA
S13,NA,63,NA,NA
S131,S131,12,NA,NA
S134,S134,292,NA,NA
S143,S143,14,NA,NA
S146,NA,46,NA,NA
S18,NA,135,NA,NA
S200,S200,9,NA,NA
S202,S202,190,NA,NA
S21,NA,18,NA,NA
S211,S211,9,NA,NA
S220,S220,40,NA,NA
S221,S221,20,NA,NA
S222,S222,15,NA,NA
S223,S223,130,NA,NA
S224,S224,66,NA,NA
S252,NA,7,NA,NA
S268,NA,12,NA,NA
S270,S270,30,NA,NA
S271,S271,9,NA,NA
S29,NA,23,NA,NA
S300,S300,138,NA,NA
S301,S301,29,NA,NA
S302,S302,6,NA,NA
S309,S309,11,NA,NA
S31,NA,23,NA,NA
S310,S310,6,NA,NA
S311,S311,15,NA,NA
S312,S312,8,NA,NA
S320,S320,145,NA,NA
S323,S323,15,NA,NA
S324,S324,41,NA,NA
S325,S325,31,NA,NA
S327,S327,18,NA,NA
S33,NA,56,NA,NA
S335,S335,13,NA,NA
S336,NA,185,NA,NA
S337,S337,12,NA,NA
S352,NA,16,NA,NA
S370,S370,16,NA,NA
S380,NA,21,NA,NA
S400,S400,159,NA,NA
S41,NA,14,NA,NA
S410,S410,7,NA,NA
S411,S411,9,NA,NA
S420,S420,265,NA,NA
S421,S421,56,NA,NA
S422,S422,356,NA,NA
S423,S423,117,NA,NA
S424,S424,258,NA,NA
S430,S430,308,NA,NA
S431,S431,109,NA,NA
S433,S433,23,NA,NA
S434,S434,98,NA,NA
S435,S435,13,NA,NA
S44,NA,10,NA,NA
S46,S46,10,NA,NA
S460,S460,460,NA,NA
S461,S461,20,NA,NA
S462,S462,21,NA,NA
S47,NA,21,NA,NA
S49,NA,24,NA,NA
S500,S500,105,NA,NA
S501,S501,18,NA,NA
S510,S510,46,NA,NA
S517,S517,6,NA,NA
S518,S518,51,NA,NA
S520,S520,142,NA,NA
S521,S521,122,NA,NA
S522,S522,53,NA,NA
S523,S523,45,NA,NA
S524,S524,77,NA,NA
S525,S525,1481,NA,NA
S526,S526,134,NA,NA
S529,S529,46,NA,NA
S530,S530,7,NA,NA
S5301,NA,32,NA,NA
S531,S531,95,NA,NA
S534,S534,29,NA,NA
S540,S540,8,NA,NA
S560,S560,9,NA,NA
S561,S561,16,NA,NA
S59,NA,9,NA,NA
S60,S60,11,NA,NA
S600,S600,90,NA,NA
S601,S601,20,NA,NA
S602,S602,143,NA,NA
S609,S609,12,NA,NA
S61,S61,17,NA,NA
S610,S610,482,NA,NA
S611,S611,72,NA,NA
S617,S617,22,NA,NA
S618,S618,125,NA,NA
S619,S619,114,NA,NA
S620,S620,80,NA,NA
S621,S621,35,NA,NA
S622,S622,72,NA,NA
S623,S623,287,NA,NA
S624,S624,11,NA,NA
S625,S625,127,NA,NA
S626,S626,304,NA,NA
S630,S630,19,NA,NA
S631,S631,87,NA,NA
S633,S633,43,NA,NA
S634,S634,64,NA,NA
S635,S635,158,NA,NA
S636,S636,136,NA,NA
S64,NA,7,NA,NA
S644,S644,45,NA,NA
S654,NA,14,NA,NA
S660,S660,14,NA,NA
S661,S661,78,NA,NA
S662,S662,43,NA,NA
S663,S663,136,NA,NA
S665,S665,12,NA,NA
S666,S666,12,NA,NA
S670,S670,26,NA,NA
S680,S680,13,NA,NA
S681,S681,57,NA,NA
S682,S682,60,NA,NA
S683,S683,21,NA,NA
S698,S698,9,NA,NA
S700,S700,82,NA,NA
S701,S701,38,NA,NA
S710,S710,12,NA,NA
S711,S711,38,NA,NA
S720,S720,109,NA,NA
S721,S721,66,NA,NA
S722,S722,37,NA,NA
S723,S723,122,NA,NA
S724,S724,51,NA,NA
S73,NA,25,NA,NA
S730,S730,10,NA,NA
S731,S731,19,NA,NA
S750,NA,56,NA,NA
S761,S761,28,NA,NA
S763,S763,9,NA,NA
S781,NA,60,NA,NA
S79,NA,8,NA,NA
S800,S800,197,NA,NA
S801,S801,108,NA,NA
S810,S810,70,NA,NA
S817,S817,9,NA,NA
S818,S818,35,NA,NA
S819,S819,11,NA,NA
S820,S820,149,NA,NA
S821,S821,227,NA,NA
S822,S822,359,NA,NA
S823,S823,337,NA,NA
S824,S824,107,NA,NA
S825,S825,120,NA,NA
S826,S826,767,NA,NA
S827,S827,17,NA,NA
S828,S828,607,NA,NA
S83,S83,9,NA,NA
S830,S830,215,NA,NA
S831,S831,17,NA,NA
S832,S832,273,NA,NA
S833,S833,12,NA,NA
S834,S834,118,NA,NA
S835,S835,255,NA,NA
S836,S836,615,NA,NA
S837,S837,27,NA,NA
S850,NA,47,NA,NA
S855,NA,7,NA,NA
S860,S860,241,NA,NA
S861,S861,13,NA,NA
S863,S863,15,NA,NA
S881,NA,94,NA,NA
S900,S900,49,NA,NA
S901,S901,29,NA,NA
S903,S903,57,NA,NA
S910,S910,24,NA,NA
S911,S911,16,NA,NA
S912,S912,6,NA,NA
S913,S913,90,NA,NA
S920,S920,179,NA,NA
S921,S921,48,NA,NA
S922,S922,21,NA,NA
S923,S923,210,NA,NA
S924,S924,48,NA,NA
S925,S925,64,NA,NA
S929,S929,7,NA,NA
S930,S930,17,NA,NA
S931,S931,13,NA,NA
S932,S932,73,NA,NA
S933,S933,7,NA,NA
S934,S934,693,NA,NA
S936,S936,17,NA,NA
S94,NA,15,NA,NA
S947,NA,43,NA,NA
S949,NA,33,NA,NA
S96,NA,67,NA,NA
S97,NA,8,NA,NA
S999,S999,6,NA,NA
T003,NA,11,NA,NA
T009,T009,17,NA,NA
T01,NA,15,NA,NA
T039,NA,7,NA,NA
T090,NA,22,NA,NA
T10,NA,9,NA,NA
T112,NA,26,NA,NA
T113,NA,20,NA,NA
T118,NA,21,NA,NA
T119,NA,24,NA,NA
T133,NA,18,NA,NA
T138,NA,34,NA,NA
T139,NA,15,NA,NA
T140,T140,60,NA,NA
T141,T141,19,NA,NA
T144,NA,36,NA,NA
T145,T145,16,NA,NA
T150,T150,233,NA,NA
T151,T151,45,NA,NA
T16,T16,18,NA,NA
T171,T171,17,NA,NA
T172,T172,40,NA,NA
T173,T173,18,NA,NA
T181,T181,46,NA,NA
T20,NA,22,NA,NA
T200,T200,9,NA,NA
T201,T201,8,NA,NA
T202,T202,23,NA,NA
T211,T211,12,NA,NA
T212,T212,17,NA,NA
T213,T213,7,NA,NA
T22,NA,24,NA,NA
T222,T222,35,NA,NA
T230,T230,17,NA,NA
T232,T232,32,NA,NA
T24,NA,17,NA,NA
T242,T242,17,NA,NA
T25,NA,33,NA,NA
T261,T261,22,NA,NA
T266,T266,39,NA,NA
T267,NA,11,NA,NA
T285,NA,16,NA,NA
T30,NA,17,NA,NA
T311,T311,16,NA,NA
T314,NA,26,NA,NA
T320,NA,31,NA,NA
T344,NA,32,NA,NA
T355,NA,13,NA,NA
T36,A10AB,24,NA,NA
T36,A10AC,13,NA,NA
T36,A10AD,8,NA,NA
T36,A10AE,21,NA,NA
T36,B01AA,9,NA,NA
T36,B01AC,11,NA,NA
T36,C01AA,18,NA,NA
T36,C07AA,89,NA,NA
T36,C07AB,32,NA,NA
T36,C08CA,20,NA,NA
T36,C09AA,6,NA,NA
T36,M01AE,34,NA,NA
T36,M03BC,18,NA,NA
T36,M03BX,23,NA,NA
T36,N02AA,71,NA,NA
T36,N02AC,13,NA,NA
T36,N02AX,33,NA,NA
T36,N02BA,19,NA,NA
T36,N02BE,128,NA,NA
T36,N03AA,6,NA,NA
T36,N03AE,64,NA,NA
T36,N03AF,50,NA,NA
T36,N03AG,91,NA,NA
T36,N03AX,52,NA,NA
T36,N05AA,171,NA,NA
T36,N05AB,38,NA,NA
T36,N05AC,15,NA,NA
T36,N05AD,8,NA,NA
T36,N05AF,48,NA,NA
T36,N05AH,264,NA,NA
T36,N05AN,51,NA,NA
T36,N05AX,41,NA,NA
T36,N05BA,421,NA,NA
T36,N05BB,14,NA,NA
T36,N05BX,22,NA,NA
T36,N05CD,223,NA,NA
T36,N05CF,129,NA,NA
T36,N06AA,102,NA,NA
T36,N06AB,109,NA,NA
T36,N06AX,118,NA,NA
T36,N06BA,8,NA,NA
T36,N06CA,33,NA,NA
T36,T36,439,NA,NA
T360,NA,7,NA,NA
T36N0,T36N0,27,NA,NA
T383,NA,8,NA,NA
T390,NA,12,NA,NA
T391,NA,11,NA,NA
T393,NA,14,NA,NA
T399,NA,12,NA,NA
T401,T401,12,NA,NA
T401,NA,44,NA,NA
T42,NA,45,NA,NA
T420,NA,17,NA,NA
T421,NA,23,NA,NA
T422,NA,8,NA,NA
T423,NA,13,NA,NA
T424,T424,21,NA,NA
T424,NA,213,NA,NA
T426,NA,27,NA,NA
T427,NA,56,NA,NA
T43,NA,12,NA,NA
T430,NA,100,NA,NA
T432,NA,43,NA,NA
T433,T433,6,NA,NA
T433,NA,69,NA,NA
T434,NA,9,NA,NA
T435,NA,37,NA,NA
T438,NA,10,NA,NA
T439,NA,41,NA,NA
T447,NA,17,NA,NA
T459,NA,7,NA,NA
T509,T509,43,NA,NA
T510,T510,13,NA,NA
T541,NA,6,NA,NA
T549,NA,6,NA,NA
T58,T58,6,NA,NA
T604,NA,6,NA,NA
T622,NA,11,NA,NA
T630,T630,6,NA,NA
T634,T634,24,NA,NA
T638,NA,56,NA,NA
T659,T659,45,NA,NA
T676,NA,6,NA,NA
T677,NA,6,NA,NA
T68,T68,13,NA,NA
T701,NA,9,NA,NA
T741,T741,31,NA,NA
T749,NA,13,NA,NA
T754,T754,105,NA,NA
T780,T780,15,NA,NA
T782,T782,44,NA,NA
T783,T783,102,NA,NA
T784,T784,149,NA,NA
T791,NA,8,NA,NA
T793,T793,19,NA,NA
T796,T796,26,NA,NA
T803,NA,12,NA,NA
T810,T810,282,NA,NA
T812,T812,20,NA,NA
T813,T813,21,NA,NA
T814,T814,483,NA,NA
T818,T818,38,NA,NA
T819,T819,22,NA,NA
T840,T840,159,NA,NA
T841,T841,18,NA,NA
T845,T845,26,NA,NA
T846,NA,21,NA,NA
T873,NA,23,NA,NA
T880,NA,15,NA,NA
T887,T887,7,NA,NA
T888,T888,10,NA,NA
T90,NA,14,NA,NA
T902,T902,11,NA,NA
T905,T905,23,NA,NA
T909,NA,24,NA,NA
T911,T911,15,NA,NA
T913,T913,14,NA,NA
T915,NA,31,NA,NA
T918,T918,9,NA,NA
T920,T920,7,NA,NA
T921,T921,41,NA,NA
T922,T922,59,NA,NA
T923,T923,56,NA,NA
T925,T925,35,NA,NA
T926,T926,24,NA,NA
T931,T931,20,NA,NA
T932,T932,87,NA,NA
T933,T933,68,NA,NA
T938,T938,9,NA,NA
T950,NA,27,NA,NA
T97,NA,8,NA,NA
V19,V19,10,NA,NA
V435,NA,14,NA,NA
V445,NA,8,NA,NA
V485,NA,7,NA,NA
V49,V49,8,NA,NA
W00,W00,49,NA,NA
W01,W01,87,NA,NA
W07,NA,7,NA,NA
W13,NA,11,NA,NA
W17,W17,9,NA,NA
W18,NA,112,NA,NA
W19,W19,31,NA,NA
W22,W22,20,NA,NA
W31,W31,9,NA,NA
W49,W49,8,NA,NA
W52,W52,9,NA,NA
W54,NA,12,NA,NA
W70,NA,8,NA,NA
X41,NA,33,NA,NA
X42,NA,9,NA,NA
X58,X58,11,NA,NA
X599,NA,6,NA,NA
X61,NA,39,NA,NA
X62,NA,10,NA,NA
X64,NA,6,NA,NA
X67,NA,6,NA,NA
X69,X69,36,NA,NA
X72,NA,14,NA,NA
X73,NA,27,NA,NA
X81,NA,15,NA,NA
Y960,Y960,7,NA,NA
Z00,Z00,39,NA,NA
Z000,Z000,685,NA,NA
Z001,Z001,27,NA,NA
Z002,Z002,10,NA,NA
Z003,Z003,21,NA,NA
Z004,Z004,2494,NA,NA
Z006,Z006,15,NA,NA
Z008,Z008,31,NA,NA
Z01,Z01,19,NA,NA
Z010,Z010,1193,NA,NA
Z011,Z011,876,NA,NA
Z012,Z012,80,NA,NA
Z014,Z014,1215,NA,NA
Z015,Z015,1645,NA,NA
Z016,Z016,37,NA,NA
Z017,Z017,35,NA,NA
Z018,Z018,803,NA,NA
Z019,Z019,74,NA,NA
Z02,NA,326,NA,NA
Z03,Z03,43,NA,NA
Z030,Z030,9,NA,NA
Z031,Z031,24,NA,NA
Z032,Z032,446,NA,NA
Z033,Z033,790,NA,NA
Z035,Z035,170,NA,NA
Z038,Z038,807,NA,NA
Z0380,Z0380,46,NA,NA
Z0389,Z0389,130,NA,NA
Z039,Z039,493,NA,NA
Z040,Z040,57,NA,NA
Z044,Z044,8,NA,NA
Z048,Z048,317,NA,NA
Z049,Z049,278,NA,NA
Z080,Z080,102,NA,NA
Z087,Z087,66,NA,NA
Z089,Z089,46,NA,NA
Z09,Z09,12,NA,NA
Z090,Z090,768,NA,NA
Z091,Z091,10,NA,NA
Z094,Z094,290,NA,NA
Z098,Z098,134,NA,NA
Z099,Z099,40,NA,NA
Z10,NA,198,NA,NA
Z101,Z101,25,NA,NA
Z101,NA,100,NA,NA
Z102,NA,54,NA,NA
Z108,Z108,19,NA,NA
Z111,Z111,42,NA,NA
Z111,NA,97,NA,NA
Z112,NA,159,NA,NA
Z113,Z113,471,NA,NA
Z113,NA,12951,NA,NA
Z115,NA,45,NA,NA
Z119,Z119,8,NA,NA
Z12,NA,28,NA,NA
Z120,NA,15,NA,NA
Z121,Z121,14,NA,NA
Z125,Z125,94,NA,NA
Z128,NA,41,NA,NA
Z129,NA,13,NA,NA
Z13,NA,111,NA,NA
Z131,Z131,163,NA,NA
Z133,Z133,16,NA,NA
Z134,Z134,15,NA,NA
Z134,NA,8,NA,NA
Z135,Z135,13,NA,NA
Z135,NA,641,NA,NA
Z136,Z136,16,NA,NA
Z137,Z137,6,NA,NA
Z1380,NA,12,NA,NA
Z201,Z201,17,NA,NA
Z202,Z202,81,NA,NA
Z21,Z21,32,NA,NA
Z229,Z229,10,NA,NA
Z23,NA,43,NA,NA
Z231,NA,16,NA,NA
Z236,NA,109,NA,NA
Z24,NA,85,NA,NA
Z241,NA,136,NA,NA
Z243,NA,53,NA,NA
Z244,NA,9,NA,NA
Z25,NA,11,NA,NA
Z258,NA,350,NA,NA
Z26,NA,40,NA,NA
Z268,NA,416,NA,NA
Z27,NA,494,NA,NA
Z271,NA,20,NA,NA
Z274,NA,25,NA,NA
Z278,NA,29,NA,NA
Z279,NA,11,NA,NA
Z29,NA,76,NA,NA
Z290,NA,272,NA,NA
Z291,NA,305,NA,NA
Z300,Z300,216,NA,NA
Z301,Z301,83,NA,NA
Z302,Z302,657,NA,NA
Z304,Z304,13,NA,NA
Z305,Z305,143,NA,NA
Z308,Z308,53,NA,NA
Z310,Z310,10,NA,NA
Z311,NA,460,NA,NA
Z314,Z314,90,NA,NA
Z315,Z315,84,NA,NA
Z316,Z316,9,NA,NA
Z32,NA,525,NA,NA
Z320,Z320,76,NA,NA
Z321,Z321,342,NA,NA
Z33,NA,14,NA,NA
Z34,Z34,28,NA,NA
Z340,Z340,918,NA,NA
Z348,Z348,1561,NA,NA
Z349,Z349,973,NA,NA
Z35,Z35,39,NA,NA
Z35,NA,853,NA,NA
Z350,Z350,327,NA,NA
Z351,Z351,10,NA,NA
Z352,Z352,109,NA,NA
Z354,Z354,41,NA,NA
Z355,Z355,53,NA,NA
Z356,Z356,25,NA,NA
Z358,Z358,1181,NA,NA
Z359,Z359,479,NA,NA
Z36,NA,87,NA,NA
Z360,Z360,234,NA,NA
Z361,Z361,15,NA,NA
Z362,Z362,6,NA,NA
Z363,Z363,2302,NA,NA
Z364,Z364,61,NA,NA
Z368,Z368,58,NA,NA
Z369,Z369,510,NA,NA
Z370,NA,8465,NA,NA
Z372,NA,46,NA,NA
Z379,NA,12,NA,NA
Z380,Z380,6,NA,NA
Z39,NA,604,NA,NA
Z390,Z390,9,NA,NA
Z391,Z391,11,NA,NA
Z392,Z392,108,NA,NA
Z410,NA,9,NA,NA
Z411,NA,336,NA,NA
Z422,NA,201,NA,NA
Z423,NA,108,NA,NA
Z429,NA,56,NA,NA
Z44,NA,8,NA,NA
Z450,Z450,94,NA,NA
Z453,NA,433,NA,NA
Z461,Z461,216,NA,NA
Z464,NA,16,NA,NA
Z468,Z468,38,NA,NA
Z470,Z470,22,NA,NA
Z478,Z478,12,NA,NA
Z479,Z479,12,NA,NA
Z48,NA,12,NA,NA
Z480,Z480,9,NA,NA
Z490,Z490,87,NA,NA
Z491,Z491,2666,NA,NA
Z492,Z492,131,NA,NA
Z50,Z50,8,NA,NA
Z50,NA,59,NA,NA
Z500,Z500,18,NA,NA
Z504,NA,3596,NA,NA
Z507,Z507,12,NA,NA
Z508,Z508,51,NA,NA
Z509,Z509,20,NA,NA
Z51,NA,263,NA,NA
Z512,NA,151,NA,NA
Z514,Z514,27,NA,NA
Z516,Z516,959,NA,NA
Z528,NA,8,NA,NA
Z54,NA,21,NA,NA
Z540,Z540,36,NA,NA
Z544,NA,90,NA,NA
Z554,NA,68,NA,NA
Z56,NA,7,NA,NA
Z563,NA,6,NA,NA
Z565,Z565,7,NA,NA
Z566,Z566,28,NA,NA
Z57,NA,6,NA,NA
Z588,Z588,21,NA,NA
Z59,NA,25,NA,NA
Z60,NA,12,NA,NA
Z600,Z600,63,NA,NA
Z622,Z622,86,NA,NA
Z622,NA,39,NA,NA
Z630,Z630,130,NA,NA
Z631,Z631,25,NA,NA
Z634,Z634,24,NA,NA
Z635,Z635,57,NA,NA
Z637,Z637,102,NA,NA
Z638,Z638,59,NA,NA
Z640,Z640,164,NA,NA
Z641,NA,9,NA,NA
Z654,NA,20,NA,NA
Z658,Z658,17,NA,NA
Z710,Z710,11,NA,NA
Z711,Z711,39,NA,NA
Z712,Z712,100,NA,NA
Z713,Z713,14,NA,NA
Z714,NA,939,NA,NA
Z718,Z718,141,NA,NA
Z719,Z719,23,NA,NA
Z721,Z721,54,NA,NA
Z722,Z722,22,NA,NA
Z728,Z728,11,NA,NA
Z730,Z730,191,NA,NA
Z732,NA,39,NA,NA
Z734,NA,46,NA,NA
Z738,Z738,34,NA,NA
Z75,NA,28,NA,NA
Z752,Z752,20,NA,NA
Z759,Z759,13,NA,NA
Z760,Z760,17,NA,NA
Z762,Z762,134,NA,NA
Z763,NA,19,NA,NA
Z768,Z768,12,NA,NA
Z769,Z769,45,NA,NA
Z800,Z800,15,NA,NA
Z803,Z803,12,NA,NA
Z811,NA,12,NA,NA
Z825,NA,17,NA,NA
Z827,Z827,7,NA,NA
Z85,NA,13,NA,NA
Z861,NA,9,NA,NA
Z87,NA,272,NA,NA
Z874,Z874,265,NA,NA
Z875,Z875,7,NA,NA
Z876,Z876,79,NA,NA
Z881,NA,22,NA,NA
Z889,NA,19,NA,NA
Z896,NA,174,NA,NA
Z897,NA,14,NA,NA
Z900,Z900,27,NA,NA
Z915,Z915,17,NA,NA
Z93,NA,1524,NA,NA
Z940,N0480,74,NA,NA
Z940,Z940,502,NA,NA
Z941,Z941,148,NA,NA
Z944,Z944,31,NA,NA
Z947,Z947,107,NA,NA
Z95,NA,61,NA,NA
Z950,Z950,320,NA,NA
Z951,Z951,213,NA,NA
Z952,Z952,42,NA,NA
Z955,Z955,34,NA,NA
Z961,Z961,406,NA,NA
Z966,Z966,32,NA,NA
Z971,NA,51,NA,NA
Z973,NA,8,NA,NA
Z974,Z974,271,NA,NA
Z988,Z988,23,NA,NA
Z993,NA,14,NA,NA
ZA00,NA,6,NA,NA
ZB00,NA,35,NA,NA
ZB01,NA,31,NA,NA
NA,0001R,15,NA,NA
NA,0002R,7,NA,NA
NA,0011R,20,NA,NA
NA,A048,17,NA,NA
NA,A084,27,NA,NA
NA,A09,18,NA,NA
NA,A46,8,NA,NA
NA,A560,10,NA,NA
NA,A600,12,NA,NA
NA,A630,106,NA,NA
NA,B079,22,NA,NA
NA,B182,21,NA,NA
NA,B349,6,NA,NA
NA,B351,23,NA,NA
NA,B353,13,NA,NA
NA,B373,7,NA,NA
NA,B909,11,NA,NA
NA,B977,22,NA,NA
NA,C61,34,NA,NA
NA,D126,14,NA,NA
NA,D25,8,NA,NA
NA,D250,33,NA,NA
NA,D251,67,NA,NA
NA,D252,32,NA,NA
NA,D259,104,NA,NA
NA,D509,20,NA,NA
NA,D649,15,NA,NA
NA,D696,15,NA,NA
NA,E038,47,NA,NA
NA,E0380,17,NA,NA
NA,E039,56,NA,NA
NA,E059,13,NA,NA
NA,E10,37,NA,NA
NA,E1000,11,NA,NA
NA,E102,14,NA,NA
NA,E103,60,NA,NA
NA,E107,32,NA,NA
NA,E108,8,NA,NA
NA,E109,192,NA,NA
NA,E11,42,NA,NA
NA,E113,66,NA,NA
NA,E115,20,NA,NA
NA,E117,36,NA,NA
NA,E119,99,NA,NA
NA,E221,24,NA,NA
NA,E282,40,NA,NA
NA,E660,56,NA,NA
NA,E668,47,NA,NA
NA,E669,36,NA,NA
NA,E78,12,NA,NA
NA,E780,53,NA,NA
NA,E7801,13,NA,NA
NA,E782,32,NA,NA
NA,E784,12,NA,NA
NA,E785,37,NA,NA
