concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi
652,"Other intestinal helminthiasis, Enterobiasis",Condition,ICD8fi,5-digit ICD8fi,NA,12730,1970-01-01,2299-11-03,NA,"Muut suoliston matotaudit, Kihomato"
653,"Other intestinal helminthiasis, Other intestinal nematode infection",Condition,ICD8fi,5-digit ICD8fi,NA,12740,1970-01-01,2299-11-03,NA,"Muut suoliston matotaudit, Alia"
654,"Other intestinal helminthiasis, Mixed intestinal helminthiasis",Condition,ICD8fi,5-digit ICD8fi,NA,12750,1970-01-01,2299-11-03,NA,"Muut suoliston matotaudit, Sekamatotaudit"
655,"Other intestinal helminthiasis, Intestinal helminthiasis, unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,12799,1970-01-01,2299-11-03,NA,"Muut suoliston matotaudit, Helminthiasis intestinalis NUD"
656,Other and unspecified helminthiasis,Condition,ICD8fi,3-digit ICD8fi,NA,128,1970-01-01,2299-11-03,NA,"Matotaudit, muut tai tarkemmin määrittelemättömät"
657,"Other and unspecified helminthiasis, Unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,12899,1970-01-01,2299-11-03,NA,"Matotaudit, muut tai tarkemmin määrittelemättömät"
658,"Intestinal parasitism, unspecified",Condition,ICD8fi,3-digit ICD8fi,NA,129,1970-01-01,2299-11-03,NA,Tarkemmin määrittelemättömät loistaudit suolistossa
659,"Intestinal parasitism, unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,12999,1970-01-01,2299-11-03,NA,Tarkemmin määrittelemättömät loistaudit suolistossa
660,Toxoplasmosis,Condition,ICD8fi,3-digit ICD8fi,NA,130,1970-01-01,2299-11-03,NA,Toxoplasmoosi
661,"Toxoplasmosis, Acquired",Condition,ICD8fi,5-digit ICD8fi,NA,13000,1970-01-01,2299-11-03,NA,"Toxoplasmoosi, Acquisita"
662,"Toxoplasmosis, Congenital active",Condition,ICD8fi,5-digit ICD8fi,NA,13010,1970-01-01,2299-11-03,NA,"Toxoplasmoosi, Congenita activa"
663,"Toxoplasmosis, Late effects of intra-utrine infection",Condition,ICD8fi,5-digit ICD8fi,NA,13020,1970-01-01,2299-11-03,NA,"Toxoplasmoosi, Congenita sequelae per infectionem intraterinam"
664,"Toxoplasmosis, Unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,13099,1970-01-01,2299-11-03,NA,"Toxoplasmoosi, NUD"
665,Trichomoniasis urogenitalis,Condition,ICD8fi,3-digit ICD8fi,NA,131,1970-01-01,2299-11-03,NA,Virtsa- ja sukuelinten siimaeläintauti
666,"Trichomoniasis urogenitalis, Suspecta",Condition,ICD8fi,5-digit ICD8fi,NA,13197,1970-01-01,2299-11-03,NA,"Virtsa- ja sukuelinten siimaeläintauti, Suspecta"
667,"Trichomoniasis urogenitalis, Unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,13199,1970-01-01,2299-11-03,NA,"Virtsa- ja sukuelinten siimaeläintauti, NUD"
668,Pediculosis,Condition,ICD8fi,3-digit ICD8fi,NA,132,1970-01-01,2299-11-03,NA,Täisyys
669,Pediculosis,Condition,ICD8fi,5-digit ICD8fi,NA,13299,1970-01-01,2299-11-03,NA,Täisyys
670,Acariasis,Condition,ICD8fi,3-digit ICD8fi,NA,133,1970-01-01,2299-11-03,NA,Punkkitauti
671,"Acariasis, Demodicosis",Condition,ICD8fi,5-digit ICD8fi,NA,13390,1970-01-01,2299-11-03,NA,"Punkkitauti, Demodicosis"
672,"Acariasis, Alia",Condition,ICD8fi,5-digit ICD8fi,NA,13398,1970-01-01,2299-11-03,NA,"Punkkitauti, Alia"
673,"Acariasis, Other",Condition,ICD8fi,5-digit ICD8fi,NA,13399,1970-01-01,2299-11-03,NA,"Punkkitauti, NUD"
674,Other infestation,Condition,ICD8fi,3-digit ICD8fi,NA,134,1970-01-01,2299-11-03,NA,Muut loistaudit
675,"Other infestation, Myiasis",Condition,ICD8fi,5-digit ICD8fi,NA,13400,1970-01-01,2299-11-03,NA,"Muut loistaudit, Myasis"
676,"Other infestation, Phthirus infestation",Condition,ICD8fi,5-digit ICD8fi,NA,13410,1970-01-01,2299-11-03,NA,"Muut loistaudit, Satiainen"
677,"Other infestation, Other arthropod infestation",Condition,ICD8fi,5-digit ICD8fi,NA,13420,1970-01-01,2299-11-03,NA,"Muut loistaudit, Arthropodicae aliae"
678,"Other infestation, Hirudiniasis",Condition,ICD8fi,5-digit ICD8fi,NA,13430,1970-01-01,2299-11-03,NA,"Muut loistaudit, Iilimatojen aiheuttama tartunta"
679,"Other infestation, Aliae",Condition,ICD8fi,5-digit ICD8fi,NA,13498,1970-01-01,2299-11-03,NA,"Muut loistaudit, Aliae"
680,"Other infestation, Other and unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,13499,1970-01-01,2299-11-03,NA,"Muut loistaudit, Infestationes NUD"
681,Sarcoidosis,Condition,ICD8fi,3-digit ICD8fi,NA,135,1970-01-01,2299-11-03,NA,Sarkoidoosi
682,"Sarcoidosis, Suspecta",Condition,ICD8fi,5-digit ICD8fi,NA,13597,1970-01-01,2299-11-03,NA,"Sarkoidoosi, Suspecta"
683,"Sarcoidosis, Unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,13599,1970-01-01,2299-11-03,NA,"Sarkoidoosi, NUD"
684,Other and unspecified infective and parasitic diseases,Condition,ICD8fi,3-digit ICD8fi,NA,136,1970-01-01,2299-11-03,NA,Muut tartunta- ja loistaudit
685,"Other and unspecified infective and parasitic diseases, Pneumocystosis",Condition,ICD8fi,5-digit ICD8fi,NA,13601,1970-01-01,2299-11-03,NA,"Muut tartunta- ja loistaudit, Pneumocystosis"
686,"Other and unspecified infective and parasitic diseases, Morbus protozoicus NUD",Condition,ICD8fi,5-digit ICD8fi,NA,13602,1970-01-01,2299-11-03,NA,"Muut tartunta- ja loistaudit, Morbus protozoicus NUD"
687,"Other and unspecified infective and parasitic diseases, Morbus Reiter, syndroma urethro-oculo-articularis",Condition,ICD8fi,5-digit ICD8fi,NA,13603,1970-01-01,2299-11-03,NA,"Muut tartunta- ja loistaudit, Morbus Reiter, syndroma urethro-oculo-articularis"
688,"Other and unspecified infective and parasitic diseases, Lymphocytosis infectiosa",Condition,ICD8fi,5-digit ICD8fi,NA,13604,1970-01-01,2299-11-03,NA,"Muut tartunta- ja loistaudit, Lymphocytosis infectiosa"
689,"Other and unspecified infective and parasitic diseases, Morbus Behcet",Condition,ICD8fi,5-digit ICD8fi,NA,13607,1970-01-01,2299-11-03,NA,"Muut tartunta- ja loistaudit, Morbus Behcet"
690,Other and unspecified infective and parasitic diseases,Condition,ICD8fi,5-digit ICD8fi,NA,13608,1970-01-01,2299-11-03,NA,"Muut tartunta- ja loistaudit, ei luokiteltavissa numeroihin 000-136,07"
691,"Other and unspecified infective and parasitic diseases, Morbus infectiosus sive parasitarius NUD",Condition,ICD8fi,5-digit ICD8fi,NA,13609,1970-01-01,2299-11-03,NA,"Muut tartunta- ja loistaudit, Morbus infectiosus sive parasitarius NUD"
692,Malignant neoplasm of lip,Condition,ICD8fi,3-digit ICD8fi,NA,140,1970-01-01,2299-11-03,NA,Huulen pahanlaatuinen kasvain
693,"Malignant neoplasm of lip, Upper lip",Condition,ICD8fi,5-digit ICD8fi,NA,14001,1970-01-01,2299-11-03,NA,"Huulen pahanlaatuinen kasvain, Labii superioris"
694,"Malignant neoplasm of lip, Lower lip",Condition,ICD8fi,5-digit ICD8fi,NA,14011,1970-01-01,2299-11-03,NA,"Huulen pahanlaatuinen kasvain, Labii inferioris"
695,"Malignant neoplasm of lip, Both lips",Condition,ICD8fi,5-digit ICD8fi,NA,14021,1970-01-01,2299-11-03,NA,"Huulen pahanlaatuinen kasvain, Labiorum amborum"
696,"Malignant neoplasm of lip, Lip unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,14099,1970-01-01,2299-11-03,NA,"Huulen pahanlaatuinen kasvain, NUD"
697,Malignant neoplasm of tongue,Condition,ICD8fi,3-digit ICD8fi,NA,141,1970-01-01,2299-11-03,NA,Kielen pahanlaatuinen kasvain
698,"Malignant neoplasm of tongue, Base of tongue",Condition,ICD8fi,5-digit ICD8fi,NA,14101,1970-01-01,2299-11-03,NA,"Kielen pahanlaatuinen kasvain, Baseos linguae"
699,"Malignant neoplasm of tongue, Dorsal surface of tongue",Condition,ICD8fi,5-digit ICD8fi,NA,14111,1970-01-01,2299-11-03,NA,"Kielen pahanlaatuinen kasvain, Dorsalis linguae"
700,"Malignant neoplasm of tongue, Borders and tip of tongue",Condition,ICD8fi,5-digit ICD8fi,NA,14121,1970-01-01,2299-11-03,NA,"Kielen pahanlaatuinen kasvain, Marginum linguae et apicis linguae"
701,"Malignant neoplasm of tongue, Ventral surface of tongue",Condition,ICD8fi,5-digit ICD8fi,NA,14131,1970-01-01,2299-11-03,NA,"Kielen pahanlaatuinen kasvain, Ventralis linguae"
702,"Malignant neoplasm of tongue, Loco multiplici",Condition,ICD8fi,5-digit ICD8fi,NA,14197,1970-01-01,2299-11-03,NA,"Kielen pahanlaatuinen kasvain, Loco multiplici"
703,"Malignant neoplasm of tongue, Part unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,14199,1970-01-01,2299-11-03,NA,"Kielen pahanlaatuinen kasvain, NUD"
704,Malignant neoplasm of salivary gland,Condition,ICD8fi,3-digit ICD8fi,NA,142,1970-01-01,2299-11-03,NA,Sylkirauhasen pahanlaatuinen kasvain
705,"Malignant neoplasm of salivary gland, Parotid gland",Condition,ICD8fi,5-digit ICD8fi,NA,14201,1970-01-01,2299-11-03,NA,"Sylkirauhasen pahanlaatuinen kasvain, Glandulae parotidis"
706,"Malignant neoplasm of salivary gland, Glandulae submaxillaris",Condition,ICD8fi,5-digit ICD8fi,NA,14281,1970-01-01,2299-11-03,NA,"Sylkirauhasen pahanlaatuinen kasvain, Glandulae submaxillaris"
707,"Malignant neoplasm of salivary gland, Glandulae sublingualis",Condition,ICD8fi,5-digit ICD8fi,NA,14282,1970-01-01,2299-11-03,NA,"Sylkirauhasen pahanlaatuinen kasvain, Glandulae sublingualis"
708,"Malignant neoplasm of salivary gland, Unspecified salivary gland",Condition,ICD8fi,5-digit ICD8fi,NA,14299,1970-01-01,2299-11-03,NA,"Sylkirauhasen pahanlaatuinen kasvain, NUD"
709,Malignant neoplasm of gum,Condition,ICD8fi,3-digit ICD8fi,NA,143,1970-01-01,2299-11-03,NA,Hammaslihan pahanlaatuinen kasvain
710,"Malignant neoplasm of gum, Upper gum",Condition,ICD8fi,5-digit ICD8fi,NA,14301,1970-01-01,2299-11-03,NA,"Hammaslihan pahanlaatuinen kasvain, Maxillae gingivae"
711,"Malignant neoplasm of gum, Lower gum",Condition,ICD8fi,5-digit ICD8fi,NA,14311,1970-01-01,2299-11-03,NA,"Hammaslihan pahanlaatuinen kasvain, Mandibulae gingivae"
712,"Malignant neoplasm of gum, Loco multiplici",Condition,ICD8fi,5-digit ICD8fi,NA,14397,1970-01-01,2299-11-03,NA,"Hammaslihan pahanlaatuinen kasvain, Loco multiplici"
713,"Malignant neoplasm of gum, Gum unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,14399,1970-01-01,2299-11-03,NA,"Hammaslihan pahanlaatuinen kasvain, NUD"
714,Malignant neoplasm of floor of mouth,Condition,ICD8fi,3-digit ICD8fi,NA,144,1970-01-01,2299-11-03,NA,Suunpohjan pahanlaatuinen kasvain
715,Malignant neoplasm of floor of mouth,Condition,ICD8fi,5-digit ICD8fi,NA,14499,1970-01-01,2299-11-03,NA,Suunpohjan pahanlaatuinen kasvain
716,Malignant neoplasm of other and unspecified parts of mouth,Condition,ICD8fi,3-digit ICD8fi,NA,145,1970-01-01,2299-11-03,NA,Muussa tai tarkemmin määrittelemättömässä paikasssa oleva suun pahanlaatuinen kasvain
717,"Malignant neoplasm of other and unspecified parts of mouth, Buccal mucosa",Condition,ICD8fi,5-digit ICD8fi,NA,14501,1970-01-01,2299-11-03,NA,"Muussa tai tarkemmin määrittelemättömässä paikasssa oleva suun pahanlaatuinen kasvain, Mucosae buccae"
718,"Malignant neoplasm of other and unspecified parts of mouth, Palate(hard)(soft)",Condition,ICD8fi,5-digit ICD8fi,NA,14511,1970-01-01,2299-11-03,NA,"Muussa tai tarkemmin määrittelemättömässä paikasssa oleva suun pahanlaatuinen kasvain, Palati (duri) (mollis)"
719,"Malignant neoplasm of other and unspecified parts of mouth, Loco alio definito",Condition,ICD8fi,5-digit ICD8fi,NA,14581,1970-01-01,2299-11-03,NA,"Muussa tai tarkemmin määrittelemättömässä paikasssa oleva suun pahanlaatuinen kasvain, Loco alio definito"
720,"Malignant neoplasm of other and unspecified parts of mouth, Loco multiplici",Condition,ICD8fi,5-digit ICD8fi,NA,14587,1970-01-01,2299-11-03,NA,"Muussa tai tarkemmin määrittelemättömässä paikasssa oleva suun pahanlaatuinen kasvain, Loco multiplici"
721,"Malignant neoplasm of other and unspecified parts of mouth, Part unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,14599,1970-01-01,2299-11-03,NA,"Muussa tai tarkemmin määrittelemättömässä paikasssa oleva suun pahanlaatuinen kasvain, NUD"
722,Malignant neoplasm of oropharynx,Condition,ICD8fi,3-digit ICD8fi,NA,146,1970-01-01,2299-11-03,NA,Suunielun pahanlaatuinen kasvain
723,"Malignant neoplasm of oropharynx, Tonsils",Condition,ICD8fi,5-digit ICD8fi,NA,14601,1970-01-01,2299-11-03,NA,"Suunielun pahanlaatuinen kasvain, Tonsillae"
724,"Malignant neoplasm of oropharynx, Loco alio definito",Condition,ICD8fi,5-digit ICD8fi,NA,14681,1970-01-01,2299-11-03,NA,"Suunielun pahanlaatuinen kasvain, Loco alio definito"
725,"Malignant neoplasm of oropharynx, Loco multiplici",Condition,ICD8fi,5-digit ICD8fi,NA,14687,1970-01-01,2299-11-03,NA,"Suunielun pahanlaatuinen kasvain, Loco multiplici"
726,"Malignant neoplasm of oropharynx, Part unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,14699,1970-01-01,2299-11-03,NA,"Suunielun pahanlaatuinen kasvain, NUD"
727,Malignant neoplasm of nasopharynx,Condition,ICD8fi,3-digit ICD8fi,NA,147,1970-01-01,2299-11-03,NA,Nenänielun pahanlaatuinen kasvain
728,Malignant neoplasm of nasopharynx,Condition,ICD8fi,5-digit ICD8fi,NA,14799,1970-01-01,2299-11-03,NA,Nenänielun pahanlaatuinen kasvain
729,Malignant neoplasm of hypopharynx,Condition,ICD8fi,3-digit ICD8fi,NA,148,1970-01-01,2299-11-03,NA,Kurkunpäänielun pahanlaatuinen kasvain
730,"Malignant neoplasm of hypopharynx, Postcricoid region",Condition,ICD8fi,5-digit ICD8fi,NA,14801,1970-01-01,2299-11-03,NA,"Kurkunpäänielun pahanlaatuinen kasvain, Regionis postericoideae"
731,"Malignant neoplasm of hypopharynx, Pyriform fossa",Condition,ICD8fi,5-digit ICD8fi,NA,14811,1970-01-01,2299-11-03,NA,"Kurkunpäänielun pahanlaatuinen kasvain, Fossae pyriformis"
732,"Malignant neoplasm of hypopharynx, Other specified parts",Condition,ICD8fi,5-digit ICD8fi,NA,14888,1970-01-01,2299-11-03,NA,"Kurkunpäänielun pahanlaatuinen kasvain, Loco alio definito"
733,"Malignant neoplasm of hypopharynx, Loco multiplici",Condition,ICD8fi,5-digit ICD8fi,NA,14897,1970-01-01,2299-11-03,NA,"Kurkunpäänielun pahanlaatuinen kasvain, Loco multiplici"
734,"Malignant neoplasm of hypopharynx, Part unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,14899,1970-01-01,2299-11-03,NA,"Kurkunpäänielun pahanlaatuinen kasvain, NUD"
735,"Malignant neoplasm of pharynx, unspecified",Condition,ICD8fi,3-digit ICD8fi,NA,149,1970-01-01,2299-11-03,NA,Nielun pahanlaatuinen tarkemmin määrittelemätön kasvain
736,"Malignant neoplasm of pharynx, unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,14999,1970-01-01,2299-11-03,NA,Nielun pahanlaatuinen tarkemmin määrittelemätön kasvain
737,Malignant neoplasm of oesophagus,Condition,ICD8fi,3-digit ICD8fi,NA,150,1970-01-01,2299-11-03,NA,Ruokatorven pahanlaatuinen kasvain
738,"Malignant neoplasm of oesophagus, Tractus superioris",Condition,ICD8fi,5-digit ICD8fi,NA,15000,1970-01-01,2299-11-03,NA,"Ruokatorven pahanlaatuinen kasvain, Tractus superioris"
739,"Malignant neoplasm of oesophagus, Tractus mediani",Condition,ICD8fi,5-digit ICD8fi,NA,15001,1970-01-01,2299-11-03,NA,"Ruokatorven pahanlaatuinen kasvain, Tractus mediani"
740,"Malignant neoplasm of oesophagus, Tractus inferioris",Condition,ICD8fi,5-digit ICD8fi,NA,15002,1970-01-01,2299-11-03,NA,"Ruokatorven pahanlaatuinen kasvain, Tractus inferioris"
741,"Malignant neoplasm of oesophagus, Loco multiplici",Condition,ICD8fi,5-digit ICD8fi,NA,15007,1970-01-01,2299-11-03,NA,"Ruokatorven pahanlaatuinen kasvain, Loco multiplici"
742,"Malignant neoplasm of oesophagus, Unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,15009,1970-01-01,2299-11-03,NA,"Ruokatorven pahanlaatuinen kasvain, NUD"
743,Malignant neoplasm of stomach,Condition,ICD8fi,3-digit ICD8fi,NA,151,1970-01-01,2299-11-03,NA,Mahalaukun pahanlaatuinen kasvain
744,"Malignant neoplasm of stomach, Cardia",Condition,ICD8fi,5-digit ICD8fi,NA,15101,1970-01-01,2299-11-03,NA,"Mahalaukun pahanlaatuinen kasvain, Cardiae"
745,"Malignant neoplasm of stomach, Pylorus",Condition,ICD8fi,5-digit ICD8fi,NA,15111,1970-01-01,2299-11-03,NA,"Mahalaukun pahanlaatuinen kasvain, Pylori"
746,"Malignant neoplasm of stomach, Fundi sive corporis ventriculi",Condition,ICD8fi,5-digit ICD8fi,NA,15181,1970-01-01,2299-11-03,NA,"Mahalaukun pahanlaatuinen kasvain, Fundi sive corporis ventriculi"
747,"Malignant neoplasm of stomach, Loco multiplici",Condition,ICD8fi,5-digit ICD8fi,NA,15187,1970-01-01,2299-11-03,NA,"Mahalaukun pahanlaatuinen kasvain, Loco multiplici"
748,"Malignant neoplasm of stomach, Part unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,15199,1970-01-01,2299-11-03,NA,"Mahalaukun pahanlaatuinen kasvain, NUD"
749,"Malignant neoplasm of small intestine, including duodenum",Condition,ICD8fi,3-digit ICD8fi,NA,152,1970-01-01,2299-11-03,NA,Ohutsuolen (pohjukaissuoli mukaan luettuna) pahanlaatuinen kasvain
750,"Malignant neoplasm of small intestine, including duodenum, Duodenum",Condition,ICD8fi,5-digit ICD8fi,NA,15201,1970-01-01,2299-11-03,NA,"Ohutsuolen (pohjukaissuoli mukaan luettuna) pahanlaatuinen kasvain, Duodeni"
751,"Malignant neoplasm of small intestine, including duodenum, Jejuni",Condition,ICD8fi,5-digit ICD8fi,NA,15281,1970-01-01,2299-11-03,NA,"Ohutsuolen (pohjukaissuoli mukaan luettuna) pahanlaatuinen kasvain, Jejuni"
752,"Malignant neoplasm of small intestine, including duodenum, Ilei",Condition,ICD8fi,5-digit ICD8fi,NA,15282,1970-01-01,2299-11-03,NA,"Ohutsuolen (pohjukaissuoli mukaan luettuna) pahanlaatuinen kasvain, Ilei"
753,"Malignant neoplasm of small intestine, including duodenum, Loco multiplici",Condition,ICD8fi,5-digit ICD8fi,NA,15287,1970-01-01,2299-11-03,NA,"Ohutsuolen (pohjukaissuoli mukaan luettuna) pahanlaatuinen kasvain, Loco multiplici"
754,"Malignant neoplasm of small intestine, including duodenum, Part unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,15299,1970-01-01,2299-11-03,NA,"Ohutsuolen (pohjukaissuoli mukaan luettuna) pahanlaatuinen kasvain, NUD"
755,"Malignant neoplasm of large intestine, except rectum",Condition,ICD8fi,3-digit ICD8fi,NA,153,1970-01-01,2299-11-03,NA,Paksusuolen (lukuunottamatta peräsuolta) pahanlaatuinen kasvain
756,"Malignant neoplasm of large intestine, except rectum, Appendicis",Condition,ICD8fi,5-digit ICD8fi,NA,15301,1970-01-01,2299-11-03,NA,"Paksusuolen (lukuunottamatta peräsuolta) pahanlaatuinen kasvain, Appendicis"
757,"Malignant neoplasm of large intestine, except rectum, Cacci",Condition,ICD8fi,5-digit ICD8fi,NA,15302,1970-01-01,2299-11-03,NA,"Paksusuolen (lukuunottamatta peräsuolta) pahanlaatuinen kasvain, Cacci"
758,"Malignant neoplasm of large intestine, except rectum, Coli ascendentis",Condition,ICD8fi,5-digit ICD8fi,NA,15303,1970-01-01,2299-11-03,NA,"Paksusuolen (lukuunottamatta peräsuolta) pahanlaatuinen kasvain, Coli ascendentis"
759,"Malignant neoplasm of large intestine, except rectum, Transverse colon, including hepatic and splenic flexures",Condition,ICD8fi,5-digit ICD8fi,NA,15311,1970-01-01,2299-11-03,NA,"Paksusuolen (lukuunottamatta peräsuolta) pahanlaatuinen kasvain, Coli transversi (flexuris hepatica et splenica inclusis)"
760,"Malignant neoplasm of large intestine, except rectum, Descending colon",Condition,ICD8fi,5-digit ICD8fi,NA,15321,1970-01-01,2299-11-03,NA,"Paksusuolen (lukuunottamatta peräsuolta) pahanlaatuinen kasvain, Coli descendentis"
761,"Malignant neoplasm of large intestine, except rectum, Sigmoid colon",Condition,ICD8fi,5-digit ICD8fi,NA,15331,1970-01-01,2299-11-03,NA,"Paksusuolen (lukuunottamatta peräsuolta) pahanlaatuinen kasvain, Coli sigmoidei"
762,"Malignant neoplasm of large intestine, except rectum, Loco multiplici",Condition,ICD8fi,5-digit ICD8fi,NA,15387,1970-01-01,2299-11-03,NA,"Paksusuolen (lukuunottamatta peräsuolta) pahanlaatuinen kasvain, Loco multiplici"
763,"Malignant neoplasm of large intestine, except rectum, Coli NUD",Condition,ICD8fi,5-digit ICD8fi,NA,15389,1970-01-01,2299-11-03,NA,"Paksusuolen (lukuunottamatta peräsuolta) pahanlaatuinen kasvain, Coli NUD"
764,"Malignant neoplasm of large intestine, except rectum, Intestinal tract, part unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,15399,1970-01-01,2299-11-03,NA,"Paksusuolen (lukuunottamatta peräsuolta) pahanlaatuinen kasvain, Tracti intestini NUD"
765,Malignant neoplasm of rectum and rectosigmoid junction,Condition,ICD8fi,3-digit ICD8fi,NA,154,1970-01-01,2299-11-03,NA,Peräsuolen sekä perä- ja vemmelsuolen liittymiskohdan pahanlaatuinen kasvain
766,"Malignant neoplasm of rectum and rectosigmoid junction, Rectosigmoid junction",Condition,ICD8fi,5-digit ICD8fi,NA,15401,1970-01-01,2299-11-03,NA,"Peräsuolen sekä perä- ja vemmelsuolen liittymiskohdan pahanlaatuinen kasvain, Flexura recto-sigmoidei"
767,"Malignant neoplasm of rectum and rectosigmoid junction, Rectum",Condition,ICD8fi,5-digit ICD8fi,NA,15411,1970-01-01,2299-11-03,NA,"Peräsuolen sekä perä- ja vemmelsuolen liittymiskohdan pahanlaatuinen kasvain, Recti"
768,"Malignant neoplasm of rectum and rectosigmoid junction, Anal canal",Condition,ICD8fi,5-digit ICD8fi,NA,15421,1970-01-01,2299-11-03,NA,"Peräsuolen sekä perä- ja vemmelsuolen liittymiskohdan pahanlaatuinen kasvain, Canalis analis"
769,"Malignant neoplasm of liver and intrahepatic bile ducts, specified as primary",Condition,ICD8fi,3-digit ICD8fi,NA,155,1970-01-01,2299-11-03,NA,Maksan ja maksansisäisten sappiteiden primaarinen pahanlaatuinen kasvain
770,"Malignant neoplasm of liver and intrahepatic bile ducts, specified as primary, Liver",Condition,ICD8fi,5-digit ICD8fi,NA,15501,1970-01-01,2299-11-03,NA,"Maksan ja maksansisäisten sappiteiden primaarinen pahanlaatuinen kasvain, Hepatis"
771,"Malignant neoplasm of liver and intrahepatic bile ducts, specified as primary, Intrahepatic bile ducts",Condition,ICD8fi,5-digit ICD8fi,NA,15511,1970-01-01,2299-11-03,NA,"Maksan ja maksansisäisten sappiteiden primaarinen pahanlaatuinen kasvain, Viarum biliferarum intrahepaticarum"
772,Malignant neoplasm of gallbladder and bile ducts,Condition,ICD8fi,3-digit ICD8fi,NA,156,1970-01-01,2299-11-03,NA,Sappirakon ja sappiteiden pahanlaatuinen kasvain
773,"Malignant neoplasm of gallbladder and bile ducts, Gallbladder",Condition,ICD8fi,5-digit ICD8fi,NA,15601,1970-01-01,2299-11-03,NA,"Sappirakon ja sappiteiden pahanlaatuinen kasvain, Vesicae felleae"
774,"Malignant neoplasm of gallbladder and bile ducts, Extraheptic bile ducts",Condition,ICD8fi,5-digit ICD8fi,NA,15611,1970-01-01,2299-11-03,NA,"Sappirakon ja sappiteiden pahanlaatuinen kasvain, Viarum biliferarum extrahepaticarum"
775,"Malignant neoplasm of gallbladder and bile ducts, Ampulla of Vater",Condition,ICD8fi,5-digit ICD8fi,NA,15621,1970-01-01,2299-11-03,NA,"Sappirakon ja sappiteiden pahanlaatuinen kasvain, Papillae Vateri"
776,"Malignant neoplasm of gallbladder and bile ducts, Biliary tract, unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,15699,1970-01-01,2299-11-03,NA,"Sappirakon ja sappiteiden pahanlaatuinen kasvain, NUD"
777,Malignant neoplasm of pancreas,Condition,ICD8fi,3-digit ICD8fi,NA,157,1970-01-01,2299-11-03,NA,Haiman pahanlaatuinen kasvain
778,"Malignant neoplasm of pancreas, Head",Condition,ICD8fi,5-digit ICD8fi,NA,15701,1970-01-01,2299-11-03,NA,"Haiman pahanlaatuinen kasvain, Capitis pancreatis"
779,"Malignant neoplasm of pancreas, Loco multiplici",Condition,ICD8fi,5-digit ICD8fi,NA,15787,1970-01-01,2299-11-03,NA,"Haiman pahanlaatuinen kasvain, Loco multiplici"
780,"Malignant neoplasm of pancreas, Loco alio definitio",Condition,ICD8fi,5-digit ICD8fi,NA,15788,1970-01-01,2299-11-03,NA,"Haiman pahanlaatuinen kasvain, Loco alio definitio"
781,"Malignant neoplasm of pancreas, Unspecified",Condition,ICD8fi,5-digit ICD8fi,NA,15799,1970-01-01,2299-11-03,NA,"Haiman pahanlaatuinen kasvain, NUD"
782,Malignant neoplasm of peritoneum and retroperitoneal tissue,Condition,ICD8fi,3-digit ICD8fi,NA,158,1970-01-01,2299-11-03,NA,Vatsakalvon ja vatsakalvontakaisten kudosten pahanlaatuinen kasvain
783,"Malignant neoplasm of peritoneum and retroperitoneal tissue, Retroperitoneal tissue",Condition,ICD8fi,5-digit ICD8fi,NA,15801,1970-01-01,2299-11-03,NA,"Vatsakalvon ja vatsakalvontakaisten kudosten pahanlaatuinen kasvain, Telae retroperitonealis"
784,"Malignant neoplasm of peritoneum and retroperitoneal tissue, Peritonei",Condition,ICD8fi,5-digit ICD8fi,NA,15890,1970-01-01,2299-11-03,NA,"Vatsakalvon ja vatsakalvontakaisten kudosten pahanlaatuinen kasvain, Peritonei"
785,"Malignant neoplasm of peritoneum and retroperitoneal tissue, Other parts",Condition,ICD8fi,5-digit ICD8fi,NA,15899,1970-01-01,2299-11-03,NA,"Vatsakalvon ja vatsakalvontakaisten kudosten pahanlaatuinen kasvain, NUD"
786,Malignant neoplasm of unspecified digestive organs,Condition,ICD8fi,3-digit ICD8fi,NA,159,1970-01-01,2299-11-03,NA,Ruuansulatuselinten pahanlaatuinen tarkemmin määrittelemätön kasvain
787,Malignant neoplasm of unspecified digestive organs,Condition,ICD8fi,5-digit ICD8fi,NA,15999,1970-01-01,2299-11-03,NA,Ruuansulatuselinten pahanlaatuinen tarkemmin määrittelemätön kasvain
