code,name_la,name_fi,name_en,name_se,name_en_source
3157,"Retardatio mentalis NUD, Abnormitas cromosomatum, Sequelae perturbationum psychiatricarum gravium","Tarkemmin määrittelemätön vajaamielisyys, Kromosomipoikkeavuudet, Kehitysiän vaikeiden psykiatristen häiriöiden jälkitila","Unspecified mental retardation, Following major psychiatric disorder","Mental retardation UNS, Kromosomabnormitet, Följdtillstånd till svåra psykiatriska rubbningar i utvecklingsåldern",THL
31570,"Retardatio mentalis NUD, Abnormitas cromosomatum, Sequelae perturbationum psychiatricarum gravium","Tarkemmin määrittelemätön vajaamielisyys, Kromosomipoikkeavuudet, Kehitysiän vaikeiden psykiatristen häiriöiden jälkitila",NA,"Mental retardation UNS, Kromosomabnormitet, Följdtillstånd till svåra psykiatriska rubbningar i utvecklingsåldern",TODO:Google
3158,"Retardatio mentalis NUD, Abnormitas cromosomatum, Cum miseria psycho-sociali gravi","Tarkemmin määrittelemätön vajaamielisyys, Kromosomipoikkeavuudet, Vaikeasta psyko-sosiaalisesta kurjuudesta johtuva","Unspecified mental retardation, With psycho-social (environmental) deprivation","Mental retardation UNS, Kromosomabnormitet, Förbunden med svår psykosocial misär",THL
31580,"Retardatio mentalis NUD, Abnormitas cromosomatum, Cum miseria psycho-sociali gravi","Tarkemmin määrittelemätön vajaamielisyys, Kromosomipoikkeavuudet, Vaikeasta psyko-sosiaalisesta kurjuudesta johtuva",NA,"Mental retardation UNS, Kromosomabnormitet, Förbunden med svår psykosocial misär",TODO:Google
3159,"Retardatio mentalis NUD, Casus alii sive NUD","Tarkemmin määrittelemätön vajaamielisyys, Muut tai tarkemmin määrittelemättömät tapaukset","Unspecified mental retardation, Other and unspecified","Mental retardation UNS, Andra eller especificeradefall",THL
31590,"Retardatio mentalis NUD, Casus alii sive NUD, Polygenes, sola perturbatione functionis manifesta","Tarkemmin määrittelemätön vajaamielisyys, Muut tai tarkemmin määrittelemättömät tapaukset, Polygenes, sola perturbatione functionis manifesta","Unspecified mental retardation, Other and unspecified, Polygenes, sola perturbatione functionis manifesta",NA,THL
31598,"Retardatio mentalis NUD, Casus alii sive NUD, Alia causa definita","Tarkemmin määrittelemätön vajaamielisyys, Muut tai tarkemmin määrittelemättömät tapaukset, Alia causa definita","Unspecified mental retardation, Other and unspecified, Alia causa definita",NA,THL
31599,"Retardatio mentalis NUD, Casus alii sive NUD, NUD","Tarkemmin määrittelemätön vajaamielisyys, Muut tai tarkemmin määrittelemättömät tapaukset, NUD","Unspecified mental retardation, Other and unspecified",NA,THL
320-389,VI.  Morbi systematis nervosi et organorum sensuum,VI. Hermoston ja aistimien taudit,NA,VI. Nervsystemets och sinnesorganens sjukdomar,TODO:Google
320-324,MORBI INFLAMMATORII SYSTEMATIS NERVOSI CENTRALIS,Keskushermoston tulehdustaudit,Inflammatory diseases of central nervous system,Inflammatoriska sjukdomar i centrala nervsystemet,THL
320,Meningitis,Aivokalvontulehdus,Meningitis,Hjärnhinneinflammation,THL
32000,"Meningitis, Purulenta per haemophilum influenzae","Aivokalvontulehdus, Purulenta per haemophilum influenzae","Meningitis, H. influenzae",NA,THL
32010,"Meningitis, Purulenta per pneumococcum","Aivokalvontulehdus, Purulenta per pneumococcum","Meningitis, Pneumococcus",NA,THL
32080,"Meningitis, Purulenta per streptococcum","Aivokalvontulehdus, Purulenta per streptococcum","Meningitis, Purulenta per streptococcum",NA,THL
32088,"Meningitis, Alia definita","Aivokalvontulehdus, Alia definita","Meningitis, Alia definita",NA,THL
32099,"Meningitis, NUD","Aivokalvontulehdus, NUD","Meningitis, With no organism specified as cause",NA,THL
321,Phlebitis et thrombo-phlebitis sinuum intracranialium venosorum,Laskimotulehdus ja laskimotukkotulehdus aivojen kovakalvon veriviemärissä,Phlebitis and thrombophlebitis of intracranial venous sinuses,Flebit och tromboflebit i intrakraniella venösa sinus,THL
32100,"Phlebitis et thrombo-phlebitis sinuum intracranialium venosorum, Sinuum durae matris","Laskimotulehdus ja laskimotukkotulehdus aivojen kovakalvon veriviemärissä, Sinuum durae matris","Phlebitis and thrombophlebitis of intracranial venous sinuses, Sinuum durae matris",NA,THL
32109,"Phlebitis et thrombo-phlebitis sinuum intracranialium venosorum, Alia sive NUD","Laskimotulehdus ja laskimotukkotulehdus aivojen kovakalvon veriviemärissä, Alia sive NUD","Phlebitis and thrombophlebitis of intracranial venous sinuses, Alia sive NUD",NA,THL
322,Abscessus intracranialis et intraspinalis,Kallonsisäinen ja selkärangasisäinen märkäpesäke,Intracranial and intraspinal abscess,Intrakranial och intraspinal abscess,THL
32200,"Abscessus intracranialis et intraspinalis, Intracerebralis","Kallonsisäinen ja selkärangasisäinen märkäpesäke, Intracerebralis","Intracranial and intraspinal abscess, Intracerebralis",NA,THL
32201,"Abscessus intracranialis et intraspinalis, Subduralis","Kallonsisäinen ja selkärangasisäinen märkäpesäke, Subduralis","Intracranial and intraspinal abscess, Subduralis",NA,THL
32202,"Abscessus intracranialis et intraspinalis, Epiduralis","Kallonsisäinen ja selkärangasisäinen märkäpesäke, Epiduralis","Intracranial and intraspinal abscess, Epiduralis",NA,THL
32203,"Abscessus intracranialis et intraspinalis, Intracranialis et intraspinalis NUD","Kallonsisäinen ja selkärangasisäinen märkäpesäke, Intracranialis et intraspinalis NUD","Intracranial and intraspinal abscess, Intracranialis et intraspinalis NUD",NA,THL
323,"Encephalitis, myelitis et encephalomyelitis",NA,"Encephalitis, myelitis and encephalomyelitis",NA,THL
32300,"Encephalitis, myelitis et encephalomyelitis, Encephalitis postinfectiosa",NA,"Encephalitis, myelitis and encephalomyelitis, Encephalitis postinfectiosa",NA,THL
32301,"Encephalitis, myelitis et encephalomyelitis, Encephalitis subacuta cum corporibus inclusionis",NA,"Encephalitis, myelitis and encephalomyelitis, Encephalitis subacuta cum corporibus inclusionis",NA,THL
32302,"Encephalitis, myelitis et encephalomyelitis, Encephalopathia toxica",NA,"Encephalitis, myelitis and encephalomyelitis, Encephalopathia toxica",NA,THL
32303,"Encephalitis, myelitis et encephalomyelitis, Encephalomyelopathia haemorrhagica necroticans acuta sive subacuta",NA,"Encephalitis, myelitis and encephalomyelitis, Encephalomyelopathia haemorrhagica necroticans acuta sive subacuta",NA,THL
32308,"Encephalitis, myelitis et encephalomyelitis, Alia definita",NA,"Encephalitis, myelitis and encephalomyelitis, Alia definita",NA,THL
32309,"Encephalitis, myelitis et encephalomyelitis, NUD",NA,"Encephalitis, myelitis and encephalomyelitis, Unspecified",NA,THL
324,"Abscessus sive infectio intracranealis, sequelae",Kallonsisäisen märkäpesäkkeen jälkitilat,Late effects of intracranial abscess or pyogenic infection,Sena effekter av intrakranial abscess,THL
32400,"Abscessus sive infectio intracranealis, sequelae, Hydrocephalus acquisitus","Kallonsisäisen märkäpesäkkeen jälkitilat, Hydrocephalus acquisitus","Late effects of intracranial abscess or pyogenic infection, Hydrocephalus acquisitus",NA,THL
32401,"Abscessus sive infectio intracranealis, sequelae, Status postencephaliticus","Kallonsisäisen märkäpesäkkeen jälkitilat, Status postencephaliticus","Late effects of intracranial abscess or pyogenic infection, Status postencephaliticus",NA,THL
32402,"Abscessus sive infectio intracranealis, sequelae, Status post myelitidem","Kallonsisäisen märkäpesäkkeen jälkitilat, Status post myelitidem","Late effects of intracranial abscess or pyogenic infection, Status post myelitidem",NA,THL
32403,"Abscessus sive infectio intracranealis, sequelae, Status post abscessum cerebralem","Kallonsisäisen märkäpesäkkeen jälkitilat, Status post abscessum cerebralem","Late effects of intracranial abscess or pyogenic infection, Status post abscessum cerebralem",NA,THL
32408,"Abscessus sive infectio intracranealis, sequelae, Alia definitae","Kallonsisäisen märkäpesäkkeen jälkitilat, Alia definitae","Late effects of intracranial abscess or pyogenic infection, Alia definitae",NA,THL
32409,"Abscessus sive infectio intracranealis, sequelae, NUD","Kallonsisäisen märkäpesäkkeen jälkitilat, NUD","Late effects of intracranial abscess or pyogenic infection, Unspecified",NA,THL
330-333,MORBI HEREDITARII ET FAMILIARES SYSTEMATIS NERVOSI,Perinnölliset ja perheittäin esiintyvät hermoston taudit,Hereditary and familial diseases of nervous system,Ärftliga och familjära sjukdomar i nervsystemet,THL
330,Morbi neuromuscularii hereditarii,Perinnölliset hermolihassairaudet,Hereditary neuromuscular disorders,Ärftliga neuromuskulära sjukdomar,THL
33000,"Morbi neuromuscularii hereditarii, Atrophia muscularis neuropathica. Morbus Charcot-Marie-Tooth","Perinnölliset hermolihassairaudet, Atrophia muscularis neuropathica. Morbus Charcot-Marie-Tooth","Hereditary neuromuscular disorders, Neuropathic muscular atrophy",NA,THL
33010,"Morbi neuromuscularii hereditarii, Atrophia muscularis spinalis hereditaria (Werding-Hoffmann)","Perinnölliset hermolihassairaudet, Atrophia muscularis spinalis hereditaria (Werding-Hoffmann)","Hereditary neuromuscular disorders, Familial progressive spinal muscular atrophy",NA,THL
33020,"Morbi neuromuscularii hereditarii, Amyctonia congenita. Morbus Oppenheim","Perinnölliset hermolihassairaudet, Amyctonia congenita. Morbus Oppenheim","Hereditary neuromuscular disorders, Amyotonia congenita",NA,THL
33030,"Morbi neuromuscularii hereditarii, Dystrophia musculorum progressiva","Perinnölliset hermolihassairaudet, Dystrophia musculorum progressiva","Hereditary neuromuscular disorders, Progressive muscular dystrophy",NA,THL
33090,"Morbi neuromuscularii hereditarii, Dystrophia myotonica","Perinnölliset hermolihassairaudet, Dystrophia myotonica","Hereditary neuromuscular disorders, Dystrophia myotonica",NA,THL
33098,"Morbi neuromuscularii hereditarii, Alii definiti","Perinnölliset hermolihassairaudet, Alii definiti","Hereditary neuromuscular disorders, Alii definiti",NA,THL
331,Morbi hereditarii systematis striati-pallidi,Perinnölliset taudit striatopallidaalisessa systeemissä,Hereditary diseases of the striatopallidal system,Ärftliga sjukdomar i striatopallidalsystemet,THL
33100,"Morbi hereditarii systematis striati-pallidi, Chorea Huntington","Perinnölliset taudit striatopallidaalisessa systeemissä, Chorea Huntington","Hereditary diseases of the striatopallidal system, Hereditary chorea",NA,THL
33110,"Morbi hereditarii systematis striati-pallidi, Dystonia musculorum deformans (dystonia torsionum, morbus Ziehen-Oppenheim)","Perinnölliset taudit striatopallidaalisessa systeemissä, Dystonia musculorum deformans (dystonia torsionum, morbus Ziehen-Oppenheim)","Hereditary diseases of the striatopallidal system, Dystonia musculorum deformans",NA,THL
33120,"Morbi hereditarii systematis striati-pallidi, Epilepsia myoclonica progressiva familiaris","Perinnölliset taudit striatopallidaalisessa systeemissä, Epilepsia myoclonica progressiva familiaris","Hereditary diseases of the striatopallidal system, Progressive familial myoclonic epilepsy",NA,THL
33198,"Morbi hereditarii systematis striati-pallidi, Alii definiti","Perinnölliset taudit striatopallidaalisessa systeemissä, Alii definiti","Hereditary diseases of the striatopallidal system, Alii definiti",NA,THL
33199,"Morbi hereditarii systematis striati-pallidi, NUD","Perinnölliset taudit striatopallidaalisessa systeemissä, NUD","Hereditary diseases of the striatopallidal system, Other",NA,THL
332,Ataxia hereditaria,Perinnöllinen ataksia,Hereditary ataxia,Ärftlig ataxi,THL
33200,"Ataxia hereditaria, Spinalis, familiaris (Friedreich)","Perinnöllinen ataksia, Spinalis, familiaris (Friedreich)","Hereditary ataxia, Hereditary spinal ataxia",NA,THL
33210,"Ataxia hereditaria, Cerebellaris (hereditaria)","Perinnöllinen ataksia, Cerebellaris (hereditaria)","Hereditary ataxia, Hereditary cerebellar ataxia",NA,THL
33298,"Ataxia hereditaria, Alia definita","Perinnöllinen ataksia, Alia definita","Hereditary ataxia, Alia definita",NA,THL
33299,"Ataxia hereditaria, NUD","Perinnöllinen ataksia, NUD","Hereditary ataxia, Other and unspecified",NA,THL
333,Morbi hereditarii et familiarii systematis nervosi alii,Muut perinnölliset ja perheittäin esiintyvät hermoston taudit,Other hereditary and familial diseases of nervous system,Andra ärftliga och familjärä sjukdomar i nervsystemet,THL
33300,"Morbi hereditarii et familiarii systematis nervosi alii, Idiotia amaurotica familiaris","Muut perinnölliset ja perheittäin esiintyvät hermoston taudit, Idiotia amaurotica familiaris","Other hereditary and familial diseases of nervous system, Idiotia amaurotica familiaris",NA,THL
33301,"Morbi hereditarii et familiarii systematis nervosi alii, Morbus Tay-Sachs","Muut perinnölliset ja perheittäin esiintyvät hermoston taudit, Morbus Tay-Sachs","Other hereditary and familial diseases of nervous system, Morbus Tay-Sachs",NA,THL
33310,"Morbi hereditarii et familiarii systematis nervosi alii, Leukodystrophia cerebralis progressiva","Muut perinnölliset ja perheittäin esiintyvät hermoston taudit, Leukodystrophia cerebralis progressiva","Other hereditary and familial diseases of nervous system, Progressive cerebral leukodystrophy",NA,THL
33398,"Morbi hereditarii et familiarii systematis nervosi alii, Alii definiti","Muut perinnölliset ja perheittäin esiintyvät hermoston taudit, Alii definiti","Other hereditary and familial diseases of nervous system, Alii definiti",NA,THL
33399,"Morbi hereditarii et familiarii systematis nervosi alii, NUD","Muut perinnölliset ja perheittäin esiintyvät hermoston taudit, NUD","Other hereditary and familial diseases of nervous system, Other and unspecified",NA,THL
340-349,ALII MORBI SYSTEMATIS NERVOSI CENTRALIS,Muut keskushermoston taudit,Other diseases of central nervous system,Andra sjukdomar i centrala nervsystemet,THL
340,Sclerosis disseminata,Keskushermoston pesäkekovettumatauti,Multiple sclerosis,Multipel skleros,THL
34099,Sclerosis disseminata,Keskushermoston pesäkekovettumatauti,Multiple sclerosis,Multipel skleros,THL
341,Alii morbi demyelinantes systematis nervosi centralis,Muut myeliiniä tuhoavat keskushermoston taudit,Other demyelinating diseases of central nervous system,Andra myelinförstörande sjukdomar i centrala nervsystemet,THL
34101,"Alii morbi demyelinantes systematis nervosi centralis, Neuromyelitis optica","Muut myeliiniä tuhoavat keskushermoston taudit, Neuromyelitis optica","Other demyelinating diseases of central nervous system, Neuromyelitis optica",NA,THL
34102,"Alii morbi demyelinantes systematis nervosi centralis, Morbus Schilder","Muut myeliiniä tuhoavat keskushermoston taudit, Morbus Schilder","Other demyelinating diseases of central nervous system, Morbus Schilder",NA,THL
34108,"Alii morbi demyelinantes systematis nervosi centralis, Alii definiti","Muut myeliiniä tuhoavat keskushermoston taudit, Alii definiti","Other demyelinating diseases of central nervous system, Alii definiti",NA,THL
34109,"Alii morbi demyelinantes systematis nervosi centralis, NUD","Muut myeliiniä tuhoavat keskushermoston taudit, NUD","Other demyelinating diseases of central nervous system, Unspecified",NA,THL
342,Paralysis agitans,"Täristyshalvaus, Ei sisällä virus-aivotulehduksen jalkitilaa (066)",Paralysis agitans,NA,THL
34200,"Paralysis agitans, Parkinsonismus","Täristyshalvaus, Ei sisällä virus-aivotulehduksen jalkitilaa (066), Parkinsonismus","Paralysis agitans, Parkinsonismus",NA,THL
34208,"Paralysis agitans, Alia definita","Täristyshalvaus, Ei sisällä virus-aivotulehduksen jalkitilaa (066), Alia definita","Paralysis agitans, Alia definita",NA,THL
34299,"Paralysis agitans, NUD","Täristyshalvaus, Ei sisällä virus-aivotulehduksen jalkitilaa (066), NUD","Paralysis agitans, Unspecified",NA,THL
343,Paralysis cerebralis spastica infantilis,Lapsuusiän spastinen aivohalvaus,Cerebral spastic infantile paralysis,Infantil cerebral pares,THL
34300,"Paralysis cerebralis spastica infantilis, Hemiplegia spastica","Lapsuusiän spastinen aivohalvaus, Hemiplegia spastica","Cerebral spastic infantile paralysis, Hemiplegia spastica",NA,THL
34301,"Paralysis cerebralis spastica infantilis, Diplegia spastica","Lapsuusiän spastinen aivohalvaus, Diplegia spastica","Cerebral spastic infantile paralysis, Diplegia spastica",NA,THL
34302,"Paralysis cerebralis spastica infantilis, Tetraplegia spastica","Lapsuusiän spastinen aivohalvaus, Tetraplegia spastica","Cerebral spastic infantile paralysis, Tetraplegia spastica",NA,THL
34303,"Paralysis cerebralis spastica infantilis, Athetosis","Lapsuusiän spastinen aivohalvaus, Athetosis","Cerebral spastic infantile paralysis, Athetosis",NA,THL
34304,"Paralysis cerebralis spastica infantilis, Dystonia tetraplegica. Tonusväxlingssyndrom","Lapsuusiän spastinen aivohalvaus, Dystonia tetraplegica. Tonusväxlingssyndrom","Cerebral spastic infantile paralysis, Dystonia tetraplegica. Tonusväxlingssyndrom",NA,THL
34305,"Paralysis cerebralis spastica infantilis, Ataxia","Lapsuusiän spastinen aivohalvaus, Ataxia","Cerebral spastic infantile paralysis, Ataxia",NA,THL
34308,"Paralysis cerebralis spastica infantilis, Alia definita","Lapsuusiän spastinen aivohalvaus, Alia definita","Cerebral spastic infantile paralysis, Alia definita",NA,THL
34309,"Paralysis cerebralis spastica infantilis, NUD","Lapsuusiän spastinen aivohalvaus, NUD","Cerebral spastic infantile paralysis, Unspecified",NA,THL
344,Paralysis cerebralis alia,Muu aivohalvaus,Other cerebral paralysis,Annan cerebral förlamming,THL
34400,"Paralysis cerebralis alia, Hemiplegia NUD","Muu aivohalvaus, Hemiplegia NUD","Other cerebral paralysis, Hemiplegia NUD",NA,THL
34401,"Paralysis cerebralis alia, Diplegia NUD","Muu aivohalvaus, Diplegia NUD","Other cerebral paralysis, Diplegia NUD",NA,THL
34402,"Paralysis cerebralis alia, Laesio cerebralis non traumatica, sequelae","Muu aivohalvaus, Laesio cerebralis non traumatica, sequelae","Other cerebral paralysis, Laesio cerebralis non traumatica, sequelae",NA,THL
34403,"Paralysis cerebralis alia, Laesia medullaris non traumatica, sequelae","Muu aivohalvaus, Laesia medullaris non traumatica, sequelae","Other cerebral paralysis, Laesia medullaris non traumatica, sequelae",NA,THL
34408,"Paralysis cerebralis alia, Alia definita","Muu aivohalvaus, Alia definita","Other cerebral paralysis, Alia definita",NA,THL
34409,"Paralysis cerebralis alia, NUD","Muu aivohalvaus, NUD","Other cerebral paralysis, Unspecified",NA,THL
345,Epilepsia,Kaatumatauti,Epilepsy,Epilepsi,THL
34500,"Epilepsia, ""Petit mal""","Kaatumatauti, ""Petit mal""","Epilepsy, ""Petit mal""",NA,THL
34509,"Epilepsia, Absentia epileptica NUD","Kaatumatauti, Absentia epileptica NUD","Epilepsy, Absentia epileptica NUD",NA,THL
34510,"Epilepsia, ""Grand mal""","Kaatumatauti, ""Grand mal""","Epilepsy, ""Grand mal""",NA,THL
34511,"Epilepsia, Motorica minoris","Kaatumatauti, Sisältää pikkulasten ""infantile spasm"", lihasnykimätaudin","Epilepsy, Motorica minoris","Epilepsi, Inkluderar ""infantile spasms"", myoklon epilepsi hos småbarn",THL
34519,"Epilepsia, Generalisata convulsiva NUD","Kaatumatauti, Generalisata convulsiva NUD","Epilepsy, Generalisata convulsiva NUD",NA,THL
34520,"Epilepsia, Status epilepticus","Kaatumatauti, Status epilepticus","Epilepsy, Status epilepticus",NA,THL
34530,"Epilepsia, Psychomotorica","Kaatumatauti, Psychomotorica","Epilepsy, Psychomotorica",NA,THL
34531,"Epilepsia, Patrialis (focalis) Jackson","Kaatumatauti, Patrialis (focalis) Jackson","Epilepsy, Patrialis (focalis) Jackson",NA,THL
34532,"Epilepsia, Partialis (focalis) generalisata","Kaatumatauti, Sisältää sekundaariset pesäkemuodot","Epilepsy, Partialis (focalis) generalisata","Epilepsi, Inkluderar fokala former med sekundär generalisering",THL
34533,"Epilepsia, Partialis (focalis) alia","Kaatumatauti, Partialis (focalis) alia","Epilepsy, Partialis (focalis) alia",NA,THL
34539,"Epilepsia, Partialis (focalis) NUD","Kaatumatauti, Partialis (focalis) NUD","Epilepsy, Partialis (focalis) NUD",NA,THL
34598,"Epilepsia, Alia definita","Kaatumatauti, Alia definita","Epilepsy, Alia definita",NA,THL
34599,"Epilepsia, NUD","Kaatumatauti, NUD","Epilepsy, Other and unspecified",NA,THL
346,Hemicrania,Migreeni,Migraine,Migrän,THL
34601,"Hemicrania, Morbus Harris-Horton","Migreeni, Morbus Harris-Horton","Migraine, Morbus Harris-Horton",NA,THL
34609,Hemicrania NUD,"Migreeni, Hemicrania NUD","Migraine, Unspecified",NA,THL
347,Morbi cerebri alii,Muut aivosairaudet,Other disease of brain,Andra sjukdomar i hjärnan,THL
34700,"Morbi cerebri alii, Cataplexia, narcolepsia","Muut aivosairaudet, Cataplexia, narcolepsia","Other disease of brain, Cataplexy and narcolepsy",NA,THL
34790,"Morbi cerebri alii, Ataxia cerebellaris NUD","Muut aivosairaudet, Ataxia cerebellaris NUD","Other disease of brain, Ataxia cerebellaris NUD",NA,THL
34791,"Morbi cerebri alii, Atrophia cerebri","Muut aivosairaudet, Atrophia cerebri","Other disease of brain, Atrophia cerebri",NA,THL
34792,"Morbi cerebri alii, Degeneratio cerebri","Muut aivosairaudet, Degeneratio cerebri","Other disease of brain, Degeneratio cerebri",NA,THL
34793,"Morbi cerebri alii, Hydrocephalus acquisitus NUD","Muut aivosairaudet, Hydrocephalus acquisitus NUD","Other disease of brain, Hydrocephalus acquisitus NUD",NA,THL
34798,"Morbi cerebri alii, Alii definiti","Muut aivosairaudet, Alii definiti","Other disease of brain, Alii definiti",NA,THL
34799,"Morbi cerebri alii, NUD","Muut aivosairaudet, NUD","Other disease of brain, Other and unspecified",NA,THL
348,Morbi neuronis motorii,Neuromotooriset sairaudet,Motor neurone disease,Neuromotoriska sjukdomar,THL
34800,"Morbi neuronis motorii, Sclerosis lateralis amyotrophica","Neuromotooriset sairaudet, Sclerosis lateralis amyotrophica","Motor neurone disease, Amyotrophic lateral sclerosis",NA,THL
34810,"Morbi neuronis motorii, Paralysis bulbaris progressiva","Neuromotooriset sairaudet, Paralysis bulbaris progressiva","Motor neurone disease, Progressive bulbar palsy",NA,THL
34821,"Morbi neuronis motorii, Paralysis spinalis progressiva","Neuromotooriset sairaudet, Paralysis spinalis progressiva","Motor neurone disease, Paralysis spinalis progressiva",NA,THL
34829,"Morbi neuronis motorii, Atrophia musculorum progressiva NUD","Neuromotooriset sairaudet, Atrophia musculorum progressiva NUD","Motor neurone disease, Atrophia musculorum progressiva NUD",NA,THL
34898,"Morbi neuronis motorii, Alii definiti","Neuromotooriset sairaudet, Ei sisällä primaarista lihassurkastumaa (733)","Motor neurone disease, Alii definiti","Neuromotoriska sjukdomar, Exkluderar primär muskelatrofi (733)",THL
34899,"Morbi neuronis motorii, NUD","Neuromotooriset sairaudet, NUD","Motor neurone disease, Other and unspecified manifestations",NA,THL
349,Morbi medullae spinalis alii,Muut selkäytimen taudit,Other diseases of spinal cord,Andra sjukdomar i ryggmärgen,THL
34900,"Morbi medullae spinalis alii, Syringomyelia","Muut selkäytimen taudit, Syringomyelia","Other diseases of spinal cord, Syringomyelia",NA,THL
34901,"Morbi medullae spinalis alii, Syringobulbia","Muut selkäytimen taudit, Syringobulbia","Other diseases of spinal cord, Syringobulbia",NA,THL
34990,"Morbi medullae spinalis alii, Haematomyelia","Muut selkäytimen taudit, Haematomyelia","Other diseases of spinal cord, Haematomyelia",NA,THL
34998,"Morbi medullae spinalis alii, Alii definiti","Muut selkäytimen taudit, Alii definiti","Other diseases of spinal cord, Alii definiti",NA,THL
34999,"Morbi medullae spinalis alii, NUD","Muut selkäytimen taudit, NUD","Other diseases of spinal cord, Other and unspecified",NA,THL
350-358,MORBI NERVORUM ET GANGLIORUM PERIPHERICORUM,Hermojen ja perifeeristen hermosolmujen sairaudet,Diseases of nerves and peripheral ganglia,Sjukdomar i nerver och perifera ganglier,THL
350,Paralysis facialis,Naamahermohalvaus,Facial paralysis,Facialisförlamning,THL
35002,"Paralysis facialis, Spasmus facialis","Naamahermohalvaus, Spasmus facialis","Facial paralysis, Spasmus facialis",NA,THL
35008,"Paralysis facialis, Alia definita","Naamahermohalvaus, Alia definita","Facial paralysis, Alia definita",NA,THL
35009,"Paralysis facialis, NUD","Naamahermohalvaus, NUD","Facial paralysis, Unspecified",NA,THL
351,Neuralgia trigemini,Kolmoishermosärky,Trigeminal neuralgia,Trigeminusneuralgi,THL
35199,Neuralgia trigemini,Kolmoishermosärky,Trigeminal neuralgia,Trigeminusneuralgi,THL
352,Neuritis brachialis,Hartiapunoksen hermotulehdus,Brachial neuritis,Brakialneurit,THL
35201,"Neuritis brachialis, Nervi ulnaris","Hartiapunoksen hermotulehdus, Nervi ulnaris","Brachial neuritis, Nervi ulnaris",NA,THL
35202,"Neuritis brachialis, Nervi mediani","Hartiapunoksen hermotulehdus, Nervi mediani","Brachial neuritis, Nervi mediani",NA,THL
35203,"Neuritis brachialis, Nervi radialis","Hartiapunoksen hermotulehdus, Nervi radialis","Brachial neuritis, Nervi radialis",NA,THL
35209,"Neuritis brachialis, NUD","Hartiapunoksen hermotulehdus, NUD","Brachial neuritis, Unspecified",NA,THL
353,Ischias,"Iskias Ei sisällä nikamanvälilevytyrää (725), lanneristipunoksen hermojuuritulehdusta (728)",Sciatica,"Exkluderar diskbråck (725), lumbosakral radikulit (728)",THL
35399,Ischias,"Iskias Ei sisällä nikamanvälilevytyrää (725), lanneristipunoksen hermojuuritulehdusta (728)",Sciatica,"Exkluderar diskbråck (725), lumbosakral radikulit (728)",THL
354,Polyneuritis et polyradiculitis,NA,Polyneuritis and polyradiculitis,NA,THL
35401,"Polyneuritis et polyradiculitis, Polyradicultitis Guillain-Barré",NA,"Polyneuritis and polyradiculitis, Polyradicultitis Guillain-Barré",NA,THL
35408,"Polyneuritis et polyradiculitis, Aliae definitae",NA,"Polyneuritis and polyradiculitis, Aliae definitae",NA,THL
35409,"Polyneuritis et polyradiculitis, NUD",NA,"Polyneuritis and polyradiculitis, Unspecified",NA,THL
355,Neuralgia et neuritis alia sive non definita,Muu tai tarkemmin määrittelemätön hermosärky ja hermotulehdus,Other and unspecified forms of neuralgia and neuritis,Annan eller ospecificerad neuralgi och neurit,THL
35500,"Neuralgia et neuritis alia sive non definita, Nervi glossopharyngici","Muu tai tarkemmin määrittelemätön hermosärky ja hermotulehdus, Nervi glossopharyngici","Other and unspecified forms of neuralgia and neuritis, Nervi glossopharyngici",NA,THL
35501,"Neuralgia et neuritis alia sive non definita, Supraorbitalis","Muu tai tarkemmin määrittelemätön hermosärky ja hermotulehdus, Supraorbitalis","Other and unspecified forms of neuralgia and neuritis, Supraorbitalis",NA,THL
35502,"Neuralgia et neuritis alia sive non definita, Nervi occipitalis","Muu tai tarkemmin määrittelemätön hermosärky ja hermotulehdus, Nervi occipitalis","Other and unspecified forms of neuralgia and neuritis, Nervi occipitalis",NA,THL
35508,"Neuralgia et neuritis alia sive non definita, Alia definita","Muu tai tarkemmin määrittelemätön hermosärky ja hermotulehdus, Alia definita","Other and unspecified forms of neuralgia and neuritis, Alia definita",NA,THL
35509,"Neuralgia et neuritis alia sive non definita, NUD","Muu tai tarkemmin määrittelemätön hermosärky ja hermotulehdus, NUD","Other and unspecified forms of neuralgia and neuritis, Unspecified",NA,THL
356,Alii morbi nervorum cranialium,Muut aivohermojen sairaudet,Other diseases of cranial nerves,Andra sjukdomar i kranialnerverna,THL
35600,"Alii morbi nervorum cranialium, Nervi olfactorii","Muut aivohermojen sairaudet, Nervi olfactorii","Other diseases of cranial nerves, Nervi olfactorii",NA,THL
35601,"Alii morbi nervorum cranialium, Nervi trigemini","Muut aivohermojen sairaudet, Nervi trigemini","Other diseases of cranial nerves, Nervi trigemini",NA,THL
35602,"Alii morbi nervorum cranialium, Nervi glossopharyngici","Muut aivohermojen sairaudet, Nervi glossopharyngici","Other diseases of cranial nerves, Nervi glossopharyngici",NA,THL
35603,"Alii morbi nervorum cranialium, Nervi vagi","Muut aivohermojen sairaudet, Nervi vagi","Other diseases of cranial nerves, Nervi vagi",NA,THL
35604,"Alii morbi nervorum cranialium, Nervi hypoglossi","Muut aivohermojen sairaudet, Nervi hypoglossi","Other diseases of cranial nerves, Nervi hypoglossi",NA,THL
35605,"Alii morbi nervorum cranialium, Nervi accesorii","Muut aivohermojen sairaudet, Nervi accesorii","Other diseases of cranial nerves, Nervi accesorii",NA,THL
