Code	DF6_Freq	Latin	Finnish	Swedish	English	Uncertain_language	Needs_LAT_trans	Finnish_requires_review	Needs_FIN_trans	English_requires_review	needs_ENG_trans	Comments
23211	13	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Musculorum (telae conjunctivae) trunci	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Musculorum (telae conjunctivae) trunci		Neoplasm of unspecified nature of skin and musculoskeletal system, Musculorum (telae conjunctivae) trunci		0	1	0	1	0	
23212	21	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Musculorum (telae conjunctivae) extremitatis superioris (regione scapulari inclusa)	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Yläraajojen (olkapäät mukaan luettuna) lihaksistossa (sidekudoksessa)	Ospecificerad tumör i hud, muskler, bindväv, ben, brosk, I muskulatur (bindväv) på övre extremitet (inklusive skuldra)	Neoplasm of unspecified nature of skin and musculoskeletal system, Musculorum (telae conjunctivae) extremitatis superioris (regione scapulari inclusa)		0	0	0	1	0	
23213	22	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Musculorum (telae conjunctivae) extremitatis inferioris (regione glutaea inclusa)	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Alaraajojen (pakaraseutu mukaan luettuna) lihaksistossa (sidekudoksessa)	Ospecificerad tumör i hud, muskler, bindväv, ben, brosk, I muskulatur (bindväv) på nedre extremitet (inklusive säte)	Neoplasm of unspecified nature of skin and musculoskeletal system, Musculorum (telae conjunctivae) extremitatis inferioris (regione glutaea inclusa)		0	0	0	1	0	
23219	2	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Musculorum (telae conjunctivae) NUD	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Musculorum (telae conjunctivae) NUD		Neoplasm of unspecified nature of skin and musculoskeletal system, Musculorum (telae conjunctivae) NUD		0	1	0	1	0	
23220	3	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis labii	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis labii		Neoplasm of unspecified nature of skin and musculoskeletal system, Cutis labii		0	1	0	1	0	
23221	18	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis palpebrae (cantho incluso)	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis palpebrae (cantho incluso)		Neoplasm of unspecified nature of skin and musculoskeletal system, Cutis palpebrae (cantho incluso)		0	1	0	1	0	
23222	4	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis auris (canali externo incluso)	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis auris (canali externo incluso)		Neoplasm of unspecified nature of skin and musculoskeletal system, Cutis auris (canali externo incluso)		0	1	0	1	0	
23223	13	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis facici, loco alio sive NUD	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis facici, loco alio sive NUD		Neoplasm of unspecified nature of skin and musculoskeletal system, Cutis facici, loco alio sive NUD		0	1	0	1	0	
23224	8	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Capillitii	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Capillitii		Neoplasm of unspecified nature of skin and musculoskeletal system, Capillitii		0	1	0	1	0	
23225	16	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis trunci	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis trunci		Neoplasm of unspecified nature of skin and musculoskeletal system, Cutis trunci		0	1	0	1	0	
23226	12	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis extremitatis superioris	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis extremitatis superioris		Neoplasm of unspecified nature of skin and musculoskeletal system, Cutis extremitatis superioris		0	1	0	1	0	
23227	13	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis extremitatis inferioris	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis extremitatis inferioris		Neoplasm of unspecified nature of skin and musculoskeletal system, Cutis extremitatis inferioris		0	1	0	1	0	
23229	11	Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis NUD	Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis NUD		Neoplasm of unspecified nature of skin and musculoskeletal system, Cutis NUD		0	1	0	1	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
233	0	Neoplasma non definitum mammae	Nisän tarkemmin määrittelemätön kasvain	Ospecificerad tumör i bröstkörtel	Neoplasm of unspecified nature of breast		0	0	0	0	0	
	NA						0	0	0	0	0	
23399	168	Neoplasma non definitum mammae	Nisän tarkemmin määrittelemätön kasvain	Ospecificerad tumör i bröstkörtel	Neoplasm of unspecified nature of breast		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
234	0	Neoplasma non definitum uteri	Kohdun tarkemmin määrittelemätön kasvain	Ospecificerad tumör i livmodern	Neoplasm of unspecified nature of uterus		0	0	0	0	0	
	NA						0	0	0	0	0	
23400	87	Neoplasma non definitum uteri, Carcinoma stadium 0 (non invasivum) cervis uteri	Kohdun tarkemmin määrittelemätön kasvain, Carcinoma stadium 0 (non invasivum) cervis uteri		Neoplasm of unspecified nature of uterus, Carcinoma in situ of cervix uteri		0	1	0	0	0	
23410	19	Neoplasma non definitum uteri, Neoplasma non definitum cervicis uteri aliud	Kohdun tarkemmin määrittelemätön kasvain, Kohdun kaulan muu tarkemmin määrittelemätön kasvain	Ospecificerad tumör i livmodern, Ospecificerad annan tumör i cervix uteri	Neoplasm of unspecified nature of uterus, Cervix uteri, other		0	0	0	0	0	
23490	5	Neoplasma non definitum uteri, Corporis uteri	Kohdun tarkemmin määrittelemätön kasvain, Corporis uteri		Neoplasm of unspecified nature of uterus, Corporis uteri		0	1	0	1	0	
23491	0	Neoplasma non definitum uteri, Corporis et endocervicis uteri	Kohdun tarkemmin määrittelemätön kasvain, Corporis et endocervicis uteri		Neoplasm of unspecified nature of uterus, Corporis et endocervicis uteri		0	1	0	1	0	
23498	0	Neoplasma non definitum uteri, Uteri, loco alio definito (chorioepitheliomate incluso)	Kohdun tarkemmin määrittelemätön kasvain, Uteri, loco alio definito (chorioepitheliomate incluso)		Neoplasm of unspecified nature of uterus, Uteri, loco alio definito (chorioepitheliomate incluso)		0	1	0	1	0	
23499	5	Neoplasma non definitum uteri, NUD	Kohdun tarkemmin määrittelemätön kasvain, NUD		Neoplasm of unspecified nature of uterus, Other and unspecified part		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
235	0	Neoplasma non definitum ovarii	Munasarjojen tarkemmin määrittelemätön kasvain	Ospecificerad tumör i äggstockarna	Neoplasm of unspecified nature of ovary		0	0	0	0	0	
	NA						0	0	0	0	0	
23599	99	Neoplasma non definitum ovarii	Munasarjojen tarkemmin määrittelemätön kasvain	Ospecificerad tumör i äggstockarna	Neoplasm of unspecified nature of ovary		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
236	0	Neoplasma non definitum genitalium feminae aliorum	Naisen muiden sukuelinten tarkemmin määrittelemätön kasvain	Ospeciferad tumör i andra kvinnliga könsorgan	Neoplasm of unspecified nature of other female genital organs		0	0	0	0	0	
	NA						0	0	0	0	0	
23600	3	Neoplasma non definitum genitalium feminae aliorum, Tubae uterinae et ligamenti lati	Naisen muiden sukuelinten tarkemmin määrittelemätön kasvain, Tubae uterinae et ligamenti lati		Neoplasm of unspecified nature of other female genital organs, Fallopian tube and broad ligaments		0	1	0	0	0	
23610	8	Neoplasma non definitum genitalium feminae aliorum, Vaginae	Naisen muiden sukuelinten tarkemmin määrittelemätön kasvain, Vaginae		Neoplasm of unspecified nature of other female genital organs, Vagina		0	1	0	0	0	
23620	5	Neoplasma non definitum genitalium feminae aliorum, Vulvae	Naisen muiden sukuelinten tarkemmin määrittelemätön kasvain, Vulvae		Neoplasm of unspecified nature of other female genital organs, Vulva		0	1	0	0	0	
23688	5	Neoplasma non definitum genitalium feminae aliorum, Loco alio definito	Naisen muiden sukuelinten tarkemmin määrittelemätön kasvain, Loco alio definito		Neoplasm of unspecified nature of other female genital organs, Other specified sites		0	1	0	0	0	
23699	23	Neoplasma non definitum genitalium feminae aliorum, NUD	Naisen muiden sukuelinten tarkemmin määrittelemätön kasvain, NUD		Neoplasm of unspecified nature of other female genital organs, Unspecified site		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
237	0	Neoplasma non definitum uro-genitalium aliorum	Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain	Ospecificerad tumör i andra uro- genitalorgan	Neoplasm of unspecified nature of other genito-urinary organs		0	0	0	0	0	
	NA						0	0	0	0	0	
23700	8	Neoplasma non definitum uro-genitalium aliorum, Testis	Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Testis		Neoplasm of unspecified nature of other genito-urinary organs, Testis		0	1	0	0	0	
23710	1	Neoplasma non definitum uro-genitalium aliorum, Penis	Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Penis		Neoplasm of unspecified nature of other genito-urinary organs, Penis		0	1	0	0	0	
23720	1	Neoplasma non definitum uro-genitalium aliorum, Seroti	Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Seroti		Neoplasm of unspecified nature of other genito-urinary organs, Seroti		0	1	0	1	0	
23721	11	Neoplasma non definitum uro-genitalium aliorum, Genitalium viri, loco alio definito	Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Muissa miehen sukuelimissä	Ospecificerad tumör i andra uro- genitalorgan, Andra manliga könsorgan	Neoplasm of unspecified nature of other genito-urinary organs, Genitalium viri, loco alio definito		0	0	0	1	0	
23729	0	Neoplasma non definitum uro-genitalium aliorum, Genitalium viri NUD	Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Genitalium viri NUD		Neoplasm of unspecified nature of other genito-urinary organs, Genitalium viri NUD		0	1	0	1	0	
23730	11	Neoplasma non definitum uro-genitalium aliorum, Renis (pelve excepta)	Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Renis (pelve excepta)		Neoplasm of unspecified nature of other genito-urinary organs, Kidney, except pelvis		0	1	0	0	0	
23740	3	Neoplasma non definitum uro-genitalium aliorum, Pelvis renis	Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Pelvis renis		Neoplasm of unspecified nature of other genito-urinary organs, Pelvis of kidney		0	1	0	0	0	
23750	0	Neoplasma non definitum uro-genitalium aliorum, Ureteris	Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Ureteris		Neoplasm of unspecified nature of other genito-urinary organs, Ureter		0	1	0	0	0	
23760	10	Neoplasma non definitum uro-genitalium aliorum, Vesicae urinariae	Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Vesicae urinariae		Neoplasm of unspecified nature of other genito-urinary organs, Bladder		0	1	0	0	0	
23790	1	Neoplasma non definitum uro-genitalium aliorum, Organorum urinariorum loco alio definito	Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Organorum urinariorum loco alio definito		Neoplasm of unspecified nature of other genito-urinary organs, Organorum urinariorum loco alio definito		0	1	0	1	0	
23799	1	Neoplasma non definitum uro-genitalium aliorum, Organorum urinariorum NUD	Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Organorum urinariorum NUD		Neoplasm of unspecified nature of other genito-urinary organs, Other and unspecified urinary orgsans		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
238	0	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain	Ospecificerad tumör i öga, hjärna och andra delar av nervsystemet	Neoplasm of unspecified nature of eye, brain and other parts of nervous system		0	0	0	0	0	
	NA						0	0	0	0	0	
23801	8	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Conjunctivae	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Conjunctivae		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Conjunctivae		0	1	0	1	0	
23802	1	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Corneae	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Corneae		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Corneae		0	1	0	1	0	
23803	3	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Uveae	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Uveae		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Uveae		0	1	0	1	0	
23806	0	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Retinae	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Retinae		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Retinae		0	1	0	1	0	
23807	9	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Orbitae	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Orbitae		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Orbitae		0	1	0	1	0	
23808	3	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Oculi, loco alio definito	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Oculi, loco alio definito		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Oculi, loco alio definito		0	1	0	1	0	
23809	2	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Oculi NUD	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Oculi NUD		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Oculi NUD		0	1	0	1	0	
23810	69	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Cerebri	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Cerebri		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Brain		0	1	0	0	0	
23820	0	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Nervorum cranialium	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Nervorum cranialium		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Nervorum cranialium		0	1	0	1	0	
23821	0	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Nervi optici	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Nervi optici		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Nervi optici		0	1	0	1	0	
23830	3	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Meningum cerebralium	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Meningum cerebralium		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Cerebral meninges		0	1	0	0	0	
23840	5	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Medullae spinalis	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Medullae spinalis		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Spinal cord		0	1	0	0	0	
23850	2	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Meningum spinalium	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Meningum spinalium		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Spinal meninges		0	1	0	0	0	
23860	8	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Nervorum periphericorum	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Nervorum periphericorum		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Peripheral nerves		0	1	0	0	0	
23870	0	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, Systematis sympathici	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Systematis sympathici		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Sympathetic nervous system		0	1	0	0	0	
23899	2	Neoplasma non definitum oculi, cerebri et partium aliorum systematis nervosi, NUD	Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, NUD		Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Unspecified site		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
239	0	Neoplasma non definitum organorum aliorum sive NUD	Tarkemmin määrittelemätön kasvain muualla	Ospecificerad tumör på annat ställe eller UNS	Neoplasm of unspecified nature of other and unspecified organs		0	0	0	0	0	
	NA						0	0	0	0	0	
23900	4	Neoplasma non definitum organorum aliorum sive NUD, Lahii	Tarkemmin määrittelemätön kasvain muualla, Lahii		Neoplasm of unspecified nature of other and unspecified organs, Lahii		0	1	0	1	0	
23901	4	Neoplasma non definitum organorum aliorum sive NUD, Linguae	Tarkemmin määrittelemätön kasvain muualla, Linguae		Neoplasm of unspecified nature of other and unspecified organs, Linguae		0	1	0	1	0	
23902	17	Neoplasma non definitum organorum aliorum sive NUD, Glandulae salivariae	Tarkemmin määrittelemätön kasvain muualla, Glandulae salivariae		Neoplasm of unspecified nature of other and unspecified organs, Glandulae salivariae		0	1	0	1	0	
23903	3	Neoplasma non definitum organorum aliorum sive NUD, Oris	Tarkemmin määrittelemätön kasvain muualla, Oris		Neoplasm of unspecified nature of other and unspecified organs, Oris		0	1	0	1	0	
23904	2	Neoplasma non definitum organorum aliorum sive NUD, Tonsillae	Tarkemmin määrittelemätön kasvain muualla, Tonsillae		Neoplasm of unspecified nature of other and unspecified organs, Tonsillae		0	1	0	1	0	
23905	2	Neoplasma non definitum organorum aliorum sive NUD, Pharyngis	Tarkemmin määrittelemätön kasvain muualla, Pharyngis		Neoplasm of unspecified nature of other and unspecified organs, Pharyngis		0	1	0	1	0	
23909	1	Neoplasma non definitum organorum aliorum sive NUD, Cavi oris et pharyngis NUD	Tarkemmin määrittelemätön kasvain muualla, Cavi oris et pharyngis NUD		Neoplasm of unspecified nature of other and unspecified organs, Cavi oris et pharyngis NUD		0	1	0	1	0	
23910	4	Neoplasma non definitum organorum aliorum sive NUD, Glandulae suprarenalis	Tarkemmin määrittelemätön kasvain muualla, Glandulae suprarenalis		Neoplasm of unspecified nature of other and unspecified organs, Glandulae suprarenalis		0	1	0	1	0	
23911	1	Neoplasma non definitum organorum aliorum sive NUD, Glandulae parathyreoideae	Tarkemmin määrittelemätön kasvain muualla, Glandulae parathyreoideae		Neoplasm of unspecified nature of other and unspecified organs, Glandulae parathyreoideae		0	1	0	1	0	
23912	3	Neoplasma non definitum organorum aliorum sive NUD, Glandulae pinealis	Tarkemmin määrittelemätön kasvain muualla, Glandulae pinealis		Neoplasm of unspecified nature of other and unspecified organs, Glandulae pinealis		0	1	0	1	0	
23913	0	Neoplasma non definitum organorum aliorum sive NUD, Glandulae thymi	Tarkemmin määrittelemätön kasvain muualla, Glandulae thymi		Neoplasm of unspecified nature of other and unspecified organs, Glandulae thymi		0	1	0	1	0	
23914	36	Neoplasma non definitum organorum aliorum sive NUD, Glandulae thyreoideae	Tarkemmin määrittelemätön kasvain muualla, Glandulae thyreoideae		Neoplasm of unspecified nature of other and unspecified organs, Glandulae thyreoideae		0	1	0	1	0	
23915	3	Neoplasma non definitum organorum aliorum sive NUD, Glandulae alterius definitae	Tarkemmin määrittelemätön kasvain muualla, Glandulae alterius definitae		Neoplasm of unspecified nature of other and unspecified organs, Glandulae alterius definitae		0	1	0	1	0	
23990	6	Neoplasma non definitum organorum aliorum sive NUD, Glandulae pituitariae et ductus craniopharyngice	Tarkemmin määrittelemätön kasvain muualla, Glandulae pituitariae et ductus craniopharyngice		Neoplasm of unspecified nature of other and unspecified organs, Glandulae pituitariae et ductus craniopharyngice		0	1	0	1	0	
23999	77	Neoplasma non definitum organorum aliorum sive NUD, Alio loco sive NUD	Tarkemmin määrittelemätön kasvain muualla, Alio loco sive NUD		Neoplasm of unspecified nature of other and unspecified organs, Other and unspecified sites		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
240-279	0	III.  Morbi systematis endocrini, nutritionis et metabolismi	III. Umpieritys- ja aineenvaihduntasairaudet, sekä ravitsemushäiröt	III. Endokrina systemets sjukdomar, nutritionsrubbningar och ämmesomsättnings-sjukdomar			0	0	0	1	1	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
240-246	0	MORBI GLANDULAE THYREOIDEAE 	Kilpirauhasen taudit	Sjukdomar i sköldkörteln	Diseases of thyroid gland		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
240	0	Struma simplex	Yksinkertainen struuma	Enkel struma	Simple goitre		0	0	0	0	0	
	NA						0	0	0	0	0	
24000	6	Struma simplex, Endemica	Yksinkertainen struuma, Endemica		Simple goitre, Endemic		0	1	0	0	0	
24010	16	Struma simplex, Sporadica	Yksinkertainen struuma, Sporadica		Simple goitre, Sporadic		0	1	0	0	0	
24099	85	Struma simplex, NUD	Yksinkertainen struuma, NUD		Simple goitre, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
241	0	Struma nodosa atoxica	Myrkytön kyhmystruuma	Atoxisk nodös struma	Non-toxic nodular goitre		0	0	0	0	0	
	NA						0	0	0	0	0	
24100	48	Struma nodosa atoxica, Endemica	Myrkytön kyhmystruuma, Endemica		Non-toxic nodular goitre, Endemic		0	1	0	0	0	
24110	173	Struma nodosa atoxica, Sporadica	Myrkytön kyhmystruuma, Sporadica		Non-toxic nodular goitre, Sporadic		0	1	0	0	0	
24199	809	Struma nodosa atoxica, NUD	Myrkytön kyhmystruuma, NUD		Non-toxic nodular goitre, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
242	0	Thyreotoxicosis cum sine struma	Kilpirauhasmyrkytys, jonka yhteydessä on tai ei ole struumaa	Tyreotoxikos med eller utan struma	Thyrotoxicosis with or without goitre		0	0	0	0	0	
	NA						0	0	0	0	0	
24200	144	Thyreotoxicosis cum sine struma, Cum struma diffusa et exophthalmo. Morbus Basedowi	Kilpirauhasmyrkytys, jonka yhteydessä on tai ei ole struumaa, Cum struma diffusa et exophthalmo. Morbus Basedowi		Thyrotoxicosis with or without goitre, Cum struma diffusa et exophthalmo. Morbus Basedowi		0	1	0	1	0	
24209	156	Thyreotoxicosis cum sine struma, Cum struma diffuse NUD	Kilpirauhasmyrkytys, jonka yhteydessä on tai ei ole struumaa, Cum struma diffuse NUD		Thyrotoxicosis with or without goitre, Cum struma diffuse NUD		0	1	0	1	0	
24210	242	Thyreotoxicosis cum sine struma, Cum struma nodosa toxica	Kilpirauhasmyrkytys, jonka yhteydessä on tai ei ole struumaa, Cum struma nodosa toxica		Thyrotoxicosis with or without goitre, Toxic nodular goitre		0	1	0	0	0	
24220	102	Thyreotoxicosis cum sine struma, Struma non indicata	Kilpirauhasmyrkytys, jonka yhteydessä on tai ei ole struumaa, Struma non indicata		Thyrotoxicosis with or without goitre, Thyrotoxicosis without mention of goitre		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
243	0	Cretinismus congelitalis	Synnynnäinen kilpirauhaskääpiökasvu	Medfödd kretinism	Cretinism of congenital origin		0	0	0	0	0	
	NA						0	0	0	0	0	
24399	12	Cretinismus congelitalis	Synnynnäinen kilpirauhaskääpiökasvu	Medfödd kretinism	Cretinism of congenital origin		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
244	0	Myxoedema	Limapöhötauti	Myxödem	Myxoedema		0	0	0	0	0	
	NA						0	0	0	0	0	
24400	112	Myxoedema (hypothyreosis) post therapiam	Limapöhötauti, Myxoedema (hypothyreosis) post therapiam		Myxoedema, (hypothyreosis) post therapiam		0	1	0	1	0	
24409	337	Myxoedema (hypothyreosis) NUD	Limapöhötauti, Myxoedema (hypothyreosis) NUD		Myxoedema, (hypothyreosis) NUD		0	1	0	1	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
245	0	Thyreoiditis	Kilpirauhastulehdus	Tyreoidit	Thyroiditis		0	0	0	0	0	
	NA						0	0	0	0	0	
24500	55	Thyreoiditis, Subacuta de Quervain	Kilpirauhastulehdus, Subacuta de Quervain		Thyroiditis, Subacuta de Quervain		0	1	0	1	0	
24501	36	Thyreoiditis, Subacuta alia	Kilpirauhastulehdus, Subacuta alia		Thyroiditis, Subacuta alia		0	1	0	1	0	
24502	10	Thyreoiditis, Subchronica	Kilpirauhastulehdus, Subchronica		Thyroiditis, Subchronica		0	1	0	1	0	
24503	33	Thyreoiditis, Chronica	Kilpirauhastulehdus, Chronica		Thyroiditis, Chronica		0	1	0	1	0	
24504	1	Thyreoiditis, Struma Riedel	Kilpirauhastulehdus, Struma Riedel		Thyroiditis, Struma Riedel		0	1	0	1	0	
24509	79	Thyreoiditis, NUD	Kilpirauhastulehdus, NUD		Thyroiditis, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
24599	97	Thyreoiditis, Morbi thyreoideae alii	Kilpirauhastulehdus, Muut kilpirauhasen taudit	Tyreoidit, Andra sjukdomar i tyreoidea	Thyroiditis, Unspecified		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
250-258	0	MORBI GLANDULARUM ALIARUM SYSTEMATIS ENDOCRINI 	Muiden umpirauhasten taudit	Sjukdomar i andra endokrina körtlar	Diseases of other endocrine glands		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
250	0	Diabetes mellitus	Sokeritauti	Sockersjuka	Diabetes mellitus		0	0	0	0	0	
	NA						0	0	0	0	0	
25000	9019	Diabetes mellitus, Sine complicatione	Sokeritauti, Sine complicatione		Diabetes mellitus, Sine complicatione		0	1	0	1	0	
